UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
80IN03370,1978432421,78,2,T2421,,42,932,,1,,,,,,,20,,832,,,, 2,150,169,,,02,,43,,,088343,2,,839342,,,1980
80IN03371,1978432422,78,1,T2422,,42,932,,1,,,,,,,20,,,,,,,187,204,3,,02,,43,0929,,088343,M,228,839342,93,,1980
80IN03372,1978432423,78,2,T2423,,41,413,,1,,,,,,,20,,411,,,, 2,126,154,,,02,,43,,,168443,1,,650342,,,1980
80IN03373,1978432429,78,2,T2429,,43,434,,1,,,,,,,20,,433,,,, 2,129,133,,,02,,43,,,159043,6,,037343,,,1980
80IN03374,1978432430,78,2,T2430,,43,434,,1,,,,,,,20,,431,,,, 1,132,159,,,02,,43,,,159043,1,,037343,,,1980
80IN03375,1978432433,78,2,T2433,,43,432,,1,,,,,,,20,,434,,,, 2,127,138,,,02,,43,,,183443,6,,103443,,,1980
80IN03376,1978432443,78,2,T2443,,43,431,,1,,,,,,,20,,706,,,, 2,136,152,,,02,,43,,,156143,6,,875542,,,1980
80IN03377,1978432449,78,2,T2449,,42,952,,1,,,,,,,20,,842,,,, 2,114,132,,,02,,43,,,086043,2,,956842,,,1980
80IN03378,1978432451,78,2,T2451,,43,435,,1,,,,,,,20,,432,,,, 2,133,143,,,02,,43,,,171443,6,,754942,,,1980
80IN03379,1978432456,78,1,T2456,,41,411,,1,2,,,,,,20,,391,,,,,196,211,2,,02,,43,0918,5377,206943,M,243,963942,92,,1980
80IN03380,1978432458,78,2,T2458,,42,822,,1,,,,,,,20,,852,,,, 2,124,136,,,02,,43,,,114743,1,,493742,,,1980
80IN03381,1978432459,78,2,T2459,,42,912,,1,,,,,,,20,,707,,,, 2,117,116,,,02,,43,,,101943,6,,062143,,,1980
80IN03382,1978432461,78,2,T2461,,41,411,,1,,,,,,,20,,412,,,, 2,127,156,,,02,,43,,,206943,2,,041743,,,1980
80IN03383,1978432466,78,2,T2466,,40,403,,1,,,,,,,20,,402,,,, 2,148,163,,,02,,43,,,111143,1,,017543,,,1980
80IN03384,1978432468,78,2,T2468,,40,401,,1,,,,,,,20,,401,,,, 2,134,139,,,02,,43,,,085243,3,,801842,,,1980
80IN03385,1978432469,78,1,T2469,,40,401,,1,2,,,,,,20,,,,,,,182,200,2,,02,,43,0916,,085243,M,249,801842,92,,1980
80IN03386,1978432470,78,2,T2470,,41,414,,1,,,,,,,20,,707,,,, 2,136,158,,,02,,43,,,167743,3,,526942,,,1980
80IN03387,1978432477,78,2,T2477,,41,412,,1,,,,,,,20,,414,,,, 2,138,129,,,02,,43,,,198043,3,,927642,,,1980
80IN03388,1978432479,78,1,T2479,,41,413,,1,,,,,,,20,,,,,,,0,0,7,,02,,43,0610,,168443,*,,054743,97,,1980
80IN03389,1978432482,78,2,T2482,,42,812,,1,,,,,,,20,,862,,,, 2,134,150,,,02,,43,,,103243,1,,115043,,,1980
80IN03390,1978432483,78,2,T2483,,43,435,,1,,,,,,,20,,433,,,, 1,143,182,,,02,,43,,,171443,2,,146543,,,1980
80IN03391,1978432484,78,2,T2484,,43,435,,1,,,,,,,20,,434,,,, 2,137,153,,,02,,43,,,171443,6,,146543,,,1980
80IN03392,1978432486,78,1,T2486,,42,832,,1,3,,,,,,20,,,,,,,126,142,3,,02,,43,0728,,144243,M,184,080643,93,,1980
80IN03393,1978432487,78,2,T2487,,40,404,,1,,,,,,,20,,403,,,, 2,135,154,,,02,,43,,,094643,1,,984442,,,1980
80IN03394,1978432500,78,2,T2500,,40,402,,1,,,,,,,20,,404,,,, 2,150,157,,,02,,43,,,097443,3,,969742,,,1980
80IN03395,1978432507,78,2,T2507,,40,402,,1,,,,,,,20,,,,,,,155,0,7,,02,,43,0912,,097443,3,,101543,97,,1980
80IN03396,1978432514,78,2,T2514,,41,412,,1,,,,,,,20,,411,,,, 2,124,157,,,02,,43,,,198043,2,,618742,,,1980
80IN03397,1978432532,78,2,T2532,,43,435,,1,,,,,,,20,,432,,,, 2,147,161,,,02,,43,,,171443,6,,054843,,,1980
80IN03398,1978432534,78,1,T2534,,42,952,,1,2,,,,,,20,,392,,,,,171,190,2,,02,,43,0918,5378,086043,M,238,107443,92,,1980
80IN03399,1978432536,78,2,T2536,,41,412,,1,,,,,,,20,,412,,,, 2,122,147,,,02,,43,,,198043,2,,738042,,,1980
80IN03400,1978432538,78,2,T2538,,42,942,,1,,,,,,,20,,872,,,, 2,102,116,,,02,,43,,,092243,4,,731442,,,1980
80IN03401,1978432540,78,2,T2540,,41,411,,1,,,,,,,20,,413,,,, 6,136,162,,,02,,43,,,206943,1,,907742,,,1980
80IN03402,1978432541,78,2,T2541,,40,402,,1,,,,,,,20,,401,,,, 2,169,198,,,02,,43,,,097443,2,,074643,,,1980
80IN03403,1978432545,78,2,T2545,,41,414,,1,,,,,,,20,,414,,,, 2,153,169,,,02,,43,,,167743,1,,734742,,,1980
80IN03404,1978432547,78,2,T2547,,43,435,,1,,,,,,,20,,433,,,, 2,157,172,,,02,,43,,,171443,6,,852642,,,1980
80IN03405,1978432555,78,2,T2555,,40,403,,1,,,,,,,20,,402,,,, 2,108,136,,,02,,43,,,111143,3,,744842,,,1980
80IN03406,1978432559,78,1,T2559,,42,882,,1,2,,,,,,20,,393,,,,,174,196,2,,02,,43,0918,5379,128143,M,236,139243,92,,1980
80IN03407,1978432568,78,2,T2568,,40,404,,1,,,,,,,20,,404,,,, 2,133,157,,,02,,43,,,094643,3,,654242,,,1980
80IN03408,1978432569,78,2,T2569,,40,401,,1,,,,,,,20,,,,,,,0,0,7,,02,,43,0610,,085243,*,,363442,97,,1980
80IN03409,1978432570,78,2,T2570,,43,433,,1,,,,,,,20,,,,,,,144,0,7,,02,,43,0912,,155543,2,,533142,97,,1980
80IN03410,1978432572,78,2,T2572,,41,411,,1,3,,,,,,20,,,,,,12,128,160,4,,02,,43,,,206943,1,,113143,,,1980
80IN03411,1978432573,78,2,T2573,,41,411,,1,,,,,,,20,,,,,,,0,0,7,,02,,43,0610,,206943,*,,142243,97,,1980
80IN03412,1978432577,78,2,T2577,,40,402,,1,,,,,,,20,,403,,,, 2,142,154,,,02,,43,,,097443,3,,101443,,,1980
80IN03413,1978432584,78,2,T2584,,40,403,,1,,,,,,,20,,401,,,, 2,115,136,,,02,,43,,,111143,3,,891742,,,1980
80IN03414,1978432585,78,2,T2585,,42,862,,1,,,,,,,20,,882,,,, 1,109,140,,,02,,43,,,141243,1,,126543,,,1980
80IN03415,1978432593,78,2,T2593,,42,912,,1,,,,,,,20,,892,,,, 2,109,123,,,02,,43,,,101943,6,,144043,,,1980
80IN03416,1978432595,78,2,T2595,,41,411,,1,,,,,,,20,,413,,,, 2,132,149,,,02,,43,,,206943,3,,477342,,,1980
80IN03417,1978432597,78,2,T2597,,40,404,,1,,,,,,,20,,402,,,, 5,141,139,,,02,,43,,,094643,2,,073543,,,1980
80IN03418,1978432606,78,2,T2606,,43,435,,1,3,,,,,,20,,,,,,12,119,145,3,,02,,43,0929,,171443,6,,075843,93,,1980
80IN03419,1978432607,78,2,T2607,,43,433,,1,,,,,,,20,,431,,,, 2,143,156,,,02,,43,,,155543,6,,963842,,,1980
80IN03420,1978432611,78,1,T2611,,40,402,,1,2,,,,,,20,,399,,,,,226,242,2,,02,,43,0918,,097443,M,261,018543,92,,1980
80IN03421,1978432614,78,2,T2614,,40,403,,1,,,,,,,20,,404,,,, 1,149,163,,,02,,43,,,111143,1,,791842,,,1980
80IN03422,1978432615,78,1,T2615,,42,852,,1,2,,,,,,20,,408,,,,,177,196,2,,02,,43,0918,,096143,M,229,879142,92,,1980
80IN03423,1978432623,78,2,T2623,,42,922,,1,,,,,,,20,,902,,,, 2,111,123,,,02,,43,,,099143,6,,949842,,,1980
80IN03424,1978432625,78,2,T2625,,43,433,,1,,,,,,,20,,434,,,, 1,140,162,,,02,,43,,,155543,6,,641042,,,1980
80IN03425,1978432635,78,2,T2635,,40,402,,1,,,,,,,20,,403,,,, 2,146,169,,,02,,43,,,097443,2,,655642,,,1980
80IN03426,1978432637,78,2,T2637,,40,402,,1,,,,,,,20,,401,,,, 1,156,187,,,02,,43,,,097443,3,,433442,,,1980
80IN03427,1978432638,78,2,T2638,,40,401,,1,,,,,,,20,,403,,,, 9,176,188,,,02,,43,,,085243,2,,969042,,,1980
80IN03428,1978432640,78,2,T2640,,42,832,,1,,,,,,,20,,912,,,, 2,114,135,,,02,,43,,,144243,3,,756042,,,1980
80IN03429,1978432657,78,2,T2657,,41,414,,1,,,,,,,20,,411,,,, 2,139,156,,,02,,43,,,167743,3,,600542,,,1980
80IN03430,1978432668,78,2,T2668,,42,832,,1,,,,,,,20,,922,,,, 2,108,120,,,02,,43,,,144243,3,,119243,,,1980
80IN03431,1978432672,78,1,T2672,,42,852,,1,3,,,,,,20,,,,,,,157,158,3,,02,,43,0728,,096143,M,222,986442,93,,1980
80IN03432,1978432675,78,2,T2675,,43,431,,1,,,,,,,20,,705,,,, 2,138,141,,,02,,43,,,156143,6,,713642,,,1980
80IN03433,1978432678,78,2,T2678,,43,432,,1,,,,,,,20,,431,,,, 2,154,153,,,02,,43,,,183443,6,,876742,,,1980
80IN03434,1978432679,78,2,T2679,,41,414,,1,,,,,,,20,,412,,,, 1,135,164,,,02,,43,,,167743,2,,043543,,,1980
80IN03435,1978432686,78,2,T2686,,43,434,,1,,,,,,,20,,432,,,, 2,121,129,,,02,,43,,,159043,6,,662142,,,1980
80IN03436,1978432688,78,2,T2688,,41,412,,1,,,,,,,20,,414,,,, 2,134,155,,,02,,43,,,198043,3,,127343,,,1980
80IN03437,1978432691,78,1,T2691,,42,822,,1,3,,,,,,20,,,,,,,155,179,3,,02,,43,0728,,114743,M,212,755342,93,,1980
80IN03438,1978432698,78,2,T2698,,42,802,,1,,,,,,,20,,706,,,, 2,126,149,,,02,,43,,,121243,2,,751542,,,1980
80IN03439,1978432700,78,2,T2700,,42,822,,1,,,,,,,20,,932,,,, 2,113,122,,,02,,43,,,114743,6,,157043,,,1980
80IN03440,1978432712,78,2,T2712,,41,411,,1,,,,,,,20,,411,,,, 2,137,149,,,02,,43,,,206943,3,,109343,,,1980
80IN03441,1978432724,78,2,T2724,,40,403,,1,,,,,,,20,,402,,,, 4,151,164,,,02,,43,,,111143,3,,706942,,,1980
80IN03442,1978432727,78,2,T2727,,41,413,,1,,,,,,,20,,413,,,, 2,116,156,,,02,,43,,,168443,3,,807342,,,1980
80IN03443,1978432732,78,2,T2732,,43,434,,1,,,,,,,20,,433,,,, 2,135,143,,,02,,43,,,159043,6,,734342,,,1980
80IN03444,1978432733,78,1,T2733,,42,812,,1,,,,,,,20,,,,,,,164,0,3,,02,,43,0616,,103243,M,,164143,93,,1980
80IN03445,1978432742,78,2,T2742,,42,822,,1,,,,,,,20,,942,,,, 2,118,130,,,02,,43,,,114743,2,,182643,,,1980
80IN03446,1979432746,79,1,T2746,,40,403,,1,2,,,,,,10,,377,,,,,168,183,2,,02,,43,0918,5363,198043,Y,240,706642,92,,1980
80IN03447,1979432750,79,1,T2750,,41,413,,1,2,,,,,,10,,401,,,,,150,179,2,,02,,43,0918,,228343,Y,225,993642,92,,1980
80IN03448,1979432751,79,2,T2751,,41,413,,1,,,,,,,10,,,,,,,143,0,6,,02,,43,0526,,228343,5,,993642,14,,1980
80IN03449,1979432752,79,2,T2752,,41,414,,1,,,,,,,10,,,,,,,0,0,6,,02,,43,0416,,232643,*,,194843,01,,1980
80IN03450,1979432753,79,1,T2753,,41,413,,1,2,,,,,,10,,,,,,,168,173,,,02,,43,,,228343,Y,248,097643,,,1980
80IN03451,1979432754,79,1,T2754,,41,413,,1,,,,,,,10,,,,,,,0,0,7,,02,,43,0610,,228343,*,,097643,97,,1980
80IN03452,1979432755,79,2,T2755,,40,403,,1,,,,,,,10,,404,,,, 1,146,147,,,02,,43,,,198043,5,,003443,,,1980
80IN03453,1979432761,79,2,T2761,,41,412,,1,2,,,,,,10,,190,,,, 1,134,141,2,,02,,43,0918,,221543,5,,199843,92,,1980
80IN03454,1979432762,79,2,T2762,,41,414,,1,,,,,,,10,,412,,,, 1,168,186,,,02,,43,,,232643,5,,134943,,,1980
80IN03455,1979432763,79,2,T2763,,40,403,,1,,,,,,,10,,401,,,, 2,138,144,,,02,,43,,,198043,5,,060943,,,1980
80IN03456,1979432764,79,1,T2764,,40,403,,1,2,,,,,,10,,400,,,,,167,184,2,,02,,43,0918,,198043,Y,255,060943,92,,1980
80IN03457,1979432766,79,1,T2766,,40,404,,1,2,,,,,,10,,400,,,,,140,165,2,,02,,43,0918,,178843,Y,230,087743,92,,1980
80IN03458,1979432768,79,2,T2768,,41,411,,1,,,,,,,10,,,,,,,0,0,6,,02,,43,0405,,246943,*,,150243,01,,1980
80IN03459,1979432769,79,1,T2769,,41,411,,1,,,,,,,10,,,,,,,140,141,3,,02,,43,0728,,246943,Y,218,185243,93,,1980
80IN03460,1979432770,79,1,T2770,,41,414,,1,3,,,,,,10,,,,,,,127,147,3,,02,,43,0801,,232643,Y,211,186443,93,,1980
80IN03461,1979432771,79,2,T2771,,42,832,,1,2,,,,,,10,,196,,,, 1,101,117,2,,02,,43,0918,,201643,5,,926442,92,,1980
80IN03462,1979432772,79,1,T2772,,41,411,,1,2,,,,,,10,,401,,,,,153,169,2,,02,,43,0918,,246943,Y,224,036343,92,,1980
80IN03463,1979432773,79,2,T2773,,41,411,,1,2,,,,,,10,,195,,,, 1,108,129,2,,02,,43,0918,,246943,4,,036343,92,,1980
80IN03464,1979432774,79,1,T2774,,41,411,,1,3,,,,,,10,,,,,,,133,148,3,,02,,43,0801,,246943,Y,215,202043,93,,1980
80IN03465,1979432775,79,1,T2775,,41,414,,1,2,,,,,,10,,,,,,,148,169,3,,02,,43,0801,,232643,Y,225,156343,93,,1980
80IN03466,1979432777,79,1,T2777,,42,912,,1,3,,,,,,10,,,,,,,131,147,3,,02,,43,0801,,165443,Y,215,079043,93,,1980
80IN03467,1979432779,79,2,T2779,,41,414,,1,2,,,,,,10,,191,,,, 1,117,133,2,,02,,43,0918,,232643,5,,929142,92,,1980
80IN03468,1979432780,79,2,T2780,,41,414,,1,,,,,,,10,,413,,,, 2,122,128,,,02,,43,,,232643,4,,929142,,,1980
80IN03469,1979432781,79,1,T2781,,41,411,,1,2,,,,,,10,,396,,,,,170,185,2,,02,,43,0918,,246943,Y,248,992342,92,,1980
80IN03470,1979432783,79,2,T2783,,40,401,,1,,,,,,,10,,,,,,,158,0,6,,02,,43,0606,,205543,4,,197943,04,,1980
80IN03471,1979432785,79,1,T2785,,41,411,,1,2,,,,,,10,,381,,,,,171,182,2,,02,,43,0918,5367,246943,Y,251,467542,92,,1980
80IN03472,1979432788,79,1,T2788,,42,912,,1,1,,,,,,10,,,,,,,106,122,,,02,,43,,,165443,Y,192,126543,,,1980
80IN03473,1979432791,79,1,T2791,,40,401,,1,1,,,,,,10,,,,,,,179,201,,,02,,43,,,205543,Y,266,082443,,,1980
80IN03474,1979432792,79,2,T2792,,40,401,,1,,,,,,,10,,402,,,, 1,120,126,,,02,,43,,,205543,5,,082443,,,1980
80IN03475,1979432793,79,2,T2793,,42,892,,1,,,,,,,10,,,,,,,130,0,7,,02,,43,0912,,187543,4,,029843,97,,1980
80IN03476,1979432795,79,2,T2795,,42,842,,1,,,,,,,10,,952,,,, 2,90,104,,,02,,43,,,174743,4,,062143,,,1980
80IN03477,1979432798,79,2,T2798,,42,932,,1,,,,,,,10,,802,,,, 2,128,136,,,02,,43,,,196243,4,,083543,,,1980
80IN03478,1979432799,79,2,T2799,,42,932,,1,2,,,,,,10,,195,,,, 2,114,128,2,,02,,43,0918,,196243,4,,083543,92,,1980
80IN03479,1979432800,79,1,T2800,,42,832,,1,1,,,,,,10,,,,,,,120,134,,,02,,43,,,201643,Y,211,010743,,,1980
80IN03480,1979432801,79,2,T2801,,42,832,,1,,,,,,,10,,812,,,, 1,88,98,,,02,,43,,,201643,5,,010743,,,1980
80IN03481,1979432803,79,1,T2803,,40,404,,1,2,,,,,,10,,402,,,,,139,165,2,,02,,43,0918,,178843,Y,225,129143,92,,1980
80IN03482,1979432804,79,2,T2804,,42,892,,1,,,,,,,10,,822,,,, 1,130,145,,,02,,43,,,187543,5,,731442,,,1980
80IN03483,1979432805,79,2,T2805,,40,402,,1,,,,,,,10,,403,,,, 1,154,156,,,02,,43,,,168443,5,,137743,,,1980
80IN03484,1979432808,79,2,T2808,,41,414,,1,,,,,,,10,,414,,,, 1,113,128,,,02,,43,,,232643,5,,912442,,,1980
80IN03485,1979432809,79,2,T2809,,41,411,,1,,,,,,,10,,411,,,, 2,124,136,,,02,,43,,,246943,4,,639742,,,1980
80IN03486,1979432810,79,2,T2810,,41,413,,1,,,,,,,10,,412,,,, 2,143,153,,,02,,43,,,228343,4,,954742,,,1980
80IN03487,1979432811,79,2,T2811,,42,892,,1,,,,,,,10,,832,,,, 1,111,124,,,02,,43,,,187543,5,,195643,,,1980
80IN03488,1979432812,79,2,T2812,,41,411,,1,,,,,,,10,,413,,,, 2,148,146,,,02,,43,,,246943,4,,967242,,,1980
80IN03489,1979432814,79,1,T2814,,42,862,,1,3,,,,,,10,,,,,,,152,166,3,,02,,43,0801,,206643,Y,225,066243,93,,1980
80IN03490,1979432815,79,2,T2815,,42,882,,1,,,,,,,10,,842,,,, 2,114,132,,,02,,43,,,198343,4,,073143,,,1980
80IN03491,1979432816,79,2,T2816,,42,892,,1,2,,,,,,10,,190,,,, 1,132,148,2,,02,,43,0918,,187543,5,,074743,92,,1980
80IN03492,1979432817,79,1,T2817,,40,404,,1,2,,,,,,10,,402,,,,,155,178,2,,02,,43,0918,,178843,Y,232,912142,92,,1980
80IN03493,1979432818,79,1,T2818,,40,404,,1,2,,,,,,10,,395,,,,,172,200,2,,02,,43,0918,,178843,Y,266,912142,92,,1980
80IN03494,1979432819,79,2,T2819,,41,414,,1,,,,,,,10,,414,,,, 1,141,144,,,02,,43,,,232643,4,,993942,,,1980
80IN03495,1979432820,79,1,T2820,,42,812,,1,3,,,,,,10,,,,,,,126,114,3,,02,,43,0728,,161043,Y,214,089143,93,,1980
80IN03496,1979432821,79,2,T2821,,42,812,,1,,,,,,,10,,852,,,, 1,103,113,,,02,,43,,,161043,4,,089043,,,1980
80IN03497,1979432823,79,2,T2823,,42,862,,1,,,,,,,10,,862,,,, 2,128,134,,,02,,43,,,206643,5,,839342,,,1980
80IN03498,1979432824,79,1,T2824,,42,862,,1,1,,,,,,10,,,,,,,172,180,,,02,,43,,,206643,Y,250,839342,,,1980
80IN03499,1979432825,79,2,T2825,,40,402,,1,,,,,,,10,,402,,,, 1,138,136,,,02,,43,,,168443,5,,990742,,,1980
80IN03500,1979432826,79,1,T2826,,40,402,,1,1,,,,,,10,,,,,,,165,187,,,02,,43,,,168443,Y,250,990742,,,1980
80IN03501,1979432827,79,1,T2827,,42,812,,1,1,,,,,,10,,,,,,,159,182,,,02,,43,,,161043,Y,246,006443,,,1980
80IN03502,1979432829,79,2,T2829,,40,401,,1,,,,,,,10,,,,,,,98,0,3,,02,,43,0616,,205543,4,,122643,93,,1980
80IN03503,1979432830,79,2,T2830,,40,401,,1,,,,,,,10,,404,,,, 1,144,162,,,02,,43,,,205543,5,,122643,,,1980
80IN03504,1979432831,79,1,T2831,,41,412,,1,2,,,,,,10,,405,,,,,165,174,2,,02,,43,0918,,221543,Y,243,734742,92,,1980
80IN03505,1979432832,79,1,T2832,,41,412,,1,1,,,,,,10,,,,,,,168,178,,,02,,43,,,221543,Y,246,734742,,,1980
80IN03506,1979432833,79,1,T2833,,41,413,,1,3,,,,,,10,,,,,,,131,159,3,,02,,43,0801,,228343,Y,208,160743,93,,1980
80IN03507,1979432834,79,2,T2834,,42,892,,1,2,,,,,,10,,195,,,, 1,109,121,2,,02,,43,0918,,187543,5,,949842,92,,1980
80IN03508,1979432835,79,1,T2835,,42,892,,1,1,,,,,,10,,,,,,,128,141,,,02,,43,,,187543,Y,212,949842,,,1980
80IN03509,1979432837,79,2,T2837,,40,402,,1,,,,,,,10,,403,,,, 2,122,139,,,02,,43,,,168443,4,,192443,,,1980
80IN03510,1979432839,79,1,T2839,,42,852,,1,1,,,,,,10,,,,,,,109,129,,,02,,43,,,171743,Y,184,014343,,,1980
80IN03511,1979432841,79,2,T2841,,41,412,,1,,,,,,,10,,411,,,, 2,143,157,,,02,,43,,,221543,4,,127243,,,1980
80IN03512,1979432842,79,1,T2842,,41,412,,1,,,,,,,10,,,,,,,92,170,3,,02,,43,0922,,221543,Y,176,127243,93,,1980
80IN03513,1979432844,79,2,T2844,,43,435,,1,,,,,,,10,,434,,,, 2,140,148,,,02,,43,,,223543,5,,876742,,,1980
80IN03514,1979432845,79,1,T2845,,43,435,,1,3,,,,,,10,,,,,,,129,148,3,,02,,43,0801,,223543,Y,199,876742,93,,1980
80IN03515,1979432848,79,1,T2848,,41,412,,1,2,,,,,,10,,,,,,,136,164,3,,02,,43,0801,,221543,Y,218,942542,93,,1980
80IN03516,1979432849,79,2,T2849,,43,434,,1,,,,,,,10,,431,,,, 1,141,147,,,02,,43,,,229043,5,,745742,,,1980
80IN03517,1979432850,79,2,T2850,,41,411,,1,,,,,,,10,,414,,,, 2,111,132,,,02,,43,,,246943,4,,757642,,,1980
80IN03518,1979432855,79,2,T2855,,40,404,,1,,,,,,,10,,401,,,, 2,155,157,,,02,,43,,,178843,4,,763342,,,1980
80IN03519,1979432857,79,2,T2857,,41,413,,1,2,,,,,,10,,193,,,, 1,122,126,2,,02,,43,0918,,228343,5,,059843,92,,1980
80IN03520,1979432858,79,1,T2858,,43,433,,1,2,,,,,,10,,378,,,,,153,172,2,,02,,43,0918,5364,238143,Y,241,038943,92,,1980
80IN03521,1979432859,79,1,T2859,,43,433,,1,2,,,,,,10,,402,,,,,155,160,2,,02,,43,0918,,238143,Y,241,038943,92,,1980
80IN03522,1979432860,79,2,T2860,,43,434,,1,,,,,,,10,,432,,,, 1,148,138,,,02,,43,,,229043,4,,076043,,,1980
80IN03523,1979432861,79,2,T2861,,43,434,,1,,,,,,,10,,433,,,, 1,126,141,,,02,,43,,,229043,5,,076043,,,1980
80IN03524,1979432862,79,1,T2862,,42,852,,1,3,,,,,,10,,,,,,,132,155,3,,02,,43,0801,,171743,Y,210,838142,93,,1980
80IN03525,1979432866,79,1,T2866,,42,842,,1,1,,,,,,10,,,,,,,145,166,,,02,,43,,,174743,Y,229,095743,,,1980
80IN03526,1979432867,79,1,T2867,,40,402,,1,2,,,,,,10,,405,,,,,145,163,2,,02,,43,0918,,168443,Y,238,082543,92,,1980
80IN03527,1979432868,79,1,T2868,,40,402,,1,2,,,,,,10,,401,,,,,140,160,2,,02,,43,0918,,168443,Y,232,082543,92,,1980
80IN03528,1979432869,79,2,T2869,,40,401,,1,,,,,,,10,,404,,,, 1,141,149,,,02,,43,,,205543,4,,074243,,,1980
80IN03529,1979432871,79,2,T2871,,42,932,,1,2,,,,,,10,,195,,,, 1,118,131,2,,02,,43,0918,,196243,5,,175543,92,,1980
80IN03530,1979432872,79,1,T2872,,40,403,,1,2,,,,,,10,,406,,,,,144,158,2,,02,,43,0918,,198043,Y,232,778242,92,,1980
80IN03531,1979432873,79,2,T2873,,40,403,,1,,,,,,,10,,401,,,, 2,125,138,,,02,,43,,,198043,4,,778242,,,1980
80IN03532,1979432874,79,1,T2874,,43,434,,1,2,,,,,,10,,400,,,,,163,178,2,,02,,43,0918,,229043,Y,247,210743,92,,1980
80IN03533,1979432876,79,2,T2876,,43,432,,1,,,,,,,10,,434,,,, 1,131,151,,,02,,43,,,220343,5,,028143,,,1980
80IN03534,1979432877,79,1,T2877,,41,411,,1,2,,,,,,10,,403,,,,,136,158,2,,02,,43,0918,,246943,Y,224,112643,92,,1980
80IN03535,1979432878,79,1,T2878,,43,435,,1,3,,,,,,10,,,,,,,144,155,3,,02,,43,0801,,223543,Y,217,056343,93,,1980
80IN03536,1979432879,79,1,T2879,,43,435,,1,2,,,,,,10,,,,,,,162,173,3,,02,,43,0801,,223543,Y,230,056343,93,,1980
80IN03537,1979432881,79,1,T2881,,43,431,,1,2,,,,,,10,,406,,,,,156,157,2,,02,,43,0918,,249743,Y,242,955442,92,,1980
80IN03538,1979432882,79,2,T2882,,43,433,,1,,,,,,,10,,431,,,, 1,115,126,,,02,,43,,,238143,5,,081943,,,1980
80IN03539,1979432884,79,1,T2884,,42,902,,1,3,,,,,,10,,,,,,,130,155,3,,02,,43,0801,,169643,Y,219,950542,93,,1980
80IN03540,1979432886,79,1,T2886,,42,822,,1,3,,,,,,10,,,,,,,93,120,3,,02,,43,0801,,192943,Y,172,091943,93,,1980
80IN03541,1979432887,79,2,T2887,,43,434,,1,2,,,,,,10,,193,,,, 1,106,123,2,,02,,43,0918,,229043,5,,054843,92,,1980
80IN03542,1979432888,79,1,T2888,,43,434,,1,2,,,,,,10,,406,,,,,148,163,2,,02,,43,0918,,229043,Y,227,054843,92,,1980
80IN03543,1979432889,79,2,T2889,,41,412,,1,,,,,,,10,,412,,,, 2,137,147,,,02,,43,,,221543,4,,159343,,,1980
80IN03544,1979432890,79,2,T2890,,42,852,,1,,,,,,,10,,872,,,, 1,124,135,,,02,,43,,,171743,5,,649742,,,1980
80IN03545,1979432891,79,1,T2891,,42,872,,1,3,,,,,,10,,,,,,,141,153,3,,02,,43,0801,,183643,Y,228,167443,93,,1980
80IN03546,1979432892,79,1,T2892,,43,434,,1,2,,,,,,10,,383,,,,,163,185,2,,02,,43,0918,5369,229043,Y,237,668842,92,,1980
80IN03547,1979432896,79,2,T2896,,41,411,,1,,,,,,,10,,413,,,, 1,116,120,,,02,,43,,,246943,5,,175943,,,1980
80IN03548,1979432897,79,1,T2897,,40,402,,1,3,,,,,,10,,,,,,,124,149,3,,02,,43,0801,,168443,Y,208,163443,93,,1980
80IN03549,1979432900,79,1,T2900,,41,412,,1,,,,,,,10,,,,,,,140,162,3,,02,,43,0801,,221543,Y,233,131643,93,,1980
80IN03550,1979432903,79,1,T2903,,42,942,,1,,,,,,,10,,,,,,,0,0,7,,02,,43,0610,,186643,*,,884042,97,,1980
80IN03551,1979432904,79,2,T2904,,40,402,,1,2,,,,,,10,,187,,,, 2,119,123,2,,02,,43,0918,,168443,4,,113743,92,,1980
80IN03552,1979432905,79,2,T2905,,40,402,,1,,,,,,,10,,402,,,, 1,138,142,,,02,,43,,,168443,5,,113743,,,1980
80IN03553,1979432906,79,2,T2906,,42,942,,1,,,,,,,10,,882,,,, 2,140,151,,,02,,43,,,186643,4,,884042,,,1980
80IN03554,1979432907,79,2,T2907,,42,892,,1,,,,,,,10,,705,,,, 1,96,108,,,02,,43,,,187543,5,,870742,,,1980
80IN03555,1979432908,79,1,T2908,,40,404,,1,2,,,,,,10,,,,,,,150,178,3,,02,,43,0922,,178843,Y,238,106243,93,,1980
80IN03556,1979432909,79,1,T2909,,40,404,,1,2,,,,,,10,,397,,,,,174,187,2,,02,,43,0918,,178843,Y,257,106243,92,,1980
80IN03557,1979432914,79,2,T2914,,40,401,,1,,,,,,,10,,403,,,, 2,139,158,,,02,,43,,,205543,4,,162243,,,1980
80IN03558,1979432917,79,1,T2917,,42,872,,1,1,,,,,,10,,,,,,,150,159,,,02,,43,,,183643,Y,242,116743,,,1980
80IN03559,1979432921,79,2,T2921,,43,433,,1,3,,,,,,10,,,,,,11,135,141,4,,02,,43,,,238143,4,,075843,,,1980
