UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
74IN02453,1968422964,68,2,T2964,4,70,722,,4,,,,,,,02,2,1,, 77,11,,,,6,70,108,,42,0427,088,2,065942,,,489341,06,,1974
74IN02454,1968422966,68,2,T2966,4,70,712,,2,,,,,,7,02,2,1,700, 06,09, 4,149,178,,70,098,,42,,099,2,108242,1,,086742,,,1974
74IN02455,1968422969,68,2,T2969,4,75,41,,2,,,,,,7,02,7,1,751, 23,09, 3,137,166,,82,131,,42,,133,5,040542,1,,044142,,,1974
74IN02456,1968422991,68,2,T2991,4,78,03,,2,,,,,,,02,9,1,, 00,12,,,,6,08,122,,42,0423,129,4,624241,,,938141,01,,1974
74IN02457,1968423003,68,2,T3003,4,76,48,,2,,,,,,7,02,7,1,760, 28,04, 3,156,179,,82,097,,42,,124,2,968541,1,,008642,,,1974
74IN02458,1968423015,68,2,T3015,4,72,872,,4,,,,,,7,02,3,1,852, 71,07, 2,123,139,,72,097,,42,,094,3,148642,1,,896841,,,1974
74IN02459,1968423025,68,2,T3025,4,72,852,,2,,3,,,,,02,3,1,, 11,09,13,144,170,4,72,094,,42,,121,3,084042,,,890641,,,1974
74IN02460,1968423033,68,2,T3033,4,72,812,4,,,3,,,2,,02,3,1,,102,09,,133,,3,,112,,42,0826,122,6,096642,2,,874741,93,,1974
74IN02461,1968423043,68,2,T3043,4,75,44,,4,,,,,,7,02,7,1,752, 13,09, 1,146,172,,82,105,,42,,127,5,023042,,,023642,,,1974
74IN02462,1968423063,68,2,T3063,4,14,142,6,,,,,33,1,,02,1,1, 24, 98,05, 1,144,141,2,14,116,,42,0926,121,4,862041,,,064342,92,,1974
74IN02463,1968423089,68,2,T3089,4,08,082,6,,,,,26,1,,02,1,1,, 02,10, 2,114,122,3,08,104,,42,0930,137,4,789741,,,579741,93,,1974
74IN02464,1968423094,68,2,T3094,4,14,142,8,,,3,,37,1,,02,1,1,, 83,09,10,119,130,4,14,108,,42,,130,4,862041,,,859741,,,1974
74IN02465,1968423106,68,2,T3106,4,77,41,,2,,,,,,7,02,7,1,02, 08,07, 3,141,154,,82,110,,42,,118,3,040542,,,053142,,,1974
74IN02466,1968423126,68,2,T3126,4,70,712,,2,,,,,,,02,2,1,, 08,09,,,,6,70,105,,42,0423,114,3,108242,,,927841,01,,1974
74IN02467,1968423130,68,2,T3130,4,78,44,,4,,,,,,7,02,7,1,03, 04,09, 3,144,169,,82,106,,42,,121,3,023042,,,101842,,,1974
74IN02468,1968423150,68,2,T3150,4,70,732,,2,,,,,,7,02,2,1,702, 14,07, 3,142,166,,70,101,,42,,114,4,000842,3,,070842,,,1974
74IN02469,1968423151,68,2,T3151,4,70,722,,4,,,,,,7,02,2,1,700, 10,10, 3,137,163,,70,108,,42,,117,3,065942,1,,636941,,,1974
74IN02470,1968423163,68,2,T3163,4,70,712,,2,,,,,,,02,2,1,, 90,09,,114,,7,70,085,,42,0920,061,2,108242,8,,050442,97,,1974
74IN02471,1968423196,68,2,T3196,4,07,072,7,,,,,27,3,,02,1,1, 24, 89,11, 3,134,152,2,07,092,,42,0926,110,2,992641,,,102242,92,,1974
74IN02472,1968423198,68,2,T3198,4,72,832,,2,,,,,,7,02,3,1,862, 03,10, 3,146,162,,72,103,,42,,132,3,077642,,,887641,,,1974
74IN02473,1968423202,68,2,T3202,4,77,40,,4,,,,,,7,02,7,1,14, 01,09, 3,138,170,,82,091,,42,,121,3,075942,,,067242,,,1974
74IN02474,1968423209,68,2,T3209,4,78,48,,2,,,,,,7,02,7,1,11, 08,07, 2,144,164,,82,106,,42,,109,3,968541,,,978541,,,1974
74IN02475,1968423217,68,2,T3217,4,70,732,,2,,,,,,7,02,2,1,701, 17,06, 3,192,202,,70,084,,42,,110,3,000842,,,979741,,,1974
74IN02476,1968423220,68,2,T3220,4,70,712,,4,,,,,,7,02,2,1,702, 45,09, 3,170,171,,70,110,,42,,103,3,108242,1,,973541,,,1974
74IN02477,1968423231,68,2,T3231,4,08,082,8,,,,,32,3,,02,1,1,, 84,11, 1,125,142,3,08,127,,42,0930,136,4,789741,,,507141,93,,1974
74IN02478,1968423244,68,2,T3244,4,72,832,,4,,,,,,7,02,3,3,872, 93,11, 6,116,135,,72,124,,42,,103,4,077642,,,531541,,,1974
74IN02479,1968423259,68,2,T3259,4,72,932,,2,,,,,,,02,3,1,, 73,07, 2,88,100,6,71,103,,42,0927,111,3,144942,,,419341,32,,1974
74IN02480,1968423265,68,2,T3265,4,70,722,,4,,,,,,7,02,2,1,700, 88,09, 2,151,173,,70,119,,42,,107,4,065942,3,,927941,,,1974
74IN02481,1968423286,68,2,T3286,4,72,942,,4,,3,,,,,02,3,1,, 14,06,12,179,165,4,72,113,,42,,135,5,080342,,,839241,,,1974
74IN02482,1968423293,68,2,T3293,4,78,47,,4,,,,,,7,02,7,1,04, 82,07, 2,126,151,,82,091,,42,,096,3,107042,,,089942,,,1974
74IN02483,1968423295,68,2,T3295,4,72,972,,2,,,,,,7,02,3,1,882, 02,10, 2,131,144,,72,103,,42,,106,2,106342,1,,577741,,,1974
74IN02484,1968423300,68,2,T3300,4,78,40,,2,,,,,,7,02,7,1,12, 04,09, 4,169,172,,82,112,,42,,135,7,075942,1,,980741,,,1974
74IN02485,1968423309,68,2,T3309,4,72,912,,4,,,,,,,02,3,1,, 86,11,,,,6,72,099,,42,0427,098,4,106142,,,849341,06,,1974
74IN02486,1968423312,68,2,T3312,4,07,072,6,,,,,24,3,,02,1,1,, 90,07, 1,120,132,3,07,107,,42,0930,091,5,992641,,,498441,93,,1974
74IN02487,1968423313,68,2,T3313,4,07,072,7,,,3,,24,3,,02,1,1,,098,09,,128,,3,,125,,42,0826,089,5,992641,7,,498441,93,,1974
74IN02488,1968423314,68,2,T3314,4,70,732,,2,,,,,,,02,,,,,,,142,,7,70,,,42,0920,1,,000842,1,,112642,97,,1974
74IN02489,1969423325,69,2,T3325,4,08,082,6,,,3,,28,,,02,1,1,, 84,09, 3,117,134,4,,101,,42,,129,4,087842,,,659041,,,1974
74IN02490,1969423326,69,2,T3326,4,07,072,7,,,3,,30,,,02,1,1,, 94,05, 5,124,150,4,,088,,42,,086,2,992641,,,824341,,,1974
74IN02491,1969423333,69,2,T3333,4,08,082,6,,,,,33,,,02,1,1, 24, 87,10, 2,110,120,2,,096,,42,0926,088,2,087842,,,222542,92,,1974
74IN02492,1969423359,69,2,T3359,4,77,56,,,,,,,,,02,6,1,, 15,07,,148,,6,,118,,42,0701,131,5,178242,,,153042,01,,1974
74IN02493,1969423362,69,2,T3362,4,07,072,7,,,,,31,,,02,1,1,, 95,10,,,,6,,097,,42,0327,099,3,992641,,,858841,01,,1974
74IN02494,1969423374,69,2,T3374,4,07,072,8,,,,,45,,,02,1,1,, 88,07,,134,,6,,106,,42,0701,104,5,992641,,,217042,02,,1974
74IN02495,1969423378,69,2,T3378,4,78,58,,,,,,,,6,02,6,1,05, 82,10, 2,132,166,,,104,,42,,089,3,796641,1,,069642,,,1974
74IN02496,1969423391,69,2,T3391,4,03,032,7,,,,,30,,,02,1,1, 13, 70,08, 2,113,148,2,,096,,42,0926,092,3,236442,,,071842,92,,1974
74IN02497,1969423402,69,2,T3402,4,70,712,,,,,,,,,02,2,1,, 93,06,,110,,6,,090,,42,0604,085,2,201342,,,188742,01,,1974
74IN02498,1969423408,69,2,T3408,4,08,082,8,,,,,30,,,02,1,1, 24, 84,08, 2,134,149,2,,078,,42,0926,075,2,087842,,,217642,92,,1974
74IN02499,1969423410,69,2,T3410,4,77,55,,,,,,,,6,02,6,1,03, 88,12, 2,123,158,,,097,,42,,103,3,624241,,,167142,,,1974
74IN02500,1969423412,69,2,T3412,4,77,60,,,,,,,,6,02,6,1,11, 82,09, 2,126,160,,,095,,42,,110,3,131842,1,,116742,,,1974
74IN02501,1969423419,69,2,T3419,4,78,61,,,,3,,,,,02,6,1,,092,05,,160,,3,,095,,42,0617,106,4,219242,2,,159142,93,,1974
74IN02502,1969423425,69,2,T3425,4,76,50,,,,,,,,6,02,6,1,761, 84,06, 6,118,167,,76,083,,42,,084,4,107742,,,145342,,,1974
74IN02503,1969423430,69,2,T3430,4,14,142,8,,,3,,38,,,02,1,1,, 85,09, 2,116,140,4,,103,,42,,111,4,233742,3,,783341,,,1974
74IN02504,1969423445,69,2,T3445,4,14,142,7,,,,,40,,,02,1,1, 24, 77,08, 2,118,158,2,,098,,42,0926,097,3,233742,,,191042,92,,1974
74IN02505,1969423449,69,2,T3449,4,74,50,,,,,,,,6,02,6,1,742, 04,08, 3,140,182,,74,106,,42,,137,4,107742,,,088542,,,1974
74IN02506,1969423450,69,2,T3450,4,75,57,,,,,,,,6,02,6,1,750, 00,07, 3,125,162,,75,108,,42,,112,4,108242,,,177742,,,1974
74IN02507,1969423454,69,2,T3454,4,75,50,,,,,,,,6,02,6,1,751, 05,04, 2,129,166,,75,097,,42,,123,4,107742,,,945041,,,1974
74IN02508,1969423455,69,2,T3455,4,73,53,,,,3,,,,,02,6,1,, 92,07,12,136,153,4,,124,,42,,138,4,197342,,,109542,,,1974
74IN02509,1969423468,69,2,T3468,4,78,60,,,,,,,,,02,6,1,, 96,07,,,,6,,091,,42,0525,102,2,131842,,,203842,01,,1974
74IN02510,1969423477,69,2,T3477,4,74,53,,,,,,,,,02,6,1,, 02,10,,,,6,,113,,42,0523,106,4,197342,,,884441,04,,1974
74IN02511,1969423487,69,2,T3487,4,72,922,,,,,,,,6,02,3,1,892, 72,11, 4,119,152,,72,087,,42,,093,3,193942,1,,948141,,,1974
74IN02512,1969423491,69,2,T3491,4,72,992,,,,,,,,,02,3,3,, 78,07,,120,,3,,085,,42,0603,076,2,199442,,,237742,93,,1974
74IN02513,1969423507,69,2,T3507,4,07,072,6,,,3,,26,,,02,1,1,, 67,05,11,105,130,4,,099,,42,,060,3,992641,,,942441,,,1974
74IN02514,1969423513,69,2,T3513,4,77,60,,,,,,,,6,02,6,1,04, 94,06, 3,124,167,,,107,,42,,123,2,131842,1,,176242,,,1974
74IN02515,1969423514,69,2,T3514,4,73,58,,,,,,,,,02,6,1,, 93,08, 1,142,134,3,,098,,42,0930,101,3,796641,,,902141,93,,1974
74IN02516,1969423519,69,2,T3519,4,70,732,,,,,,,,6,02,2,1,701, 96,10, 3,142,155,,70,107,,42,,112,4,229842,,,053542,,,1974
74IN02517,1969423533,69,2,T3533,4,74,59,,,,,,,,6,02,6,1,740, 02,10, 2,136,179,,74,110,,42,,122,4,180342,,,895941,,,1974
74IN02518,1969423534,69,2,T3534,4,74,59,,,,,,,,6,02,6,1,741, 03,10, 4,116,170,,74,100,,42,,103,4,180342,8,,895941,,,1974
74IN02519,1969423539,69,2,T3539,4,07,072,8,,,,,31,,,02,1,1, 24, 90,07, 2,143,144,2,,099,,42,0926,094,4,992641,,,785441,92,,1974
74IN02520,1969423540,69,2,T3540,4,74,60,,,,,,,,6,02,6,1,740, 20,09, 2,145,185,,74,100,,42,,142,3,131842,8,,083042,,,1974
74IN02521,1969423545,69,2,T3545,4,75,56,,,,,,,,,02,6,1,, 20,08,,134,,7,,103,,42,0920,127,4,178242,,,895841,97,,1974
74IN02522,1969423549,69,2,T3549,4,14,142,6,,,,,41,,,02,1,1, 24, 58,07, 2,95,103,2,,112,,42,0926,086,5,233742,,,216142,92,,1974
74IN02523,1969423556,69,2,T3556,4,78,55,,,,,,,,6,02,6,1,13, 02,06, 3,155,176,,,107,,42,,108,5,624241,3,,914741,,,1974
74IN02524,1969423576,69,2,T3576,4,78,57,,,,,,,,,02,6,1,, 94,11,,,,6,,086,,42,0227,108,3,108242,,,963641,15,,1974
74IN02525,1969423586,69,2,T3586,4,74,52,,,,,,,,6,02,6,1,742, 25,07, 3,138,168,,74,115,,42,,120,5,786541,,,965941,,,1974
74IN02526,1969423591,69,2,T3591,4,76,61,,,,,,,,6,02,6,1,762, 02,09, 1,165,204,,76,089,,42,,107,4,219242,,,162242,,,1974
74IN02527,1969423611,69,2,T3611,4,77,61,,,,,,,,,02,6,1,, 92,11,,,,6,,082,,42,0227,071,2,219242,,,903741,17,,1974
74IN02528,1969423620,69,2,T3620,4,72,952,,,,,,,,6,02,3,1,902, 80,07, 2,144,170,,72,096,,42,,069,3,182142,1,,989441,,,1974
74IN02529,1969423630,69,2,T3630,4,03,032,6,,,,,31,,,02,1,1,, 93,08,,137,,6,,079,,42,0905,088,4,236442,,,817041,10,,1974
74IN02530,1969423631,69,2,T3631,4,72,982,,,,3,,,,,02,3,1,, 98,07,12,133,148,4,,097,,42,,095,2,194242,,,189042,,,1974
74IN02531,1969423632,69,2,T3632,4,78,53,,,,,,,,6,02,6,1,06, 01,13, 3,151,162,,,108,,42,,105,4,197342,1,,162742,,,1974
74IN02532,1969423634,69,2,T3634,4,70,722,,,,,,,,6,02,2,1,701, 98,07, 2,156,190,,70,093,,42,,095,2,208042,,,869041,,,1974
74IN02533,1969423665,69,2,T3665,4,70,732,,,,,,,,6,02,2,1,700, 93,10, 3,132,165,,70,088,,42,,112,2,229842,,,833741,,,1974
74IN02534,1969423682,69,2,T3682,4,73,57,,,,,,,,6,02,6,1,732, 02,09, 2,146,186,,73,100,,42,,105,4,108242,,,208742,,,1974
74IN02535,1969423684,69,2,T3684,4,78,52,,,,,,,,6,02,6,1,14, 92,09, 2,144,167,,,093,,42,,098,3,786541,,,132042,,,1974
74IN02536,1969423717,69,2,T3717,4,73,57,,,,,,,,6,02,6,1,730, 98,08, 2,137,172,,73,093,,42,,086,2,108242,3,,158542,,,1974
74IN02537,1969423719,69,2,T3719,4,75,61,,,,,,,,6,02,6,1,752, 97,05, 2,168,178,,75,098,,42,,100,3,219242,,,923041,,,1974
74IN02538,1969423721,69,2,T3721,4,78,52,,,,,,,,6,02,6,1,01, 82,09, 3,131,154,,,100,,42,,110,3,786541,,,936141,,,1974
74IN02539,1969423740,69,2,T3740,4,78,54,,,,,,,,,02,6,1,, 92,08,,119,,6,,098,,42,0528,088,2,065942,1,,911941,15,,1974
74IN02540,1969423743,69,2,T3743,4,73,61,,,,,,,,6,02,6,1,731, 02,07, 2,139,164,,73,101,,42,,103,2,219242,,,964541,,,1974
74IN02541,1969423750,69,2,T3750,4,77,57,,,,,,,,6,02,6,1,12, 06,10, 2,155,178,,,099,,42,,112,5,108242,,,168142,,,1974
74IN02542,1969423757,69,2,T3757,4,07,072,6,,,,,31,,,02,1,1, 24, 83,09, 5,100,139,2,,105,,42,0926,082,5,992641,8,,791641,92,,1974
74IN02543,1969423775,69,2,T3775,4,78,61,,,,,,,,6,02,6,1,11, 93,08, 3,147,166,,,084,,42,,087,2,219242,1,,974141,,,1974
74IN02544,1969423778,69,2,T3778,4,70,712,,,,,,,,6,02,2,1,702, 91,06, 2,135,166,,70,084,,42,,078,2,201342,,,011642,,,1974
74IN02545,1969423779,69,2,T3779,4,70,712,,,,,,,,,02,2,1,, 98,10,,,,6,,093,,42,0410,098,3,201342,,,011642,06,,1974
74IN02546,1969423793,69,2,T3793,4,72,892,,,,,,,,6,02,3,1,912, 91,08, 2,126,154,,72,095,,42,,101,2,209342,,,766041,,,1974
74IN02547,1969423801,69,2,T3801,4,73,52,,,,,,,,6,02,6,3,732, 94,14, 2,117,144,,73,104,,42,,089,3,786541,,,887541,,,1974
74IN02548,1969423809,69,2,T3809,4,77,59,,,,3,,,,,02,6,1,, 78,09,12,143,160,4,,094,,42,,079,3,180342,,,156342,,,1974
74IN02549,1969423810,69,2,T3810,4,77,51,,,,,,,,6,02,6,1,05, 03,08, 2,129,184,,,103,,42,,116,3,000842,8,,915841,,,1974
74IN02550,1969423816,69,2,T3816,4,70,732,,,,,,,,,02,2,1,, 04,07,,,,6,,093,,42,0212,084,3,229842,,,237942,04,,1974
74IN02551,1969423818,69,2,T3818,4,73,60,,,,,,,,6,02,6,1,730, 17,08, 2,158,186,,73,112,,42,,140,5,131842,3,,904641,,,1974
74IN02552,1969423825,69,2,T3825,4,75,56,,,,,,,,6,02,6,1,750, 06,05, 3,156,189,,75,092,,42,,119,3,178242,,,136142,,,1974
74IN02553,1969423830,69,2,T3830,4,73,59,,,,3,,,,,02,6,1,,123,07,,164,,3,,099,,42,0826,140,4,180342,2,,161642,93,,1974
74IN02554,1969423834,69,2,T3834,4,75,53,,,,3,,,,,02,6,1,,107,06,,163,,3,,100,,42,0826,105,4,197342,7,,174542,93,,1974
74IN02555,1969423842,69,2,T3842,4,76,61,,,,,,,,,02,6,1,, 98,08,,136,,6,,098,,42,0822,098,4,219242,,,951441,01,,1974
74IN02556,1969423851,69,2,T3851,4,72,912,,,,,,,,6,02,3,1,922, 84,08, 2,162,174,,72,097,,42,,100,2,210442,,,141042,,,1974
74IN02557,1969423853,69,2,T3853,4,74,59,,,,,,,,6,02,6,1,741, 10,08, 2,138,162,,74,101,,42,,133,4,180342,,,953841,,,1974
74IN02558,1969423877,69,2,T3877,4,72,872,,,,,,,,6,02,3,1,932, 91,06, 2,141,146,,72,087,,42,,081,3,182442,1,,215142,,,1974
74IN02559,1969423923,69,2,T3923,4,77,61,,,,,,,,6,02,6,1,13, 98,11, 3,164,186,,,100,,42,,087,3,219242,,,180442,,,1974
74IN02560,1969423924,69,2,T3924,4,77,57,,,,,,,,6,02,6,1,06, 05,09, 2,162,172,,,103,,42,,116,4,108242,1,,967841,,,1974
74IN02561,1969423927,69,2,T3927,4,78,55,,,,,,,,,02,6,1,, 96,06,,,,6,,088,,42,0211,083,2,624241,,,886641,04,,1974
74IN02562,1969423950,69,2,T3950,4,76,59,,,,,,,,6,02,6,1,760, 07,07, 2,143,170,,76,111,,42,,117,3,180342,1,,942241,,,1974
74IN02563,1969423982,69,2,T3982,4,77,58,,,,,,,,6,02,6,1,14, 95,06, 2,155,172,,,106,,42,,117,4,796641,1,,055142,,,1974
74IN02564,1969423991,69,2,T3991,4,75,60,,,,,,,,6,02,6,1,751, 04,07, 3,148,166,,75,102,,42,,148,4,131842,,,917241,,,1974
74IN02565,1969423996,69,2,T3996,4,75,61,,,,,,,,6,02,6,1,752, 72,08, 2,104,118,7,75,100,,42,1114,056,2,219242,,,018042,97,,1974
74IN02566,1969424002,69,2,T4002,4,75,61,,,,,,,,6,02,6,1,750, 05,08, 2,153,184,,75,102,,42,,113,3,219242,,,060542,,,1974
74IN02567,1969424016,69,2,T4016,4,70,712,,,,,,,,6,02,2,1,702, 00,06, 3,127,154,,70,091,,42,,094,4,201342,,,927441,,,1974
74IN02568,1969424018,69,2,T4018,4,72,812,,,,,,,,6,02,3,1,942, 90,08, 3,166,164,,72,102,,42,,082,5,190642,1,,950541,,,1974
74IN02569,1969424020,69,2,T4020,4,75,54,,,,,,,,6,02,6,1,751, 80,07, 3,131,160,,75,105,,42,,075,5,065942,,,099042,,,1974
74IN02570,1969424038,69,2,T4038,4,78,54,,,,,,,,6,02,6,1,02, 98,10, 2,152,176,,,094,,42,,085,4,065942,1,,039242,,,1974
74IN02571,1969424043,69,2,T4043,4,77,59,,,,,,,,6,02,6,1,01, 95,08, 2,136,137,,,110,,42,,124,4,180342,1,,114542,,,1974
74IN02572,1969424049,69,2,T4049,4,76,61,,,,,,,,6,02,6,1,761, 18,05, 1,164,172,,76,098,,42,,091,3,219242,1,,104342,,,1974
74IN02573,1969424057,69,2,T4057,4,76,60,,,,,,,,,02,6,1,, 15,08,,157,,7,,096,,42,0920,128,4,131842,,,159542,97,,1974
74IN02574,1969424068,69,2,T4068,4,78,60,,,,,,,,6,02,6,1,12, 93,07, 3,155,177,,,093,,42,,113,3,131842,1,,930141,,,1974
74IN02575,1969424086,69,2,T4086,4,70,732,,,,,,,,,02,2,1,, 93,08, 1,110,140,6,,094,,42,1002,100,3,229842,8,,125242,01,,1974
74IN02576,1969424115,69,2,T4115,4,78,57,,,,3,,,,,02,6,1,,092,10,,153,,3,,080,,42,0708,083,2,108242,2,,106042,93,,1974
74IN02577,1969424127,69,2,T4127,4,76,54,,,,,,,,,02,6,1,, 17,06,,149,,7,,110,,42,0920,128,4,065942,1,,969041,97,,1974
74IN02578,1969424135,69,2,T4135,4,70,722,,,,,,,,6,02,2,1,701, 88,06, 2,166,184,,70,096,,42,,100,3,208042,,,193442,,,1974
74IN02579,1969424141,69,2,T4141,4,76,56,,,,3,,,,,02,6,1,,099,08, 2,160,162,3,,123,,42,0930,139,4,178242,8,,081342,93,,1974
74IN02580,1969424164,69,2,T4164,4,75,51,,,,,,,,6,02,6,1,752, 88,06, 1,115,148,,75,093,,42,,110,3,000842,,,087142,,,1974
74IN02581,1969424179,69,2,T4179,4,78,53,,,,,,,,,02,6,1,, 05,07,,,,7,,114,,42,0601,125,4,197342,,,986441,97,,1974
74IN02582,1969424182,69,2,T4182,4,77,54,,,,,,,,6,02,6,1,11, 93,08, 1,160,186,,,087,,42,,088,2,065942,,,961841,,,1974
74IN02583,1969424187,69,2,T4187,4,78,55,,,,3,,,,,02,6,1,,102,08,,135,,3,,101,,42,0826,101,5,624241,3,,996441,93,,1974
74IN02584,1969424189,69,2,T4189,4,78,55,,,,,,,,6,02,6,1,03, 03,08, 2,149,182,,,099,,42,,101,4,624241,1,,052542,,,1974
74IN02585,1969424199,69,2,T4199,4,76,60,,,,,,,,6,02,6,1,762, 98,06, 3,153,173,,76,092,,42,,110,3,131842,,,134342,,,1974
74IN02586,1969424203,69,2,T4203,4,72,892,,,,,,,,6,02,3,1,952, 76,04, 2,117,146,,72,088,,42,,092,2,209342,3,,221542,,,1974
74IN02587,1969424215,69,2,T4215,4,72,812,,,,,,,,6,02,3,1,962, 72,09, 3,110,150,,72,096,,42,,081,2,190642,,,197142,,,1974
74IN02588,1969424216,69,2,T4216,4,76,57,,,,,,,,6,02,6,1,760, 12,06, 4,165,174,,76,098,,42,,085,3,108242,,,978541,,,1974
74IN02589,1969424217,69,2,T4217,4,76,57,,,,,,,,6,02,6,1,761, 05,08, 3,139,155,,76,102,,42,,077,2,108242,,,978541,,,1974
74IN02590,1969424227,69,2,T4227,4,72,952,,,,,,,,6,02,3,1,972, 74,08, 2,116,130,,72,088,,42,,065,2,182142,1,,230142,,,1974
74IN02591,1969424233,69,2,T4233,4,70,732,,,,3,,,,,02,2,1,,113,05, 2,172,178,3,,114,,42,0930,107,4,229842,3,,992341,93,,1974
74IN02592,1969424235,69,2,T4235,4,76,53,,,,,,,,6,02,6,1,762, 12,08, 2,151,170,,76,111,,42,,143,5,197342,,,044142,,,1974
74IN02593,1969424238,69,2,T4238,4,72,822,,,,,,,,6,02,3,1,982, 87,11, 3,160,185,,72,096,,42,,087,2,189142,,,887641,,,1974
74IN02594,1969424245,69,2,T4245,4,70,722,,,,,,,,,02,2,1,, 99,07,,131,,7,,074,,42,0920,066,2,208042,8,,966441,97,,1974
74IN02595,1969424247,69,2,T4247,4,75,53,,,,,,,,,02,6,1,, 16,09,12,150,176,3,,118,,42,0930,122,4,197342,,,892841,93,,1974
74IN02596,1969424248,69,2,T4248,4,73,56,,,,,,,,,02,6,4,, 18,08,,,,6,,110,,42,0419,113,4,178242,,,899041,01,,1974
74IN02597,1969424254,69,2,T4254,4,70,712,,,,,,,,6,02,2,1,700, 13,08, 3,150,172,,70,097,,42,,091,2,201342,,,973541,,,1974
74IN02598,1969424260,69,2,T4260,4,74,58,,,,,,,,6,02,6,1,742, 80,10, 2,115,157,,74,106,,42,,099,3,796641,,,035242,,,1974
74IN02599,1969424263,69,2,T4263,4,72,882,,,,,,,,6,02,3,1,992, 60,10, 2,110,140,,72,073,,42,,067,2,212842,,,028642,,,1974
74IN02600,1969424267,69,2,T4267,4,73,51,,,,,,,,6,02,6,1,731, 78,08, 5,116,147,,73,089,,42,,094,2,000842,,,004542,,,1974
74IN02601,1969424269,69,2,T4269,4,73,54,,,,,,,,6,02,6,1,732, 98,10, 2,159,181,,73,116,,42,,103,3,065942,3,,077442,,,1974
74IN02602,1969424272,69,2,T4272,4,73,58,,,,,,,,6,02,6,1,730, 14,10, 2,180,208,,73,108,,42,,125,4,796641,,,086242,,,1974
74IN02603,1969424292,69,2,T4292,4,77,54,,,,,,,,6,02,6,1,02, 03,07, 2,143,182,,,085,,42,,109,3,065942,,,934141,,,1974
74IN02604,1969424313,69,2,T4313,4,08,082,8,,,3,,33,,,02,1,1,, 74,12, 3,95,120,4,,104,,42,,092,3,087842,,,022142,,,1974
74IN02605,1969424316,69,2,T4316,4,70,722,,,,,,,,,02,2,1,, 02,08,,,,7,,069,,42,0601,105,2,208042,,,082642,97,,1974
74IN02606,1969424322,69,2,T4322,4,74,56,,,,,,,,,02,6,1,, 11,07,,,,6,,114,,42,0423,125,5,178242,,,941141,01,,1974
74IN02607,1969424323,69,2,T4323,4,75,60,,,,,,,,6,02,6,1,750, 16,07, 3,159,166,,75,095,,42,,137,4,131842,,,160742,,,1974
74IN02608,1969424326,69,2,T4326,4,70,712,,,,,,,,6,02,2,1,702, 97,08, 2,112,158,,70,105,,42,,089,3,201342,,,810541,,,1974
74IN02609,1969424334,69,2,T4334,4,70,712,,,,,,,,6,02,2,1,700, 93,13, 2,133,186,,70,099,,42,,086,3,201342,,,974441,,,1974
74IN02610,1969424342,69,2,T4342,4,70,712,,,,,,,,6,02,2,1,702, 03,06, 2,159,170,,70,080,,42,,087,2,201342,,,135542,,,1974
74IN02611,1969424343,69,2,T4343,4,73,50,,,,3,,,,,02,6,1,,105,07,,155,,3,,090,,42,0826,112,2,107742,2,,051142,93,,1974
74IN02612,1969424348,69,2,T4348,4,70,712,,,,,,,,6,02,2,1,700, 93,10, 1,84,130,7,70,087,,42,1114,100,2,201342,8,,216442,97,,1974
74IN02613,1969424350,69,2,T4350,4,78,53,,,,,,,,6,02,6,1,13, 02,08, 5,152,163,,,104,,42,,107,5,197342,1,,036842,,,1974
74IN02614,1969424357,69,2,T4357,4,72,822,,,,,,,,6,02,3,1,802, 77,06, 2,124,150,,72,085,,42,,064,3,189142,,,095142,,,1974
74IN02615,1969424358,69,2,T4358,4,74,60,,,,,,,,6,02,6,1,740, 80,09, 4,129,164,,74,096,,42,,083,4,131842,,,159942,,,1974
74IN02616,1969424359,69,2,T4359,4,74,60,,,,,,,,,02,6,1,, 90,09,,,,6,,093,,42,0520,078,3,131842,,,159942,01,,1974
74IN02617,1969424369,69,2,T4369,4,77,61,,,,,,,,6,02,6,1,12, 88,12, 3,144,178,,,098,,42,,090,3,219242,1,,019142,,,1974
74IN02618,1969424383,69,2,T4383,4,77,55,,,,,,,,,02,6,1,, 91,07,,170,,7,,091,,42,0920,031,3,624241,,,934341,97,,1974
74IN02619,1969424396,69,2,T4396,4,75,50,,,,,,,,,02,6,1,, 90,09,,86,,3,,100,,42,0603,110,3,107742,,,147042,93,,1974
74IN02620,1969424404,69,2,T4404,4,77,56,,,,,,,,,02,6,1,, 94,08,,138,,7,,096,,42,0920,097,3,178242,1,,936841,97,,1974
74IN02621,1969424405,69,2,T4405,4,77,56,,,,,,,,6,02,6,1,03, 87,11, 2,136,184,,,101,,42,,093,4,178242,1,,936841,,,1974
74IN02622,1969424417,69,2,T4417,4,77,60,,,,,,,,6,02,6,1,13, 00,10, 4,155,189,,,100,,42,,099,3,131842,,,077142,,,1974
74IN02623,1969424474,69,2,T4474,4,72,852,,,,,,,,6,02,3,1,812, 00,04, 3,155,188,,72,074,,42,,088,2,227842,,,735841,,,1974
74IN02624,1969424484,69,2,T4484,4,74,55,,,,,,,,6,02,6,1,741, 05,10, 2,147,172,,74,102,,42,,113,4,624241,1,,012342,,,1974
