UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,ADAM,RMK,AGE,YRREC
92IN02449,1989100102,S0102,10,89,2,13,1,07,111,891619,407219,,,,1,,5,174,194,2,,,,,,R, 21,4,1,30,4TEATS,3.0,1992
92IN02450,1989100105,S0105,10,89,2,18,1,07,144,827019,439519,7,,,3,29C,3,183,213,1,,,,93,1102,,,,,30,MASTITISWNWT0,3.0,1992
92IN02451,1989100117,S0117,10,89,2,11,1,07,R3,813919,870219,7,,,1,29A,3,148,139,2,,,,,,,  5,3,2,30,,3.0,1992
92IN02452,1989100121,S0121,10,89,2,13,1,07,R3,813919,872619,,,,1,,5,138,161,1,,,1,,,T,TXL,4,A,30,AI=YES,3.0,1992
92IN02453,1989100122,S0122,10,89,2,18,1,07,144,827019,723819,7,,,1,30A,3,164,183,2,,,3,,,H,208,3,A,30,,3.0,1992
92IN02454,1989100127,S0127,10,89,2,12,1,07,901,836819,598319,,,,1,,1,188,190,2,,,2,,,H,338,4,A,30,,3.0,1992
92IN02455,1989100128,S0128,10,89,2,12,1,07,901,836819,598319,,,,1,,2,148,164,1,,,,,,K, 11,3,1,30,,3.0,1992
92IN02456,1989100129,S0129,10,89,2,18,1,07,R4,776319,898319,,,,1,,1,166,183,2,,,,,,D, 31,4,1,30,DROP MIXUP,3.0,1992
92IN02457,1989100134,S0134,10,89,2,12,1,07,931,827619,605519,2,,,3,OVX,T,146,0,0,,,X,,,,,,,30,OVX.EWE,3.0,1992
92IN02458,1989100136,S0136,10,89,2,13,1,07,931,827619,605519,,,,3,,X,112,0,0,,,,93,0526,,,,,30,,3.0,1992
92IN02459,1989100138,S0138,10,89,2,11,1,07,113,917219,718419,,,,1,,2,124,148,2,,,,,,R, 22,3,1,30,,3.0,1992
92IN02460,1989100142,S0142,10,89,2,13,1,07,R2,831119,912619,,,,1,,1,158,170,2,,,,,,H, 35,3,1,30,ENTR.,3.0,1992
92IN02461,1989100148,S0148,10,89,2,18,1,07,144,827019,795519,7,,,1,30B,3,182,190,1,,,,,,,  4,4,2,30,,3.0,1992
92IN02462,1989100149,S0149,10,89,2,18,1,07,141,800619,737419,7,,,7,31B,3,162,0,0,,,,97,0929,,,,,30,WILD,3.0,1992
92IN02463,1989100150,S0150,10,89,2,18,1,07,141,800619,737419,7,,,1,31D,3,166,137,2,,,1,,,T,TXL,3,A,30,,3.0,1992
92IN02464,1989100151,S0151,10,89,2,13,1,07,143,816219,782119,,,,1,,1,131,135,3,,,,,,K, 12,2,1,30,DYSTOCIA,3.0,1992
92IN02465,1989100159,S0159,10,89,2,18,1,07,144,827019,618219,,,,1,,2,154,168,2,,,,,,D, 32,4,1,30,,3.0,1992
92IN02466,1989100162,S0162,10,89,2,12,1,07,R1,809619,895019,7,,,1,32A,3,159,149,2,,,,,,,  1,2,2,30,,3.0,1992
92IN02467,1989100169,S0169,10,89,2,13,1,07,142,802819,728019,,,,1,,1,161,157,2,,,,,,R, 23,3,1,30,,3.0,1992
92IN02468,1989100171,S0171,10,89,2,13,1,07,114,881719,813819,,,,3,,5,174,183,1,,,,93,1102,,,,,30,X.PROD,3.0,1992
92IN02469,1989100173,S0173,10,89,2,18,1,07,143,816219,817619,7,,,3,32C,3,154,135,12,,,,93,1102,,,,,30,R.SPOILED,3.0,1992
92IN02470,1989100183,S0183,10,89,2,18,1,07,143,816219,812819,7,,,7,34A,3,161,0,0,,,,97,0929,,,,,30,,3.0,1992
92IN02471,1989100196,S0196,10,89,2,11,1,07,R1,809619,867319,7,,,1,34D,3,174,164,2,,,,,,,  2,3,2,30,,3.0,1992
92IN02472,1989100203,S0203,10,89,2,11,1,07,R2,831119,866619,,,,1,,2,156,180,3,,,,,,H, 36,2,1,30,SUCK1SIDE,3.0,1992
92IN02473,1989100244,S0244,10,89,2,10,2,07,102,860819,452819,6,,,1,,5,147,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02474,1989100247,S0247,10,89,2,10,2,07,101,863619,332019,6,,,1,,5,155,198,1,,,,,,,F93,5,F,25,,2.5,1992
92IN02475,1989100248,S0248,10,89,2,10,2,41,101,0377,862319,6,,,1,,5,113,126,1,,,,,,,F93,3,F,25,,2.5,1992
92IN02476,1989100250,S0250,10,89,2,10,2,07,104,902019,682519,6,,,1,,5,140,0,0,,,,05,1119,,F93,,F,25,MASTITIS,2.5,1992
92IN02477,1989100252,S0252,10,89,2,10,2,07,104,902019,470619,6,,,1,,5,162,188,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02478,1989100255,S0255,10,89,2,10,2,41,104,0377,860519,6,,,1,,5,101,120,1,,,,,,,F93,3,F,25,,2.5,1992
92IN02479,1989100258,S0258,10,89,2,10,2,07,104,902019,553019,6,,,1,,5,149,166,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02480,1989100260,S0260,10,89,2,13,2,41,103,0450,792319,6,,,1,,5,117,129,1,,,,,,,F93,3,F,25,AB.BACK,2.5,1992
92IN02481,1989100261,S0261,10,89,2,13,2,41,103,0450,792319,6,,,1,,5,98,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02482,1989100265,S0265,10,89,2,10,2,41,102,0377,765319,6,,,1,,5,122,143,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02483,1989100266,S0266,10,89,2,10,2,41,102,0377,765319,6,,,1,,5,105,118,1,,,,,,,F93,3,F,25,,2.5,1992
92IN02484,1989100272,S0272,10,89,2,10,2,41,101,0255,574619,6,,,1,,5,113,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02485,1989100274,S0274,10,89,2,10,2,07,103,911419,418919,6,,,1,,5,167,189,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02486,1989100276,S0276,10,89,2,13,2,41,103,0377,471719,6,,,1,,5,136,153,1,,,,,,,F93,4,F,25,4 TEATS,2.5,1992
92IN02487,1989100279,S0279,10,89,2,13,2,41,103,0255,807419,6,,,1,,5,137,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02488,1989100281,S0281,10,89,2,13,2,41,103,0450,783919,6,,,1,,5,124,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02489,1989100282,S0282,10,89,2,10,2,41,101,0061,473919,6,,,1,,5,135,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02490,1989100286,S0286,10,89,2,10,2,07,101,863619,380919,6,,,1,,5,159,180,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02491,1989100287,S0287,10,89,2,13,2,41,103,0450,714819,6,,,1,,5,116,131,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02492,1989100292,S0292,10,89,2,10,2,41,102,0061,579119,6,,,1,,5,143,161,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02493,1989100293,S0293,10,89,2,10,2,41,102,0061,579119,6,,,1,,5,132,142,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02494,1989100296,S0296,10,89,2,10,2,41,102,0450,512619,6,,,3,FLX,5,128,147,13,,,,93,1102,,FLX,,,25,,2.5,1992
92IN02495,1989100297,S0297,10,89,2,10,2,41,103,0450,682419,6,,,1,,5,126,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02496,1989100300,S0300,10,89,2,13,2,41,101,0255,721319,6,,,1,,5,112,132,1,,,,,,,F93,3,F,25,,2.5,1992
92IN02497,1989100302,S0302,10,89,2,10,2,41,103,0255,552119,6,,,1,,5,135,0,0,,,,,,,F93,,F,25,BR.SP.FACE,2.5,1992
92IN02498,1989100304,S0304,10,89,2,10,2,41,104,0099,772919,6,,,1,,5,106,0,0,,,,,,,F93,,F,25,,2.5,1992
92IN02499,1989100305,S0305,10,89,2,10,2,41,104,0099,772919,6,,,1,,5,112,126,1,,,,,,,F93,3,F,25,,2.5,1992
92IN02500,1989100307,S0307,10,89,2,10,2,07,102,860819,748219,6,,,1,,5,163,172,1,,,,,,,F93,4,F,25,,2.5,1992
92IN02501,1989100312,S0312,10,89,2,10,2,07,103,911419,481319,6,,,1,,5,178,220,1,,,,,,,F93,5,F,25,,2.5,1992
92IN02502,1989100315,S0315,10,89,2,10,2,07,104,902019,506419,6,,,1,,5,165,0,0,,,,,,,F93,,F,25,4 TEATS,2.5,1992
92IN02503,1989100316,S0316,10,89,2,10,2,07,101,863619,858219,6,,,1,,5,147,173,1,,,,,,,F93,5,F,25,,2.5,1992
92IN02504,1989100317,S0317,10,89,2,10,2,07,101,863619,858219,6,,,3,FLX,5,147,164,12,,,,93,1102,,FLX,,,25,,2.5,1992
92IN02505,1989100321,S0321,10,89,2,10,2,07,128,608194,108196,,,,1,,*,0,0,0,,,,97,0323,,,,,25,,2.5,1992
92IN02506,1990100323,S0323,10,90,2,US,1,07,141,779919,873119,,,,1,MER,1,126,129,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02507,1990100324,S0324,10,90,2,US,1,07,141,779919,873119,,,,1,MER,1,109,126,2,,,m,,,,B-0,3,1,20,TENDER,2.0,1992
92IN02508,1990100327,S0327,10,90,2,US,1,07,142,890519,730719,,,,1,MER,1,94,117,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02509,1990100328,S0328,10,90,2,US,1,07,142,890519,730719,,,,1,MER,1,120,134,2,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02510,1990100330,S0330,10,90,2,SW,1,41,S4,  59,800519,,,,1,MER,1,128,137,2,,,m,,,,B-0,2,1,20,4TEATS,2.0,1992
92IN02511,1990100333,S0333,10,90,2,US,1,07,145,903119,762819,,,,1,MER,1,122,148,2,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02512,1990100336,S0336,10,90,2,13,1,07,145,903119,606019,,,,1,,1,154,164,2,,,,,,H, 37,3,1,20,,2.0,1992
92IN02513,1990100337,S0337,10,90,2,SW,1,41,S3,  30,739519,,,,1,MER,1,98,125,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02514,1990100340,S0340,10,90,2,US,1,07,145,903119,703719,,,,1,MER,1,124,142,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02515,1990100341,S0341,10,90,2,13,1,07,144,908219,890419,7,,,7,35C,3,142,0,0,,,,97,0929,,,,,20,,2.0,1992
92IN02516,1990100346,S0346,10,90,2,13,1,07,141,779919,782719,,,,1,,2,159,165,2,,,,,,K, 13,4,1,20,,2.0,1992
92IN02517,1990100347,S0347,10,90,2,US,1,07,141,779919,782719,,,,1,MER,1,121,144,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02518,1990100348,S0348,10,90,2,SW,1,41,S4,  59,726119,,,,1,MER,1,119,150,2,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02519,1990100350,S0350,10,90,2,TX,1,07,T3, 479,714619,,,,1,MER,1,124,139,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02520,1990100351,S0351,10,90,2,13,1,07,R.2,886919,963419,,,,1,,2,121,0,0,,,,05,0911,,,,,20,,2.0,1992
92IN02521,1990100353,S0353,10,90,1,18,1,07,R.1,813919,966519,,,,3,LIB,M,154,213,0,,,L,,,,,,,20,"DUD,MALEMOUNT",2.0,1992
92IN02522,1990100357,S0357,10,90,2,US,1,07,144,908219,878919,,,,1,MER,1,118,137,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02523,1990100360,S0360,10,90,2,US,1,07,144,908219,492419,,,,1,MER,1,130,142,2,,,m,,,,B-0,4,1,20,4TEATS,2.0,1992
92IN02524,1990100362,S0362,10,90,2,SW,1,41,S5,  67,831219,,,,1,MER,1,125,145,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02525,1990100363,S0363,10,90,2,SW,1,41,S5,  67,831219,,,,1,MER,1,105,119,2,,,m,,,,B-0,2,1,20,4TEATS,2.0,1992
92IN02526,1990100365,S0365,10,90,2,SW,1,41,S5,  67,656619,,,,1,MER,1,109,122,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02527,1990100366,S0366,10,90,2,SW,1,41,S5,  67,656619,,,,1,MER,1,126,136,1,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02528,1990100369,S0369,10,90,2,SW,1,41,S4,  59,933119,,,,1,MER,1,119,147,2,,,m,,,,B-0,3,1,20,SM.BAG,2.0,1992
92IN02529,1990100374,S0374,10,90,2,SW,1,41,S2,  14,479119,,,,1,MER,1,104,122,2,,,m,,,,B-0,3,1,20,SCURS,2.0,1992
92IN02530,1990100381,S0381,10,90,2,FW,1,41,F3,6198,919419,,,,1,MER,1,102,117,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02531,1990100383,S0383,10,90,2,13,1,07,R.1,813919,994619,,,,1,,1,121,0,0,,,,04,0515,,,,,20,,2.0,1992
92IN02532,1990100384,S0384,10,90,2,18,1,07,R.2,886919,982519,,,,1,,2,103,129,1,,,1,,,T,TXL,3,A,20,,2.0,1992
92IN02533,1990100385,S0385,10,90,2,US,1,07,143,919819,907819,,,,1,MER,1,112,127,2,,,m,,,,B-0,3,1,20,TENDER,2.0,1992
92IN02534,1990100386,S0386,10,90,2,TX,1,07,T4,4352,800719,,,,1,MER,1,136,152,2,,,m,,,,B-0,4,1,20,4TEATS,2.0,1992
92IN02535,1990100388,S0388,10,90,2,SW,1,41,S6,  20,934719,,,,1,MER,1,110,118,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02536,1990100389,S0389,10,90,2,SW,1,41,S6,  20,934719,,,,1,MER,1,110,135,1,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02537,1990100392,S0392,10,90,2,US,1,07,141,779919,791219,,,,1,MER,1,131,140,2,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02538,1990100399,S0399,10,90,2,FW,1,41,F1, 671,626219,,,,1,MER,1,121,132,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02539,1990100401,S0401,10,90,2,FW,1,41,F1, 671,830419,,,,1,MER,1,114,138,2,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02540,1990100405,S0405,10,90,2,FW,1,41,F2, 581,759919,,,,1,MER,1,103,0,0,,,m,04,0515,,,,,20,,2.0,1992
92IN02541,1990100406,S0406,10,90,2,US,1,07,142,890519,661519,,,,1,MER,1,117,147,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02542,1990100407,S0407,10,90,1,US,1,07,145,903119,779619,,,,3,,M,207,249,0,,,,93,1005,,,,,20,X,2.0,1992
92IN02543,1990100413,S0413,10,90,2,US,1,07,145,903119,930519,,,,1,MER,*,0,0,0,,,m,05,0417,,,,,20,,2.0,1992
92IN02544,1990100415,S0415,10,90,2,FW,1,41,F1, 671,941919,,,,1,MER,1,120,137,1,,,m,,,,B-0,4,1,20,4TEATS,2.0,1992
92IN02545,1990100416,S0416,10,90,2,FW,1,41,F1, 671,941919,,,,1,MER,1,132,150,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02546,1990100417,S0417,10,90,2,18,1,07,R.1,813919,995419,,,,1,,2,108,125,2,,,,,,D, 33,3,1,20,SHORTSTAPLE,2.0,1992
92IN02547,1990100420,S0420,10,90,2,US,1,07,143,919819,938619,,,,1,MER,1,115,133,2,,,m,,,,B-0,3,1,20,ENTR,2.0,1992
92IN02548,1990100421,S0421,10,90,2,FW,1,41,F6, 337,827219,,,,1,MER,1,104,124,1,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02549,1990100423,S0423,10,90,1,US,1,07,146,776319,630819,,,,1,LIB,M,184,218,0,,,L,,,,,,,20,,2.0,1992
92IN02550,1990100427,S0427,10,90,2,TX,1,07,T6,1287,813419,,,,1,MER,1,120,137,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02551,1990100432,S0432,10,90,2,FW,1,41,F4, 196,629719,,,,1,MER,*,0,0,0,,,m,97,0215,,,,,20,4TEATS,2.0,1992
92IN02552,1990100433,S0433,10,90,2,FW,1,41,F4, 196,629719,,,,1,MER,1,93,111,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02553,1990100434,S0434,10,90,2,FW,1,41,F4, 196,629719,,,,1,MER,5,95,123,1,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02554,1990100436,S0436,10,90,2,SW,1,41,S2,  14,712319,,,,1,MER,1,130,146,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02555,1990100437,S0437,10,90,2,SW,1,41,S2,  14,712319,,,,1,MER,1,114,130,2,,,m,,,,B-0,2,1,20,4TEATS,2.0,1992
92IN02556,1990100438,S0438,10,90,2,TX,1,07,T5,4009,907219,,,,1,MER,1,96,117,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02557,1990100439,S0439,10,90,2,TX,1,07,T5,4009,907219,,,,1,MER,1,114,139,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02558,1990100440,S0440,10,90,2,FW,1,41,F1, 671,796219,,,,1,MER,1,90,145,2,,,m,,,,B-0,3,1,20,ENTR,2.0,1992
92IN02559,1990100445,S0445,10,90,2,SW,1,41,S2,  14,919219,,,,1,MER,1,112,134,2,,,m,,,,B-0,3,1,20,DYSTOCIA,2.0,1992
92IN02560,1990100450,S0450,10,90,2,13,1,07,146,776319,467919,,,,3,OVX,2,167,189,1,,,X,,,,OVX,,,20,X.PROD,2.0,1992
92IN02561,1990100451,S0451,10,90,2,US,1,07,146,776319,467919,,,,1,MER,1,117,143,2,,,m,,,,B-0,4,1,20,"4TEATS,ENTR",2.0,1992
92IN02562,1990100452,S0452,10,90,2,US,1,07,146,776319,467919,,,,1,MER,1,112,128,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02563,1990100453,S0453,10,90,2,TX,1,07,T2,2717,673419,,,,1,MER,*,0,0,0,,,m,97,0215,,,,,20,,2.0,1992
92IN02564,1990100456,S0456,10,90,2,FW,1,41,F4, 196,696619,,,,1,MER,1,115,127,2,,,m,,,,B-0,2,1,20,HORNS,2.0,1992
92IN02565,1990100459,S0459,10,90,2,13,1,07,R.2,886919,962719,,,,1,,1,151,156,2,,,,,,R, 24,3,1,20,,2.0,1992
92IN02566,1990100461,S0461,10,90,2,TX,1,07,T6,1287,791719,,,,1,MER,2,100,107,2,,,m,,,,B-0,3,1,20,ENTR,2.0,1992
92IN02567,1990100463,S0463,10,90,2,13,1,07,R.5,917219,007210,,,,1,,2,137,147,2,,,3,,,H,338,3,A,20,,2.0,1992
92IN02568,1990100466,S0466,10,90,2,SW,1,41,S5,  67,892619,,,,1,MER,1,99,120,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02569,1990100467,S0467,10,90,2,SW,1,41,S4,  59,943019,,,,1,MER,1,108,115,2,,,m,,,,B-0,2,1,20,4TEATS,2.0,1992
92IN02570,1990100469,S0469,10,90,2,FW,1,41,F3,6198,921619,,,,1,MER,1,104,128,2,,,m,,,,B-0,2,1,20,4TEATS,2.0,1992
92IN02571,1990100470,S0470,10,90,2,SW,1,41,S5,  67,892619,,,,1,MER,2,113,128,1,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02572,1990100476,S0476,10,90,2,SW,1,41,S3,  30,811519,,,,1,MER,1,100,153,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02573,1990100480,S0480,10,90,2,FW,1,41,F5, 302,873319,,,,1,MER,5,105,135,1,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02574,1990100482,S0482,10,90,2,FW,1,41,F3,6198,728319,,,,1,MER,1,120,133,2,,,m,,,,B-0,3,1,20,HAIRY,2.0,1992
92IN02575,1990100483,S0483,10,90,2,SW,1,41,S5,  67,728019,,,,1,MER,1,116,128,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02576,1990100484,S0484,10,90,2,SW,1,41,S5,  67,728019,,,,1,MER,1,119,146,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02577,1990100486,S0486,10,90,2,SW,1,41,S5,  67,875919,,,,1,MER,1,124,147,2,,,m,,,,B-0,3,1,20,1TAG,2.0,1992
92IN02578,1990100493,S0493,10,90,2,SW,1,41,S4,  59,670419,,,,1,MER,1,90,109,2,,,m,,,,B-0,2,1,20,4TEATS,2.0,1992
92IN02579,1990100499,S0499,10,90,2,TX,1,07,T6,1287,743419,,,,1,MER,1,120,126,2,,,m,,,,B-0,3,1,20,ENTR,2.0,1992
92IN02580,1990100505,S0505,10,90,2,FW,1,41,F5, 302,542319,,,,1,MER,1,108,123,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02581,1990100509,S0509,10,90,2,FW,1,41,F6, 337,643719,,,,1,MER,1,103,125,1,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02582,1990100512,S0512,10,90,2,FW,1,41,F4, 196,760119,,,,1,MER,1,104,125,2,,,m,,,,B-0,3,1,20,"ENTR,4TEATS",2.0,1992
92IN02583,1990100513,S0513,10,90,2,SW,1,41,S4,  59,887419,,,,1,MER,1,115,132,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02584,1990100514,S0514,10,90,2,TX,1,07,T2,2717,718419,,,,1,MER,1,139,146,2,,,m,,,,B-0,2,1,20,HORNS,2.0,1992
92IN02585,1990100518,S0518,10,90,2,TX,1,07,T4,4352,608819,,,,1,MER,1,154,155,2,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02586,1990100519,S0519,10,90,2,FW,1,41,F3,6198,604019,,,,1,MER,1,105,122,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02587,1990100521,S0521,10,90,2,SW,1,41,S2,  14,669219,,,,1,MER,1,124,131,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02588,1990100522,S0522,10,90,2,FW,1,41,F3,6198,893119,,,,1,MER,1,113,139,1,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02589,1990100523,S0523,10,90,2,FW,1,41,F6, 337,784819,,,,1,MER,1,99,113,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02590,1990100526,S0526,10,90,2,FW,1,41,F2, 581,795519,,,,1,MER,1,103,116,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02591,1990100527,S0527,10,90,2,FW,1,41,F2, 581,795519,,,,1,MER,1,109,130,1,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02592,1990100528,S0528,10,90,2,SW,1,41,S3,  30,895919,,,,1,MER,1,114,138,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02593,1990100530,S0530,10,90,2,TX,1,07,T4,4352,778819,,,,1,MER,1,124,139,2,,,m,,,,B-0,3,1,20,ENTR,2.0,1992
92IN02594,1990100536,S0536,10,90,2,TX,1,07,T6,1287,805419,,,,1,MER,1,118,127,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02595,1990100541,S0541,10,90,2,SW,1,41,S4,  59,698419,,,,1,MER,5,102,131,1,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02596,1990100543,S0543,10,90,2,TX,1,07,T4,4352,867019,,,,1,MER,1,97,0,0,,,m,08,0617,,,,,20,,2.0,1992
92IN02597,1990100546,S0546,10,90,2,SW,1,41,S1,  50,834419,,,,1,MER,1,99,128,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02598,1990100554,S0554,10,90,2,SW,1,41,S5,  67,742619,,,,1,MER,1,121,125,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02599,1990100557,S0557,10,90,2,SW,1,41,S5,  67,887219,,,,1,MER,1,97,116,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02600,1990100558,S0558,10,90,2,SW,1,41,S5,  67,887219,,,,1,MER,1,86,107,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02601,1990100560,S0560,10,90,2,TX,1,07,T1,1004,473519,,,,1,MER,2,131,136,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02602,1990100561,S0561,10,90,2,TX,1,07,T1,1004,473519,,,,1,MER,1,106,129,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02603,1990100563,S0563,10,90,2,SW,1,41,S4,  59,870519,,,,1,MER,1,96,116,1,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02604,1990100569,S0569,10,90,2,FW,1,41,F6, 337,927919,,,,1,MER,1,80,106,1,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02605,1990100570,S0570,10,90,2,FW,1,41,F2, 581,597319,,,,1,MER,1,126,151,1,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02606,1990100573,S0573,10,90,2,US,1,07,145,903119,855319,,,,1,MER,1,128,141,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02607,1990100575,S0575,10,90,2,SW,1,41,S3,  30,923719,,,,1,MER,1,105,137,2,,,m,,,,B-0,4,1,20,,2.0,1992
92IN02608,1990100576,S0576,10,90,2,TX,1,07,T3, 479,905619,,,,1,MER,1,113,120,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02609,1990100578,S0578,10,90,2,SW,1,41,S3,  30,499619,,,,1,MER,1,110,133,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02610,1990100590,S0590,10,90,2,SW,1,41,S1,  50,847619,,,,1,MER,1,103,109,2,,,m,,,,B-0,1,1,20,,2.0,1992
92IN02611,1990100593,S0593,10,90,2,FW,1,41,F6, 337,926719,,,,1,MER,1,97,118,1,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02612,1990100595,S0595,10,90,2,US,1,07,141,779919,656819,,,,1,MER,1,115,127,2,,,m,,,,B-0,3,1,20,ONE-EYE,2.0,1992
92IN02613,1990100596,S0596,10,90,2,SW,1,41,S1,  50,722019,,,,1,MER,1,123,131,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02614,1990100597,S0597,10,90,2,SW,1,41,S1,  50,722019,,,,1,MER,1,137,141,2,,,m,,,,B-0,3,1,20,4TEATS,2.0,1992
92IN02615,1990100599,S0599,10,90,2,FW,1,41,F5, 302,914519,,,,1,MER,1,101,122,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02616,1990100602,S0602,10,90,2,FW,1,41,F2, 581,896219,,,,1,MER,1,109,120,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02617,1990100606,S0606,10,90,2,13,1,07,145,903119,812719,,,,1,,1,136,150,4,,,,,,K, 14,3,1,20,,2.0,1992
92IN02618,1990100608,S0608,10,90,2,SW,1,41,S3,  30,660819,,,,1,MER,1,115,139,2,,,m,,,,B-0,3,1,20,FOUND 9/15/92,2.0,1992
92IN02619,1990100609,S0609,10,90,2,FW,1,41,F5, 302,937419,,,,1,MER,1,105,123,2,,,m,,,,B-0,2,1,20,4TEATS,2.0,1992
92IN02620,1990100610,S0610,10,90,2,TX,1,07,T4,4352,694219,,,,1,MER,1,129,146,2,,,m,,,,B-0,3,1,20,,2.0,1992
92IN02621,1990100616,S0616,10,90,2,SW,1,41,S2,  14,616019,,,,1,MER,1,108,116,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02622,1990100619,S0619,10,90,2,TX,1,07,T3, 479,931819,,,,1,MER,1,109,126,2,,,m,,,,B-0,2,1,20,,2.0,1992
92IN02623,1990100621,S0621,10,90,1,SW,1,41,S5,  67,780219,,,,1,,*,0,0,0,,,,93,0210,,,,,20,"X,R.TAIL,+WBC",2.0,1992
92IN02624,1990100622,S0622,10,90,2,FW,1,41,F6, 337,909719,,,,1,MER,1,98,112,2,,,m,66,1103,,B-0,3,1,20,>HQ 11/29/90,2.0,1992
92IN02625,1990100625,S0625,10,90,2,TX,1,07,T3, 479,788819,,,,1,MER,*,0,0,0,,,m,05,0504,,,,,20,,2.0,1992
