UID,ETAG,YR,SEX,LINE,LOT,BPEN,PD,FAWT,COND,BGRP,GRP,RMK
93BR00895,L6453,90,2,73,,-FL,1,0,,F,,
93BR00896,L6421,90,2,72,,-FL,1,0,,F,,
93BR00897,L6429,90,2,72,,-2,1,130,3,2,,
93BR00898,L6427,90,2,73,,-FL,1,0,,F,,
93BR00899,L6485,91,2,81,,02,1,189,3,2,,
93BR00900,L6487,91,2,82,,25,1,175,3,2,,POSTPARTFEVER
93BR00901,L6496,91,2,88,,-2,1,164,3,2,,
93BR00902,L6476,90,2,73,,-FL,1,180,4,F,,KEEP
93BR00903,L6518,91,2,82,,26,1,173,3,2,,
93BR00904,L6500,91,2,81,,03,1,173,4,2,,
93BR00905,L6509,91,2,88,,-0,1,161,3,2,,DRY
93BR00906,L6556,91,2,81,,04,1,205,3,2,,
93BR00907,L6565,91,2,81,,01,1,181,4,2,,
93BR00908,L6567,91,2,81,,02,1,157,3,2,,
93BR00909,L6598,91,2,81,,03,1,161,3,2,,
93BR00910,L6613,91,2,88,,-2,1,156,3,2,,
93BR00911,L6619,91,2,81,,04,1,134,3,2,,
93BR00912,L6605,91,2,82,,27,1,170,3,2,,
93BR00913,L6630,91,2,81,,02,1,163,3,2,,
93BR00914,L6633,91,2,88,,-0,1,159,3,2,,
93BR00915,L6637,91,2,88,,-2,1,183,3,2,,
93BR00916,L6643,91,2,82,,28,1,157,4,2,,
93BR00917,L6654,91,2,81,,03,1,120,2,2,,
93BR00918,L6655,91,2,81,,04,1,136,3,2,,
93BR00919,L6629,91,2,81,,01,1,179,3,2,,
93BR00920,L6683,91,2,88,,-0,1,151,3,2,,
93BR00921,L6689,91,2,81,,02,1,182,3,2,,
93BR00922,L6693,91,2,88,,-2,1,155,3,2,,
93BR00923,L6697,91,2,82,,29,1,154,3,2,,
93BR00924,L6679,91,2,81,,01,1,150,2,2,,
93BR00925,L6210,90,2,72,,-FL,1,0,,F,,LAMBED 7/4/93
93BR00926,L6213,90,2,72,,-FL,1,189,3,F,,
93BR00927,L6215,90,2,72,,-FL,1,0,,F,,4TEATS
93BR00928,L6201,90,2,72,,-FL,1,0,,F,,
93BR00929,L6232,90,2,72,,-FL,1,0,,F,,
93BR00930,L6261,90,2,72,,-FL,1,0,,F,,
93BR00931,L6268,90,2,72,,-FL,1,163,4,F,,
93BR00932,L6284,90,2,72,,-FL,1,158,3,F,,
93BR00933,L6289,90,2,72,,-FL,1,0,,F,,
93BR00934,L6273,90,2,72,,-0,1,158,4,2,,LAMBED 9/92
93BR00935,L6276,90,2,72,,-FL,1,0,,F,,
93BR00936,L6272,90,2,72,,-FL,1,0,,F,,
93BR00937,L6811,91,3,00,BLK,BLK,1,179,3,,W,BLK.WETHER
93BR00938,L6807,91,2,81,,01,1,165,3,2,,"DYSTOCIA,R.P."
93BR00939,L6831,91,2,81,,02,1,173,3,2,,
93BR00940,L6836,91,2,88,,-0,1,166,3,2,,
93BR00941,L6846,91,2,81,,03,1,161,3,2,,
93BR00942,L6858,91,2,82,,22,1,152,3,2,,
93BR00943,L6862,91,2,81,,04,1,163,3,2,,
93BR00944,L6823,91,2,88,,-2,1,161,2,2,,
93BR00945,L6883,91,2,81,,02,1,189,4,2,,
93BR00946,L6873,91,2,81,,01,1,169,3,2,,
93BR00947,L6878,91,2,88,,-2,1,168,4,2,,
93BR00948,L6914,91,2,81,,03,1,173,4,2,,
93BR00949,L6939,91,2,82,,23,1,160,3,2,,TENDER
93BR00950,L6981,91,2,00,BLK,971,1,142,2,1,B,BLK.ONE-EYE
93BR00951,L6985,91,2,81,,04,1,124,3,2,,
93BR00952,L6996,91,2,81,,01,1,168,3,2,,
93BR00953,L6992,91,2,82,,26,1,167,3,2,,
93BR00954,L6971,91,2,82,,24,1,166,3,2,,
93BR00955,L6978,91,2,82,,25,1,175,3,2,,
93BR00956,L6703,91,2,82,,30,1,143,3,2,,
93BR00957,L6730,91,2,82,,31,1,157,3,2,,DYSTOCIA '93
93BR00958,L6741,91,2,82,,20,1,150,3,2,,
93BR00959,L6748,91,2,81,,03,1,141,2,2,,
93BR00960,L6750,91,2,81,,04,1,153,4,2,,
93BR00961,L6753,91,2,73,,-FL,1,0,,F,,
93BR00962,L6759,91,2,88,,-0,1,156,4,2,,SM.BAG
93BR00963,L6769,91,2,82,,21,1,153,3,2,,
93BR00964,L2138,88,2,82,,30,1,129,2,2,,
93BR00965,L2141,88,2,82,,20,1,188,2,2,,CHK. R.EYE
93BR00966,L2140,88,2,82,,31,1,192,3,2,,
93BR00967,L2142,88,2,81,,02,1,160,3,2,,SM.BAG
93BR00968,L2151,88,2,81,,01,1,183,2,2,,
93BR00969,L2156,88,2,88,,-2,1,164,3,2,,
93BR00970,L2159,88,2,81,,04,1,157,3,2,,
93BR00971,L2162,88,2,81,,03,1,153,2,2,,
93BR00972,L2199,88,2,88,,-0,1,167,3,2,,
93BR00973,L2007,88,2,81,,01,1,172,2,2,,
93BR00974,L2034,88,2,00,BLK,972,1,133,2,1,B,BLACK
93BR00975,L2046,88,2,82,,27,1,169,3,2,,
93BR00976,L2056,88,2,82,,26,1,166,3,2,,
93BR00977,L2020,88,2,81,,03,1,186,4,2,,
93BR00978,L2089,88,2,73,,-FL,1,0,,F,,
93BR00979,L2099,88,2,82,,29,1,193,3,2,,
93BR00980,L2079,88,2,88,,-0,1,176,3,2,,
93BR00981,L2077,88,2,82,,28,1,178,3,2,,COARSE
93BR00982,L2319,88,2,81,,01,1,184,4,2,,
93BR00983,L2306,88,2,82,,21,1,155,2,2,,
93BR00984,L2348,88,2,81,,02,1,139,3,2,,
93BR00985,L2355,88,2,82,,22,1,175,4,2,,
93BR00986,L2397,88,2,81,,03,1,195,3,2,,
93BR00987,L2379,88,2,73,,-FL,1,0,,F,,
93BR00988,L2408,88,2,81,,02,1,158,3,2,,
93BR00989,L2407,88,2,81,,02,1,186,4,2,,
93BR00990,L2442,88,3,00,BLK,BLK,1,211,4,,W,BLK WETHER
93BR00991,L2453,88,2,82,,23,1,173,3,2,,
93BR00992,L2510,88,2,82,,24,1,172,3,2,,
93BR00993,L2515,88,2,82,,25,1,173,2,2,,THICKMILK
93BR00994,L2520,88,2,88,,-2,1,194,3,2,,
93BR00995,L2581,88,2,72,,-FL,1,0,,F,,PG 7/92
93BR00996,L2583,88,2,73,,-FL,1,0,,F,,
93BR00997,L2578,88,2,73,,-FL,1,0,,F,,
93BR00998,L2602,88,2,73,,-FL,1,0,,F,,
93BR00999,L2634,88,2,73,,-FL,1,0,,F,,
93BR01000,L2642,88,2,73,,-FL,1,0,,F,,BRN.LEGS
93BR01001,L2653,88,2,73,,-FL,1,0,,F,,PG 7/92
93BR01002,L2620,88,2,73,,-FL,1,0,,F,,
93BR01003,L2680,88,2,73,,-FL,1,0,,F,,
93BR01004,L2682,88,2,73,,-FL,1,0,,F,,F-gene
93BR01005,L2690,88,2,73,,-FL,1,0,,F,,
93BR01006,L2670,88,2,73,,-FL,1,0,,F,,HAS GRAFT1992
93BR01007,L2237,88,2,81,,01,1,191,3,2,,
93BR01008,L2256,88,2,81,,04,1,159,3,2,,
93BR01009,L2264,88,2,81,,02,1,144,3,2,,SORE FOOT
93BR01010,L2269,88,2,81,,03,1,165,3,2,,
93BR01011,L2223,88,2,73,,-FL,1,0,,F,,HARDBAG
93BR01012,L2271,88,2,81,,04,1,150,3,2,,
93BR01013,L2857,88,2,00,BLK,971,1,158,2,1,B,BLACK
93BR01014,L2863,88,2,73,,-FL,1,0,,F,,92PREG = AI
93BR01015,L2880,88,2,73,,-FL,1,0,,F,,
93BR01016,L2876,88,2,73,,-FL,1,0,,F,,LT'S
93BR01017,L2879,88,2,73,,-2,1,191,4,2,,
93BR01018,L2914,88,2,73,,-FL,1,0,,F,,F-gene
93BR01019,L2937,88,2,73,,-FL,1,0,,F,,
93BR01020,L2951,88,2,73,,-FL,1,0,,F,,SM.BAG
93BR01021,L2954,88,2,73,,-FL,1,0,,F,,
93BR01022,L2957,88,2,72,,-FL,1,161,4,F,,
93BR01023,L2927,88,2,73,,-FL,1,0,,F,,LBAGBLOODY
93BR01024,L2978,88,2,72,,-FL,1,0,,F,,BIGBAG
93BR01025,L2703,88,2,72,,-FL,1,0,,F,,
93BR01026,L2756,88,2,73,,-FL,1,0,,F,,
93BR01027,L2729,88,2,73,,-FL,1,0,,F,,
93BR01028,L2784,88,2,72,,-FL,1,0,,F,,
93BR01029,L2788,88,3,00,BLK,BLK,1,187,4,,W,BLK WETHER
93BR01030,L2793,88,2,73,,-FL,1,0,,F,,
93BR01031,L8111,91,2,72,,-FL,1,0,,F,,
93BR01032,L8103,91,2,72,,-FL,1,0,,F,,
93BR01033,L8130,91,2,73,,-FL,1,0,,F,,
93BR01034,L8145,91,2,72,,-FL,1,0,,F,,
93BR01035,L8148,91,2,73,,-FL,1,153,4,F,,
93BR01036,L8149,91,2,73,,-0,1,149,3,2,,
93BR01037,L8147,91,2,73,,-FL,1,0,,F,,
93BR01038,L8155,91,2,73,,-FL,1,156,3,F,,
93BR01039,L8157,91,2,73,,-FL,1,159,3,F,,
93BR01040,L8160,91,2,73,,-FL,1,144,3,F,,
93BR01041,L8163,91,2,73,,-FL,1,162,3,F,,
93BR01042,L8164,91,2,72,,-FL,1,0,,F,,FROM DRYS
93BR01043,L8168,91,2,72,,-FL,1,0,,F,,4 TEATS
93BR01044,L8125,91,2,72,,-FL,1,0,,F,,
93BR01045,L8183,91,2,73,,-FL,1,0,,F,,
93BR01046,L8182,91,2,72,,-FL,1,0,,F,,
93BR01047,L8198,91,2,73,,-FL,1,165,4,F,,
93BR01048,L8171,91,2,72,,-FL,1,0,,F,,
93BR01049,L8175,91,2,73,,-FL,1,0,,F,,
93BR01050,L8172,91,2,72,,-FL,1,0,,F,,
93BR01051,L8006,91,2,73,,-FL,1,145,3,F,,
93BR01052,L8008,91,2,73,,-FL,1,0,,F,,
93BR01053,L8033,91,2,73,,-FL,1,155,3,F,,
93BR01054,L8032,91,2,73,,-FL,1,158,4,F,,
93BR01055,L8040,91,2,73,,-FL,1,161,4,F,,
93BR01056,L8051,91,2,73,,-FL,1,151,3,F,,
93BR01057,L8053,91,2,72,,-FL,1,0,,F,,
93BR01058,L8055,91,2,73,,-FL,1,147,3,F,,
93BR01059,L8059,91,2,73,,-FL,1,164,4,F,,
93BR01060,L8061,91,2,73,,-FL,1,154,2,F,,
93BR01061,L8021,91,2,73,,-2,1,153,4,2,,
93BR01062,L8023,91,2,73,,-FL,1,0,,F,,
93BR01063,L8027,91,2,73,,-FL,1,148,3,F,,
93BR01064,L8319,91,2,73,,-0,1,126,3,2,,
93BR01065,L8333,91,2,73,,-FL,1,0,,F,,
93BR01066,L8343,91,2,73,,-2,1,136,4,2,,
93BR01067,L8344,91,2,73,,-2,1,138,3,2,,
93BR01068,L8351,92,3,84,DOG,DOG,1,0,,,D,
93BR01069,L8353,92,3,84,DOG,DOG,1,0,,,D,
93BR01070,L8358,92,3,84,DOG,DOG,1,0,,,D,
93BR01071,L8360,92,3,84,DOG,DOG,1,0,,,D,
93BR01072,L8368,92,3,84,DOG,DOG,1,0,,,D,
93BR01073,L8324,91,2,73,,-FL,1,154,4,F,,
93BR01074,L8325,91,2,73,,-FL,1,0,,F,,
93BR01075,L8326,91,2,73,,-FL,1,0,,F,,
93BR01076,L8327,91,2,73,,-FL,1,0,,F,,
93BR01077,L8380,92,3,84,DOG,DOG,1,0,,,D,
93BR01078,L8384,92,3,84,DOG,DOG,1,0,,,D,
93BR01079,L8382,92,3,84,DOG,DOG,1,0,,,D,
93BR01080,L8390,92,3,84,DOG,DOG,1,0,,,D,
93BR01081,L8392,92,3,84,DOG,DOG,1,0,,,D,
93BR01082,L8371,92,3,84,DOG,DOG,1,0,,,D,
93BR01083,L8376,92,3,84,DOG,DOG,1,0,,,D,
93BR01084,L8403,92,3,84,DOG,DOG,1,0,,,D,
93BR01085,L8404,92,3,84,DOG,DOG,1,0,,,D,
93BR01086,L8407,92,3,84,DOG,DOG,1,0,,,D,
93BR01087,L8441,92,2,81,,01,1,133,2,2,,
93BR01088,L8451,92,2,81,,02,1,138,2,2,,
93BR01089,L8461,92,2,88,,-0,1,134,3,2,,
93BR01090,L8493,92,2,81,,03,1,148,3,2,,
93BR01091,L8516,92,2,81,,04,1,132,3,2,,
93BR01092,L8517,92,2,81,,01,1,129,3,2,,WILD
93BR01093,L8507,92,2,88,,-2,1,155,3,2,,
93BR01094,L8534,92,2,82,,28,1,144,4,2,,
93BR01095,L8532,92,2,88,,-0,1,135,2,2,,
93BR01096,L8541,92,2,81,,02,1,146,3,2,,
93BR01097,L8521,92,2,82,,27,1,138,3,2,,
93BR01098,L8587,92,2,82,,29,1,165,4,2,,
93BR01099,L8601,92,2,82,,30,1,151,4,2,,
93BR01100,L8600,92,2,88,,-2,1,134,3,2,,AT MUDLAKE
93BR01101,L8607,92,2,82,,31,1,149,3,2,,
93BR01102,L8654,92,2,81,,03,1,126,3,2,,
93BR01103,L8629,92,2,82,,21,1,132,3,2,,
93BR01104,L8627,92,2,82,,20,1,140,2,2,,PINKEYE93
93BR01105,L8683,92,2,81,,04,1,158,3,2,,
93BR01106,L8684,92,2,88,,-2,1,142,3,2,,
93BR01107,L8689,92,2,88,,-0,1,134,3,2,,
93BR01108,L8670,92,2,88,,-0,1,146,4,2,,ENTR
93BR01109,L8215,91,2,73,,-FL,1,146,3,F,,4 TEATS
93BR01110,L8216,91,2,73,,-FL,1,0,,F,,
93BR01111,L8218,91,2,73,,-FL,1,162,3,F,,
93BR01112,L8201,91,2,72,,-FL,1,0,,F,,
93BR01113,L8204,91,2,73,,-FL,1,0,,F,,
93BR01114,L8205,91,2,73,,-FL,1,168,3,F,,
93BR01115,L8202,91,2,73,,-2,1,138,4,2,,
93BR01116,L8209,91,2,73,,-FL,1,153,3,F,,
93BR01117,L8230,91,2,73,,-FL,1,0,,F,,
93BR01118,L8234,91,2,73,,-FL,1,0,,F,,
93BR01119,L8238,91,2,73,,-2,1,128,4,2,,
93BR01120,L8237,91,2,73,,-FL,1,170,4,F,,
93BR01121,L8241,91,2,73,,-FL,1,150,3,F,,
93BR01122,L8240,91,2,73,,-FL,1,139,3,F,,
93BR01123,L8247,91,2,73,,-FL,1,0,,F,,
93BR01124,L8220,91,2,73,,-0,1,156,3,2,,
93BR01125,L8223,91,2,73,,-FL,1,0,,F,,
93BR01126,L8225,91,2,73,,-FL,1,0,,F,,
93BR01127,L8281,91,2,73,,-FL,1,146,3,F,,
93BR01128,L8283,91,2,73,,-FL,1,145,3,F,,
93BR01129,L8291,91,2,73,,-FL,1,0,,F,,
93BR01130,L8270,91,2,73,,-FL,1,148,3,F,,
93BR01131,L8273,91,2,73,,-FL,1,147,3,F,,
93BR01132,L8806,92,2,88,,-2,1,146,3,2,,
93BR01133,L8844,92,2,88,,-0,1,132,3,2,,
93BR01134,L8845,92,2,88,,-2,1,128,2,2,,
93BR01135,L8860,92,2,88,,-0,1,127,3,2,,
93BR01136,L8869,92,2,82,,28,1,141,4,2,,
93BR01137,L8820,92,2,82,,26,1,131,3,2,,
93BR01138,L8827,92,2,82,,27,1,147,3,2,,
93BR01139,L8880,92,2,82,,29,1,136,3,2,,
93BR01140,L8883,92,2,81,,03,1,140,3,2,,
93BR01141,L8914,92,2,88,,-0,1,123,3,2,,
93BR01142,L8912,92,2,88,,-2,1,137,3,2,,
93BR01143,L8901,92,2,81,,04,1,137,2,2,,
93BR01144,L8933,92,2,88,,-0,1,146,3,2,,
93BR01145,L8936,92,2,82,,30,1,150,3,2,,
93BR01146,L8923,92,2,88,,-2,1,147,3,2,,
93BR01147,L8993,92,2,82,,20,1,152,4,2,,
93BR01148,L8970,92,2,82,,31,1,150,3,2,,
93BR01149,L8975,92,2,88,,-2,1,141,3,2,,
93BR01150,L8715,92,2,81,,01,1,177,3,2,,
93BR01151,L8738,92,2,88,,-0,1,137,3,2,,
93BR01152,L8758,92,2,88,,-2,1,138,3,2,,
93BR01153,L8759,92,2,82,,23,1,127,2,2,,
93BR01154,L8760,92,2,82,,24,1,142,3,2,,
93BR01155,L8723,92,2,88,,-2,1,151,4,2,,
93BR01156,L8725,92,2,82,,22,1,140,3,2,,
93BR01157,L8786,92,2,82,,25,1,114,3,2,,
93BR01158,L8775,92,2,88,,-0,1,174,4,2,,
93BR01159,L8776,92,2,88,,-2,1,149,3,2,,
93BR01160,L8777,92,2,88,,-0,1,155,3,2,,
93BR01161,L9104,92,2,88,,-2,1,138,4,2,,NOTSUCKLED
93BR01162,L9102,92,2,81,,02,1,120,2,2,,
93BR01163,L9144,92,2,88,,-2,1,140,3,2,,
93BR01164,L9154,92,2,82,,21,1,123,3,2,,
93BR01165,L9121,92,2,88,,-0,1,162,3,2,,
93BR01166,L9191,92,2,88,,-0,1,135,3,2,,
93BR01167,L9175,92,2,81,,01,1,126,3,2,,
93BR01168,L9177,92,2,81,,02,1,130,3,2,,
93BR01169,L9040,92,2,88,,-0,1,129,3,2,,
93BR01170,L9052,92,2,88,,-2,1,136,2,2,,
93BR01171,L9078,92,2,88,,-0,1,128,3,2,,
93BR01172,L9333,92,2,88,,-0,1,129,2,2,,
93BR01173,L9344,92,2,81,,01,1,137,4,2,,
93BR01174,L9356,92,2,81,,02,1,141,3,2,,
93BR01175,L9365,92,2,73,,41,1,121,3,2,,
93BR01176,L9362,92,2,73,,-0,1,131,4,2,,
93BR01177,L9367,92,2,73,,42,1,141,4,2,,
93BR01178,L9381,92,2,72,,42,1,136,4,2,,
93BR01179,L9380,92,2,72,,41,1,125,3,2,,4TEATS
93BR01180,L9383,92,2,72,,44,1,120,3,2,,HAIRY
93BR01181,L9385,92,2,72,,41,1,135,4,2,,
93BR01182,L9386,92,2,72,,42,1,125,3,2,,
93BR01183,L9382,92,2,72,,43,1,116,3,2,,
93BR01184,L9389,92,2,72,,43,1,105,3,2,,
93BR01185,L9390,92,2,72,,44,1,121,3,2,,
93BR01186,L9394,92,2,72,,41,1,119,3,2,,
93BR01187,L9396,92,2,72,,-2,1,118,3,2,,
93BR01188,L9397,92,2,72,,42,1,114,3,2,,
93BR01189,L9370,92,2,73,,44,1,150,3,2,,
93BR01190,L9379,92,2,72,,44,1,134,3,2,,4TEATS
93BR01191,L9413,92,2,72,,41,1,118,3,2,,
93BR01192,L9419,92,2,72,,41,1,108,3,2,,
93BR01193,L9417,92,2,73,,43,1,133,3,2,,
93BR01194,L9400,92,2,72,,43,1,132,3,2,,
93BR01195,L9434,92,2,72,,42,1,136,3,2,,
93BR01196,L9435,92,2,72,,42,1,129,3,2,,4TEATS
93BR01197,L9456,92,2,73,40,41,1,120,3,2,,
93BR01198,L9452,92,2,73,100,43,1,129,3,2,,
93BR01199,L9457,92,2,73,40,43,1,134,3,2,,
93BR01200,L9467,92,2,73,,44,1,130,4,2,,
93BR01201,L9421,92,2,72,,44,1,120,3,2,,
93BR01202,L9429,92,2,00,BLK,972,1,118,3,1,B,BLACK
93BR01203,L9480,92,2,73,80,44,1,119,3,2,,
93BR01204,L9493,92,2,73,40,42,1,118,3,2,,
93BR01205,L9471,92,2,72,,41,1,120,3,2,,ENTR
93BR01206,L9470,92,2,73,80,42,1,148,3,2,,
93BR01207,L9476,92,2,72,,-0,1,119,3,2,,
93BR01208,L9511,92,2,73,100,44,1,149,4,2,,
93BR01209,L9519,92,2,73,60,43,1,126,3,2,,
93BR01210,L9508,92,2,72,,43,1,132,3,2,,4TEATS
93BR01211,L9509,92,2,72,,41,1,125,4,2,,4TEATS
93BR01212,L9530,92,2,73,40,42,1,139,3,2,,
93BR01213,L9535,92,2,73,80,42,1,143,4,2,,
93BR01214,L9536,92,2,73,40,44,1,121,3,2,,HAIRY
93BR01215,L9541,92,2,73,AC,43,1,129,3,2,,
93BR01216,L9543,92,2,73,60,41,1,117,3,2,,HAIRY
93BR01217,L9544,92,2,73,,-2,1,149,4,2,,HAIRY
93BR01218,L9545,92,2,73,AC,42,1,109,3,2,,HAIRY
93BR01219,L9546,92,2,73,AC,43,1,123,4,2,,
93BR01220,L9547,92,2,72,,41,1,131,3,2,,HAIRY
93BR01221,L9551,92,2,73,80,43,1,120,3,2,,
93BR01222,L9553,92,2,73,40,41,1,118,3,2,,
93BR01223,L9555,92,2,73,100,42,1,135,3,2,,4TEATS
93BR01224,L9552,92,2,73,40,44,1,125,4,2,,
93BR01225,L9560,92,2,73,60,42,1,132,3,2,,
93BR01226,L9565,92,2,73,40,44,1,123,4,2,,
93BR01227,L9562,92,2,73,100,43,1,114,3,2,,
93BR01228,L9569,92,2,73,,41,1,115,3,2,,
93BR01229,L9520,92,2,73,AC,41,1,124,4,2,,
93BR01230,L9523,92,2,73,40,44,1,120,2,2,,
93BR01231,L9524,92,2,73,AC,43,1,129,3,2,,4TEATS
93BR01232,L9581,92,2,72,,41,1,134,4,2,,
93BR01233,L9580,92,2,72,,-0,1,123,3,2,,
93BR01234,L9590,92,2,73,,43,1,124,3,2,,
93BR01235,L9594,92,2,73,80,42,1,127,3,2,,
93BR01236,L9595,92,2,73,80,44,1,130,4,2,,
93BR01237,L9574,92,2,72,,42,1,113,3,2,,
93BR01238,L9575,92,2,73,100,43,1,137,3,2,,
93BR01239,L9579,92,2,73,,44,1,122,4,2,,
93BR01240,L9610,92,2,72,,43,1,110,3,2,,BRN.FEET
93BR01241,L9616,92,2,73,AC,42,1,138,3,2,,
93BR01242,L9612,92,2,72,,41,1,118,3,2,,
93BR01243,L9618,92,2,73,40,43,1,136,3,2,,
93BR01244,L9619,92,2,73,80,41,1,135,3,2,,
93BR01245,L9601,92,2,73,100,41,1,134,3,2,,
93BR01246,L9605,92,2,73,AC,44,1,124,4,2,,
93BR01247,L9602,92,2,73,80,42,1,123,3,2,,
93BR01248,L9639,92,2,73,,44,1,121,3,2,,RIPEAR
93BR01249,L9654,92,2,72,,41,1,118,3,2,,
93BR01250,L9655,92,2,72,,42,1,122,3,2,,SHALLOW TRANS
93BR01251,L9661,92,2,73,,44,1,132,4,2,,
93BR01252,L9623,92,2,72,,42,1,124,4,2,,
93BR01253,L9622,92,2,73,80,44,1,129,4,2,,
93BR01254,L9629,92,2,72,,43,1,138,4,2,,
93BR01255,L9200,92,2,82,,22,1,148,4,2,,
93BR01256,L9205,92,2,81,,03,1,149,3,2,,
93BR01257,L9267,92,2,81,,04,1,140,3,2,,
93BR01258,L9285,92,2,82,,23,1,137,3,2,,
93BR01259,L9297,92,2,88,,-2,1,135,3,2,,DYSTOCIAABORT
93BR01260,L9276,92,2,81,,04,1,139,4,2,,
93BR01261,L7117,91,2,73,,-FL,1,0,,F,,
93BR01262,L7105,91,2,88,,-0,1,169,4,2,,
93BR01263,L7133,91,2,82,,30,1,169,3,2,,
93BR01264,L7132,91,2,81,,03,1,157,4,2,,
93BR01265,L7144,91,2,81,,04,1,154,3,2,,
93BR01266,L7155,91,2,81,,01,1,166,3,2,,
93BR01267,L7168,91,2,82,,31,1,162,4,2,,
93BR01268,L7191,91,2,88,,-2,1,158,3,2,,
93BR01269,L7193,91,2,82,,20,1,156,3,2,,
93BR01270,L7002,91,2,82,,27,1,170,4,2,,
93BR01271,L7036,91,2,82,,28,1,174,3,2,,
93BR01272,L7032,91,2,81,,02,1,166,4,2,,
93BR01273,L7038,91,2,82,,29,1,155,3,2,,
93BR01274,L7064,91,2,88,,-0,1,151,4,2,,
93BR01275,L7089,91,3,80,RUM,RUM,1,0,,,F,
93BR01276,L7076,91,2,73,,-FL,1,0,,F,,
93BR01277,L7079,91,2,88,,-2,1,147,3,2,,
93BR01278,L7308,91,2,82,,26,1,171,3,2,,SM.BAG
93BR01279,L7333,91,2,88,,-2,1,141,3,2,,
93BR01280,L7338,91,2,88,,-0,1,182,3,2,,
93BR01281,L7337,91,2,81,,04,1,145,3,2,,
93BR01282,L7348,91,2,81,,02,1,129,,2,,MSG 10-28-93
93BR01283,L7347,91,2,81,,01,1,191,3,2,,
93BR01284,L7328,91,2,82,,27,1,144,2,2,,
93BR01285,L7452,91,2,82,,28,1,168,3,2,,FLTS
93BR01286,L7458,91,2,81,,03,1,158,2,2,,
93BR01287,L7459,91,2,81,,04,1,162,3,2,,
93BR01288,L7469,91,2,81,,01,1,157,4,2,,
93BR01289,L7492,91,2,81,,02,1,154,3,2,,
93BR01290,L7535,91,2,73,,-FL,1,0,,F,,LAMBED 7/4/93
93BR01291,L7544,91,2,82,,29,1,149,3,2,,
93BR01292,L7564,91,2,88,,-2,1,152,3,2,,"LAME RR,ACUTE"
93BR01293,L7574,91,2,81,,03,1,168,3,2,,
93BR01294,L7618,91,2,82,,30,1,148,3,2,,
93BR01295,L7630,91,2,73,,-FL,1,0,,F,,
93BR01296,L7647,91,2,82,,31,1,199,4,2,,
93BR01297,L7657,91,2,88,,-0,1,161,3,2,,
93BR01298,L7681,91,2,82,,20,1,147,3,2,,
93BR01299,L7687,91,2,82,,21,1,139,3,2,,
93BR01300,L7234,91,2,82,,22,1,176,3,2,,
93BR01301,L7232,91,2,82,,21,1,179,3,2,,
93BR01302,L7254,91,2,82,,23,1,124,2,2,,
93BR01303,L7260,91,2,82,,24,1,155,3,2,,
93BR01304,L7226,91,2,81,,02,1,175,3,2,,
93BR01305,L7227,91,2,88,,-0,1,170,3,2,,
93BR01306,L7288,91,2,82,,25,1,174,3,2,,
93BR01307,L7290,91,2,81,,03,1,167,4,2,,
93BR01308,L7297,91,2,73,,-FL,1,0,,F,,
93BR01309,L7816,91,2,88,,-2,1,161,4,2,,
93BR01310,L7802,91,2,88,,-0,1,156,3,2,,
93BR01311,L7840,91,2,73,,-2,1,130,3,2,,
93BR01312,L7848,91,2,73,,-FL,1,0,,F,,
93BR01313,L7849,91,2,73,,-FL,1,0,,F,,
93BR01314,L7847,91,2,73,,-FL,1,140,3,F,,
93BR01315,L7855,91,2,73,,-FL,1,155,3,F,,
93BR01316,L7864,91,2,73,,-FL,1,0,,F,,LAMBED 7/4/93
93BR01317,L7821,91,2,82,,26,1,171,4,2,,
93BR01318,L7888,91,2,73,,-FL,1,144,3,F,,
93BR01319,L7894,91,2,73,,-FL,1,0,,F,,
93BR01320,L7895,91,2,73,,-2,1,133,3,2,,
93BR01321,L7870,91,2,73,,-FL,1,166,4,F,,
93BR01322,L7878,91,2,73,,-0,1,132,4,2,,
93BR01323,L7877,91,2,73,,-0,1,139,3,2,,
93BR01324,L7917,91,2,73,,-2,1,148,3,2,,
93BR01325,L7903,91,2,73,,-FL,1,0,,F,,
93BR01326,L7909,91,2,73,,-FL,1,175,4,F,,
93BR01327,L7930,91,2,73,,-FL,1,147,3,F,,
93BR01328,L7934,91,2,73,,-FL,1,161,4,F,,
93BR01329,L7943,91,2,73,,-0,1,134,3,2,,
93BR01330,L7942,91,2,73,,-FL,1,169,4,F,,
93BR01331,L7951,91,2,73,,-FL,1,136,3,F,,
93BR01332,L7965,91,2,73,,-0,1,132,3,2,,
93BR01333,L7922,91,2,73,,-FL,1,139,4,F,,
93BR01334,L7986,91,2,73,,-FL,1,146,3,F,,
93BR01335,L7712,91,2,82,,23,1,151,2,2,,
93BR01336,L7717,91,3,80,DOG,DOG,1,0,,,D,
93BR01337,L7703,91,2,82,,22,1,192,3,2,,TENDER
93BR01338,L7747,91,2,88,,-2,1,188,4,2,,
93BR01339,L7754,91,2,81,,04,1,185,4,2,,
93BR01340,L7769,91,2,82,,25,1,128,3,2,,
93BR01341,L7725,91,2,73,,-FL,1,0,,F,,
93BR01342,L7726,91,2,82,,24,1,167,3,2,,
93BR01343,L7000,91,2,73,,-FL,1,0,,F,,
93BR01344,M3240,82,3,00,JLO,JLO,1,158,,,W,JULIO WETHER
93BR01345,S1016,90,2,TX,MER,34,1,146,3,1,m,UT.INERTIA
