UID,ETAG,LINE,RMK,IDX,PD,TRTPEN,CUWT,BPEN,BRAND,PREGPEN,W1018,W1207,IDZ65,CLR,STM,DIETPEN
10EW00783,X8514,,NICE LAMB,,1,,121,e8,,,,128,,5,TS,
10EW00784,X8814,,.,,1,,101,e9,,,,115,,6,97,
10EW00785,X8993,,.,,1,,102,e10,,,,115,,6,97,
10EW00786,X8935,,.,,1,,104,e18,,,,113,,5,TS,
10EW00787,X8604,,.,,1,,91,e9,,,,102,,6,97,
10EW00788,X8714,,4TEATS,,1,,99,e6,,,,118,,4,CS,
10EW00789,X8561,,.,,1,,146,e10,,,,153,,6,97,
10EW00790,X8767,,E2E,,1,,118,e9,,,,129,,6,97,
10EW00791,X8716,,NICE LAMB,,1,,113,e10,,,,123,,6,97,
10EW00792,X8675,,3 TEATS,,1,,106,e6,,,,122,,5,CS,
10EW00793,X8917,,NICE LAMB,,1,,127,e10,,,,124,,6,97,
10EW00794,X8740,,NICE LAMB,,1,,121,e10,,,,126,,6,97,
10EW00795,X8702,,NICE LAMB,,1,,117,e10,,,,127,,6,97,
10EW00796,X8595,,.,,1,,115,e6,,,,144,,5,CS,
10EW00797,X8591,,.,,1,,115,e10,,,,120,,6,97,
10EW00798,X8799,,4TEATS,,1,,105,e9,,,,118,,6,97,
10EW00799,X8765,,NICE LAMB,,1,,105,e9,,,,120,,6,97,
10EW00800,X8751,,.,,1,,103,e7,,,,117,,5,CS,
10EW00801,X8564,,.,,1,,110,e10,,,,123,,6,97,
10EW00802,X8960,,NICE LAMB,,1,,108,e9,,,,123,,6,97,
10EW00803,X8513,,.,,1,,98,e18,,,,106,,4,TS,
10EW00804,X9485,,SL E L EYE,,1,,104,e9,,,,116,,6,97,
10EW00805,X8908,,NICE LAMB,,1,,137,e9,,,,142,,6,97,
10EW00806,X8631,,.,,1,,120,e7,,,,129,,5,CS,
10EW00807,X8512,,E2E,,1,,109,e18,,,,106,,4,TS,
10EW00808,T3465,,HAIRY,,1,,99,,,,,,,1,02,
10EW00809,R8499,,PINK,,1,,85,e25,,,,98,,1,07,
10EW00810,H6335,,.,,1,,79,e24,,,,95,,1,30,
10EW00811,R8500,,.,,1,,80,e28,,,,94,,1,07,
10EW00812,T2992,,PINK,,1,,86,,,,,,,1,02,
10EW00813,H6525,,.,,1,,59,e23,,,,70,,1,30,
10EW00814,H6437,,.,,1,,74,e27,,,,91,,1,30,
10EW00815,R8636,,.,,1,,59,e17,,,,67,,1,07,
10EW00816,K4736,,4TEATS,,1,,71,e18,,,,72,,1,06,
10EW00817,X9296,00,.,,1,,70,74,,,,80,,1,33,
10EW00818,X9297,00,.,,1,,70,74,,,,83,,1,33,
10EW00819,X9114,00,4T HAIRY,,1,,70,74,,,,77,,1,33,
10EW00820,X9147,00,4TEATS,,1,,73,74,,,,75,,1,33,
10EW00821,H6526,,.,,1,,69,e20,,,,78,,1,30,
10EW00822,X9070,00,.,,1,,76,74,,,,88,,1,33,
10EW00823,X8920,00,NICE LAMB,,1,,101,74,,,,110,,1,33,
10EW00824,X9431,00,3T,,1,,80,74,,,,90,,1,33,
10EW00825,X9243,00,4TEATS,,1,,68,74,,,,74,,1,33,
10EW00826,X8941,00,.,,1,,55,74,,,,63,,1,33,
10EW00827,X8986,00,.,,1,,75,74,,,,77,,1,33,
10EW00828,X9507,00,4TEATS,,1,,98,74,,,,100,,1,33,
10EW00829,X8947,00,4TEATS,,1,,82,74,,,,75,,1,33,
10EW00830,X8962,00,4TBLKRFOREARM,,1,,81,74,,,,91,,1,33,
10EW00831,X8982,00,.,,1,,78,74,,,,83,,1,33,
10EW00832,T3428,,E1E,,1,,74,,,,,85,,1,02,
10EW00833,X8911,00,PROCESSED330,,1,,98,74,,,,104,,1,33,
10EW00834,X8948,00,3TEATS,,1,,84,74,,,,94,,1,33,
10EW00835,X9286,00,.,,1,,71,74,,,,80,,1,33,
10EW00836,X9247,00,4TEATS,,1,,70,74,,,,81,,1,33,
