UID,ETAG,LINE,RMK,IDX,PD,BRDGTRT,CUWT,BPEN,BRAND,OCT18,DEC14,IDZ65,DATEOUT,HGRP,MARKED,PREG,SETRT,RETRT,CLR,STM
05EW00481,R5291,00,,91,1,N.D.,100,N.7,Blue,102,111,6352,2005-12-09,2,Y,2,,,1,01
05EW00482,R5296,00,NICE LAMB,92,1,N.D.,105,N.3,Purple,107,126,6340,2005-12-02,1,Y,2,,,1,01
05EW00483,R5297,00,NICE LAMB,92,1,N.D.,104,N.4,Purple,106,124,6365,2005-12-02,1,Y,1,,,1,01
05EW00484,R5273,00,,92,1,N.D.,94,N.4,Blue,103,118,0,2005-12-14,2,N,0,,,1,01
05EW00485,R5278,00,ENTROPION,84,1,N.D.,88,N.1,Purple,92,119,0,2005-12-14,1,N,1,,,1,01
05EW00486,R5270,00,PNEU.,87,1,N.D.,85,N.3,Blue,85,98,6390,2005-12-09,2,Y,1,,,1,01
05EW00487,R5815,18,,102,1,N.D.,88,N.3,Blue,87,121,0,2005-12-14,2,N,0,,,1,07
05EW00488,R5817,18,ENTROPION,89,1,N.D.,86,N.8,Purple,89,115,6376,2005-12-02,1,Y,2,,,1,07
05EW00489,R5830,18,4TEATS,106,1,Usda,92,e21,Purple,95,122,0,2005-12-14,,,1,,,1,07
05EW00490,R5835,18,,111,1,Usda,97,e21,Purple,98,118,0,2005-12-14,,,1,,,1,07
05EW00491,R5837,18,Pessary Stuck,104,1,N.D.,89,N.1,Purple,91,0,0,,1,N,X,,,1,07
05EW00492,R5841,18,,101,1,N.D.,95,N.3,Purple,100,119,0,2005-12-14,1,N,0,,,1,07
05EW00493,R5843,18,,100,1,N.D.,89,N.4,Purple,92,103,6395,2005-12-02,1,Y,1,,,1,07
05EW00494,R5848,18,RUGGED,103,1,Usda,98,e22,Purple,92,113,0,2005-12-14,,,1,,,1,07
05EW00495,R5851,18,,91,1,N.D.,90,N.2,Purple,93,122,6384,2005-12-02,1,Y,1,,,1,07
05EW00496,R5854,18,HAIRY,103,1,N.D.,93,N.5,Blue,97,112,0,2005-12-09,2,Y,0,,,1,07
05EW00497,R5862,18,,103,1,Usda,83,e22,Purple,80,100,0,2005-12-14,,,0,,,1,07
05EW00498,R5820,18,ND,106,1,N.D.,78,N.4,Blue,85,101,6330,2005-12-09,2,Y,2,,,1,07
05EW00499,R5826,18,,96,1,N.D.,92,N.2,Blue,92,113,0,2005-12-14,2,N,0,,,1,07
05EW00500,R5880,18,,109,1,Usda,87,e21,Purple,88,113,0,2005-12-14,,,1,,,1,07
05EW00501,R5886,18,,103,1,N.D.,94,N.5,Purple,99,118,0,2005-12-14,1,N,0,,,1,07
05EW00502,R5894,18,HAIRY,110,1,N.D.,91,N.7,Blue,100,103,6315,2005-12-09,2,Y,2,,,1,07
05EW00503,R5896,18,HAIRY,105,1,N.D.,84,N.6,Purple,83,112,0,2005-12-14,1,N,0,,,1,07
05EW00504,R5897,18,,108,1,Usda,93,e21,Purple,97,114,0,2005-12-14,,,1,,,1,07
05EW00505,R5873,18,,98,1,Usda,83,e21,Purple,88,102,0,2005-12-14,,,1,,,1,07
05EW00506,R5874,18,NICE LAMB,113,1,Usda,104,e22,Purple,108,125,0,2005-12-14,,,1,,,1,07
05EW00507,R5875,18,,101,1,N.D.,91,N.6,Blue,104,125,0,2005-12-09,2,Y,0,,,1,07
05EW00508,R5878,18,,102,1,Usda,81,e22,Purple,92,115,0,2005-12-14,,,1,,,1,07
05EW00509,R5879,18,,113,1,Usda,89,e22,Purple,101,123,0,2005-12-14,,,1,,,1,07
05EW00510,R5918,18,,106,1,Usda,95,e22,Purple,100,118,0,2005-12-14,,,1,,,1,07
05EW00511,R5919,18,,104,1,Usda,83,e21,Purple,82,105,0,2005-12-14,,,1,,,1,07
05EW00512,R5903,18,WEAK LAMB,111,1,Usda,96,e21,Purple,99,119,0,2005-12-14,,,1,,,1,07
05EW00513,R5902,18,,104,1,N.D.,89,N.8,Blue,84,100,0,2005-12-14,2,N,0,,,1,07
05EW00514,R5907,18,,101,1,Usda,80,e22,Purple,78,111,0,2005-12-14,,,1,,,1,07
05EW00515,R5931,18,4TEATS,108,1,Usda,94,e21,Purple,87,118,0,2005-12-14,,,1,,,1,07
05EW00516,R5940,18,"Dead d365,c19",110,1,N.D.,97,N.8,Purple,95,102,0,2005-12-02,1,Y,X,,,1,07
05EW00517,R5946,18,,97,1,Usda,79,e21,Purple,79,93,0,2005-12-14,,,1,,,1,07
05EW00518,R5949,18,,99,1,N.D.,97,N.2,Blue,99,116,0,2005-12-09,2,Y,0,,,1,07
05EW00519,R5953,18,,101,1,N.D.,91,N.1,Purple,96,114,6378,2005-12-02,1,Y,2,,,1,07
05EW00520,R5955,18,SCOURS,107,1,Usda,94,e21,Purple,98,119,0,2005-12-14,,,1,,,1,07
05EW00521,R5952,18,,100,1,Usda,77,e22,Purple,81,101,0,2005-12-14,,,1,,,1,07
05EW00522,R5961,18,,110,1,Usda,96,e22,Purple,97,126,0,2005-12-14,,,1,,,1,07
05EW00523,R5964,18,,110,1,Usda,90,e21,Purple,95,116,0,2005-12-14,,,1,,,1,07
05EW00524,R5965,18,4TEATS,96,1,N.D.,85,N.3,Blue,89,107,0,2005-12-14,2,N,0,,,1,07
05EW00525,R5966,18,,100,1,N.D.,94,N.3,Purple,97,116,6363,2005-12-02,1,Y,1,,,1,07
05EW00526,R5962,18,,106,1,N.D.,98,N.2,Purple,95,115,6327,2005-12-02,1,Y,2,,,1,07
05EW00527,R5920,18,4TEATS,102,1,Usda,83,e21,Purple,82,99,0,2005-12-14,,,1,,,1,07
05EW00528,R5923,18,ENTROPION,109,1,N.D.,95,N.1,Blue,96,122,6318,2005-12-09,2,Y,2,,,1,07
05EW00529,R5922,18,,96,1,N.D.,97,N.7,Purple,102,130,6389,2005-12-02,1,Y,2,,,1,07
05EW00530,R5984,18,,106,1,Usda,94,e22,Purple,102,118,0,2005-12-14,,,1,,,1,07
05EW00531,R5987,18,,113,1,Usda,92,e22,Purple,86,110,0,2005-12-14,,,1,,,1,07
05EW00532,R5991,18,,106,1,Usda,90,e22,Purple,83,112,0,2005-12-14,,,1,,,1,07
05EW00533,R5993,18,,110,1,Usda,90,e22,Purple,83,104,0,2005-12-14,,,0,,,1,07
05EW00534,R5992,18,,107,1,Usda,83,e21,Purple,78,96,0,2005-12-14,,,1,,,1,07
05EW00535,R5999,18,,104,1,N.D.,85,N.5,Blue,92,114,0,2005-12-14,2,N,0,,,1,07
05EW00536,R5976,18,,97,1,N.D.,91,N.4,Purple,87,111,6357,2005-12-02,1,Y,2,,,1,07
05EW00537,R5979,18,,104,1,N.D.,89,N.4,Blue,102,111,6355,2005-12-09,2,Y,1,,,1,07
05EW00538,R5711,18,,106,1,Usda,91,e22,Purple,96,119,0,2005-12-14,,,1,,,1,07
05EW00539,R5719,18,,116,1,Usda,102,e22,Purple,105,127,0,2005-12-14,,,1,,,1,07
05EW00540,R5708,18,,104,1,N.D.,85,N.7,Purple,96,114,6371,2005-12-02,1,Y,2,,,1,07
05EW00541,R5709,18,STUPID,105,1,N.D.,95,N.8,Purple,105,131,0,2005-12-02,1,Y,0,,,1,07
05EW00542,R5730,18,4TEATS,131,1,Usda,118,e21,Purple,123,158,0,2005-12-14,,,1,,,1,07
05EW00543,R5736,18,4TEATS,99,1,N.D.,89,N.8,Blue,86,106,0,2005-12-09,2,Y,0,,,1,07
05EW00544,R5737,18,,100,1,N.D.,88,N.1,Purple,82,108,0,2005-12-14,1,N,0,,,1,07
05EW00545,R5744,18,,102,1,N.D.,86,N.2,Purple,94,105,6359,2005-12-02,1,Y,2,,,1,07
05EW00546,R5750,18,4TEATS,112,1,Usda,94,e22,Purple,99,129,0,2005-12-14,,,1,,,1,07
05EW00547,R5756,18,,117,1,Usda,107,e21,Purple,115,145,0,2005-12-14,,,1,,,1,07
05EW00548,R5752,18,,110,1,Usda,92,e21,Purple,95,113,0,2005-12-14,,,0,,,1,07
05EW00549,R5759,18,,100,1,N.D.,85,N.3,Purple,82,105,0,2005-12-14,1,N,0,,,1,07
05EW00550,R5762,18,4TEATS,100,1,N.D.,86,N.4,Purple,92,116,0,2005-12-14,1,N,0,,,1,07
05EW00551,R5721,18,,105,1,N.D.,90,N.6,Blue,86,99,6393,2005-12-09,2,Y,2,,,1,07
05EW00552,R5724,18,,109,1,N.D.,103,N.7,Blue,107,121,0,2005-12-14,2,N,0,,,1,07
05EW00553,R5728,18,,104,1,Usda,83,e22,Purple,86,104,0,2005-12-14,,,1,,,1,07
05EW00554,R5784,18,ENTROPION,104,1,N.D.,93,N.6,Purple,96,131,0,2005-12-14,1,N,0,,,1,07
05EW00555,R5790,18,,97,1,N.D.,85,N.1,Blue,86,111,0,2005-12-09,2,Y,0,,,1,07
05EW00556,R5793,18,,106,1,Usda,89,e22,Purple,92,127,0,2005-12-14,,,0,,,1,07
05EW00557,R5798,18,,100,1,N.D.,85,N.7,Purple,81,110,0,2005-12-14,1,N,1,,,1,07
05EW00558,R5774,18,4TEATS,99,1,Usda,84,e21,Purple,91,107,0,2005-12-14,,,1,,,1,07
05EW00559,R5776,18,,99,1,N.D.,92,N.5,Purple,88,106,6361,2005-12-02,1,Y,1,,,1,07
05EW00560,R6100,18,ENTROPION,97,1,N.D.,92,N.6,Blue,105,124,0,2005-12-14,2,N,1,,,1,07
05EW00561,R6105,18,BLK.SPT.SPINE,110,1,N.D.,96,N.8,Purple,106,124,6331,2005-12-02,1,Y,1,,,2,07
05EW00562,R6107,18,,109,1,N.D.,98,N.7,Blue,94,107,0,2005-12-09,2,Y,0,,,1,07
05EW00563,R6013,18,,103,1,N.D.,94,N.7,Blue,101,108,0,2005-12-09,2,Y,0,,,1,07
05EW00564,R6012,18,,101,1,N.D.,85,N.6,Blue,87,109,0,2005-12-14,2,N,0,,,1,07
05EW00565,R6017,18,,110,1,Usda,96,e21,Purple,104,125,0,2005-12-14,,,1,,,1,07
05EW00566,R6001,18,,109,1,Usda,92,e22,Purple,94,114,0,2005-12-14,,,1,,,1,07
05EW00567,R6040,18,NICE LAMB,113,1,Usda,95,e21,Purple,96,118,0,2005-12-14,,,1,,,1,07
05EW00568,R6043,18,,102,1,N.D.,86,N.5,Blue,90,116,0,2005-12-14,2,N,0,,,1,07
05EW00569,R6045,18,,115,1,Usda,104,e22,Purple,104,128,0,2005-12-14,,,1,,,1,07
05EW00570,R6049,18,4TEATS,107,1,Usda,92,e22,Purple,97,117,0,2005-12-14,,,1,,,1,07
05EW00571,R6047,18,,104,1,Usda,83,e22,Purple,95,122,0,2005-12-14,,,1,,,1,07
05EW00572,R6054,18,,98,1,N.D.,87,N.5,Purple,88,109,6362,2005-12-02,1,Y,1,,,1,07
05EW00573,R6056,18,,108,1,Usda,88,e22,Purple,86,107,0,2005-12-14,,,1,,,1,07
05EW00574,R6068,18,,107,1,Usda,92,e21,Purple,100,117,0,2005-12-14,,,0,,,1,07
05EW00575,R6020,18,4TEATS,108,1,Usda,92,e22,Purple,88,107,0,2005-12-14,,,1,,,1,07
05EW00576,R6025,18,HAIRY,110,1,N.D.,97,N.8,Blue,99,114,6328,2005-12-09,2,Y,1,,,1,07
05EW00577,R6026,18,,97,1,N.D.,91,N.1,Blue,99,118,6351,2005-12-09,2,Y,1,,,1,07
05EW00578,R6029,18,4TEATS,99,1,N.D.,85,N.2,Blue,80,105,6333,2005-12-09,2,Y,1,,,1,07
05EW00579,R6081,18,HAIRY,101,1,N.D.,88,N.4,Blue,94,115,0,2005-12-14,2,N,1,,,1,07
05EW00580,R6080,18,NICE LAMB,113,1,Usda,97,e21,Purple,91,121,0,2005-12-14,,,0,,,1,07
05EW00581,R6094,18,,102,1,Usda,84,e21,Purple,82,99,0,2005-12-14,,,1,,,1,07
05EW00582,R6096,18,?Not Marked,105,1,N.D.,77,N.7,Purple,86,111,0,2005-12-14,1,N,1,,,1,07
05EW00583,R6098,18,4TEATS,104,1,Usda,82,e22,Purple,84,107,0,2005-12-14,,,1,,,1,07
05EW00584,R6097,18,PINK << ChecK,115,1,N.D.,97,N.8,Blue,105,128,6358,2005-12-09,2,Y,2,,,1,07
05EW00585,R6074,18,WRINKLES,98,1,N.D.,90,N.3,Blue,87,111,6354,2005-12-09,2,Y,1,,,1,07
05EW00586,R6077,18,HAIRY,106,1,N.D.,87,N.6,Purple,94,110,6336,2005-12-02,1,Y,2,,,1,07
05EW00587,T0313,48,PNEU.,99,1,Tay.,95,e42,Purple,104,125,0,2005-12-14,5,N,1,,,1,02
05EW00588,T0301,48,,104,1,Tay.,117,e42,Purple,130,152,0,2005-12-14,5,N,0,,,1,02
05EW00589,T0303,ID,,97,1,Tay.,93,e43,Blue,95,100,0,2005-11-14,2,Y,1,S,M,1,02
05EW00590,T0304,ID,4TEATS,102,1,Tay.,112,e44,Purple,114,116,0,2005-11-07,1,Y,1,C,M,1,02
05EW00591,T0305,48,"4TEATS, URI",96,1,Tay.,92,e42,Blue,99,122,0,2005-12-14,5,N,1,,,1,02
05EW00592,T0306,48,,100,1,Tay.,101,e41,Blue,105,109,0,2005-11-14,2,Y,0,,,1,02
05EW00593,T0308,48,,99,1,Tay.,101,e41,Purple,96,116,0,2005-12-14,5,N,1,,,1,02
05EW00594,T0333,48,,93,1,Tay.,94,e44,Purple,92,119,0,2005-12-14,5,N,1,,,1,02
05EW00595,T0343,48,RESP.DX,102,1,Tay.,80,e41,Blue,88,97,0,2005-11-14,2,Y,0,,,1,02
05EW00596,T0344,48,,105,1,Tay.,85,e42,Blue,98,107,0,2005-11-28,4,Y,1,C,M,1,02
05EW00597,T0345,48,PNEU.,117,1,Usda,112,e21,Purple,123,141,0,2005-12-14,,,1,,,1,02
05EW00598,T0350,48,,103,1,Tay.,87,e41,Purple,82,107,0,2005-12-14,5,N,1,,,1,02
05EW00599,T0358,48,,99,1,Tay.,93,e42,Purple,100,103,0,2005-11-07,1,Y,1,C,R,1,02
05EW00600,T0366,ID,NICE LAMB,118,1,Usda,118,e22,Purple,128,154,0,2005-12-14,,,1,,,1,02
05EW00601,T0321,ID,,97,1,Tay.,83,e43,Purple,77,95,0,2005-12-14,5,N,0,,,1,02
05EW00602,T0320,48,4TEATS,104,1,Tay.,109,e42,Blue,100,126,0,2005-12-14,5,N,1,,,1,02
05EW00603,T0322,ID,,110,1,Tay.,105,e44,Blue,103,123,0,2005-12-14,5,N,1,,,1,02
05EW00604,T0329,ID,,107,1,Tay.,101,e42,Purple,100,111,0,2005-11-28,4,Y,1,C,R,1,02
05EW00605,T0380,48,,101,1,Tay.,107,e43,Blue,104,124,0,2005-11-21,3,Y,0,,,1,02
05EW00606,T0384,48,4TEATS,99,1,Tay.,88,e42,Purple,88,104,0,2005-11-28,4,Y,1,S,M,1,02
05EW00607,T0382,48,,102,1,Tay.,103,e41,Purple,105,139,0,2005-12-14,5,N,1,,,1,02
05EW00608,T0390,48,,102,1,Tay.,102,e43,Purple,105,140,0,2005-12-14,5,N,1,,,1,02
05EW00609,T0396,48,HAIRY,87,1,Tay.,85,e44,Blue,81,105,0,2005-12-14,5,N,0,,,1,02
05EW00610,T0398,ID,,91,1,Tay.,96,e44,Purple,108,115,0,2005-11-21,3,Y,1,S,M,1,02
05EW00611,T0371,48,,107,1,Tay.,98,e42,Blue,101,104,0,2005-11-21,3,Y,0,,,1,02
05EW00612,T0374,48,,97,1,Tay.,85,e41,Blue,83,88,0,2005-11-14,2,Y,0,,,1,02
05EW00613,T0416,48,,90,1,Tay.,88,e43,Purple,80,97,0,2005-12-14,5,N,1,,,1,02
05EW00614,T0418,48,,101,1,Tay.,105,e42,Blue,92,99,0,2005-11-21,3,Y,1,,,1,02
05EW00615,T0417,48,,94,1,Tay.,93,e44,Purple,87,119,0,2005-12-14,5,N,0,,,1,02
05EW00616,T0405,48,,108,1,Tay.,116,e43,Blue,107,121,0,2005-11-28,4,Y,1,S,R,1,02
05EW00617,T0406,ID,,107,1,Tay.,94,e44,Blue,106,118,0,2005-11-28,4,Y,1,C,R,1,02
05EW00618,T0408,ID,,111,1,Tay.,98,e41,Blue,110,125,0,2005-11-14,2,Y,1,,,1,02
05EW00619,T0433,ID,,118,1,Usda,111,e21,Purple,103,121,0,2005-12-14,,,1,,,1,02
05EW00620,T0435,ID,ENTROPION,107,1,Tay.,116,e43,Purple,117,123,0,2005-11-07,1,Y,1,S,M,1,02
05EW00621,T0436,48,,88,1,Tay.,83,e44,Blue,76,84,0,2005-11-14,2,Y,1,,,1,02
05EW00622,T0437,48,,94,1,Tay.,93,e41,Purple,90,99,0,2005-11-21,3,Y,1,C,M,1,02
05EW00623,T0443,48,,109,1,Tay.,105,e43,Blue,115,126,0,2005-11-14,2,Y,1,,,1,02
05EW00624,T0445,48,,96,1,Tay.,96,e42,Blue,94,104,0,2005-11-21,3,Y,1,S,R,1,02
05EW00625,T0446,48,,93,1,Tay.,91,e41,Blue,89,100,0,2005-11-28,4,Y,1,S,M,1,02
05EW00626,T0449,48,,104,1,Tay.,98,e43,Purple,108,122,0,2005-11-21,3,Y,1,C,R,1,02
05EW00627,T0447,48,,97,1,Tay.,93,e42,Purple,100,113,0,2005-11-28,4,Y,1,C,M,1,02
05EW00628,T0453,ID,,97,1,Tay.,105,e42,Blue,102,110,0,2005-11-28,4,Y,1,C,M,1,02
05EW00629,T0454,48,NICE LAMB,120,1,Usda,118,e22,Purple,122,145,0,2005-12-14,,,1,,,1,02
05EW00630,T0456,48,4TEATS,105,1,Tay.,96,e44,Purple,94,108,0,2005-11-14,2,Y,0,,,1,02
05EW00631,T0458,48,,99,1,Tay.,83,e44,Blue,86,93,0,2005-11-21,3,Y,0,,,1,02
05EW00632,T0461,48,,100,1,Tay.,106,e43,Blue,100,124,0,2005-12-14,5,N,1,,,1,02
05EW00633,T0460,ID,,112,1,Tay.,110,e44,Purple,116,129,0,2005-11-28,4,Y,1,S,R,1,02
05EW00634,T0468,48,,119,1,Usda,114,e21,Purple,107,134,0,2005-12-14,,,1,,,1,02
05EW00635,T0421,48,4TEATS,105,1,Tay.,109,e41,Purple,109,117,0,2005-11-28,4,Y,1,C,R,1,02
05EW00636,T0420,ID,ENTROPION,96,1,Tay.,94,e43,Blue,101,108,0,2005-11-21,3,Y,1,S,M,1,02
05EW00637,T0424,48,4TEATS,105,1,Tay.,110,e41,Blue,112,118,0,2005-11-28,4,Y,1,S,M,1,02
05EW00638,T0422,48,,105,1,Tay.,110,e42,Purple,114,117,0,2005-11-07,1,Y,1,S,M,1,02
05EW00639,T0486,48,ENTROPION,117,1,Usda,131,e21,Purple,126,154,0,2005-12-14,,,1,,,1,02
05EW00640,T0494,48,,103,1,Tay.,108,e43,Blue,107,118,0,2005-11-28,4,Y,0,,,1,02
05EW00641,T0495,48,4TEATS,105,1,Tay.,104,e42,Blue,113,130,0,2005-11-28,4,Y,1,C,R,1,02
05EW00642,T0498,ID,,117,1,Tay.,112,e41,Purple,118,121,0,2005-11-14,2,Y,1,S,M,1,02
05EW00643,T0497,ID,,106,1,Tay.,95,e44,Blue,94,105,0,2005-11-14,2,Y,0,,,1,02
05EW00644,T0475,ID,,104,1,Tay.,102,e43,Purple,98,115,0,2005-11-21,3,Y,1,C,R,1,02
05EW00645,T0477,ID,,107,1,Tay.,112,e42,Purple,114,133,0,2005-12-14,5,N,1,,,1,02
05EW00646,T0510,48,,115,1,Tay.,106,e42,Blue,115,126,0,2005-11-28,4,Y,0,,,1,02
05EW00647,T0512,48,,101,1,Tay.,91,e42,Purple,80,82,0,2005-11-07,1,Y,1,C,M,1,02
05EW00648,T0518,ID,GAUNT,96,1,Tay.,112,e44,Purple,104,107,0,2005-11-07,1,Y,0,,,1,02
05EW00649,T0517,ID,,102,1,Tay.,97,e43,Blue,109,123,0,2005-11-14,2,Y,1,C,R,1,02
05EW00650,T0501,ID,,98,1,Tay.,87,e43,Purple,85,111,0,2005-12-14,5,N,0,,,1,02
05EW00651,T0500,ID,ENTROPION,102,1,Tay.,105,e44,Purple,110,111,0,2005-11-07,1,Y,1,C,R,1,02
05EW00652,T0505,ID,,109,1,Tay.,109,e41,Blue,112,122,0,2005-11-28,4,Y,1,C,R,1,02
05EW00653,T0506,ID,,105,1,Tay.,97,e42,Purple,101,111,0,2005-11-21,3,Y,0,,,1,02
05EW00654,T0508,48,,88,1,Tay.,82,e44,Blue,72,86,0,2005-12-14,5,N,1,,,1,02
05EW00655,T0509,48,,106,1,Tay.,95,e41,Purple,98,107,0,2005-11-14,2,Y,1,S,R,1,02
05EW00656,T0533,48,,108,1,Tay.,103,e44,Blue,90,106,0,2005-12-14,5,N,0,,,1,02
05EW00657,T0532,48,,97,1,Tay.,97,e43,Purple,87,93,0,2005-12-14,5,N,0,,,1,02
05EW00658,T0538,48,,108,1,Tay.,97,e42,Blue,101,112,0,2005-11-14,2,Y,1,S,M,1,02
05EW00659,T0537,48,BRN.KNEE.EAR,97,1,Tay.,86,e41,Blue,89,94,0,2005-11-14,2,Y,0,,,3,02
05EW00660,T0541,ID,,100,1,Tay.,108,e44,Purple,118,120,0,2005-11-21,3,Y,0,,,1,02
05EW00661,T0542,48,,109,1,Tay.,116,e41,Purple,115,119,0,2005-11-07,1,Y,0,,,1,02
05EW00662,T0553,48,,100,1,Tay.,101,e42,Purple,95,98,0,2005-12-14,5,N,0,,,1,02
05EW00663,T0554,48,,100,1,Tay.,93,e43,Blue,84,102,0,2005-12-14,5,N,0,,,1,02
05EW00664,T0561,48,,102,1,Tay.,93,e41,Blue,97,106,0,2005-11-14,2,Y,1,,,1,02
05EW00665,T0563,48,4TEATS,92,1,Tay.,93,e42,Blue,96,111,0,2005-12-14,5,N,0,,,1,02
05EW00666,T0529,ID,NICE LAMB,116,1,Usda,125,e22,Purple,127,156,0,2005-12-14,,,1,,,1,02
05EW00667,T0583,48,ENTROPION,87,1,Tay.,74,e43,Blue,70,96,0,2005-12-14,5,N,1,,,1,02
05EW00668,T0585,48,WEAK LAMB,110,1,Tay.,95,e41,Purple,98,117,0,2005-11-21,3,Y,1,S,R,1,02
05EW00669,T0586,48,,116,1,Tay.,100,e42,Blue,112,121,0,2005-11-14,2,Y,1,S,M,1,02
05EW00670,T0582,48,,88,1,Tay.,78,e44,Blue,77,110,0,2005-12-14,5,N,0,,,1,02
05EW00671,T0589,ID,HAIRY,105,1,Tay.,96,e43,Purple,105,123,0,2005-11-28,4,Y,1,C,M,1,02
05EW00672,T0591,ID,,114,1,Tay.,100,e43,Blue,103,129,0,2005-12-14,5,N,0,,,1,02
05EW00673,T0595,48,HAIRY,96,1,Tay.,86,e41,Blue,90,96,0,2005-11-28,4,Y,0,,,1,02
05EW00674,T0592,ID,NICE LAMB,107,1,Tay.,93,e44,Purple,94,119,0,2005-12-14,5,N,0,,,1,02
05EW00675,T0599,48,,102,1,Tay.,101,e43,Purple,103,107,0,2005-11-07,1,Y,0,,,1,02
05EW00676,T0570,ID,,102,1,Tay.,96,e41,Purple,95,103,0,2005-11-14,2,Y,1,,,1,02
05EW00677,T0575,ID,,105,1,Tay.,97,e42,Purple,99,105,0,2005-11-07,1,Y,1,,,1,02
05EW00678,T0572,ID,,107,1,Tay.,100,e41,Blue,100,117,0,2005-11-14,2,Y,1,,,1,02
05EW00679,T0577,48,,97,1,Tay.,93,e43,Purple,89,108,0,2005-11-28,4,Y,0,,,1,02
05EW00680,T0616,ID,NICE LAMB,98,1,Tay.,96,e44,Blue,104,111,0,2005-11-14,2,Y,0,,,1,02
05EW00681,T0601,48,,104,1,Tay.,100,e44,Blue,88,110,0,2005-12-14,5,N,1,,,1,02
05EW00682,T0606,48,,109,1,Tay.,105,e44,Purple,98,122,0,2005-11-28,4,Y,1,S,R,1,02
05EW00683,T0602,48,,111,1,Tay.,111,e41,Purple,106,133,0,2005-12-14,5,N,1,,,1,02
05EW00684,T0607,ID,,93,1,Tay.,90,e42,Purple,93,103,0,2005-11-21,3,Y,1,,,1,02
05EW00685,T0639,48,,95,1,Tay.,91,e43,Purple,87,104,0,2005-11-21,3,Y,0,,,1,02
05EW00686,T0646,48,,101,1,Tay.,99,e41,Blue,100,113,0,2005-11-28,4,Y,1,C,R,1,02
05EW00687,T0648,48,,102,1,Tay.,102,e42,Purple,97,103,0,2005-11-14,2,Y,0,,,1,02
05EW00688,T0653,ID,,107,1,Tay.,96,e43,Blue,92,108,0,2005-11-28,4,Y,1,S,M,1,02
05EW00689,T0657,ID,,110,1,Tay.,108,e41,Purple,114,118,0,2005-11-21,3,Y,1,C,M,1,02
05EW00690,T0663,ID,ENTROPION,106,1,Tay.,87,e42,Blue,91,111,0,2005-11-28,4,Y,1,S,M,1,02
05EW00691,T0664,ID,"Dead d365,c19",113,1,Tay.,100,e43,Purple,100,108,0,2005-11-28,4,Y,X,,,1,02
05EW00692,T0668,48,,112,1,Tay.,94,e41,Blue,89,96,0,2005-11-14,2,Y,1,C,R,1,02
05EW00693,T0667,48,HAIRY,115,1,Tay.,97,e43,Blue,106,121,0,2005-11-28,4,Y,1,C,M,1,02
05EW00694,T0628,48,,97,1,Tay.,90,e43,Blue,83,106,0,2005-11-28,4,Y,1,C,M,1,02
05EW00695,T0627,48,,103,1,Tay.,99,e42,Blue,89,98,0,2005-11-28,4,Y,0,,,1,02
05EW00696,T0680,48,,107,1,Tay.,106,e43,Blue,96,122,0,2005-12-14,5,N,1,,,1,02
05EW00697,T0683,48,,110,1,Tay.,98,e42,Purple,107,120,0,2005-11-21,3,Y,1,S,M,1,02
05EW00698,T0685,ID,NICE LAMB,116,1,Tay.,113,e42,Blue,126,139,0,2005-11-28,4,Y,1,S,R,1,02
05EW00699,T0682,48,4TEATS,100,1,Tay.,93,e41,Purple,91,97,0,2005-11-07,1,Y,1,S,R,1,02
05EW00700,T0689,48,,102,1,Tay.,92,e44,Blue,86,94,0,2005-11-14,2,Y,0,,,1,02
05EW00701,T0691,48,,118,1,Usda,110,e22,Purple,108,133,0,2005-12-14,,,1,,,1,02
05EW00702,T0695,48,,101,1,Tay.,84,e42,Purple,79,100,0,2005-12-14,5,N,0,,,1,02
05EW00703,T0698,48,,102,1,Tay.,84,e42,Blue,91,95,0,2005-11-14,2,Y,1,S,R,2,02
05EW00704,T0673,48,,100,1,Tay.,97,e43,Purple,103,118,0,2005-12-14,5,N,1,,,1,02
05EW00705,T0679,48,,120,1,Usda,116,e21,Purple,118,139,0,2005-12-14,,,1,,,1,02
05EW00706,T0677,48,,104,1,Tay.,92,e44,Purple,86,101,0,2005-11-21,3,Y,1,C,R,1,02
05EW00707,T0233,48,,103,1,Tay.,101,e42,Blue,98,116,0,2005-11-21,3,Y,0,,,1,02
05EW00708,T0238,ID,,100,1,Tay.,108,e43,Purple,106,111,0,2005-11-07,1,Y,1,C,M,1,02
05EW00709,T0237,48,,104,1,Tay.,113,e41,Blue,123,132,0,2005-11-14,2,Y,1,,,1,02
05EW00710,T0241,48,,94,1,Tay.,98,e43,Blue,106,116,0,2005-11-21,3,Y,1,S,R,1,02
05EW00711,T0240,48,,88,1,Tay.,84,e44,Purple,75,96,0,2005-12-14,5,N,0,,,1,02
05EW00712,T0243,48,1TAG,89,1,Tay.,100,e42,Purple,104,112,0,2005-11-21,3,Y,1,C,M,1,02
05EW00713,T0242,48,,91,1,Tay.,97,e44,Blue,102,110,0,2005-11-14,2,Y,0,,,1,02
05EW00714,T0248,48,,98,1,Tay.,101,e41,Purple,104,106,0,2005-11-14,2,Y,1,S,R,1,02
05EW00715,T0253,48,,94,1,Tay.,90,e41,Blue,99,107,0,2005-11-14,2,Y,1,C,R,1,02
05EW00716,T0257,ID,,110,1,Tay.,101,e44,Purple,106,115,0,2005-11-14,2,Y,0,,,1,02
05EW00717,T0268,48,,105,1,Tay.,99,e44,Blue,107,128,0,2005-11-28,4,Y,1,C,R,1,02
