UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,TIME,C5152,CADAM_25,SIRE,SB1,LBRD,IDX,LNDAM,TM,C67,BAND,ADG,BRWT,ABN,TIME_14,CADAM_12,TBRE,CTBR,TM2,DISP
59WN01720,59,1,4053,4,82,088,7744,4,40,,5,6,63,123,2,1,10,2,93,08,07,07,07,046,11,2,3,2,02,06,4,2021,4,41,158,12,7,,3,655,124,,1,1,5,2,6,
59WN01721,59,2,4054,4,14,142,7305,4,40,21,5,6,63,123,1,1,10,1,62,09,04,10,09,042,11,3,3,1,06,15,4,9517,4,41,150,14,1,,3,431,90,,3,1,5,2,1,
59WN01722,59,1,4055,4,14,142,7305,4,40,21,5,6,63,123,2,1,09,1,66,09,04,10,09,042,9,2,2,1,04,15,4,9517,4,41,152,14,1,,3,459,96,,2,1,5,2,1,3
59WN01723,59,1,4056,4,13,132,0557,4,41,13,5,3,63,123,2,1,10,1,75,12,04,09,09,049,11,2,2,1,04,06,3,2159,4,41,148,13,1,,3,528,100,,2,1,5,2,1,3
59WN01724,59,2,4057,4,13,132,0557,4,41,13,5,3,63,123,1,1,10,1,75,09,04,08,09,054,11,3,4,2,02,06,3,2159,4,41,165,13,1,,3,533,94,,1,1,5,2,1,
59WN01725,59,2,4058,4,13,132,8488,4,40,16,5,5,63,123,1,1,09,1,75,09,04,09,09,046,9,5,5,1,06,05,4,2159,4,41,164,13,1,,3,527,102,,3,1,5,2,1,
59WN01726,59,1,4059,4,13,132,8488,4,40,16,5,5,63,123,1,1,09,1,85,09,04,09,10,043,9,2,2,1,05,05,4,2159,4,41,173,13,1,,3,618,90,,2,1,5,2,1,
59WN01727,59,1,4060,4,18,182,9934,4,40,14,3,4,63,123,2,1,09,1,78,10,04,08,07,043,10,4,6,3,05,06,4,1179,4,41,144,18,1,,3,553,100,,2,1,3,3,1,3
59WN01728,59,2,4061,4,17,172,0722,4,41,23,1,3,63,123,1,1,12,1,92,09,04,07,07,045,11,4,5,2,02,09,3,0556,4,41,163,17,1,,3,655,114,,1,1,1,1,1,
59WN01729,59,2,4062,4,70,712,1173,4,41,,1,3,63,123,2,1,10,1,95,09,04,06,05,048,10,3,3,1,01,,3,1743,4,41,153,73,2,,3,689,102,,1,1,1,1,2,
59WN01730,59,2,4063,4,08,082,7589,4,40,23,1,6,63,123,3,1,09,1,70,09,04,09,08,051,11,2,3,2,08,17,4,2021,4,41,150,08,1,,3,488,100,,3,1,1,1,1,
59WN01731,59,1,4065,4,15,152,1506,4,41,23,1,2,63,123,1,4,10,1,83,08,06,08,08,040,11,2,2,1,05,15,2,1456,4,41,157,15,1,,3,592,102,,2,2,1,1,1,
59WN01732,59,1,4066,4,82,029,1836,4,41,,1,2,63,123,2,1,08,1,91,12,04,07,09,049,9,3,3,1,03,09,2,0998,4,41,148,12,7,,3,659,100,,1,2,1,1,6,3
59WN01733,59,1,4068,4,82,088,7797,4,40,,1,6,63,123,2,2,09,1,102,10,04,08,08,046,14,2,2,1,05,25,4,2021,4,41,160,10,7,,3,715,140,,2,1,1,1,6,
59WN01734,59,2,4070,4,06,062,1741,4,41,42,1,2,63,123,1,1,09,1,63,09,04,08,09,050,12,3,3,1,07,24,2,0039,4,41,159,06,1,,3,418,116,,3,2,1,1,1,
59WN01735,59,2,4071,4,12,121,7767,4,40,12,1,6,63,123,1,1,09,1,56,09,04,10,13,045,8,4,5,2,08,06,4,9012,4,41,141,12,1,,3,371,104,,3,1,1,1,1,
59WN01736,59,2,4072,4,03,032,0168,4,41,19,5,4,62,122,2,1,10,2,83,11,04,08,08,046,12,4,4,1,06,17,4,1806,4,41,160,03,1,,3,603,94,,3,1,5,2,1,
59WN01737,59,2,4073,4,03,032,0168,4,41,19,5,4,62,122,1,1,12,1,69,11,04,10,08,035,11,2,2,1,06,17,4,1806,4,41,139,03,1,,3,487,96,,3,1,5,2,1,2
59WN01738,59,2,4074,4,16,162,9420,4,40,19,4,4,62,122,2,1,09,1,84,08,04,07,06,050,11,3,3,1,02,15,4,0663,4,41,163,16,1,,3,615,90,,1,1,3,3,1,
59WN01739,59,1,4075,4,16,162,9420,4,40,19,3,4,62,122,2,1,08,1,79,11,08,07,07,037,10,2,2,1,08,15,4,0663,4,41,122,16,1,,3,590,70,,3,1,3,3,1,3
59WN01740,59,1,4076,4,17,172,9622,4,40,13,5,4,62,122,2,1,10,1,62,13,04,09,12,046,8,4,5,2,01,03,4,0556,4,41,134,17,1,,3,428,98,,1,1,5,2,1,3
59WN01741,59,1,4077,4,17,172,9622,4,40,13,5,4,62,122,1,2,08,1,82,12,04,07,09,054,10,2,2,1,04,03,4,0556,4,41,159,17,1,,3,575,118,,2,1,5,2,1,3
59WN01742,59,2,4079,4,17,172,0497,4,41,21,3,3,62,122,2,1,11,1,84,08,04,06,06,049,10,3,4,2,02,03,3,0556,4,41,164,17,1,,3,621,82,,1,1,3,3,1,
59WN01743,59,1,4080,4,70,722,0692,4,41,,5,3,62,122,2,1,10,1,65,11,04,09,11,049,9,5,5,1,04,,3,9993,4,41,143,70,2,,3,452,98,,2,1,5,2,2,3
59WN01744,59,1,4081,4,71,722,0692,4,41,,5,3,62,122,1,1,10,1,73,10,04,10,10,047,12,2,2,1,03,,3,9993,4,41,149,70,2,,3,516,100,,1,1,5,2,2,
59WN01745,59,1,4083,4,02,021,9744,4,40,29,3,4,62,122,2,1,09,1,83,09,03,08,08,044,10,4,4,1,06,25,4,0998,4,41,166,02,1,,3,600,98,,3,1,3,3,1,
59WN01746,59,1,4084,4,17,172,8355,4,40,05,5,5,62,122,1,1,09,1,96,11,04,08,06,048,10,2,3,2,03,09,4,0556,4,41,159,17,1,,3,687,122,,1,1,5,2,1,
59WN01747,59,2,4085,4,17,172,8355,4,40,05,5,5,62,122,1,1,09,2,79,09,03,09,06,042,10,3,4,2,01,09,4,0556,4,41,153,17,1,,3,574,90,,1,1,5,2,1,
59WN01748,59,1,4087,4,11,112,7438,4,40,25,3,6,62,122,2,1,10,1,68,13,04,09,10,039,14,3,4,2,02,09,4,8734,4,41,127,11,1,,3,470,106,,1,1,3,3,1,3
59WN01749,59,1,4088,4,04,042,9007,4,40,26,1,5,62,122,1,2,09,1,81,15,04,08,07,046,10,3,3,1,02,11,4,1786,4,41,123,04,1,,3,584,98,,1,1,1,1,1,3
59WN01750,59,2,4089,4,70,732,8801,4,40,,5,5,62,122,2,1,11,1,52,13,04,10,12,046,12,5,5,1,06,,4,1162,4,41,123,73,2,,3,348,96,,3,1,5,2,2,3
59WN01751,59,1,4090,4,70,732,8801,4,40,,5,5,62,122,2,1,10,1,87,13,04,07,07,042,12,2,2,1,04,,4,1162,4,41,140,73,2,,3,631,100,,2,1,5,2,2,3
59WN01752,59,1,4091,4,14,142,8923,4,40,14,1,5,62,122,2,4,09,2,112,06,04,07,07,046,10,2,2,1,07,09,4,9517,4,41,196,14,1,,3,792,154,,3,1,1,1,1,
59WN01753,59,1,4092,4,82,029,1623,4,41,,1,2,62,122,1,4,09,1,111,09,04,06,05,050,11,4,4,1,02,08,2,0998,4,41,174,12,7,,3,798,136,,1,2,1,1,6,
59WN01754,59,2,4093,4,71,712,7532,4,40,,1,6,62,122,2,1,08,1,101,09,06,07,06,047,8,2,3,2,05,,4,1743,4,41,158,73,2,,3,697,160,,2,1,1,1,2,
59WN01755,59,1,4094,4,17,172,8643,4,40,06,1,5,62,122,1,1,11,1,104,08,04,07,07,046,9,4,5,2,04,19,4,0556,4,41,173,17,1,,3,728,152,,2,1,1,1,1,
59WN01756,59,1,4095,4,70,722,8620,4,40,,5,5,62,122,1,1,10,1,89,08,05,08,09,051,12,3,3,1,02,,4,9993,4,41,172,73,2,,3,646,102,,1,1,5,2,2,
59WN01757,59,1,4096,4,70,722,8620,4,40,,5,5,62,122,1,1,12,1,80,07,04,10,10,045,12,2,2,1,04,,4,9993,4,41,173,73,2,,3,574,100,,2,1,5,2,2,
59WN01758,59,1,4097,4,08,081,8398,4,40,25,1,5,62,122,2,2,08,2,91,11,06,08,07,036,11,2,2,1,02,30,4,2193,4,41,136,08,1,,3,656,110,,1,1,1,1,1,6
59WN01759,59,2,4098,4,06,062,8431,4,40,22,1,5,62,122,1,1,09,1,82,10,04,08,07,049,8,5,5,1,04,17,4,0039,4,41,154,06,1,,3,580,112,,2,1,1,1,1,
59WN01760,59,1,4099,4,08,082,9356,4,40,25,5,4,62,122,3,1,09,1,65,10,04,08,10,046,14,2,2,1,04,16,4,2021,4,41,154,08,1,,3,452,98,1,2,1,5,2,1,3
59WN01761,59,2,4100,4,08,082,9356,4,40,25,5,4,62,122,1,1,09,3,60,11,04,08,09,050,8,5,5,1,03,16,4,2021,4,41,143,08,1,,3,411,98,,1,1,5,2,1,
59WN01762,59,1,4102,4,08,082,2086,4,41,35,1,2,62,122,2,1,09,1,65,13,06,10,10,039,12,2,2,1,02,29,2,2021,4,41,121,08,1,,3,446,106,,1,2,1,1,1,3
59WN01763,59,1,4103,4,82,029,1099,4,41,,1,3,62,122,2,1,08,2,100,11,05,08,08,045,8,3,3,1,03,11,3,0998,4,41,148,15,7,,3,733,106,,1,1,1,1,6,
59WN01764,59,2,4104,4,70,722,2253,4,41,,1,2,62,122,2,1,10,1,90,09,04,08,07,044,11,3,3,1,06,,2,9993,4,41,160,70,2,,3,639,120,,3,2,1,1,2,
59WN01765,59,2,4105,4,11,111,8829,4,40,21,1,5,62,122,1,1,10,2,98,10,06,06,06,049,12,3,3,1,02,10,4,0795,4,41,157,11,1,,3,690,138,,1,1,1,1,1,
59WN01766,59,1,4106,4,14,142,0789,4,41,17,1,3,62,122,2,1,09,2,99,10,04,08,08,045,12,4,4,1,06,17,3,9517,4,41,166,14,1,,3,680,160,,3,1,1,1,1,
59WN01767,59,1,4107,4,15,151,7634,4,40,09,5,6,62,122,2,2,09,1,82,06,04,09,08,042,11,2,2,1,04,06,4,1685,4,41,176,15,1,,3,574,120,,2,1,5,2,1,
59WN01768,59,2,4108,4,15,151,7634,4,40,09,5,6,62,122,1,1,09,1,67,09,04,10,08,042,10,2,2,1,07,06,4,1685,4,41,148,15,1,,3,464,104,,3,1,5,2,1,
59WN01769,59,1,4109,4,15,151,9399,4,40,23,5,4,62,122,1,4,09,1,68,09,04,08,09,050,8,7,9,3,04,14,4,1685,4,41,161,15,1,,3,503,66,,2,1,5,2,1,3
59WN01770,59,2,4110,4,15,151,9399,4,40,23,5,4,62,122,1,1,10,2,68,09,04,09,08,044,9,3,3,1,05,14,4,1685,4,41,156,15,1,,3,489,84,,2,1,5,2,1,
59WN01771,59,1,4111,4,17,172,6115,4,40,05,5,8,62,122,1,1,10,1,68,08,04,10,09,043,9,4,5,2,05,03,5,0556,4,41,154,17,1,,3,480,94,,2,1,5,2,1,
59WN01772,59,2,4112,4,17,172,6115,4,40,05,5,8,62,122,1,1,08,1,83,09,04,08,07,051,9,4,5,2,06,03,5,0556,4,41,166,17,1,,3,587,114,,3,1,5,2,1,
59WN01773,59,1,4113,4,01,012,8332,4,40,38,3,5,62,122,1,1,11,1,102,11,04,06,08,051,9,3,3,1,01,30,4,1492,4,41,177,01,1,,3,769,82,,1,1,3,3,1,
59WN01774,59,1,4114,4,01,012,8332,4,40,38,4,5,62,122,1,1,12,1,86,09,03,09,06,045,10,2,2,1,06,30,4,1492,4,41,168,01,1,,3,636,84,,3,1,3,3,1,
59WN01775,59,2,4115,4,03,032,8857,4,40,25,5,5,62,122,2,1,11,1,83,09,04,07,05,050,9,5,6,2,04,24,4,1806,4,41,167,03,1,,3,610,86,,2,1,5,2,1,
59WN01776,59,1,4116,4,03,032,8857,4,40,25,5,5,62,122,1,2,12,1,57,10,04,12,10,041,10,2,3,2,01,24,4,1806,4,41,139,03,1,,3,407,74,,1,1,5,2,1,3
59WN01777,59,2,4117,4,18,182,0127,4,41,16,3,4,62,122,1,1,10,1,80,08,04,08,07,056,11,3,3,1,02,11,4,1179,4,41,165,18,1,,3,582,90,,1,1,3,3,1,
59WN01778,59,1,4118,4,18,182,0127,4,41,16,4,4,62,122,2,4,09,2,91,09,05,07,06,050,9,4,4,1,07,11,4,1179,4,41,161,18,1,,3,674,88,,3,1,3,3,1,
59WN01779,59,2,4120,4,70,722,8388,4,40,,3,5,62,122,5,1,08,1,93,09,04,08,07,050,11,4,4,1,04,,4,9993,4,41,165,73,2,,3,656,130,1,2,1,3,3,2,3
59WN01780,59,2,4121,4,82,029,9935,4,40,,5,4,62,122,3,1,09,2,89,06,04,08,07,049,9,5,6,2,06,15,4,0998,4,41,182,10,7,,3,654,92,,3,1,5,2,6,2
59WN01781,59,1,4122,4,82,029,9935,4,40,,5,4,62,122,3,2,09,1,72,08,04,10,10,046,9,4,4,1,03,15,4,0998,4,41,156,10,7,,3,505,104,1,1,1,5,2,6,3
59WN01782,59,2,4125,4,66,312,1397,4,41,,3,2,62,122,1,1,07,1,82,08,06,08,06,043,12,2,2,1,03,,2,2074,4,41,147,65,5,,3,602,86,,1,2,3,3,5,2
59WN01783,59,1,4127,4,10,101,7798,4,40,19,5,6,62,122,2,4,10,2,104,08,04,08,07,040,18,2,2,1,08,25,4,8954,4,41,178,10,1,,3,769,102,,3,1,5,2,1,
59WN01784,59,2,4128,4,70,712,1482,4,41,,1,2,62,122,1,1,09,1,103,09,06,06,05,054,11,4,4,1,01,,2,1743,4,41,164,70,2,,3,738,130,,1,2,1,1,2,
59WN01785,59,1,4129,4,71,712,8911,4,40,,1,5,62,122,2,2,10,1,100,09,12,08,07,040,11,2,2,1,06,,4,1743,4,41,130,73,2,,3,687,162,,3,1,1,1,2,
59WN01786,59,1,4130,4,04,042,7285,4,40,31,1,6,62,122,1,2,09,1,70,11,04,09,10,048,10,4,4,1,08,29,4,1786,4,41,145,04,1,,3,505,84,,3,1,1,1,1,3
59WN01787,59,2,4131,4,70,732,2078,4,41,,1,2,62,122,1,1,11,2,79,09,04,08,07,048,10,2,2,1,06,,2,1162,4,41,152,70,2,,3,554,114,,3,2,1,1,2,
59WN01788,59,2,4132,4,71,732,0804,4,41,,1,3,62,122,1,1,10,1,74,09,04,09,07,049,13,2,2,1,04,,3,1162,4,41,142,70,2,,3,507,122,,2,1,1,1,2,
59WN01789,59,1,4133,4,71,722,0718,4,41,,1,3,62,122,4,1,10,1,106,09,05,07,07,052,9,3,3,1,01,,3,9993,4,41,167,73,2,,3,751,144,,1,1,1,1,2,
59WN01790,59,1,4134,4,70,732,0704,4,41,,1,3,62,122,1,1,11,1,94,10,04,07,07,045,12,2,2,1,04,,3,1162,4,41,152,73,2,,3,667,126,,2,1,1,1,2,3
59WN01791,59,1,4135,4,82,088,0854,4,41,,1,3,62,122,1,1,10,1,100,09,06,08,07,042,9,2,2,1,04,17,3,2021,4,41,152,10,7,,3,715,128,,2,1,1,1,6,
59WN01792,59,1,4136,4,14,142,0092,4,41,25,1,4,62,122,2,2,09,3,96,09,05,07,06,055,9,4,4,1,06,15,4,9517,4,41,170,14,1,,3,711,92,,3,1,1,1,1,
59WN01793,59,2,4137,4,18,182,2043,4,41,13,1,2,62,122,1,1,11,1,59,09,04,09,09,047,9,4,4,1,07,19,2,1179,4,41,140,18,1,,3,410,90,,3,2,1,1,1,2
59WN01794,59,2,4138,4,82,079,1962,4,41,,1,2,62,122,1,1,08,1,74,09,04,08,08,048,12,3,3,1,05,14,2,1775,4,41,148,15,7,,3,528,96,,2,2,1,1,6,
59WN01795,59,2,4139,4,01,012,8839,4,40,42,1,5,62,122,2,1,11,1,82,09,03,09,07,045,10,3,3,1,07,32,4,1492,4,41,167,01,1,,3,589,102,,3,1,1,1,1,
59WN01796,59,1,4140,4,70,722,0771,4,41,,1,3,62,122,2,1,10,1,54,11,04,10,12,040,6,4,4,1,06,,3,9993,4,41,117,70,2,,3,330,138,,3,1,1,1,2,3
59WN01797,59,1,4143,4,02,022,0631,4,41,33,3,3,61,121,2,1,09,2,72,08,04,08,08,048,9,4,6,3,05,33,3,9974,4,41,161,02,1,,3,537,70,,2,1,3,3,1,3
59WN01798,59,2,4144,4,10,101,9384,4,40,19,5,4,61,121,1,1,09,1,88,09,04,08,07,044,9,3,3,1,06,06,4,8954,4,41,173,10,1,,3,640,106,,3,1,5,2,1,
59WN01799,59,2,4145,4,10,101,9384,4,40,19,5,4,61,121,2,1,09,1,50,09,04,10,10,036,11,2,2,1,05,06,4,8954,4,41,138,10,1,,3,331,100,,2,1,5,2,1,2
59WN01800,59,1,4146,4,01,012,0453,4,41,34,5,3,61,121,1,1,11,1,53,09,04,11,13,040,10,2,2,1,08,31,3,1492,4,41,154,01,1,,3,365,88,,3,1,5,2,1,3
59WN01801,59,2,4147,4,01,012,0453,4,41,34,5,3,61,121,1,1,09,1,80,09,04,08,08,049,11,5,6,2,04,31,3,1492,4,41,176,01,1,,3,590,86,,2,1,5,2,1,
59WN01802,59,1,4148,4,17,172,7854,4,40,18,3,6,61,121,1,1,10,1,87,10,04,08,08,044,11,4,5,2,04,02,4,0556,4,41,160,17,1,,3,630,108,,2,1,3,3,1,
59WN01803,59,2,4150,4,10,101,7429,4,40,15,5,6,61,121,1,1,10,1,70,09,04,09,08,042,12,3,3,1,06,01,4,8954,4,41,155,10,1,,3,509,84,,3,1,5,2,1,
59WN01804,59,2,4151,4,10,101,7429,4,40,15,5,6,61,121,1,1,09,1,73,09,04,10,09,035,13,2,2,1,01,01,4,8954,4,41,153,10,1,,3,529,90,,1,1,5,2,1,
59WN01805,59,1,4152,4,70,712,8055,4,40,,1,6,61,121,1,2,10,2,94,08,04,07,07,055,9,4,4,1,06,,4,1743,4,41,170,73,2,,3,678,120,,3,1,1,1,2,
59WN01806,59,2,4153,4,08,082,0747,4,41,24,1,3,61,121,3,1,10,2,86,09,06,08,06,046,14,2,3,2,02,19,3,2021,4,41,149,08,1,,3,617,114,,1,1,1,1,1,
59WN01807,59,1,4154,4,71,732,9401,4,40,,4,4,61,121,1,4,09,1,81,10,04,08,08,048,11,3,3,1,07,,4,1162,4,41,148,70,2,,3,582,106,,3,1,3,3,2,
59WN01808,59,2,4155,4,70,732,9401,4,40,,3,4,61,121,1,1,09,2,89,10,03,08,05,058,10,4,4,1,07,,4,1162,4,41,161,70,2,,3,640,116,,3,1,3,3,2,
59WN01809,59,1,4156,4,70,732,1009,4,41,,1,3,61,121,1,1,10,1,77,09,04,08,10,050,9,5,5,1,03,,3,1162,4,41,149,70,2,,3,559,94,,1,1,1,1,2,3
59WN01810,59,1,4157,4,16,162,1155,4,41,25,1,3,61,121,2,1,08,2,74,09,04,09,09,053,11,5,5,1,02,17,3,0663,4,41,156,16,1,,3,519,112,,1,1,1,1,1,
59WN01811,59,1,4158,4,16,162,7087,4,40,16,1,7,61,121,1,1,09,2,88,12,04,07,09,050,9,3,3,1,04,08,5,0663,4,41,152,16,1,,3,613,138,,2,1,1,1,1,3
59WN01812,59,1,4159,4,13,132,8335,4,40,21,3,5,61,121,2,1,10,1,82,12,04,09,08,047,10,4,4,1,05,20,4,2159,4,41,147,13,1,,3,602,92,,2,1,3,3,1,3
59WN01813,59,2,4162,4,02,021,8624,4,40,36,3,5,61,121,2,1,08,1,70,09,04,08,07,051,10,5,6,2,06,31,4,0998,4,41,157,02,1,,3,516,76,,3,1,3,3,1,2
59WN01814,59,2,4163,4,15,152,8573,4,40,17,1,5,61,121,1,1,09,1,77,07,04,07,06,047,13,2,2,1,05,17,4,1456,4,41,158,15,1,,3,537,120,,2,1,1,1,1,
59WN01815,59,1,4164,4,15,151,8541,4,40,14,1,5,61,121,1,2,09,2,91,08,04,08,08,046,7,4,4,1,05,17,4,1685,4,41,168,15,1,,3,646,128,,2,1,1,1,1,
59WN01816,59,2,4165,4,70,732,8558,4,40,,5,5,61,121,1,1,10,1,72,10,04,07,07,052,10,4,4,1,07,,4,1162,4,41,149,70,2,,3,512,100,,3,1,5,2,2,
59WN01817,59,1,4166,4,70,732,8558,4,40,,5,5,61,121,2,1,10,1,77,14,04,08,09,046,10,3,4,2,07,,4,1162,4,41,133,70,2,,3,560,92,,3,1,5,2,2,3
59WN01818,59,1,4167,4,13,132,1029,4,41,14,5,3,61,121,1,1,09,1,86,10,04,08,09,042,14,3,3,1,01,12,3,2159,4,41,162,13,1,,3,636,90,,1,1,5,2,1,
59WN01819,59,2,4168,4,13,132,1029,4,41,14,5,3,61,121,1,1,10,1,62,09,04,11,10,048,9,6,7,2,06,12,3,2159,4,41,155,13,1,,3,445,82,,3,1,5,2,1,2
59WN01820,59,1,4169,4,73,137,1978,5,48,,1,4,61,121,1,4,09,4,109,10,05,07,06,050,10,3,3,1,07,,4,2159,4,41,165,61,9,,3,785,140,,3,1,1,1,4,
59WN01821,59,2,4170,4,82,049,9066,4,40,,1,5,61,121,2,1,08,2,92,08,04,07,06,050,9,2,2,1,04,08,4,1249,4,41,163,10,7,,3,650,134,,2,1,1,1,6,
59WN01822,59,2,4171,4,14,142,9454,4,40,30,1,4,61,121,3,1,09,1,47,10,04,11,12,034,11,2,2,1,08,15,4,9517,4,41,127,14,1,,3,319,84,,3,1,1,1,1,2
59WN01823,59,1,4172,4,15,152,0518,4,41,24,1,3,61,121,2,2,09,1,91,08,04,08,08,045,10,3,3,1,02,11,3,1456,4,41,170,15,1,,3,681,86,,1,1,1,1,1,6
59WN01824,59,2,4173,4,01,012,5835,4,40,35,1,8,61,121,2,1,09,1,68,13,04,09,11,044,11,3,3,1,02,25,5,1492,4,41,135,01,1,,3,491,86,,1,1,1,1,1,2
59WN01825,59,2,4174,4,70,712,7665,4,40,,5,6,61,121,1,1,09,2,71,09,04,10,10,043,13,2,2,1,04,,4,1743,4,41,156,73,2,,3,496,110,,2,1,5,2,2,
59WN01826,59,2,4175,4,70,712,7665,4,40,,5,6,61,121,1,1,10,1,80,09,04,08,08,045,12,2,2,1,06,,4,1743,4,41,160,73,2,,3,575,104,,3,1,5,2,2,
59WN01827,59,2,4176,4,01,012,7297,4,40,30,5,6,61,121,2,1,10,1,85,09,04,08,09,038,11,2,2,1,03,19,4,1492,4,41,172,01,1,,3,613,108,,1,1,5,2,1,
59WN01828,59,2,4177,4,01,012,7297,4,40,30,5,6,61,121,2,1,10,2,85,11,05,09,08,044,8,3,3,1,01,19,4,1492,4,41,160,01,1,,3,610,112,,1,1,5,2,1,
59WN01829,59,1,4178,4,08,081,7921,4,40,19,5,6,61,121,3,1,11,1,67,11,04,10,10,041,11,2,2,1,02,13,4,2193,4,41,143,08,1,,3,469,102,,1,1,5,2,1,3
59WN01830,59,2,4179,4,08,081,7921,4,40,19,5,6,61,121,2,1,10,1,80,13,04,08,06,048,10,3,3,1,02,13,4,2193,4,41,142,08,1,,3,585,92,,1,1,5,2,1,
59WN01831,59,2,4180,4,11,112,5149,4,40,18,5,9,61,121,2,1,08,1,60,09,04,09,09,047,11,4,5,2,04,04,5,8734,4,41,153,11,1,,3,420,92,,2,1,5,2,1,
59WN01832,59,2,4181,4,11,112,5149,4,40,18,5,9,61,121,2,1,10,1,67,09,04,09,09,046,11,3,3,1,02,04,5,8734,4,41,156,11,1,,3,469,102,,1,1,5,2,1,
59WN01833,59,2,4182,4,15,151,9027,4,40,16,5,5,61,121,1,1,07,1,76,09,04,08,09,052,7,6,7,2,02,18,4,1685,4,41,166,15,1,,3,540,106,,1,1,5,2,1,2
59WN01834,59,1,4183,4,15,151,9027,4,40,16,5,5,61,121,1,2,10,1,73,10,04,09,10,047,11,2,3,2,04,18,4,1685,4,41,159,15,1,,3,511,112,,2,1,5,2,1,
59WN01835,59,2,4184,4,82,089,9828,4,40,,5,4,61,121,2,1,09,1,88,11,06,08,07,045,11,4,4,1,02,15,4,2193,4,41,144,11,7,,3,631,116,,1,1,5,2,6,2
59WN01836,59,1,4185,4,82,089,9828,4,40,,5,4,61,121,1,1,09,1,79,11,07,09,09,037,13,2,2,1,08,15,4,2193,4,41,132,11,7,,3,569,102,,3,1,5,2,6,3
59WN01837,59,2,4186,4,10,102,9460,4,40,13,1,4,61,121,1,1,11,1,103,08,04,07,05,045,14,2,2,1,06,04,4,1744,4,41,174,10,1,,3,752,120,,3,1,1,1,1,
59WN01838,59,1,4187,4,16,162,7434,4,40,20,5,6,61,121,2,4,09,5,48,12,04,11,13,042,11,2,3,2,02,12,4,0663,4,41,128,16,1,,3,322,90,,1,1,5,2,1,3
59WN01839,59,1,4188,4,16,162,7434,4,40,20,5,6,61,121,1,1,10,1,63,10,04,10,12,038,12,3,5,3,06,12,4,0663,4,41,150,16,1,,3,463,70,,3,1,5,2,1,
59WN01840,59,1,4190,4,04,042,0932,4,41,31,1,3,61,121,1,2,10,1,69,09,04,08,10,044,11,2,2,1,07,23,3,1786,4,41,152,04,1,,3,504,80,,3,1,1,1,1,3
59WN01841,59,2,4191,4,82,049,0024,4,41,,1,4,61,121,2,1,08,1,93,09,04,07,05,047,11,3,3,1,01,13,4,1249,4,41,151,15,7,,3,668,122,,1,1,1,1,6,
59WN01842,59,2,4193,4,71,732,7717,4,40,,1,6,61,121,1,1,10,1,81,08,04,09,07,048,11,4,5,2,05,,4,1162,4,41,154,73,2,,3,569,122,,2,1,1,1,2,
59WN01843,59,1,4194,4,07,071,1083,4,41,25,1,3,61,121,1,2,09,1,64,09,04,09,09,045,9,2,2,1,07,25,3,1775,4,41,142,07,1,,3,458,86,,3,1,1,1,1,3
59WN01844,59,1,4195,4,08,082,1679,4,41,34,1,2,61,121,2,1,09,2,66,12,04,10,11,050,9,4,5,2,03,31,2,2021,4,41,145,08,1,,3,463,100,,1,2,1,1,1,
59WN01845,59,2,4197,4,82,088,0806,4,41,,1,3,61,121,2,1,09,1,89,11,04,07,06,049,11,2,2,1,03,21,3,2021,4,41,140,15,7,,3,651,102,,1,1,1,1,6,2
59WN01846,59,2,4199,4,14,142,7597,4,40,21,3,6,60,120,3,1,09,3,77,10,04,08,07,052,10,3,4,2,04,09,4,9517,4,41,156,14,1,,3,573,82,,2,1,3,3,1,
59WN01847,59,1,4200,4,70,722,9434,4,40,,3,4,60,120,2,1,10,2,116,09,04,09,09,046,11,3,3,1,07,,4,9993,4,41,190,70,2,,3,858,130,,3,1,3,3,2,
59WN01848,59,2,4201,4,71,722,9434,4,40,,4,4,60,120,3,1,10,3,71,09,04,08,10,037,16,3,3,1,02,,4,9993,4,41,141,70,2,,3,512,96,,1,1,3,3,2,
59WN01849,59,1,4202,4,71,722,8869,4,40,,3,5,60,120,2,2,13,1,99,11,08,09,07,047,11,4,4,1,04,,4,9993,4,41,144,73,2,,3,730,114,,2,1,3,3,2,
59WN01850,59,2,4204,4,04,042,7334,4,40,24,5,6,60,120,1,1,09,1,66,08,04,09,09,045,10,2,3,2,03,24,4,1786,4,41,161,04,1,,3,465,102,,1,1,5,2,1,
59WN01851,59,1,4205,4,04,042,7334,4,40,24,5,6,60,120,1,1,09,2,63,10,03,09,11,041,11,2,2,1,05,24,4,1786,4,41,155,04,1,,3,450,90,,2,1,5,2,1,3
59WN01852,59,2,4206,4,10,101,0799,4,41,10,5,3,60,120,1,1,09,1,68,09,04,08,08,040,10,4,5,2,05,05,3,8954,4,41,150,10,1,,3,495,86,,2,1,5,2,1,
59WN01853,59,1,4207,4,10,101,0799,4,41,10,5,3,60,120,1,2,08,1,89,06,03,08,07,042,12,3,3,1,06,05,3,8954,4,41,186,10,1,,3,653,106,,3,1,5,2,1,
59WN01854,59,1,4208,4,70,712,2151,4,41,,5,2,60,120,4,2,09,1,63,09,04,11,10,045,10,3,3,1,04,,2,1743,4,41,154,70,2,,3,443,98,,2,2,5,2,2,3
