UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE2,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN
06WN01033,2006116529,06,R6529,11,3,18,07,33,8,2,1,8.0,8,5,1,92,213,121,14,12.5,61,72,0.492,72,1,1,,,0,M,.,X,,R4344,11,S9634,10,10,V,93,355,3,2,97,1.75,96.6,V,83,0,,,Vacc,
06WN01034,2006116531,06,R6531,11,2,18,07,36,8,2,1,2.0,2,2,1,92,213,121,1,9.6,67,89,0.656,88,1,1,3,,0,M,.,e12,H3,R3176,11,R4789,11,18,1,,0,3,2,110,1.75,92.3,1,103,0,,,,
06WN01035,2006116533,06,R6533,11,3,18,07,36,8,2,2,2.0,2,2,1,92,213,121,11,7.6,45,66,0.483,66,1,1,,,0,M,.,,HAIRY,R3176,11,R4397,11,18,3,93,270,5,5,94,1.58,102.7,3,85,0,,,,
06WN01036,2006116534,06,R6534,11,3,18,07,36,8,2,2,2.0,2,2,1,92,213,121,9,8.3,52,67,0.485,67,1,1,,,0,M,PPL,,,R3176,11,R4397,11,18,Z,93,187,5,5,95,1.58,102.7,Z,0,0,,,,
06WN01037,2006116535,06,R6535,11,2,18,07,36,8,2,1,8.0,8,5,1,92,213,121,16,12.3,49,57,0.369,57,1,1,,,0,M, 17, 17,OK,R3176,11,S9181,10,12,2,92,264,3,2,82,1.5,89.3,2,74,72,,,,
06WN01038,2006116537,06,R6537,11,1,18,07,31,9,3,2,4.0,4,4,1,93,213,120,5,11.8,74,87,0.627,87,1,1,,,0,M,.,,,R4146,11,R3671,11,18,1,,0,8,5,113,2.07,133.1,1,101,0,,,,CTL
06WN01039,2006116538,06,R6538,11,1,18,07,31,9,3,2,4.0,4,4,1,93,213,120,2,11.9,67,85,0.609,85,1,1,,,0,M,.,,,R4146,11,R3671,11,18,1,,0,8,5,112,2.07,133.1,1,96,0,,,,EXP
06WN01040,2006116539,06,R6539,11,2,18,07,31,9,3,1,4.0,4,4,2,93,215,122,2,9.3,65,77,0.555,76,1,1,,,0,M,.,e12,SCOURS TX.,R4146,11,R3671,11,18,1,,0,7,2,114,2.07,133.1,1,97,0,,,,
06WN01041,2006116540,06,R6540,11,2,18,07,34,8,2,2,2.0,2,2,2,94,215,121,4,10.8,55,72,0.506,71,1,1,,,0,M,.,e11,,R4202,11,R4606,11,18,1,,0,5,5,99,1.58,103.6,1,89,0,,,,
06WN01042,2006116541,06,R6541,11,2,18,07,34,8,2,2,2.0,2,2,2,94,215,121,3,11.8,62,66,0.448,66,1,1,,,0,M,.,e12,,R4202,11,R4606,11,18,1,,0,5,5,95,1.58,103.6,1,80,0,,,,
06WN01043,2006116542,06,R6542,11,1,18,07,33,8,2,2,2.0,2,2,2,94,215,121,12,10.4,57,80,0.575,79,1,1,,,0,M,.,,,R4344,11,R4572,11,18,3,93,255,5,6,98,1.58,105.5,3,90,0,,,,
06WN01044,2006116543,06,R6543,11,1,18,07,33,8,2,2,2.0,2,2,2,94,215,121,2,12.7,49,66,0.44,66,1,1,,,0,M,.,,,R4344,11,R4572,11,18,3,93,255,5,4,88,1.58,105.5,3,76,0,,,,
06WN01045,2006116544,06,R6544,11,1,18,07,36,8,2,2,2.0,2,2,2,95,215,120,8,13.2,63,79,0.548,79,1,1,,,0,M,.,,,R3176,11,R4320,11,18,3,93,255,5,4,97,1.92,104.5,3,99,0,,,,
06WN01046,2006116545,06,R6545,11,2,18,07,36,8,2,2,2.0,2,2,2,95,215,120,2,11.2,53,62,0.423,62,1,1,,,0,M,.,e13,,R3176,11,R4320,11,18,1,,0,5,6,92,1.92,104.5,1,83,0,,,,
06WN01047,2006116546,06,R6546,11,1,18,07,34,8,2,2,2.0,2,2,2,95,215,120,5,12.5,51,67,0.454,67,1,1,,,0,M,.,,,R4202,11,R4409,11,18,3,93,255,5,5,87,1.58,102.7,3,75,0,,,,
06WN01048,2006116547,06,R6547,11,2,18,07,34,8,2,2,2.0,2,2,2,95,215,120,12,11.7,51,66,0.453,66,1,1,,,0,M,.,e13,,R4202,11,R4409,11,18,1,,0,5,5,95,1.58,102.7,1,80,0,,,,
06WN01049,2006116548,06,R6548,11,3,00,07,32,8,2,2,2.0,2,2,2,97,215,118,8,8.6,46,56,0.402,57,1,1,,,0,X,.,,,00000,00,R4336,11,18,3,93,270,5,5,0,1.75,102.5,3,71,0,,,,
06WN01050,2006116549,06,R6549,11,2,18,07,38,5,1,1,2.0,2,2,2,97,215,118,13,14.5,69,86,0.606,87,1,1,,,0,M,.,e14,ENTROPION,R4560,11,R4823,11,18,1,,0,1,1,109,1.58,92.1,1,97,0,,,,
06WN01051,2006116550,06,R6550,11,2,18,07,e21,5,1,1,1.0,1,1,2,98,215,117,2,11.7,61,75,0.541,77,1,2,,,0,M,.,e13,4TEATS,R4171,11,R5880,11,18,1,,0,1,1,106,1.72,108.5,1,90,0,,,,
06WN01052,2006116551,06,R6551,11,3,18,07,e22,8,2,2,1.0,1,1,2,99,215,116,7,11.5,45,60,0.418,62,1,1,,,0,M,.,,,R4348,11,R5750,11,18,3,93,270,5,4,97,1.82,118.5,3,77,0,,,,
06WN01053,2006116552,06,R6552,11,2,18,07,e22,8,2,2,1.0,1,1,2,99,215,116,2,9.6,46,63,0.46,65,1,1,,,0,M,.,e12,,R4348,11,R5750,11,18,1,,0,5,6,100,1.82,118.5,1,79,0,,,,
06WN01054,2006116553,06,R6553,11,1,18,07,e22,5,1,1,1.0,1,1,1,102,213,111,11,12.8,55,62,0.443,66,1,1,,,0,M,.,,NICE LAMB,R4348,11,R6001,11,18,3,93,255,1,1,88,1.72,106.3,3,79,0,,,,
06WN01055,2006116554,06,R6554,11,2,18,07,e21,5,1,1,1.0,1,1,1,103,213,110,15,11.5,41,53,0.377,57,1,1,,,0,M,.,,PNEU.TX.,R4171,11,R5756,11,18,3,93,270,1,1,88,1.72,104.5,3,67,0,,,,
06WN01056,2006116555,06,R6555,11,2,18,07,e22,5,1,1,1.0,1,1,1,104,213,109,3,10.6,49,63,0.481,68,1,1,,,0,M,.,e13,,R4348,11,R5656,11,18,1,,0,1,1,98,1.72,106.7,1,80,0,,,,
06WN01057,2006116558,06,R6558,11,2,18,07,e22,5,1,1,1.0,1,1,1,104,213,109,11,12.5,51,60,0.436,65,1,1,,,0,M,.,,REAR PARESIS,R4348,11,R5541,11,18,6,86,214,1,1,95,1.72,106.1,6,0,0,,,,
06WN01058,2006116559,06,R6559,11,3,18,07,e21,5,1,1,1.0,1,1,1,104,213,109,13,14.2,53,67,0.484,72,1,1,,,0,M,.,X,SCOURS TX.,R4171,11,R5532,11,18,V,93,355,1,1,101,1.72,107.5,V,81,0,,,Vacc,
06WN01059,2006116560,06,R6560,11,2,18,07,e21,5,1,1,1.0,1,1,1,104,213,109,11,10.8,46,63,0.479,68,1,1,,,0,M,.,e14,4TEATS,R4171,11,R5830,11,18,1,,0,1,1,98,1.72,106.7,1,82,0,,,,
06WN01060,2006116561,06,R6561,11,3,18,07,e21,5,1,1,1.0,1,1,1,104,213,109,1,14.4,55,70,0.51,76,1,1,,,0,M,PPL,,1CRYPTORCHID,R4171,11,R5964,11,18,Z,93,187,1,1,105,1.72,108.3,Z,0,0,,,,
06WN01061,2006116562,06,R6562,11,3,18,07,e21,5,1,1,1.0,1,1,1,104,213,109,6,13.4,59,76,0.574,82,1,1,,,0,M,.,,,R4171,11,R6040,11,18,3,93,270,1,1,110,1.72,109.5,3,93,0,,,,
06WN01062,2006116563,06,R6563,11,2,18,07,e22,5,1,1,1.0,1,1,1,105,213,108,13,10.5,58,73,0.579,80,1,1,,,0,M,.,e14,,R4348,11,R5874,11,18,1,,0,1,1,109,1.72,109.1,1,92,0,,,,
06WN01063,2006116564,06,R6564,11,3,18,07,e22,5,1,1,1.0,1,1,1,105,213,108,7,11.8,52,71,0.548,78,1,1,,,0,M,.,X,PNEU.TX.,R4348,11,R5695,11,18,V,93,355,1,1,107,1.72,108.7,V,94,0,,,Vacc,
06WN01064,2006116565,06,R6565,11,2,18,07,e22,5,1,1,1.0,1,1,1,106,213,107,6,11.9,48,63,0.478,69,1,1,,,0,M,.,e15,,R4348,11,R5984,11,18,1,,0,1,1,99,1.72,106.9,1,82,0,,,,
06WN01065,2006116567,06,R6567,11,2,18,07,e22,5,1,1,1.0,1,1,1,107,213,106,12,12.5,65,81,0.646,90,1,1,,,0,M,.,e11,,R4348,11,R5907,11,18,1,,0,1,1,119,1.72,111.1,1,96,0,,,,
06WN01066,2006116568,06,R6568,11,3,18,07,e22,5,1,1,1.0,1,1,1,107,213,106,10,11.0,55,70,0.557,78,1,1,,,0,M,PPL,,PNEU.TX.,R4348,11,R6049,11,18,Z,93,187,1,1,107,1.72,108.7,Z,0,0,,,,
06WN01067,2006116569,06,R6569,11,2,18,07,e21,5,1,1,1.0,1,1,1,107,213,106,10,11.6,54,74,0.589,82,1,1,,,0,M,.,e13,,R4171,11,R5835,11,18,1,,0,1,1,111,1.72,109.5,1,91,0,,,,
06WN01068,2006116571,06,R6571,11,3,18,07,e22,5,1,1,1.0,1,1,1,107,213,106,10,13.0,40,57,0.415,63,1,1,,,0,M,.,,"ENTR,PNEU.TX.",R4348,11,R5711,11,18,3,93,270,1,1,93,1.72,105.7,3,71,0,,,,
06WN01069,2006116572,06,R6572,11,2,18,07,e21,8,2,1,1.0,1,1,1,108,213,105,3,9.6,63,78,0.651,88,1,1,,,0,M,.,e14,,R4171,11,R5730,11,18,1,,0,3,2,117,1.82,110.7,1,100,0,,,,
06WN01070,2006116574,06,R6574,11,3,18,07,e21,8,2,1,1.0,1,1,1,108,213,105,4,8.8,58,73,0.611,82,1,1,,,0,M,PPL,,PNEU.TX.,R4171,11,R5677,11,18,Z,93,187,3,2,110,1.82,109.5,Z,0,0,,,,
06WN01071,2006116576,06,R6576,11,3,18,07,e22,5,1,1,1.0,1,1,1,108,213,105,10,12.5,50,65,0.5,73,1,1,,,0,M,PPL,,,R4348,11,R5878,11,18,Z,93,187,1,1,102,1.72,107.7,Z,0,0,,,,
06WN01072,2006116577,06,R6577,11,2,18,07,e22,8,2,1,1.0,1,1,1,108,213,105,10,8.2,52,72,0.608,81,1,1,,,0,M,.,e12,PNEU.TX.,R4348,11,R5918,11,18,1,,0,3,2,110,1.82,109.3,1,88,0,,,,
06WN01073,2006116579,06,R6579,11,2,18,07,e21,5,1,1,1.0,1,1,1,108,213,105,6,12.9,47,54,0.391,60,1,1,,,0,M,.,,LAME LF OUT X,R4171,11,R5931,11,18,3,93,226,1,1,90,1.72,105.1,3,0,0,,,,
06WN01074,2006116582,06,R6582,11,3,18,07,e22,5,1,1,1.0,1,1,1,109,213,104,7,10.4,51,66,0.535,75,1,1,,,0,M,PPL,,PNEU.TX.,R4348,11,R5674,11,18,Z,93,187,1,1,104,1.72,108.1,Z,0,0,,,,
06WN01075,2006116583,06,R6583,11,2,18,07,e22,8,2,1,1.0,1,1,1,109,213,104,1,9.5,48,61,0.495,69,1,1,,,0,M,.,e13,,R4348,11,R6045,11,18,1,,0,3,2,99,1.82,106.9,1,72,0,,,,
06WN01076,2006116585,06,R6585,11,2,18,07,e22,5,1,1,1.0,1,1,2,110,215,105,1,10.4,55,72,0.587,81,1,1,,,0,M,.,e14,,R4348,11,R5419,11,18,1,,0,1,1,110,1.72,109.3,1,86,0,,,,
06WN01077,2006116586,06,R6586,11,3,18,07,e21,5,1,1,1.0,1,1,2,110,215,105,8,13.0,52,71,0.552,79,1,1,,,0,M,.,X,,R4171,11,R5664,11,18,V,93,355,1,1,107,1.72,108.9,V,82,0,,,Vacc,
06WN01078,2006116587,06,R6587,11,2,18,07,e22,5,1,1,1.0,1,1,2,112,215,103,4,12.5,44,59,0.451,67,1,1,,,0,M,.,e15,ENTROPION,R4348,11,R5848,11,18,1,,0,1,1,97,1.72,106.5,1,79,0,,,,
06WN01079,2006116589,06,R6589,11,2,18,07,e21,5,1,1,1.0,1,1,2,114,215,101,2,10.4,40,58,0.471,67,1,1,,,0,M,.,e13,,R4171,11,R5920,11,18,1,,0,1,1,97,1.72,106.5,1,76,0,,,,
06WN01080,2006116590,06,R6590,11,2,18,07,e21,5,1,1,1.0,1,1,2,114,215,101,2,12.0,57,70,0.574,81,1,1,,,0,M,.,e14,,R4171,11,R5897,11,18,1,,0,1,1,110,1.72,109.3,1,90,0,,,,
06WN01081,2006116591,06,R6591,11,2,18,07,e22,8,2,1,1.0,1,1,2,115,215,100,10,7.2,44,64,0.568,75,1,1,,,0,M,.,e11,4TEATS,R4348,11,R6020,11,18,1,,0,3,2,105,1.82,108.1,1,80,0,,,,
06WN01082,2006116593,06,R6593,11,3,18,07,e21,5,1,1,1.0,1,1,2,116,215,99,4,13.3,46,68,0.553,80,1,1,,,0,M,.,,,R4171,11,R5955,11,18,V,,0,1,1,108,1.72,109.1,V,84,0,,,Vacc,
06WN01083,2006116594,06,R6594,11,2,18,07,N.7,5,1,1,1.0,1,1,2,116,215,99,6,10.0,48,67,0.576,79,1,1,,,2,X,.,e15,,R4722,11,R5314,11,00,1,,0,1,1,109,1.71,111.3,1,83,0,,,,
06WN01084,2006116595,06,R6595,11,2,18,07,N.4,5,1,1,1.0,1,1,2,117,215,98,1,8.6,45,65,0.576,78,1,1,,,0,M,.,,PNEU.TX.,R4766,11,R5549,11,18,1,19,274,1,1,107,1.72,108.7,1,87,0,,,,
06WN01085,2006116596,06,R6596,11,2,18,07,e21,8,2,2,1.0,1,1,2,118,215,97,4,9.7,30,41,0.323,48,1,1,,,0,M,.,,4TEATS,R4171,11,R5660,11,18,3,93,270,5,5,84,1.82,115.5,3,52,0,,,,
06WN01086,2006116597,06,R6597,11,2,18,07,e21,8,2,2,1.0,1,1,2,118,215,97,4,11.3,37,54,0.44,64,1,1,,,0,M, 17, 17,4TEATS OK,R4171,11,R5660,11,18,2,92,264,5,5,98,1.82,115.5,2,70,73,,,,
06WN01087,2006116598,06,R6598,11,3,18,07,e22,5,1,1,1.0,1,1,2,119,215,96,8,12.9,42,57,0.459,68,1,1,,,0,M,.,,,R4348,11,R6056,11,18,3,93,270,1,1,98,1.72,106.7,3,69,0,,,,
06WN01088,2006116600,06,R6600,11,2,18,07,e21,5,1,1,1.0,1,1,2,120,215,95,10,11.2,39,52,0.429,63,1,1,,,0,M,.,,,R4171,11,R5903,11,18,3,93,270,1,1,93,1.72,105.7,3,59,0,,,,
06WN01089,2006116601,06,R6601,11,3,18,07,e22,5,1,1,1.0,1,1,2,121,215,94,4,14.7,41,61,0.493,74,1,1,,,0,M,.,X,4TEATS,R4348,11,R5533,11,18,V,93,355,1,1,103,1.72,107.9,V,79,0,,,Vacc,
06WN01090,2006116602,06,R6602,11,2,18,07,e22,5,1,1,1.0,1,1,2,121,215,94,1,10.4,45,63,0.56,78,1,1,,,0,M,.,e12,4TEATS,R4348,11,R5420,11,18,1,,0,1,1,107,1.72,108.7,1,82,0,,,,
06WN01091,2006116603,06,R6603,11,2,18,07,e21,5,1,1,1.0,1,1,2,122,215,93,8,12.6,39,55,0.456,67,1,1,,,0,M, 17, 17,HAIRY OK,R4171,11,R5590,11,18,2,92,264,1,1,97,1.72,106.5,2,74,75,,,,
06WN01092,2006116605,06,R6605,11,3,18,07,N.6,8,2,1,1.0,1,1,2,123,215,92,12,6.5,38,58,0.56,74,1,1,,,2,X,.,,,R4441,11,R5347,11,00,3,93,270,3,2,104,1.81,110.3,3,75,0,,,,
06WN01093,2006116606,06,R6606,11,2,18,07,e21,5,1,1,1.0,1,1,2,123,215,92,6,8.6,36,52,0.472,65,1,1,,,0,M,.,e13,OK,R4171,11,R5919,11,18,1,,0,1,1,95,1.72,106.1,1,67,0,,,,
06WN01094,2006116607,06,R6607,11,2,18,07,N.3,5,1,1,1.0,1,1,2,123,215,92,8,11.1,42,55,0.477,68,1,1,,,0,M,.,e14,,R3176,11,R5496,11,18,1,,0,1,1,98,1.72,106.7,1,76,0,,,,
06WN01095,2006116608,06,R6608,11,2,18,07,e22,5,1,1,1.0,1,1,2,124,215,91,13,12.5,47,64,0.566,80,1,1,,,0,M,.,e13,,R4348,11,R5961,11,18,1,,0,1,1,109,1.72,109.1,1,78,0,,,,
06WN01096,2006116609,06,R6609,11,2,18,07,e22,5,1,1,1.0,1,1,2,124,215,91,12,11.9,37,49,0.408,61,1,1,,,0,M, 17, 17,OK,R4348,11,R5952,11,18,2,92,264,1,1,91,1.72,105.3,2,65,63,,,,
06WN01097,2006116611,06,R6611,11,2,18,07,e22,5,1,1,1.0,1,1,2,125,215,90,7,11.1,43,61,0.554,78,1,1,,,0,M,.,,4TEATS,R4348,11,R6098,11,18,6,10,222,1,1,107,1.72,108.7,6,0,0,,,,
06WN01098,2006116612,06,R6612,11,3,18,07,e21,8,2,1,1.0,1,1,2,126,215,89,9,8.0,41,58,0.562,75,1,1,,,0,M,.,,,R4171,11,R5774,11,18,3,93,270,3,2,104,1.82,108.1,3,74,0,,,,
06WN01099,2006116614,06,R6614,11,3,18,07,e21,5,1,1,1.0,1,1,2,129,215,86,2,10.0,35,56,0.535,74,1,1,,,0,M,.,,,R4171,11,R6094,11,18,3,93,270,1,1,103,1.72,107.9,3,74,0,,,,
06WN01100,2006116615,06,R6615,11,2,18,07,e21,5,1,1,1.0,1,1,2,130,215,85,7,12.0,42,61,0.576,81,1,1,,,0,M,.,e14,,R4171,11,R5390,11,18,1,,0,1,1,110,1.72,109.3,1,79,0,,,,
06WN01101,2006116616,06,R6616,11,3,18,07,e21,5,1,1,1.0,1,1,2,130,215,85,9,10.5,35,56,0.535,75,1,1,,,0,M,.,,,R4171,11,R5992,11,18,3,93,270,1,1,104,1.72,108.1,3,63,0,,,,
06WN01102,2006116617,06,R6617,11,2,18,07,N.3,5,1,1,1.0,1,1,2,130,215,85,12,13.5,49,68,0.641,90,1,1,,,0,M,.,e15,,R3176,11,R5402,11,18,1,,0,1,1,119,1.72,111.1,1,73,0,,,,
06WN01103,2006116618,06,R6618,11,2,18,07,e21,5,1,1,1.0,1,1,2,131,215,84,3,11.0,38,53,0.5,71,1,1,,,0,M, 17, 17,OK,R4171,11,R5670,11,18,2,92,264,1,1,101,1.72,107.3,2,68,75,,,,
06WN01104,2006450766,06,T0766,45,1,48,02,65,8,2,1,2.0,2,2,2,84,215,131,5,11.2,60,79,0.518,73,1,1,,,0,M,.,,,T0121,45,T9883,44,48,3,93,255,3,2,93,1.93,116.1,3,92,0,,,,
06WN01105,2006450768,06,T0768,45,2,48,02,62,8,2,2,4.0,4,4,S,85,215,130,13,7.7,61,74,0.51,69,1,1,,,7,S,SPG,e21,,T9881,44,T9052,44,48,1,,0,5,6,95,1.65,114.8,1,88,0,,,,
06WN01106,2006450769,06,T0769,45,2,48,02,62,8,2,2,4.0,4,4,S,85,215,130,12,9.7,62,77,0.518,72,1,1,,,7,S,SPG,e22,,T9881,44,T9052,44,48,1,,0,5,4,97,1.65,114.8,1,90,0,,,,
06WN01107,2006450770,06,T0770,45,1,48,02,67,5,1,1,2.0,2,2,S,85,213,128,7,11.3,77,90,0.615,85,1,1,,,7,S,SPH,,,T8315,44,T9867,44,48,3,93,255,1,1,92,1.59,90.3,3,96,0,,,,
06WN01108,2006450771,06,T0771,45,3,48,02,e43,5,1,1,1.0,1,1,1,86,213,127,10,15.3,73,85,0.549,81,1,1,,,I,I,WSW,,,T9685,44,T0238,45,ID,V,,0,1,1,101,1.71,111.7,V,105,0,,,Life,
06WN01109,2006450772,06,T0772,45,2,48,02,e43,5,1,1,1.0,1,1,1,86,213,127,5,11.7,59,71,0.467,68,1,1,,,I,L,WSW,e22,,T9685,44,T0435,45,ID,1,,0,1,1,92,1.71,109.1,1,94,0,,,Life,
06WN01110,2006450774,06,T0774,45,2,48,02,67,8,2,1,3.0,3,3,2,86,215,129,4,11.0,78,89,0.605,84,1,1,,,0,M,.,e21,,T8315,44,T9709,44,48,1,,0,3,2,98,1.53,92.8,1,97,0,,,,
06WN01111,2006450775,06,T0775,45,2,ID,02,52,8,2,2,4.0,4,4,2,86,215,129,9,7.7,48,59,0.398,55,1,1,,,I,I, 15, 15,OK,T0152,45,T8970,44,ID,2,92,264,5,5,79,1.53,101.3,2,74,76,,,,
06WN01112,2006450776,06,T0776,45,2,ID,02,52,8,2,2,4.0,4,4,2,86,215,129,2,7.2,40,50,0.332,47,1,1,,,I,I,.,,WEAK LAMB,T0152,45,T8970,44,ID,6,10,216,5,5,73,1.53,101.3,6,0,0,,,,
06WN01113,2006450777,06,T0777,45,1,48,02,66,5,1,1,2.0,2,2,S,86,215,129,10,13.2,82,95,0.634,89,1,1,,,7,S,SPG,,,T9684,44,T9934,44,48,1,,0,1,1,101,1.59,107.7,1,108,0,,,,EXP
06WN01114,2006450778,06,T0778,45,2,ID,02,52,8,2,2,2.0,2,2,2,87,215,128,2,11.2,64,79,0.53,75,1,1,,,I,I,.,e23,,T0152,45,T9825,44,ID,1,,0,5,5,103,1.93,126.1,1,96,0,,,,
06WN01115,2006450779,06,T0779,45,2,ID,02,52,8,2,2,2.0,2,2,2,87,215,128,5,11.3,69,79,0.529,75,1,1,,,I,I,.,e24,,T0152,45,T9825,44,ID,1,,0,5,5,103,1.93,126.1,1,96,0,,,,
06WN01116,2006450780,06,T0780,45,2,ID,02,66,8,2,2,2.0,2,2,2,87,215,128,7,10.3,67,76,0.513,72,1,1,,,I,I,.,e21,,T9684,44,T0181,45,ID,1,,0,5,4,93,1.76,103.7,1,96,0,,,,
06WN01117,2006450781,06,T0781,45,1,ID,02,66,8,2,2,2.0,2,2,2,87,215,128,8,8.4,56,75,0.52,71,1,1,,,I,I,.,,,T9684,44,T0181,45,ID,3,93,255,5,6,87,1.76,103.7,3,91,0,,,,
06WN01118,2006450782,06,T0782,45,3,48,02,66,8,2,2,2.0,2,2,2,87,215,128,3,9.0,52,67,0.453,63,1,1,,,0,M,.,,,T9684,44,T0074,45,48,3,93,270,5,5,84,1.59,103.0,3,82,0,,,,
06WN01119,2006450783,06,T0783,45,3,48,02,66,8,2,2,2.0,2,2,2,87,215,128,3,10.3,65,81,0.552,77,1,1,,,0,M,.,,,T9684,44,T0074,45,48,V,,0,5,5,95,1.59,103.0,V,95,0,,,Vacc,
06WN01120,2006450784,06,T0784,45,3,48,02,62,8,2,2,4.0,4,4,S,87,215,128,11,12.3,66,76,0.498,72,1,3,,,7,S,SPG,,,T9881,44,T9408,44,48,V,,0,5,5,88,1.53,94.5,V,96,0,,,Vacc,
06WN01121,2006450785,06,T0785,45,2,48,02,62,8,2,2,4.0,4,4,S,87,215,128,11,10.8,54,71,0.47,67,1,1,,,7,S,SPG,e23,,T9881,44,T9408,44,48,1,,0,5,5,86,1.53,94.5,1,86,0,,,,
06WN01122,2006450786,06,T0786,45,3,48,02,e41,5,1,1,1.0,1,1,1,88,213,125,7,15.4,63,83,0.541,80,1,1,,,0,M,WSW,,BIG,T0174,45,T0286,45,48,V,,0,1,1,100,1.71,111.5,V,108,0,,,Life,
06WN01123,2006450787,06,T0787,45,2,48,02,67,8,2,2,3.0,3,3,2,88,215,127,4,11.3,65,79,0.533,75,1,1,,,0,M,.,e22,,T8315,44,T9772,44,48,1,,0,5,5,92,1.67,94.5,1,86,0,,,,
06WN01124,2006450788,06,T0788,45,2,48,02,67,8,2,2,3.0,3,3,2,88,215,127,11,12.4,61,75,0.493,72,1,1,,,0,M,.,e21,,T8315,44,T9772,44,48,1,,0,5,5,90,1.67,94.5,1,96,0,,,,
06WN01125,2006450789,06,T0789,45,3,48,02,66,8,2,2,5.0,5,4,2,88,215,127,11,12.6,59,73,0.476,70,1,1,,,0,M,.,,,T9684,44,T8487,44,41,3,93,270,5,5,90,1.78,105.3,3,85,0,,,,
06WN01126,2006450790,06,T0790,45,2,48,02,66,8,2,2,5.0,5,4,2,88,215,127,8,12.7,63,75,0.491,72,3,1,,,0,M,.,,BRN.LEGS,T9684,44,T8487,44,41,Z,93,263,5,5,94,1.78,105.3,Z,91,0,,,,
06WN01127,2006450791,06,T0791,45,2,48,02,65,8,2,2,3.0,3,3,2,88,215,127,5,14.1,74,97,0.653,92,1,1,,,0,M,.,e21,4TEATS,T0121,45,T9667,44,48,1,,0,5,5,114,1.67,118.3,1,108,0,,,,
06WN01128,2006450792,06,T0792,45,2,48,02,65,8,2,2,3.0,3,3,2,88,215,127,7,12.2,67,83,0.557,79,1,1,,,0,M,.,e22,,T0121,45,T9667,44,48,1,,0,5,5,104,1.67,118.3,1,99,0,,,,
06WN01129,2006450793,06,T0793,45,2,48,02,66,5,1,1,2.0,2,2,2,88,215,127,4,12.6,73,88,0.594,84,1,1,,,0,M,.,e22,,T9684,44,T9888,44,48,1,,0,1,1,104,1.76,108.6,1,106,0,,,,
06WN01130,2006450795,06,T0795,45,3,48,02,66,8,2,1,2.0,2,2,S,88,213,125,15,10.0,68,77,0.536,74,1,1,,,7,S,SPH,,,T9684,44,T0205,45,48,V,,0,3,2,93,1.76,103.3,V,98,0,,,Vacc,
06WN01131,2006450798,06,T0798,45,2,48,02,66,8,2,1,2.0,2,2,S,88,213,125,14,8.6,62,78,0.555,75,1,1,,,7,S,SPH,e21,,T9684,44,T0056,45,48,1,,0,3,2,90,1.76,88.0,1,92,0,,,,
06WN01132,2006450799,06,T0799,45,2,48,02,67,8,2,1,2.0,2,2,2,88,215,127,7,11.8,80,92,0.631,88,1,1,,,0,M,.,e22,,T8315,44,T0199,45,48,1,,0,3,2,101,1.76,91.0,1,116,0,,,,
06WN01133,2006450801,06,T0801,45,2,48,02,62,5,1,1,2.0,2,2,S,88,213,125,12,8.8,64,75,0.53,72,1,1,,,7,S,SPH,e24,,T9881,44,T0134,45,48,1,,0,1,1,93,1.59,104.7,1,87,0,,,,
06WN01134,2006450802,06,T0802,45,2,48,02,65,8,2,2,5.0,5,4,2,88,215,127,7,11.9,62,78,0.52,74,1,1,,,0,M,.,e21,,T0121,45,T8455,44,41,1,,0,5,5,95,1.89,105.4,1,91,0,,,,
06WN01135,2006450803,06,T0803,45,2,48,02,65,8,2,2,5.0,5,4,2,88,215,127,7,12.3,64,79,0.525,75,1,1,,,0,M,.,e22,4TEATS,T0121,45,T8455,44,41,1,,0,5,5,96,1.89,105.4,1,100,0,,,,
06WN01136,2006450804,06,T0804,45,2,48,02,65,8,2,2,7.0,7,5,2,89,215,126,8,9.9,50,64,0.429,61,1,1,,,0,M,.,,BUSHY,T0121,45,T7653,44,42,Z,93,263,5,6,86,1.57,106.7,Z,77,0,,,,
06WN01137,2006450805,06,T0805,45,2,48,02,65,8,2,2,7.0,7,5,2,89,215,126,5,12.3,68,82,0.553,79,1,1,,,0,M,.,e21,,T0121,45,T7653,44,42,1,,0,5,4,100,1.57,106.7,1,90,0,,,,
06WN01138,2006450806,06,T0806,45,2,48,02,66,8,2,1,4.0,4,4,S,89,215,126,2,9.8,84,95,0.676,91,1,1,,,7,S,SPG,e22,ENTROPION,T9684,44,T9314,44,41,1,,0,3,2,111,1.65,113.2,1,103,0,,,,
06WN01139,2006450809,06,T0809,45,2,48,02,63,8,2,1,4.0,4,4,S,89,215,126,2,11.8,82,97,0.676,93,1,1,,,7,S,SPG,e25,ENTROPION,T9593,44,T9324,44,41,1,,0,3,2,103,1.65,85.7,1,112,0,,,,
