UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,MELA,VACC,SAMP,L,LOT,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
89WN01450, 89440323,89,44,T0323,2,42,02,942,2,2,5,5,6.0,6,4,1,99,121,2,98,64,448,10,,,,,047,,,1,1,1,0,159,843,92,95,264,5,8806,43,5841,43,,64,504,42,2,76
89WN01451, 89440324,89,44,T0324,1,42,02,942,2,2,5,5,6.0,6,4,1,99,121,18,95,67,475,10,,,,,,,,1,1,1,0,159,843,00,,,5,8806,43,5841,43,,67,503,42,3,74
89WN01452, 89440325,89,44,T0325,2,42,02,832,1,1,1,1,2.0,2,2,3,99,116,16,92,73,550,09,1,A,,,,,,3,1,2,0,150,914,,95,,3,9072,43,9120,43,,75,489,42,1,79
89WN01453, 89440326,89,44,T0326,1,41,02,411,2,2,5,4,5.0,5,4,3,99,116,1,137,78,554,10,,,,,,,,1,1,3,0,167,940,00,,,3,9450,43,6694,43,,80,516,41,3,86
89WN01454, 89440327,89,44,T0327,1,41,02,411,2,2,5,6,5.0,5,4,3,99,116,1,116,87,650,09,,C,,,,,,1,1,2,0,167,940,00,,,3,9450,43,6694,43,,90,633,41,3,90
89WN01455, 89440328,89,44,T0328,2,41,02,411,2,2,5,5,3.0,3,3,3,99,116,19,121,87,646,05,4,B,,,,,,1,1,1,0,162,1159,,,,3,9450,43,7979,43,,90,657,41,1,91
89WN01456, 89440329,89,44,T0329,2,41,02,411,2,2,5,5,3.0,3,3,3,99,116,19,129,84,613,09,1,B,,,,,,1,1,1,0,162,1159,,21,,3,9450,43,7979,43,,86,624,41,1,92
89WN01457, 89440330,89,44,T0330,1,42,02,872,2,2,5,4,4.0,4,4,1,99,121,6,119,80,563,07,,,,,,,,1,1,2,0,133,903,00,95,,5,8853,43,6979,43,,79,566,42,3,85
89WN01458, 89440331,89,44,T0331,2,42,02,872,2,2,5,6,4.0,4,4,1,99,121,14,92,72,519,07,4,A,,,,,,1,1,1,0,133,903,,83,,5,8853,43,6979,43,,71,592,42,1,89
89WN01459, 89440332,89,44,T0332,2,40,02,401,1,1,1,1,2.0,2,2,4,100,119,10,120,100,739,09,2,B,,,,,,1,1,1,0,150,820,,,,4,8666,43,8918,43,,101,652,40,1,108
89WN01460, 89440333,89,44,T0333,1,41,02,413,2,2,5,4,5.0,5,4,1,100,120,23,145,92,646,08,,,,,,,,1,3,1,0,167,962,54,06,339,5,9581,43,6833,43,,92,659,41,3,98
89WN01461, 89440334,89,44,T0334,2,41,02,413,2,2,5,6,5.0,5,4,1,100,120,19,123,79,556,06,1,B,,,,,,1,1,1,0,167,962,,,,5,9581,43,6833,43,,79,632,41,1,96
89WN01462, 89440336,89,44,T0336,1,42,02,872,2,1,3,2,7.0,7,5,1,100,120,20,93,84,623,06,,V,,,,,,1,1,2,0,159,981,,,,,8853,43,5261,43,,84,539,42,1,93
89WN01463, 89440337,89,44,T0337,2,41,02,T3,1,1,1,1,1.0,1,1,1,100,120,17,108,82,593,08,3,B,,,,,,1,1,1,0,157,989,,,,,8888,43,9939,43,,82,662,41,1,96
89WN01464, 89440338,89,44,T0338,2,42,02,842,1,1,1,1,2.0,2,2,4,100,119,6,120,93,681,06,1,B,,,,,,1,1,1,0,134,804,,,,4,9001,43,9173,43,,94,592,42,1,95
89WN01465, 89440340,89,44,T0340,2,42,02,922,1,1,1,1,2.0,2,2,4,100,119,13,96,69,499,08,,,,,048,,,1,1,1,0,134,748,92,,264,4,8897,43,9346,43,,69,414,42,2,73
89WN01466, 89440341,89,44,T0341,1,41,02,414,2,2,5,5,5.0,5,4,1,100,120,16,105,86,629,08,,V,,,,,,1,1,1,0,167,928,93,,,5,9468,43,6454,43,,86,654,41,3,91
89WN01467, 89440342,89,44,T0342,2,41,02,414,2,2,5,5,5.0,5,4,1,100,120,26,101,73,524,09,3,A,,,,,,1,1,1,0,167,928,,,,5,9468,43,6454,43,,73,595,41,1,87
89WN01468, 89440343,89,44,T0343,1,42,02,842,2,2,5,5,5.0,5,4,1,100,120,3,108,84,610,08,,C,,,,,,1,1,1,0,156,895,,,,5,9001,43,6856,43,,84,627,42,1,84
89WN01469, 89440344,89,44,T0344,2,42,02,842,2,2,5,5,5.0,5,4,1,100,120,1,114,71,497,05,4,A,,,,,,1,1,1,0,156,895,,,,5,9001,43,6856,43,,71,552,42,1,81
89WN01470, 89440345,89,44,T0345,2,42,02,802,2,1,3,2,5.0,5,4,1,100,120,17,113,75,531,09,4,B,,,,,,1,1,1,0,134,727,,,,5,8722,43,6683,43,,75,526,42,1,85
89WN01471, 89440346,89,44,T0346,1,41,02,411,2,2,5,4,4.0,4,4,1,100,120,15,119,95,693,07,,C,PS,,,,,1,1,2,0,158,1146,,,,,9450,43,7563,43,,95,701,41,1,101
89WN01472, 89440347,89,44,T0347,2,41,02,411,2,2,5,6,4.0,4,4,1,100,120,17,100,77,558,07,2,B,,,,,,1,1,1,0,158,1146,,21,,,9450,43,7563,43,,77,632,41,1,91
89WN01473, 89440348,89,44,T0348,1,42,02,832,1,1,1,1,7.0,7,5,1,100,120,26,123,82,581,08,,,,,,,,1,1,1,0,141,690,00,95,,5,9072,43,5079,43,,82,477,42,3,92
89WN01474, 89440349,89,44,T0349,1,42,02,812,2,2,5,5,4.0,4,4,1,100,120,2,113,78,556,07,,,,,,,,1,1,1,0,146,855,93,,,5,8763,43,7305,43,,78,573,42,3,91
89WN01475, 89440350,89,44,T0350,2,42,02,812,2,2,5,5,4.0,4,4,1,100,120,22,108,74,527,09,4,C,,,,,,1,1,1,0,146,855,,,,5,8763,43,7305,43,,74,595,42,1,87
89WN01476, 89440351,89,44,T0351,2,42,02,842,2,2,5,6,2.0,2,2,4,100,119,8,64,64,484,07,,,,,049,,,1,1,1,0,184,977,92,,264,4,9001,43,8574,43,,64,502,42,2,70
89WN01477, 89440352,89,44,T0352,2,42,02,842,2,2,5,4,2.0,2,2,4,100,119,13,82,65,477,05,,,,,048,,,1,1,1,0,184,977,92,,264,4,9001,43,8574,43,,65,475,42,2,74
89WN01478, 89440354,89,44,T0354,2,41,02,414,3,1,7,2,4.0,4,4,1,100,120,21,60,77,592,08,3,A,,,,,,1,1,1,0,183,963,,,,,9468,43,7480,43,,77,590,41,1,95
89WN01479, 89440355,89,44,T0355,2,42,02,922,2,2,5,5,4.0,4,4,1,100,120,10,105,96,713,08,3,B,,,,,,1,1,1,0,171,969,,,,5,8897,43,7142,43,,96,774,42,1,83
89WN01480, 89440356,89,44,T0356,2,42,02,922,2,2,5,5,4.0,4,4,1,100,120,7,92,62,440,07,,,,,048,,,1,1,1,0,171,969,92,,264,5,8897,43,7142,43,,62,499,42,2,73
89WN01481, 89440357,89,44,T0357,1,42,02,862,2,1,3,2,2.0,2,2,1,100,120,21,92,75,548,09,,,,,,,,1,1,1,0,167,762,93,,,,8938,43,9272,43,,75,473,42,3,64
89WN01482, 89440359,89,44,T0359,2,42,02,922,2,2,5,5,4.0,4,4,1,100,120,2,102,68,482,11,4,B,,,,,,1,1,1,0,158,983,,95,,5,8897,43,7551,43,,68,538,42,1,80
89WN01483, 89440360,89,44,T0360,2,42,02,922,2,2,5,5,4.0,4,4,1,100,120,17,109,68,476,08,1,A,,,,,,1,1,1,0,158,983,,95,,5,8897,43,7551,43,,68,541,42,1,76
89WN01484, 89440361,89,44,T0361,1,41,02,411,2,2,5,5,4.0,4,4,1,100,120,5,137,83,578,07,,,,,,,,1,1,2,0,171,1145,93,21,,5,9450,43,7427,43,,83,596,41,3,92
89WN01485, 89440362,89,44,T0362,1,41,02,411,2,2,5,5,4.0,4,4,1,100,120,18,130,83,583,08,,V,,,,,,2,1,2,0,171,1145,,,,5,9450,43,7427,43,,83,610,41,1,91
89WN01486, 89440363,89,44,T0363,2,41,02,413,2,2,5,6,7.0,7,5,1,100,120,13,106,83,603,08,2,A,,,,,,1,1,1,0,150,1063,,,,5,9581,43,5189,43,,83,675,41,1,96
89WN01487, 89440364,89,44,T0364,2,41,02,413,2,2,5,4,7.0,7,5,1,100,120,20,130,85,600,08,1,C,,,,,,1,1,1,0,150,1063,,,,5,9581,43,5189,43,,85,653,41,1,102
89WN01488, 89440365,89,44,T0365,1,41,02,411,3,3,9,8,5.0,5,4,1,100,120,13,109,57,384,07,,,,,,,,1,1,1,0,200,1226,93,,,,9450,43,6865,43,,57,412,41,3,63
89WN01489, 89440366,89,44,T0366,1,41,02,411,3,3,9,8,5.0,5,4,1,100,120,12,112,90,657,09,,V,,,,,,1,1,2,0,200,1226,,,,,9450,43,6865,43,,90,684,41,1,91
89WN01490, 89440367,89,44,T0367,2,41,02,411,3,3,9,8,5.0,5,4,1,100,120,16,103,78,564,07,3,B,,,,,,1,1,1,0,200,1226,,21,,,9450,43,6865,43,,78,638,41,1,91
89WN01491, 89440368,89,44,T0368,1,40,02,404,1,1,1,1,4.0,4,4,4,100,119,8,145,115,845,07,,V,,,,,,1,1,1,0,133,911,93,06,282,4,8792,43,6993,43,,116,671,40,3,116
89WN01492, 89440369,89,44,T0369,2,41,02,413,3,2,8,5,4.0,4,4,1,100,120,6,103,61,423,08,,,,,048,,,1,1,1,0,171,1042,92,95,264,,9581,43,7118,43,,61,481,41,2,74
89WN01493, 89440370,89,44,T0370,1,41,02,413,3,2,8,5,4.0,4,4,1,100,120,10,112,90,657,07,,V,,,,,,1,1,1,0,171,1042,,,,,9581,43,7118,43,,90,679,41,1,85
89WN01494, 89440371,89,44,T0371,2,41,02,413,3,1,7,2,4.0,4,4,1,100,120,8,121,93,674,08,2,C,,,,,,1,1,1,0,171,1042,,,,,9581,43,7118,43,,93,663,41,1,103
89WN01495, 89440372,89,44,T0372,2,41,02,411,2,2,5,5,2.0,2,2,4,100,119,8,129,84,597,06,1,A,,,,,,1,1,1,0,167,961,,,,4,9450,43,8663,43,,85,606,41,1,89
89WN01496, 89440373,89,44,T0373,2,41,02,411,2,2,5,5,2.0,2,2,4,100,119,13,111,79,571,06,4,B,,,,,,1,1,1,0,167,961,,,,4,9450,43,8663,43,,80,583,41,1,86
89WN01497, 89440374,89,44,T0374,1,42,02,842,1,1,1,1,4.0,4,4,1,100,120,2,144,103,738,04,,,,,,,,1,1,2,0,121,808,93,16,,5,9001,43,7424,43,,103,619,42,3,110
89WN01498, 89440375,89,44,T0375,2,42,02,832,2,1,3,2,4.0,4,4,1,100,120,11,122,81,573,08,4,B,,,,,,1,1,1,0,171,1023,,,,,9072,43,7374,43,,81,564,42,1,92
89WN01499, 89440377,89,44,T0377,2,41,02,413,1,1,1,1,5.0,5,4,1,101,119,12,131,82,579,09,2,A,,,,,,1,1,1,0,156,1049,,21,,5,9581,43,6325,43,,83,543,41,1,89
89WN01500, 89440378,89,44,T0378,1,42,02,822,1,1,1,1,2.0,2,2,3,101,114,2,110,91,702,09,,,,,,,,1,1,1,0,134,794,93,,,3,8865,43,9092,43,,95,553,42,3,97
89WN01501, 89440379,89,44,T0379,2,41,02,412,1,1,1,1,7.0,7,5,1,101,119,3,119,76,539,07,4,A,,,,,,2,1,1,0,177,1033,,95,,5,9786,43,5089,43,,77,497,41,1,87
89WN01502, 89440380,89,44,T0380,2,41,02,414,2,2,5,5,3.0,3,3,1,101,119,24,108,73,523,06,2,B,,,,,,1,1,1,0,162,1027,,21,,5,9468,43,7687,43,,74,573,41,1,87
89WN01503, 89440381,89,44,T0381,1,41,02,414,2,2,5,5,3.0,3,3,1,101,119,17,120,68,471,11,,,,,,,,2,1,1,0,162,1027,93,,,5,9468,43,7687,43,,68,478,41,3,74
89WN01504, 89440382,89,44,T0382,2,41,02,413,2,1,3,2,3.0,3,3,3,101,113,8,91,68,521,08,,,,,047,,,1,1,1,0,162,784,92,,264,3,9581,43,8322,43,,72,452,41,2,75
89WN01505, 89440384,89,44,T0384,2,42,02,922,1,1,1,1,2.0,2,2,2,101,121,21,85,71,517,14,,,,,,,,1,1,1,0,150,681,93,,258,,8897,43,8866,43,,70,498,42,5,79
89WN01506, 89440387,89,44,T0387,1,41,02,413,2,2,5,4,2.0,2,2,3,101,114,17,145,75,531,08,,,,,,,,1,1,4,0,167,1097,93,,,3,9581,43,8980,43,,78,510,41,3,82
89WN01507, 89440388,89,44,T0388,1,41,02,413,2,2,5,6,2.0,2,2,3,101,114,17,109,74,554,11,,,,,,,,3,1,3,0,167,1097,00,,,3,9581,43,8980,43,,77,554,41,3,77
89WN01508, 89440389,89,44,T0389,1,41,02,T1,1,1,1,1,1.0,1,1,3,101,113,2,120,90,690,09,,V,,,,,,1,1,2,0,157,989,,,,3,8651,43,9978,43,,95,632,41,1,96
89WN01509, 89440391,89,44,T0391,1,41,02,414,2,2,5,7,7.0,7,5,1,101,119,14,94,59,417,10,,,,,,,,1,1,1,0,159,990,93,,,5,9468,43,5216,43,,59,445,41,3,68
89WN01510, 89440392,89,44,T0392,1,41,02,414,2,2,5,3,7.0,7,5,1,101,119,1,129,80,564,08,,C,,,,,,1,1,1,0,159,990,,,,5,9468,43,5216,43,,81,562,41,1,93
89WN01511, 89440395,89,44,T0395,1,42,02,822,3,1,7,2,3.0,3,3,3,101,113,2,100,88,690,06,,C,,,,,,1,1,1,0,191,846,,,,3,8865,43,8324,43,,93,537,42,1,88
89WN01512, 89440397,89,44,T0397,1,41,02,412,2,2,5,5,4.0,4,4,1,101,119,6,149,105,757,07,,V,,,,,,1,1,2,0,146,1059,,,,5,9786,43,7173,43,,106,775,41,1,108
89WN01513, 89440398,89,44,T0398,2,41,02,412,2,2,5,5,4.0,4,4,1,101,119,16,128,75,523,08,3,B,,,,,,1,1,1,0,146,1059,,,,5,9786,43,7173,43,,76,587,41,1,90
89WN01514, 89440399,89,44,T0399,1,40,02,404,1,1,1,1,4.0,4,4,3,101,113,1,156,90,658,08,,,,,,,,1,1,2,0,171,841,93,,,3,8792,43,7066,43,,95,499,40,3,88
89WN01515, 89440400,89,44,T0400,2,41,02,413,1,1,1,1,2.0,2,2,1,101,119,7,140,72,487,08,3,A,,,,,,1,1,1,0,134,769,,,,5,9581,43,9137,43,,72,456,41,1,80
89WN01516, 89440402,89,44,T0402,1,41,02,411,2,1,3,2,5.0,5,4,1,101,119,18,125,114,853,07,,C,,,,,,1,1,2,0,167,1101,,,,5,9450,43,6476,43,,115,767,41,1,118
89WN01517, 89440403,89,44,T0403,1,42,02,822,2,2,5,5,7.0,7,5,1,101,119,4,94,87,652,08,,V,,,,,,1,1,2,0,150,1032,,,,5,8865,43,5073,43,,88,669,42,1,94
89WN01518, 89440404,89,44,T0404,2,42,02,822,2,2,5,5,7.0,7,5,1,101,119,3,87,69,507,08,2,A,,,,,,1,1,1,0,150,1032,,,,5,8865,43,5073,43,,70,562,42,1,84
89WN01519, 89440405,89,44,T0405,1,41,02,412,2,2,5,5,4.0,4,4,1,101,119,13,119,79,564,10,,C,,,,,,1,1,1,0,171,1159,,95,,5,9786,43,7024,43,,80,587,41,1,87
89WN01520, 89440406,89,44,T0406,1,41,02,412,2,2,5,5,4.0,4,4,1,101,119,24,115,82,592,08,,V,,,,,,1,1,1,0,171,1159,,,,5,9786,43,7024,43,,83,622,41,1,85
89WN01521, 89440408,89,44,T0408,2,41,02,412,3,2,8,6,6.0,6,4,1,101,119,5,102,84,620,07,2,B,,,,,,1,1,1,0,189,1198,,95,,5,9786,43,5634,43,,85,686,41,1,96
89WN01522, 89440409,89,44,T0409,1,41,02,412,3,2,8,4,6.0,6,4,1,101,119,4,134,98,711,06,,V,,,,,,1,1,1,0,189,1198,,,,5,9786,43,5634,43,,99,711,41,1,102
89WN01523, 89440410,89,44,T0410,2,42,02,922,2,1,3,2,6.0,6,4,1,101,119,17,99,68,488,10,,,,,046,,,1,1,1,0,159,750,92,95,264,5,8897,43,5692,43,,68,482,42,2,78
89WN01524, 89440412,89,44,T0412,2,40,02,404,1,1,1,1,3.0,3,3,3,101,113,3,149,104,788,06,2,A,,,,,,1,1,1,0,148,942,,,,3,8792,43,7750,43,,110,689,40,1,108
89WN01525, 89440413,89,44,T0413,1,41,02,414,2,2,5,6,6.0,6,4,1,101,119,19,120,72,504,07,,,,,,,,1,1,1,0,159,993,00,,,5,9468,43,6200,43,,73,535,41,3,76
89WN01526, 89440414,89,44,T0414,1,41,02,414,2,2,5,4,6.0,6,4,1,101,119,14,149,84,581,08,,,,,,,,1,1,2,0,159,993,93,14,,5,9468,43,6200,43,,85,587,41,3,92
89WN01527, 89440416,89,44,T0416,2,41,02,411,2,1,3,2,2.0,2,2,1,101,119,24,83,71,527,07,3,A,,,,,,1,1,1,0,184,1016,,,,,9450,43,8829,43,,72,534,41,1,86
89WN01528, 89440418,89,44,T0418,2,42,02,852,1,1,1,1,5.0,5,4,1,101,119,6,118,84,607,08,,,,,,,,1,3,1,0,145,837,93,06,,5,9177,43,6911,43,,85,567,42,3,92
89WN01529, 89440419,89,44,T0419,1,42,02,862,1,1,1,1,2.0,2,2,1,101,119,5,115,62,424,08,,,,,,,,1,1,1,0,134,730,00,,,,8938,43,8611,43,,62,315,42,3,64
89WN01530, 89440422,89,44,T0422,1,41,02,413,2,2,5,5,4.0,4,4,1,101,119,17,118,88,640,08,,C,PS,,,,,1,1,1,0,146,996,,,,5,9581,43,7581,43,,89,665,41,1,95
89WN01531, 89440423,89,44,T0423,2,41,02,413,2,2,5,5,4.0,4,4,1,101,119,10,101,84,621,08,3,B,,,,,,1,1,1,0,146,996,,,,5,9581,43,7581,43,,85,681,41,1,102
89WN01532, 89440425,89,44,T0425,1,40,02,402,1,1,1,1,2.0,2,2,3,101,113,8,134,99,758,05,,,,,,,,1,1,2,0,150,958,93,82,,3,8538,43,8689,43,,104,612,40,3,9
89WN01533, 89440426,89,44,T0426,2,42,02,892,3,2,8,5,4.0,4,4,3,101,114,8,92,73,560,07,3,B,,,,,,1,1,1,0,183,1039,,,,3,8928,43,7514,43,,76,581,42,1,80
89WN01534, 89440428,89,44,T0428,1,42,02,892,3,2,8,5,4.0,4,4,3,101,114,8,80,71,553,08,,,,,,,,1,1,2,0,183,1039,93,,,3,8928,43,7514,43,,74,535,42,3,77
89WN01535, 89440429,89,44,T0429,2,41,02,412,2,1,3,2,6.0,6,4,2,101,121,1,143,91,634,09,3,B,,,,,,1,1,1,0,149,873,,95,,,9786,43,5823,43,,90,621,41,1,99
89WN01536, 89440431,89,44,T0431,1,41,02,413,2,2,5,6,3.0,3,3,1,101,119,14,108,83,607,08,,V,,,,,,1,1,1,0,177,933,,,,5,9581,43,8063,43,,84,616,41,1,93
89WN01537, 89440432,89,44,T0432,1,41,02,413,2,2,5,4,3.0,3,3,1,101,119,2,136,81,566,10,,,,,,,,1,1,1,0,177,933,93,,,5,9581,43,8063,43,,82,546,41,3,91
89WN01538, 89440433,89,44,T0433,2,41,02,413,1,1,1,1,4.0,4,4,1,101,119,6,136,104,760,08,3,B,,,,,,1,1,1,0,146,852,,21,,5,9581,43,7466,43,,105,720,41,1,114
89WN01539, 89440434,89,44,T0434,1,40,02,T3,1,1,1,1,1.0,1,1,3,101,113,5,96,67,508,08,,,,,,,,1,1,1,0,157,945,93,82,,3,8888,43,0113,44,,71,452,40,3,9
89WN01540, 89440437,89,44,T0437,2,42,02,932,2,2,5,6,6.0,6,4,1,102,118,10,121,75,533,06,2,A,,,,,,1,1,1,0,169,1010,,21,,5,9250,43,5745,43,,76,601,42,1,89
89WN01541, 89440438,89,44,T0438,1,42,02,932,2,2,5,4,6.0,6,4,1,102,118,8,144,92,658,08,,V,,,,,,1,1,2,0,169,1010,,,,5,9250,43,5745,43,,93,660,42,1,99
89WN01542, 89440439,89,44,T0439,2,42,02,802,1,1,1,1,3.0,3,3,1,102,118,17,161,92,643,06,,,,,,,,1,1,1,0,148,991,93,03,,5,8722,43,7703,43,,93,591,42,3,103
89WN01543, 89440440,89,44,T0440,1,41,02,413,1,1,1,1,2.0,2,2,1,102,118,6,158,97,688,08,,C,,,,,,1,1,1,0,150,884,,,,5,9581,43,8839,43,,98,578,41,1,100
89WN01544, 89440441,89,44,T0441,2,42,02,942,1,1,1,1,4.0,4,4,1,102,118,17,103,76,557,08,3,A,,,,,,1,1,1,0,133,784,,95,,5,8806,43,7610,43,,77,523,42,1,90
89WN01545, 89440442,89,44,T0442,1,41,02,414,2,2,5,5,5.0,5,4,1,102,118,13,133,73,506,08,,,,,,,,1,1,1,0,167,1042,93,,324,5,9468,43,6864,43,,74,528,41,3,79
89WN01546, 89440443,89,44,T0443,1,41,02,414,2,2,5,5,5.0,5,4,1,102,118,6,121,67,465,11,,,,,,,,1,1,1,0,167,1042,93,,,5,9468,43,6864,43,,68,482,41,3,71
89WN01547, 89440444,89,44,T0444,1,42,02,832,2,2,5,5,3.0,3,3,1,102,118,6,115,87,640,07,,,,,,,,1,1,6,0,162,1078,00,,,5,9072,43,7792,43,,88,639,42,3,87
89WN01548, 89440445,89,44,T0445,2,42,02,832,2,2,5,5,3.0,3,3,1,102,118,12,113,75,540,10,,,,,,,,1,1,3,0,162,1078,93,95,258,5,9072,43,7792,43,,76,582,42,5,89
89WN01549, 89440447,89,44,T0447,1,41,02,411,1,1,1,1,2.0,2,2,1,102,118,14,136,104,766,10,,V,,,,,,1,1,2,0,150,970,,,,5,9450,43,9207,43,,106,661,41,1,113
89WN01550, 89440448,89,44,T0448,2,42,02,862,1,1,1,1,3.0,3,3,1,102,118,2,125,71,496,08,2,C,,,,,,1,1,1,0,134,764,,95,,5,8938,43,7864,43,,72,434,42,1,84
89WN01551, 89440450,89,44,T0450,1,42,02,892,2,1,3,2,5.0,5,4,1,102,118,6,124,88,641,08,,,,,,,,2,1,7,0,122,659,93,,,,8928,43,6380,43,,89,547,42,3,96
89WN01552, 89440455,89,44,T0455,2,41,02,413,3,2,8,5,5.0,5,4,1,102,118,26,98,52,358,11,,,,,050,,,1,1,1,0,189,1047,92,,264,5,9581,43,6518,43,,53,427,41,2,66
89WN01553, 89440456,89,44,T0456,2,41,02,413,3,2,8,5,5.0,5,4,1,102,118,20,93,57,404,08,,,,,049,,,1,1,1,0,189,1047,92,,264,5,9581,43,6518,43,,58,469,41,2,70
89WN01554, 89440457,89,44,T0457,2,42,02,822,2,2,5,5,6.0,6,4,1,102,118,2,123,84,608,05,4,A,,,,,,1,1,1,0,119,779,,,,5,8865,43,6175,43,,85,662,42,1,96
89WN01555, 89440458,89,44,T0458,2,42,02,822,2,2,5,5,6.0,6,4,1,102,118,12,106,74,537,08,3,C,,,,,,1,1,1,0,119,779,,95,,5,8865,43,6175,43,,75,597,42,1,89
89WN01556, 89440459,89,44,T0459,1,41,02,412,2,2,5,7,5.0,5,4,1,102,118,16,110,82,602,07,,C,,,,,,1,1,1,0,145,892,,,,5,9786,43,6801,43,,83,630,41,1,89
89WN01557, 89440460,89,44,T0460,1,41,02,412,2,2,5,3,5.0,5,4,1,102,118,13,149,98,704,08,,C,,,,,,1,1,1,0,145,892,,,,5,9786,43,6801,43,,99,709,41,1,106
89WN01558, 89440461,89,44,T0461,2,48,02,405,2,1,3,2,2.0,2,2,4,102,117,11,98,86,651,07,2,A,,,,,,1,1,1,0,167,965,,,,4,8664,43,9248,43,,88,590,48,1,89
89WN01559, 89440463,89,44,T0463,2,42,02,902,1,1,1,1,2.0,2,2,4,102,117,11,139,92,668,06,4,B,,,,,,1,1,1,0,134,804,,95,,4,9028,43,9322,43,,94,580,42,1,95
89WN01560, 89440464,89,44,T0464,2,42,02,882,1,1,1,1,2.0,2,2,4,102,117,11,125,90,662,09,2,B,,,,,,1,1,1,0,134,799,,95,,4,8765,43,9290,43,,92,574,42,1,94
89WN01561, 89440465,89,44,T0465,2,41,02,412,1,1,1,1,4.0,4,4,1,102,118,25,149,98,704,08,4,B,,,,,,1,1,1,0,133,953,,83,,5,9786,43,7449,43,,99,675,41,1,113
89WN01562, 89440466,89,44,T0466,1,42,02,842,2,2,5,4,6.0,6,4,1,102,118,1,147,76,519,09,,,,,,,,1,1,5,0,149,951,00,,,5,9001,43,6285,43,,77,516,42,3,84
89WN01563, 89440467,89,44,T0467,1,42,02,842,2,2,5,6,6.0,6,4,1,102,118,6,119,83,603,08,,V,,,,,,1,1,2,0,149,951,,,,5,9001,43,6285,43,,84,625,42,1,89
89WN01564, 89440468,89,44,T0468,2,48,02,405,2,2,5,5,2.0,2,2,4,102,117,12,100,83,624,10,4,A,,,,,,1,1,1,0,150,972,,,,4,8664,43,9287,43,,85,634,48,1,88
89WN01565, 89440469,89,44,T0469,2,48,02,405,2,2,5,5,2.0,2,2,4,102,117,8,97,83,626,08,1,B,,,,,,1,1,1,0,150,972,,95,,4,8664,43,9287,43,,85,633,48,1,90
89WN01566, 89440470,89,44,T0470,1,48,02,405,2,2,5,5,6.0,6,4,4,102,117,10,118,91,677,07,,V,,,,,,1,1,1,0,179,1055,93,14,,4,8664,43,5675,43,,93,638,48,3,96
89WN01567, 89440471,89,44,T0471,1,48,02,405,2,2,5,5,6.0,6,4,4,102,117,10,118,88,651,08,,C,,,,,,1,1,1,0,179,1055,,,,4,8664,43,5675,43,,90,612,48,1,97
89WN01568, 89440472,89,44,T0472,1,42,02,882,2,2,5,5,2.0,2,2,1,102,118,26,120,72,508,14,,,,,,,,1,1,2,0,167,986,93,,,5,8765,43,8727,43,,73,546,42,3,79
89WN01569, 89440473,89,44,T0473,2,42,02,882,2,2,5,5,2.0,2,2,1,102,118,2,104,61,429,08,,,,,047,,,1,1,1,0,167,986,92,95,264,5,8765,43,8727,43,,62,491,42,2,75
89WN01570, 89440474,89,44,T0474,1,42,02,902,1,1,1,1,2.0,2,2,1,102,118,17,120,77,551,08,,,,,,,,1,1,2,0,167,940,00,95,,5,9028,43,8745,43,,78,448,42,3,85
89WN01571, 89440475,89,44,T0475,2,41,02,413,1,1,1,1,3.0,3,3,1,103,117,6,160,105,761,08,4,B,,,,,,1,1,1,0,148,871,,,,5,9581,43,7788,43,,107,701,41,1,116
89WN01572, 89440476,89,44,T0476,1,42,02,802,1,1,1,1,7.0,7,5,3,103,112,12,147,76,547,11,,,,,,,,2,1,1,0,123,732,95,95,272,3,8722,43,4911,43,,80,394,42,3,78
89WN01573, 89440477,89,44,T0477,1,41,02,414,2,2,5,6,5.0,5,4,1,103,117,11,104,96,732,06,,C,,,,,,1,1,1,0,167,1209,,,,5,9468,43,6364,43,,98,756,41,1,102
89WN01574, 89440478,89,44,T0478,1,41,02,414,2,2,5,4,5.0,5,4,1,103,117,11,124,98,732,06,,V,PS,,,,,1,1,1,0,167,1209,,,,5,9468,43,6364,43,,100,735,41,1,103
89WN01575, 89440479,89,44,T0479,2,41,02,412,1,1,1,1,4.0,4,4,1,103,117,19,165,89,620,08,3,B,,,,,,1,1,1,0,146,767,,16,,5,9786,43,7025,43,,91,587,41,1,100
89WN01576, 89440480,89,44,T0480,2,40,02,402,1,1,1,1,2.0,2,2,3,103,112,14,132,91,695,06,2,A,,,,,,1,1,1,0,134,813,,,,3,8538,43,8788,43,,97,629,40,1,102
89WN01577, 89440481,89,44,T0481,2,40,02,401,2,2,5,5,4.0,4,4,3,103,112,1,112,82,632,05,4,A,,,,,,1,1,1,0,158,1083,,04,,3,8666,43,7276,43,,87,646,40,1,95
89WN01578, 89440482,89,44,T0482,2,40,02,401,2,2,5,5,4.0,4,4,3,103,112,1,110,54,384,06,,,,,059,,,1,1,1,0,158,1083,92,,264,3,8666,43,7276,43,,57,398,40,2,51
