UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,HGRP
05WN01336,105115759,05,R5759,11,2,18,07,43R,8,2,2,4.0,4,4,1,112,221,109,14,11.8,0,73,0.561,79,1,1,,,0,M,A,N.3,,R4131,11,R2849,11,10,1,,0,5,5,100,1.72,121.4,1,85,0,,0.038,Ndak,1
05WN01337,105115761,05,R5761,11,1,18,07,32R,9,3,2,5.0,5,4,1,112,221,109,11,10.8,0,72,0.561,78,1,1,,,0,M,.,,,R1667,11,R1245,11,10,3,93,252,8,5,94,2.14,124.1,3,83,0,,0.04,,
05WN01338,105115762,05,R5762,11,2,18,07,32R,9,3,2,5.0,5,4,1,112,221,109,7,10.0,0,71,0.56,77,1,1,,,0,M,A,N.4,4TEATS,R1667,11,R1245,11,10,1,,0,8,5,100,2.14,124.1,1,86,0,,0.04,Ndak,1
05WN01339,105115764,05,R5764,11,1,18,07,42R,3,4,2,4.0,4,4,1,112,221,109,7,13.0,0,71,0.532,77,1,1,,,0,M,.,,,R4093,11,R2799,11,12,3,93,252,8,5,94,2.15,126.4,3,80,0,,0.028,,
05WN01340,105115765,05,R5765,11,3,18,07,42R,3,4,2,4.0,4,4,1,112,221,109,9,14.1,0,69,0.504,75,1,1,,,0,M,.,,ENTROPION,R4093,11,R2799,11,12,3,93,273,8,5,0,2.15,126.4,3,84,0,,0.028,,
05WN01341,105115766,05,R5766,11,1,18,07,42R,3,4,1,4.0,4,4,1,112,221,109,14,9.7,0,86,0.7,94,1,1,,,0,M,.,,,R4093,11,R2799,11,12,1,,0,7,2,106,2.15,126.4,1,98,0,,0.028,,
05WN01342,105115767,05,R5767,11,3,18,07,44R,8,2,2,2.0,2,2,1,112,221,109,16,11.7,0,81,0.636,88,1,1,,,0,M,.,,,R4202,11,R4181,11,18,3,93,273,5,5,0,1.82,130.9,3,92,0,,0.031,,
05WN01343,105115768,05,R5768,11,3,18,07,44R,8,2,2,2.0,2,2,1,112,221,109,3,13.5,0,70,0.518,76,1,1,,,0,M,.,,Mkt w/ Sale,R4202,11,R4181,11,18,3,93,273,5,5,0,1.82,130.9,3,86,0,,0.031,,
05WN01344,105115770,05,R5770,11,1,18,07,45R,8,2,1,3.0,3,3,1,112,221,109,9,11.7,0,109,0.893,119,1,1,,,0,M,.,,Top Index,R2746,11,R3358,11,18,1,,0,3,2,127,1.97,139.1,1,116,0,,0.021,,
05WN01345,105115771,05,R5771,11,3,18,07,37R,5,1,1,2.0,2,2,1,112,221,109,8,13.0,0,88,0.688,96,1,1,,,0,M,.,,,R3176,11,R4082,11,18,3,93,273,1,1,0,1.65,111.9,3,104,0,,0.03,,
05WN01346,105115772,05,R5772,11,3,18,07,35R,8,2,2,7.0,7,5,1,112,221,109,6,13.3,0,68,0.502,74,1,1,,,0,M,.,,,R3321,11,S9638,10,10,3,93,273,5,5,0,1.89,113.9,3,80,0,,0.032,,
05WN01347,105115773,05,R5773,11,2,18,07,35R,8,2,2,7.0,7,5,1,112,221,109,7,12.3,0,58,0.419,63,1,1,,,0,M,.,,,R3321,11,S9638,10,10,3,93,273,5,5,86,1.89,113.9,3,71,0,,0.032,,
05WN01348,105115774,05,R5774,11,2,18,07,e.8,5,1,1,1.0,1,1,1,112,221,109,8,10.6,0,74,0.582,80,1,1,,,0,M,.,e21,4TEATS,R3819,11,R5168,11,18,1,,0,1,1,99,1.72,114.8,1,84,0,,0.036,Ramb,
05WN01349,105115775,05,R5775,11,1,18,07,41R,9,3,2,4.0,4,4,1,112,221,109,2,7.6,0,67,0.545,73,1,1,,,0,M,.,,,R4171,11,R2220,11,12,3,93,252,8,6,88,1.97,117.0,3,74,0,,0.033,,
05WN01350,105115776,05,R5776,11,2,18,07,41R,9,3,2,4.0,4,4,1,112,221,109,9,9.3,0,73,0.584,79,1,1,,,0,M,A,N.5,,R4171,11,R2220,11,12,1,,0,8,4,99,1.97,117.0,1,92,0,,0.033,Ndak,1
05WN01351,105115777,05,R5777,11,1,18,07,42R,8,2,2,7.0,7,5,1,112,221,109,16,10.4,0,54,0.4,58,1,1,,,0,M,.,,,R4093,11,S9141,10,13,3,93,252,5,5,84,1.89,136.5,3,60,0,,0.022,,
05WN01352,105115778,05,R5778,11,1,18,07,42R,8,2,2,7.0,7,5,1,112,221,109,12,12.1,0,77,0.595,84,1,1,,,0,M,.,,,R4093,11,S9141,10,13,3,93,252,5,5,102,1.89,136.5,3,87,0,,0.022,,
05WN01353,105115779,05,R5779,11,1,18,07,44R,5,1,1,7.0,7,5,1,112,221,109,15,13.6,0,74,0.554,80,1,1,,,0,M,.,,,R4202,11,S9340,10,12,3,93,252,1,1,86,1.63,94.8,3,78,0,,0.025,,
05WN01354,105115780,05,R5780,11,1,18,07,42R,5,1,1,5.0,5,4,1,112,221,109,2,15.2,0,105,0.824,114,1,1,,,0,M,.,,,R4093,11,00976,00,18,1,,0,1,1,115,1.48,111.5,1,115,0,,0.033,,
05WN01355,105115781,05,R5781,11,3,18,07,31R,8,2,2,7.0,7,5,1,112,221,109,7,11.2,0,79,0.622,86,1,1,,,0,M,.,,HAIRY,R4146,11, 8084,00,18,3,93,273,5,5,0,1.72,99.3,3,94,0,,0.0,,
05WN01356,105115782,05,R5782,11,2,18,07,31R,8,2,2,7.0,7,5,1,112,221,109,15,12.8,0,60,0.433,65,1,1,,,0,M, 23,,,R4146,11, 8084,00,18,2,92,265,5,5,82,1.72,99.3,2,76,79,,0.0,,
05WN01357,105115783,05,R5783,11,1,18,07,31R,8,2,2,3.0,3,3,1,112,221,109,3,9.7,0,71,0.562,77,1,1,,,0,M,.,,"ENTROPION, X",R4146,11,R3879,11,18,3,93,252,5,5,92,1.68,120.7,3,78,0,,0.028,,
05WN01358,105115784,05,R5784,11,2,18,07,31R,8,2,2,3.0,3,3,1,112,221,109,1,9.1,60,77,0.623,84,1,1,,,0,M,A,N.6,ENTROPION,R4146,11,R3879,11,18,1,,0,5,5,104,1.68,120.7,1,93,96,,0.028,Ndak,1
05WN01359,105115785,05,R5785,11,2,18,07,43R,8,2,2,5.0,5,4,1,112,221,109,15,10.1,0,69,0.54,75,1,1,,,0,M, 19,,4TEATS,R4131,11,R1439,11,12,2,92,265,5,5,94,1.7,111.6,2,84,82,,0.034,,
05WN01360,105115786,05,R5786,11,2,18,07,43R,8,2,2,5.0,5,4,1,112,221,109,15,9.8,0,60,0.461,65,1,1,,,0,M, 25,,4TEATS,R4131,11,R1439,11,12,2,92,265,5,5,86,1.7,111.6,2,67,65,,0.034,,
05WN01361,105115789,05,R5789,11,1,18,07,32R,9,3,1,3.0,3,3,1,112,221,109,1,9.8,0,91,0.745,99,1,1,,,0,M,.,,,R1667,11,R3393,11,18,3,93,252,7,2,107,2.11,119.4,3,91,0,,0.032,,
05WN01362,105115790,05,R5790,11,2,18,07,34R,8,2,2,3.0,3,3,1,112,221,109,2,11.5,0,77,0.601,84,1,1,,,0,M,B,N.1,,R2874,11,R3404,11,18,1,,0,5,5,97,1.68,100.6,1,85,0,,0.044,Ndak,2
05WN01363,105115791,05,R5791,11,2,18,07,34R,8,2,2,3.0,3,3,1,112,221,109,9,11.5,0,63,0.472,68,1,1,,,0,M, 24,,msg 9/21/05!,R2874,11,R3404,11,18,2,97,264,5,5,85,1.68,100.6,2,73,77,,0.044,,
05WN01364,105115792,05,R5792,11,3,18,07,33R,6,2,1,3.0,3,3,1,113,221,108,1,13.8,0,90,0.706,98,1,1,,,0,M,.,,,R2570,11,R3076,11,18,3,93,273,3,2,0,1.89,98.5,3,105,0,,0.032,,
05WN01365,105115793,05,R5793,11,2,18,07,32R,8,2,2,3.0,3,3,1,113,221,108,12,10.8,0,76,0.604,83,1,1,,,0,M,.,e22,,R1667,11,R3667,11,18,1,,0,5,5,106,1.83,128.6,1,89,0,,0.041,Ramb,
05WN01366,105115794,05,R5794,11,1,18,07,32R,8,2,2,3.0,3,3,1,113,221,108,12,10.9,0,66,0.51,72,1,1,,,0,M,.,,,R1667,11,R3667,11,18,3,93,252,5,5,91,1.83,128.6,3,82,0,,0.041,,
05WN01367,105115796,05,R5796,11,2,18,07,31R,9,3,2,5.0,5,4,1,113,221,108,8,8.2,0,52,0.406,57,1,1,,,0,M,.,,,R4146,11,R2033,11,13,3,93,273,8,7,85,2.13,126.3,3,55,0,,0.037,,
05WN01368,105115797,05,R5797,11,1,18,07,31R,9,3,2,5.0,5,4,1,113,221,108,9,11.9,0,80,0.631,88,1,1,3,,0,M,.,,H3,R4146,11,R2033,11,13,3,93,252,8,3,102,2.13,126.3,3,87,0,,0.037,,
05WN01369,105115798,05,R5798,11,2,18,07,34R,8,2,2,6.0,6,4,1,113,221,108,6,11.8,0,73,0.567,80,1,1,,,0,M,A,N.7,,R2874,11,R0211,11,13,1,,0,5,5,100,1.72,118.8,1,85,0,,0.025,Ndak,1
05WN01370,105115799,05,R5799,11,3,18,07,34R,8,2,2,6.0,6,4,1,113,221,108,3,11.8,0,64,0.483,70,1,1,,,0,M,.,,ENTROPION,R2874,11,R0211,11,13,3,93,273,5,5,0,1.72,118.8,3,72,0,,0.025,,
05WN01371,105115801,05,R5801,11,2,18,07,46R,9,3,2,5.0,5,4,1,113,221,108,11,10.0,0,67,0.528,73,1,1,,,0,M, 25,,4TEATS,R3401,11,R1152,11,12,2,92,265,8,5,93,1.92,114.9,2,67,79,,0.034,,
05WN01372,105115802,05,R5802,11,1,18,07,46R,9,3,2,5.0,5,4,1,113,221,108,6,10.2,0,77,0.619,84,1,1,,,0,M,.,,,R3401,11,R1152,11,12,3,93,252,8,5,95,1.92,114.9,3,84,0,,0.034,,
05WN01373,105115804,05,R5804,11,3,18,07,33R,9,3,1,5.0,5,4,1,113,221,108,8,9.8,0,83,0.678,91,1,1,,,0,M,.,,ENTROPION,R2570,11,00179,00,18,3,93,273,7,2,0,1.92,98.2,3,88,0,,0.017,,
05WN01374,105115806,05,R5806,11,2,18,07,31R,8,2,2,5.0,5,4,1,113,221,108,3,13.2,0,56,0.396,61,1,1,,,0,M,.,,4TEATS,R4146,11,R1237,11,10,3,93,273,5,5,86,1.92,119.8,3,61,0,,0.028,,
05WN01375,105115807,05,R5807,11,1,18,07,31R,8,2,2,5.0,5,4,1,113,221,108,8,12.2,0,78,0.609,85,1,1,,,0,M,.,,,R4146,11,R1237,11,10,3,93,252,5,5,97,1.92,119.8,3,88,0,,0.028,,
05WN01376,105115808,05,R5808,11,3,18,07,42R,5,1,1,7.0,7,5,1,113,221,108,12,15.1,0,85,0.647,93,1,1,,,0,M,.,,,R4093,11,S9615,10,13,3,93,273,1,1,0,1.53,115.5,3,101,0,,0.027,,
05WN01377,105115809,05,R5809,11,3,18,07,46R,8,2,2,2.0,2,2,1,113,221,108,13,12.1,0,78,0.61,85,1,1,,,0,M,.,,,R3401,11,R4155,11,18,3,93,273,5,5,0,1.82,134.8,3,93,0,,0.032,,
05WN01378,105115810,05,R5810,11,3,18,07,46R,8,2,2,2.0,2,2,1,113,221,108,6,12.3,0,73,0.562,80,1,1,,,0,M,.,,,R3401,11,R4155,11,18,3,93,273,5,5,0,1.82,134.8,3,89,0,,0.032,,
05WN01379,105115811,05,R5811,11,3,00,04,TAY,5,1,1,1.0,1,1,1,113,221,108,13,8.9,0,78,0.64,86,1,1,,,7,X,.,,,K0000,64,R4488,11,18,3,93,273,1,1,0,1.72,116.0,3,94,0,,0.0,,
05WN01380,105115814,05,R5814,11,2,18,07,32R,9,3,1,4.0,4,4,1,113,221,108,11,8.2,0,58,0.461,64,1,1,,,0,M,.,,,R1667,11,R2476,11,10,3,93,273,7,2,81,2.1,98.7,3,75,0,,0.038,,
05WN01381,105115815,05,R5815,11,2,18,07,31R,8,2,2,5.0,5,4,1,113,221,108,12,12.1,0,73,0.564,80,1,1,,,0,M,B,N.3,,R4146,11,R1346,11,13,1,,0,5,5,102,1.91,124.7,1,88,0,,0.052,Ndak,2
05WN01382,105115816,05,R5816,11,1,18,07,31R,8,2,2,5.0,5,4,1,113,221,108,16,12.6,0,85,0.67,93,1,1,,,0,M,.,,,R4146,11,R1346,11,13,3,93,252,5,5,104,1.91,124.7,3,93,0,,0.052,,
05WN01383,105115817,05,R5817,11,2,18,07,44R,8,2,1,3.0,3,3,1,113,221,108,4,9.0,53,73,0.593,80,1,1,,,0,M,A,N.8,ENTROPION,R4202,11,R3286,11,18,1,,0,3,2,89,1.54,85.4,1,86,85,,0.034,Ndak,1
05WN01384,105115819,05,R5819,11,1,18,07,31R,8,2,2,7.0,7,5,1,113,221,108,1,10.5,0,79,0.634,87,1,1,,,0,M,.,,,R4146,11,S9511,10,10,3,93,252,5,5,106,1.81,141.8,3,76,0,,0.031,,
05WN01385,105115820,05,R5820,11,2,18,07,31R,8,2,2,7.0,7,5,1,113,221,108,3,10.6,0,70,0.55,77,1,1,,,0,M,B,N.4,ND,R4146,11,S9511,10,10,1,,0,5,5,106,1.81,141.8,1,78,0,,0.031,Ndak,2
05WN01386,105115821,05,R5821,11,1,18,07,45R,8,2,2,6.0,6,4,1,113,221,108,7,14.3,0,84,0.645,92,1,1,,,0,M,.,,,R2746,11,R0464,11,13,3,93,252,5,5,103,1.82,121.6,3,88,0,,0.025,,
05WN01387,105115822,05,R5822,11,2,18,07,45R,8,2,2,6.0,6,4,1,113,221,108,1,14.6,0,64,0.457,69,1,1,,,0,M, 22,,,R2746,11,R0464,11,13,2,92,265,5,5,93,1.82,121.6,2,78,79,,0.025,,
05WN01388,105115823,05,R5823,11,2,18,07,46R,8,2,2,3.0,3,3,1,113,221,108,5,9.6,0,66,0.522,72,1,1,,,0,M, 24,,,R3401,11,R3231,11,18,2,92,265,5,5,94,1.89,118.3,2,74,75,,0.038,,
05WN01389,105115824,05,R5824,11,3,18,07,46R,8,2,2,3.0,3,3,1,113,221,108,8,10.7,0,68,0.531,74,1,1,,,0,M,.,,,R3401,11,R3231,11,18,3,93,273,5,5,0,1.89,118.3,3,80,0,,0.038,,
05WN01390,105115825,05,R5825,11,1,18,07,44R,5,1,1,3.0,3,3,1,113,221,108,4,14.5,0,90,0.699,98,1,1,,,0,M,.,,Dead 10/14/05,R4202,11,R3120,11,18,1,19,287,1,1,105,1.83,115.1,1,99,0,,0.055,,
05WN01391,105115826,05,R5826,11,2,18,07,32R,8,2,2,6.0,6,4,1,113,221,108,7,11.6,0,75,0.587,82,1,1,,,0,M,B,N.2,,R1667,11,R0141,11,13,1,,0,5,5,96,1.54,102.3,1,92,0,,0.037,Ndak,2
05WN01392,105115827,05,R5827,11,1,18,07,32R,8,2,2,6.0,6,4,1,113,221,108,15,12.5,0,84,0.662,92,1,1,,,0,M,.,,X,R1667,11,R0141,11,13,3,93,252,5,5,96,1.54,102.3,3,90,0,,0.037,,
05WN01393,105115828,05,R5828,11,1,18,07,32R,8,2,2,6.0,6,4,1,113,221,108,16,11.7,0,80,0.632,88,1,1,,,0,M,.,,,R1667,11,90883,09,18,3,93,252,5,5,99,1.94,117.5,3,87,0,,0.031,,
05WN01394,105115829,05,R5829,11,2,18,07,32R,8,2,2,6.0,6,4,1,113,221,108,2,12.5,0,66,0.495,72,1,1,,,0,M, 20,,,R1667,11,90883,09,18,2,92,265,5,5,94,1.94,117.5,2,80,80,,0.031,,
05WN01395,105115830,05,R5830,11,2,18,07,46R,8,2,2,5.0,5,4,1,113,221,108,16,12.4,0,76,0.589,83,1,1,,,0,M,.,e21,4TEATS,R3401,11,R1224,11,13,1,,0,5,5,106,2.02,129.9,1,92,0,,0.034,Ramb,
05WN01396,105115831,05,R5831,11,1,18,07,46R,8,2,2,5.0,5,4,1,113,221,108,11,13.7,0,63,0.456,68,1,1,,,0,M,.,,X,R3401,11,R1224,11,13,3,93,252,5,5,89,2.02,129.9,3,72,0,,0.034,,
05WN01397,105115832,05,R5832,11,3,18,07,33R,8,2,2,3.0,3,3,1,113,221,108,15,12.5,0,77,0.597,84,1,1,,,0,M,.,,,R2570,11,R3383,11,18,3,93,273,5,5,0,1.68,116.6,3,87,0,,0.03,,
05WN01398,105115833,05,R5833,11,3,18,07,33R,8,2,2,3.0,3,3,1,113,221,108,1,11.8,0,61,0.456,66,1,1,,,0,M,.,,HAIRY,R2570,11,R3383,11,18,3,93,273,5,5,0,1.68,116.6,3,74,0,,0.03,,
05WN01399,105115834,05,R5834,11,1,18,07,34R,8,2,2,6.0,6,4,1,113,221,108,1,13.9,0,85,0.658,93,1,1,7,,0,M,.,,H7,R2874,11,91120,09,18,3,93,252,5,5,103,1.54,121.3,3,92,0,,0.014,,
05WN01400,105115835,05,R5835,11,2,18,07,34R,8,2,2,6.0,6,4,1,113,221,108,2,13.2,0,86,0.674,94,1,1,,,0,M,.,e21,,R2874,11,91120,09,18,1,,0,5,5,111,1.54,121.3,1,97,0,,0.014,Ramb,
05WN01401,105115836,05,R5836,11,1,18,07,41R,8,2,2,5.0,5,4,1,113,221,108,4,13.6,0,83,0.643,91,1,1,,,0,M,.,,,R4171,11,R2031,11,12,3,93,252,5,5,104,1.81,127.0,3,91,0,,0.026,,
05WN01402,105115837,05,R5837,11,2,18,07,41R,8,2,2,5.0,5,4,1,113,221,108,4,12.6,0,74,0.569,81,1,1,,,0,M,A,N.1,Pessary Stuck,R4171,11,R2031,11,12,1,18,332,5,5,104,1.81,127.0,1,89,0,,0.026,Ndak,1
05WN01403,105115839,05,R5839,11,2,18,07,35R,8,2,1,3.0,3,3,1,114,221,107,1,10.0,0,55,0.421,60,1,1,,,0,M, 25,,BUM 7/5/05,R3321,11,R3343,11,18,2,92,265,3,2,73,1.54,84.3,2,72,68,!,0.045,,
05WN01404,105115840,05,R5840,11,1,18,07,42R,8,2,2,7.0,7,5,1,114,221,107,11,7.7,0,51,0.405,56,1,1,,,0,M,.,,,R4093,11,S9016,10,12,3,93,252,5,7,75,1.72,113.9,3,53,0,,0.025,,
05WN01405,105115841,05,R5841,11,2,18,07,42R,8,2,2,7.0,7,5,1,114,221,107,15,12.7,0,75,0.582,83,1,1,,,0,M,A,N.3,,R4093,11,S9016,10,12,1,,0,5,3,101,1.72,113.9,1,95,0,,0.025,Ndak,1
05WN01406,105115843,05,R5843,11,2,18,07,42R,9,3,2,6.0,6,4,1,114,221,107,1,10.2,0,73,0.587,81,1,1,,,0,M,A,N.4,,R4093,11,R0347,11,12,1,,0,8,5,100,1.74,115.9,1,89,0,,0.03,Ndak,1
05WN01407,105115844,05,R5844,11,1,18,07,42R,9,3,2,6.0,6,4,1,114,221,107,13,11.1,0,84,0.681,93,1,1,,,0,M,.,,Pee Sniffer!,R4093,11,R0347,11,12,1,,0,8,5,102,1.74,115.9,1,96,0,,0.03,,
05WN01408,105115845,05,R5845,11,1,18,07,45R,8,2,2,4.0,4,4,1,114,221,107,11,14.2,0,90,0.708,99,1,1,,,0,M,.,,,R2746,11,R2851,11,12,1,,0,5,5,111,1.72,131.1,1,97,0,,0.021,,
05WN01409,105115846,05,R5846,11,1,18,07,45R,8,2,2,4.0,4,4,1,114,221,107,8,12.2,0,79,0.624,87,1,1,,,0,M,.,,,R2746,11,R2851,11,12,3,93,252,5,5,102,1.72,131.1,3,84,0,,0.021,,
05WN01410,105115847,05,R5847,11,3,18,07,e.9,5,1,1,1.0,1,1,1,114,221,107,9,14.1,0,96,0.765,106,1,1,,,0,M,.,,,R4147,11,R4362,11,18,3,93,273,1,1,0,1.72,120.0,3,113,0,,0.041,,
05WN01411,105115848,05,R5848,11,2,18,07,33R,5,1,1,6.0,6,4,1,114,221,107,2,15.6,0,84,0.639,92,1,1,,,0,M,.,e22,RUGGED,R2570,11,R0995,11,13,1,,0,1,1,103,1.42,100.9,1,98,0,,0.032,Ramb,
05WN01412,105115849,05,R5849,11,2,18,07,e.7,8,2,2,1.0,1,1,1,114,221,107,4,10.0,0,68,0.542,75,1,1,,,0,M,???,,MSG 9/15/05??,R3179,11,R4822,11,18,2,97,258,5,5,99,1.82,125.8,2,77,0,,0.013,,
05WN01413,105115850,05,R5850,11,2,18,07,e.7,8,2,2,1.0,1,1,1,114,221,107,2,10.0,0,55,0.421,60,1,1,,,0,M,.,,,R3179,11,R4822,11,18,3,93,273,5,5,87,1.82,125.8,3,72,0,,0.013,,
05WN01414,105115851,05,R5851,11,2,18,07,44R,8,2,1,3.0,3,3,1,114,221,107,11,11.2,0,75,0.596,83,1,1,,,0,M,A,N.2,,R4202,11,R3600,11,18,1,,0,3,2,91,1.68,86.3,1,90,0,,0.037,Ndak,1
05WN01415,105115853,05,R5853,11,1,18,07,36R,7,2,1,3.0,3,3,1,114,221,107,10,12.3,0,97,0.792,107,1,1,,,0,M,.,,,R2554,11,R3497,11,18,1,,0,3,2,115,1.83,126.2,1,105,0,,0.03,,
05WN01416,105115854,05,R5854,11,2,18,07,31R,8,2,2,2.0,2,2,1,114,221,107,14,9.9,0,72,0.58,80,1,1,,,0,M,B,N.5,HAIRY,R4146,11,R4119,11,18,1,,0,5,5,103,1.82,128.3,1,93,0,,0.051,Ndak,2
05WN01417,105115855,05,R5855,11,3,18,07,31R,8,2,2,2.0,2,2,1,114,221,107,4,8.6,0,52,0.406,57,1,1,,,0,M,.,,,R4146,11,R4119,11,18,3,93,273,5,5,0,1.82,128.3,3,63,0,,0.051,,
05WN01418,105115856,05,R5856,11,2,18,07,43R,8,2,2,3.0,3,3,1,114,221,107,3,9.9,0,64,0.506,71,1,1,,,0,M, 25,,,R4131,11,R2984,11,18,2,92,265,5,5,93,1.68,118.1,2,64,73,,0.033,,
05WN01419,105115857,05,R5857,11,2,18,07,43R,8,2,2,3.0,3,3,1,114,221,107,7,10.8,0,69,0.544,76,1,1,,,0,M,.,,"F1, X",R4131,11,R2984,11,18,3,93,273,5,5,97,1.68,118.1,3,83,0,,0.033,,
05WN01420,105115858,05,R5858,11,2,18,07,42R,8,2,2,4.0,4,4,1,114,221,107,3,11.0,0,72,0.57,79,1,1,,,0,M, 24,,,R4093,11,R2825,11,11,2,92,265,5,5,100,1.85,121.4,2,74,82,,0.032,,
05WN01421,105115859,05,R5859,11,1,18,07,42R,8,2,2,4.0,4,4,1,114,221,107,13,11.8,0,73,0.572,80,1,1,,,0,M,.,,,R4093,11,R2825,11,11,3,93,252,5,5,94,1.85,121.4,3,78,0,,0.032,,
05WN01422,105115860,05,R5860,11,1,18,07,32R,8,2,2,3.0,3,3,1,114,221,107,16,9.6,0,65,0.518,72,1,1,,,0,M,.,,,R1667,11,R3037,11,18,3,93,252,5,6,88,1.83,118.5,3,72,0,,0.032,,
05WN01423,105115861,05,R5861,11,1,18,07,32R,8,2,2,3.0,3,3,1,114,221,107,16,11.5,0,58,0.435,64,1,1,7,,0,M,.,,H7,R1667,11,R3037,11,18,3,93,252,5,4,82,1.83,118.5,3,67,0,,0.032,,
05WN01424,105115862,05,R5862,11,2,18,07,e.7,5,1,1,1.0,1,1,1,114,221,107,3,11.0,0,77,0.617,85,1,1,,,0,M,.,e22,,R3179,11,R4563,11,18,1,,0,1,1,103,1.72,115.8,1,83,0,,0.041,Ramb,
05WN01425,105115863,05,R5863,11,3,18,07,e.9,8,2,1,1.0,1,1,1,114,221,107,1,8.0,0,73,0.607,81,1,1,,,0,M,.,,,R4147,11,R4462,11,18,3,93,273,3,2,0,1.82,115.0,3,83,0,,0.025,,
05WN01426,105115866,05,R5866,11,3,18,07,37R,9,3,2,3.0,3,3,1,114,221,107,14,10.5,0,62,0.481,68,1,1,,,0,M,.,,,R3176,11,R3041,11,18,3,93,273,8,5,0,2.11,112.1,3,73,0,,0.045,,
05WN01427,105115867,05,R5867,11,2,18,07,37R,9,3,2,3.0,3,3,1,114,221,107,5,11.0,0,60,0.458,66,1,1,,,0,M,.,,,R3176,11,R3041,11,18,3,93,273,8,5,87,2.11,112.1,3,72,0,,0.045,,
05WN01428,105115869,05,R5869,11,3,18,07,41R,9,3,2,5.0,5,4,1,114,221,107,13,9.5,0,62,0.491,68,1,1,,,0,M,.,,,R4171,11,R1728,11,11,3,93,273,8,5,0,2.03,112.1,3,76,0,,0.053,,
05WN01429,105115870,05,R5870,11,3,18,07,41R,9,3,2,5.0,5,4,1,114,221,107,1,11.0,0,66,0.514,73,1,1,,,0,M,.,,,R4171,11,R1728,11,11,3,93,273,8,5,0,2.03,112.1,3,65,0,,0.053,,
05WN01430,105115871,05,R5871,11,2,18,07,41R,8,2,1,4.0,4,4,1,114,221,107,3,11.8,0,64,0.488,70,1,1,,,0,M, 23,,,R4171,11,R2816,11,12,2,92,265,3,2,89,1.85,107.2,2,76,77,,0.032,,
05WN01431,105115873,05,R5873,11,2,18,07,e.7,5,1,1,1.0,1,1,1,114,221,107,4,11.4,0,72,0.566,79,1,1,,,0,M,.,e21,,R3179,11,R4615,11,18,1,,0,1,1,98,1.72,114.6,1,83,0,,0.031,Ramb,
05WN01432,105115874,05,R5874,11,2,18,07,42R,5,1,1,5.0,5,4,1,114,221,107,11,15.1,0,92,0.719,101,1,1,,,0,M,.,e22,NICE LAMB,R4093,11,R1285,11,12,1,,0,1,1,113,1.7,110.3,1,104,0,,0.029,Ramb,
05WN01433,105115875,05,R5875,11,2,18,07,44R,5,1,1,5.0,5,4,1,114,221,107,7,11.9,0,82,0.655,91,1,1,,,0,M,B,N.6,,R4202,11,R1765,11,11,1,,0,1,1,101,1.48,97.6,1,91,0,,0.052,Ndak,2
05WN01434,105115876,05,R5876,11,2,18,07,35R,8,2,2,5.0,5,4,1,114,221,107,7,12.4,0,68,0.52,75,1,1,,,0,M, 23,,WAS LAME ok,R3321,11,R1433,11,12,2,92,265,5,5,94,1.92,113.1,2,75,91,!,0.02,,
05WN01435,105115877,05,R5877,11,1,18,07,35R,8,2,2,5.0,5,4,1,114,221,107,5,12.1,0,78,0.616,86,1,1,3,,0,M,.,,H3,R3321,11,R1433,11,12,3,93,252,5,5,96,1.92,113.1,3,81,0,,0.02,,
05WN01436,105115878,05,R5878,11,2,18,07,e.7,5,1,1,1.0,1,1,1,114,221,107,3,9.6,0,76,0.621,84,1,1,,,0,M,.,e22,,R3179,11,R4946,11,18,1,,0,1,1,102,1.72,115.6,1,81,0,,0.054,Ramb,
05WN01437,105115879,05,R5879,11,2,18,07,37R,8,2,2,5.0,5,4,1,114,221,107,7,13.0,0,82,0.645,90,1,1,,,0,M,.,e22,,R3176,11,R1194,11,12,1,,0,5,5,113,1.92,135.4,1,89,0,,0.031,Ramb,
05WN01438,105115880,05,R5880,11,2,18,07,37R,8,2,2,5.0,5,4,1,114,221,107,8,11.5,0,76,0.603,84,1,1,,,0,M,.,e21,,R3176,11,R1194,11,12,1,,0,5,5,109,1.92,135.4,1,87,0,,0.031,Ramb,
05WN01439,105115883,05,R5883,11,1,18,07,37R,9,3,1,6.0,6,4,1,114,221,107,11,11.2,0,60,0.456,66,1,1,,,0,M,.,,,R3176,11,R0514,11,11,3,93,252,7,2,81,2.24,109.6,3,67,0,,0.033,,
05WN01440,105115884,05,R5884,11,3,18,07,31R,9,3,2,5.0,5,4,1,114,221,107,7,10.7,0,86,0.704,95,1,1,,,0,M,.,,HAIRY,R4146,11,R1259,11,12,3,93,273,8,5,0,1.81,132.6,3,97,0,,0.04,,
05WN01441,105115885,05,R5885,11,1,18,07,31R,9,3,2,5.0,5,4,1,114,221,107,7,10.2,0,75,0.606,83,1,1,,,0,M,.,,,R4146,11,R1259,11,12,3,93,252,8,5,100,1.81,132.6,3,83,0,,0.04,,
