UID,ID9,SEX,BRD,ETAG,GRADE,FLGR1,GRFL,BANDSH,DAYSH,DATE,RMK,INV96,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
96SH02080, 89440741,2,44,T0741,58,5,9.4,2,73,1996-03-13,,Y,02,7.0,171,1996-05-07,1,,96
96SH02081, 92443441,2,44,T3441,60,4,7.6,2,73,1996-03-13,,Y,02,4.0,177,1996-05-15,2,,96
96SH02082, 92442568,2,44,T2568,58,5,9.2,2,73,1996-03-13,,Y,02,4.0,185,1996-05-07,1,,96
96SH02083, 91442069,2,44,T2069,58,5,12.0,2,73,1996-03-13,,Y,02,5.0,183,1996-05-01,2,,96
96SH02084, 91442323,2,44,T2323,58,5,10.4,2,73,1996-03-13,,Y,02,5.0,170,1996-05-07,1,,96
96SH02085, 94444440,2,44,T4440,58,5,11.4,2,73,1996-03-13,,Y,02,2.0,134,1996-05-07,1,,96
96SH02086, 93444097,2,44,T4097,62,3,11.8,2,73,1996-03-13,,Y,02,3.0,201,1996-05-10,2,,96
96SH02087, 90441592,2,44,T1592,60,4,10.4,2,73,1996-03-13,,Y,02,6.0,211,1996-05-10,2,,96
96SH02088, 89440777,2,44,T0777,58,5,9.8,2,73,1996-03-13,,Y,02,7.0,188,1996-05-07,1,,96
96SH02089, 92442595,2,44,T2595,60,4,10.2,2,73,1996-03-13,,Y,02,4.0,159,1996-05-15,2,,96
96SH02090, 88439702,2,43,T9702,60,4,9.2,2,73,1996-03-13,,Y,02,8.0,206,1996-04-29,1,,96
96SH02091, 91441949,2,44,T1949,60,4,9.8,2,73,1996-03-13,,Y,02,5.0,135,1996-06-17,X,,96
96SH02092, 92443458,2,44,T3458,56,6,9.6,2,73,1996-03-13,,Y,02,4.0,173,1996-05-15,2,,96
96SH02093, 91442001,2,44,T2001,62,3,9.2,2,73,1996-03-13,,Y,02,5.0,163,1996-05-10,2,,96
96SH02094, 92443012,2,44,T3012,60,4,9.0,2,73,1996-03-13,,Y,02,4.0,177,1996-05-01,2,,96
96SH02095, 90441116,2,44,T1116,62,3,11.0,2,73,1996-03-13,,Y,02,6.0,165,1996-05-15,2,,96
96SH02096, 92442797,2,44,T2797,62,3,10.4,2,73,1996-03-13,,Y,02,4.0,165,1996-05-20,H,,96
96SH02097, 92443045,2,44,T3045,58,5,11.6,2,73,1996-03-13,,Y,02,4.0,165,1996-05-07,1,,96
96SH02098, 90441709,2,44,T1709,58,5,10.0,2,73,1996-03-13,,Y,02,5.5,190,1996-05-10,2,,96
96SH02099, 94444448,2,44,T4448,58,5,9.2,2,73,1996-03-13,,Y,02,2.0,161,1996-05-10,2,,96
96SH02100, 93444078,2,44,T4078,62,3,12.0,2,73,1996-03-13,,Y,02,3.0,150,1996-05-10,2,,96
96SH02101, 92442957,2,44,T2957,60,4,8.8,2,73,1996-03-13,,Y,02,4.0,166,1996-05-10,2,,96
96SH02102, 94444553,2,44,T4553,60,4,7.8,2,73,1996-03-13,,Y,02,2.0,154,1996-05-07,1,,96
96SH02103, 90441029,2,44,T1029,58,5,10.4,2,73,1996-03-13,,Y,02,6.0,194,1996-05-07,1,,96
96SH02104, 92443028,2,44,T3028,60,4,9.4,2,73,1996-03-13,,Y,02,4.0,192,1996-05-07,1,,96
96SH02105, 90441729,2,44,T1729,62,3,9.8,2,73,1996-03-13,,Y,02,5.5,196,1996-05-07,1,,96
96SH02106, 93443899,2,44,T3899,58,5,10.6,2,73,1996-03-13,,Y,02,3.0,187,1996-05-07,1,,96
96SH02107, 91442258,2,44,T2258,60,4,9.4,2,73,1996-03-13,,Y,02,5.0,168,1996-05-10,2,,96
96SH02108, 93443924,2,44,T3924,60,4,7.8,2,73,1996-03-13,,Y,02,3.0,163,1996-05-07,1,,96
96SH02109, 88439565,2,43,T9565,64,2,9.4,2,73,1996-03-13,,Y,02,8.0,214,1996-05-15,2,,96
96SH02110, 91441978,2,44,T1978,64,2,9.8,2,73,1996-03-13,,Y,02,5.0,177,1996-05-10,2,,96
96SH02111, 93444076,2,44,T4076,60,4,9.8,2,73,1996-03-13,,Y,02,3.0,147,1996-05-10,2,,96
96SH02112, 93444001,2,44,T4001,58,5,12.6,2,73,1996-03-13,,Y,02,3.0,174,1996-05-07,1,,96
96SH02113, 92442558,2,44,T2558,60,4,8.6,2,73,1996-03-13,,Y,02,4.0,138,1996-05-10,2,,96
96SH02114, 93443651,2,44,T3651,60,4,9.0,2,73,1996-03-13,,Y,02,3.0,0,,*,,96
96SH02115, 93443643,2,44,T3643,56,6,12.6,2,73,1996-03-13,,Y,02,3.0,188,1996-05-10,2,,96
96SH02116, 90441024,2,44,T1024,62,3,9.4,2,73,1996-03-13,,Y,02,6.0,184,1996-05-01,2,,96
96SH02117, 92442928,2,44,T2928,58,5,9.8,2,73,1996-03-13,,Y,02,4.0,159,1996-05-01,2,,96
96SH02118, 93443923,2,44,T3923,58,5,9.0,2,73,1996-03-13,,Y,02,3.0,166,1996-05-10,2,,96
96SH02119, 92442932,2,44,T2932,58,5,8.2,2,73,1996-03-13,,Y,02,4.0,129,1996-05-10,2,,96
96SH02120, 92443172,2,44,T3172,58,5,11.0,2,73,1996-03-13,,Y,02,4.0,188,1996-05-15,2,,96
96SH02121, 92442602,2,44,T2602,60,4,10.8,2,73,1996-03-13,,Y,02,4.0,207,1996-05-10,2,,96
96SH02122, 94444386,2,44,T4386,60,4,10.2,2,73,1996-03-13,,Y,02,2.0,151,1996-05-07,1,,96
96SH02123, 93443823,2,44,T3823,62,3,10.8,2,73,1996-03-13,,Y,02,3.0,160,1996-05-20,H,,96
96SH02124, 91441825,2,44,T1825,62,3,10.4,2,73,1996-03-13,,Y,02,5.0,162,1996-05-10,2,,96
96SH02125, 94444387,2,44,T4387,58,5,8.2,2,73,1996-03-13,,Y,02,2.0,128,1996-06-17,X,,96
96SH02126, 90441075,2,44,T1075,58,5,10.8,2,73,1996-03-13,,Y,02,6.0,194,1996-05-10,2,,96
96SH02127, 90441472,2,44,T1472,60,4,12.8,2,73,1996-03-13,,Y,02,6.0,189,1996-05-01,2,,96
96SH02128, 92443559,2,44,T3559,58,5,11.0,2,73,1996-03-13,,Y,02,4.0,175,1996-05-10,2,,96
96SH02129, 93443847,2,44,T3847,60,4,9.2,2,73,1996-03-13,,Y,02,3.0,180,1996-05-15,2,,96
96SH02130, 93443928,2,44,T3928,58,5,8.8,2,73,1996-03-13,,Y,02,3.0,133,1996-05-07,1,,96
96SH02131, 94444275,2,44,T4275,58,5,11.8,2,73,1996-03-13,,Y,02,2.0,135,1996-05-15,2,,96
96SH02132, 92443073,2,44,T3073,58,5,9.6,2,73,1996-03-13,,Y,02,4.0,189,1996-05-01,2,,96
96SH02133, 90441572,2,44,T1572,62,3,8.2,2,73,1996-03-13,,Y,02,6.0,184,1996-05-15,2,,96
96SH02134, 93444093,2,44,T4093,60,4,8.2,2,73,1996-03-13,,Y,02,3.0,154,1996-04-29,1,,96
96SH02135, 93443739,2,44,T3739,58,5,9.8,2,73,1996-03-13,,Y,02,3.0,164,1996-05-10,2,,96
96SH02136, 94444331,2,44,T4331,58,5,9.2,2,73,1996-03-13,,Y,02,2.0,144,1996-04-29,1,,96
96SH02137, 89440334,2,44,T0334,58,5,9.0,2,73,1996-03-13,,Y,02,7.0,187,1996-05-15,2,,96
96SH02138, 91441965,2,44,T1965,60,4,12.6,2,73,1996-03-13,,Y,02,5.0,195,1996-05-10,2,,96
96SH02139, 93443983,2,44,T3983,60,4,9.4,2,73,1996-03-13,,Y,02,3.0,193,1996-04-29,1,,96
96SH02140, 91441915,2,44,T1915,56,6,12.2,2,73,1996-03-13,,Y,02,5.0,172,1996-05-10,2,,96
96SH02141, 93443859,2,44,T3859,60,4,9.8,2,73,1996-03-13,,Y,02,3.0,154,1996-05-07,1,,96
96SH02142, 89440510,2,44,T0510,58,5,10.2,2,73,1996-03-13,,Y,02,7.0,197,1996-05-10,2,,96
96SH02143, 92442945,2,44,T2945,62,3,8.6,2,73,1996-03-13,,Y,02,4.0,175,1996-05-15,2,,96
96SH02144, 93443703,2,44,T3703,60,4,8.4,2,73,1996-03-13,,Y,02,3.0,151,1996-04-29,1,,96
96SH02145, 92442591,2,44,T2591,60,4,11.6,2,73,1996-03-13,,Y,02,4.0,183,1996-05-10,2,,96
96SH02146, 91441772,2,44,T1772,60,4,9.4,2,73,1996-03-13,,Y,02,5.0,169,1996-06-17,X,,96
96SH02147, 92442680,2,44,T2680,60,4,8.0,2,73,1996-03-13,,Y,02,4.0,147,1996-05-01,2,,96
96SH02148, 94444305,2,44,T4305,60,4,9.4,2,73,1996-03-13,,Y,02,2.0,138,1996-05-01,2,,96
96SH02149, 94444617,2,44,T4617,58,5,8.6,2,73,1996-03-13,,Y,02,2.0,142,1996-05-15,2,,96
96SH02150, 93443885,2,44,T3885,58,5,11.2,2,73,1996-03-13,,Y,02,3.0,170,1996-05-10,2,,96
96SH02151, 89440579,2,44,T0579,58,5,10.2,2,73,1996-03-13,,Y,02,7.0,150,1996-05-15,2,,96
96SH02152, 93443833,2,44,T3833,60,4,9.4,2,73,1996-03-13,,Y,02,3.0,197,1996-05-07,1,,96
96SH02153, 92442762,2,44,T2762,58,5,7.4,2,73,1996-03-13,,Y,02,4.0,143,1996-05-10,2,,96
96SH02154, 92442546,2,44,T2546,58,5,9.8,2,73,1996-03-13,,Y,02,4.0,191,1996-04-29,1,,96
96SH02155, 92442731,2,44,T2731,58,5,11.0,2,73,1996-03-13,,Y,02,4.0,121,1996-05-10,2,,96
96SH02156, 91442391,2,44,T2391,58,5,11.6,2,73,1996-03-13,,Y,02,5.0,200,1996-05-10,2,,96
96SH02157, 90440978,2,44,T0978,60,4,9.4,2,73,1996-03-13,,Y,02,6.0,149,1996-05-01,2,,96
96SH02158, 91442071,2,44,T2071,56,6,9.0,2,73,1996-03-13,,Y,02,5.0,152,1996-05-15,2,,96
96SH02159, 94444572,2,44,T4572,60,4,6.8,2,73,1996-03-13,,Y,02,2.0,155,1996-05-01,2,,96
96SH02160, 92442757,2,44,T2757,58,5,12.2,2,73,1996-03-13,,Y,02,4.0,182,1996-05-15,2,,96
96SH02161, 90441647,2,44,T1647,56,6,11.8,2,73,1996-03-13,,Y,02,5.5,142,1996-05-07,1,,96
96SH02162, 89440331,2,44,T0331,60,4,11.8,2,73,1996-03-13,,Y,02,7.0,168,1996-05-07,1,,96
96SH02163, 94444352,2,44,T4352,58,5,9.8,2,73,1996-03-13,,Y,02,2.0,160,1996-05-01,2,,96
96SH02164, 92442641,2,44,T2641,60,4,6.4,2,73,1996-03-13,,Y,02,4.0,151,1996-05-10,2,,96
96SH02165, 92442702,2,44,T2702,60,4,10.2,2,73,1996-03-13,,Y,02,4.0,0,,*,,96
96SH02166, 93443956,2,44,T3956,62,3,8.6,2,73,1996-03-13,,Y,02,3.0,193,1996-05-15,2,,96
96SH02167, 93443858,2,44,T3858,62,3,10.6,2,73,1996-03-13,,Y,02,3.0,161,1996-05-01,2,,96
96SH02168, 91441958,2,44,T1958,62,3,7.2,2,73,1996-03-13,,Y,02,5.0,148,1996-05-01,2,,96
96SH02169, 91442341,2,44,T2341,60,4,9.6,2,73,1996-03-13,,Y,02,5.0,188,1996-05-07,1,,96
96SH02170, 92442574,2,44,T2574,58,5,10.0,2,73,1996-03-13,,Y,02,4.0,162,1996-05-01,2,,96
96SH02171, 90441429,2,44,T1429,62,3,9.6,2,73,1996-03-13,,Y,02,6.0,209,1996-05-01,2,,96
96SH02172, 92443404,2,44,T3404,62,3,8.4,2,73,1996-03-13,,Y,02,4.0,156,1996-05-10,2,,96
96SH02173, 91442078,2,44,T2078,58,5,11.2,2,73,1996-03-13,,Y,02,5.0,185,1996-05-07,1,,96
96SH02174, 90441594,2,44,T1594,62,3,8.4,2,73,1996-03-13,ONLY ONE TAG,Y,02,6.0,197,1996-04-29,1,,96
96SH02175, 91441894,2,44,T1894,62,3,11.6,2,73,1996-03-13,ONLY ONE TAG,Y,02,5.0,219,1996-05-10,2,,96
96SH02176, 92442718,2,44,T2718,60,4,9.8,2,73,1996-03-13,,Y,02,4.0,190,1996-05-07,1,,96
96SH02177, 90441033,2,44,T1033,56,6,11.0,2,73,1996-03-13,,Y,02,6.0,158,1996-04-29,1,,96
96SH02178, 93443893,2,44,T3893,58,5,12.2,2,73,1996-03-13,,Y,02,3.0,153,1996-04-29,1,,96
96SH02179, 91442366,2,44,T2366,60,4,10.0,2,73,1996-03-13,,Y,02,5.0,150,1996-05-10,2,,96
96SH02180, 92443584,2,44,T3584,62,3,8.4,2,73,1996-03-13,,Y,02,4.0,165,1996-05-07,1,,96
96SH02181, 91442517,2,44,T2517,58,5,11.0,2,73,1996-03-13,,Y,02,4.5,155,1996-05-07,1,,96
96SH02182, 92443411,2,44,T3411,60,4,8.4,2,73,1996-03-13,,Y,02,4.0,141,1996-05-07,1,,96
96SH02183, 93443837,2,44,T3837,62,3,7.2,2,73,1996-03-13,,Y,02,3.0,189,1996-05-10,2,,96
96SH02184, 92442573,2,44,T2573,62,3,9.2,2,73,1996-03-13,,Y,02,4.0,162,1996-05-10,2,,96
96SH02185, 93443682,2,44,T3682,56,6,9.6,2,73,1996-03-13,,Y,02,3.0,146,1996-05-07,1,,96
96SH02186, 92443020,2,44,T3020,58,5,9.8,2,73,1996-03-13,,Y,02,4.0,180,1996-05-07,1,,96
96SH02187, 91442367,2,44,T2367,60,4,8.2,2,73,1996-03-13,,Y,02,5.0,151,1996-05-15,2,,96
96SH02188, 92443349,2,44,T3349,60,4,8.4,2,73,1996-03-13,,Y,02,4.0,144,1996-05-15,2,,96
96SH02189, 94444407,2,44,T4407,58,5,9.0,2,73,1996-03-13,,Y,02,2.0,122,1996-06-17,X,,96
96SH02190, 94444294,2,44,T4294,60,4,8.2,2,73,1996-03-13,,Y,02,2.0,144,1996-05-10,2,,96
96SH02191, 92443343,2,44,T3343,60,4,9.4,2,73,1996-03-13,,Y,02,4.0,164,1996-05-10,2,,96
96SH02192, 89440821,2,44,T0821,60,4,9.0,2,73,1996-03-13,,Y,02,7.0,172,1996-05-10,2,,96
96SH02193, 93443934,2,44,T3934,58,5,9.6,2,73,1996-03-13,,Y,02,3.0,172,1996-05-01,2,,96
96SH02194, 92442984,2,44,T2984,58,5,10.6,2,73,1996-03-13,,Y,02,4.0,165,1996-05-07,1,,96
96SH02195, 92443270,2,44,T3270,60,4,8.8,2,73,1996-03-13,,Y,02,4.0,169,1996-05-10,2,,96
96SH02196, 92443301,2,44,T3301,60,4,9.8,2,73,1996-03-13,,Y,02,4.0,200,1996-05-01,2,,96
96SH02197, 90441428,2,44,T1428,62,3,8.6,2,73,1996-03-13,,Y,02,6.0,196,1996-05-01,2,,96
96SH02198, 92443348,2,44,T3348,60,4,10.6,2,73,1996-03-13,,Y,02,4.0,185,1996-05-10,2,,96
96SH02199, 92443620,2,44,T3620,58,5,9.6,2,73,1996-03-13,,Y,02,4.0,168,1996-05-10,2,,96
96SH02200, 92442894,2,44,T2894,60,4,7.6,2,73,1996-03-13,,Y,02,4.0,179,1996-05-07,1,,96
96SH02201, 94444422,2,44,T4422,60,4,8.4,2,73,1996-03-13,,Y,02,2.0,172,1996-05-07,1,,96
96SH02202, 89440319,2,44,T0319,60,4,7.6,2,73,1996-03-13,,Y,02,7.0,177,1996-05-07,1,,96
96SH02203, 94444510,2,44,T4510,60,4,8.2,2,73,1996-03-13,,Y,02,2.0,153,1996-04-29,1,,96
96SH02204, 91441820,2,44,T1820,58,5,13.8,2,73,1996-03-13,,Y,02,5.0,208,1996-05-15,2,,96
96SH02205, 92443158,2,44,T3158,60,4,9.6,2,73,1996-03-13,,Y,02,4.0,184,1996-05-10,2,,96
96SH02206, 90441236,2,44,T1236,62,3,9.2,2,73,1996-03-13,,Y,02,6.0,208,1996-05-07,1,,96
96SH02207, 91442209,2,44,T2209,60,4,9.2,2,73,1996-03-13,,Y,02,5.0,196,1996-05-10,2,,96
96SH02208, 94444292,2,44,T4292,60,4,7.6,2,73,1996-03-13,,Y,02,2.0,163,1996-04-29,1,,96
96SH02209, 90440969,2,44,T0969,60,4,8.6,2,73,1996-03-13,,Y,02,6.0,197,1996-05-01,2,,96
96SH02210, 94444232,2,44,T4232,60,4,7.6,2,73,1996-03-13,,Y,02,2.0,130,1996-05-20,2,,96
96SH02211, 90441332,2,44,T1332,62,3,9.8,2,73,1996-03-13,,Y,02,6.0,168,1996-05-15,2,,96
96SH02212, 92443058,2,44,T3058,62,3,8.2,2,73,1996-03-13,,Y,02,4.0,168,1996-05-15,2,,96
96SH02213, 93443966,2,44,T3966,60,4,9.0,2,73,1996-03-13,,Y,02,3.0,142,1996-04-29,1,,96
96SH02214, 90441238,2,44,T1238,62,3,9.4,2,73,1996-03-13,,Y,02,6.0,151,1996-05-07,1,,96
96SH02215, 91442492,2,44,T2492,58,5,10.0,2,73,1996-03-13,,Y,02,5.0,160,1996-05-10,2,,96
96SH02216, 91441948,2,44,T1948,60,4,9.4,2,73,1996-03-13,ABS. LOC?,Y,02,5.0,140,1996-05-07,1,,96
96SH02217, 94444173,2,44,T4173,60,4,9.2,2,73,1996-03-13,,Y,02,2.0,140,1996-05-01,2,,96
96SH02218, 90441474,2,44,T1474,58,5,10.8,2,73,1996-03-13,,Y,02,6.0,171,1996-05-10,2,,96
96SH02219, 94444273,2,44,T4273,58,5,11.2,2,73,1996-03-13,,Y,02,2.0,182,1996-05-15,2,,96
96SH02220, 91442206,2,44,T2206,60,4,9.0,2,73,1996-03-13,,Y,02,5.0,143,1996-05-15,2,,96
96SH02221, 91442338,2,44,T2338,60,4,10.6,2,73,1996-03-13,,Y,02,5.0,163,1996-05-07,1,,96
96SH02222, 94444257,2,44,T4257,62,3,9.4,2,73,1996-03-13,,Y,02,2.0,170,1996-05-07,1,,96
96SH02223, 94444239,2,44,T4239,58,5,7.8,2,73,1996-03-13,,Y,02,2.0,122,1996-05-07,1,,96
96SH02224, 89440338,2,44,T0338,62,3,9.4,2,73,1996-03-13,,Y,02,7.0,177,1996-04-29,1,,96
96SH02225, 93444125,2,44,T4125,64,2,6.8,2,73,1996-03-13,,Y,02,3.0,173,1996-05-01,2,,96
96SH02226, 93443825,2,44,T3825,60,4,9.8,2,73,1996-03-13,,Y,02,3.0,175,1996-05-10,2,,96
96SH02227, 93443838,2,44,T3838,62,3,11.2,2,73,1996-03-13,,Y,02,3.0,207,1996-05-07,1,,96
96SH02228, 89440727,2,44,T0727,62,3,8.2,2,73,1996-03-13,,Y,02,7.0,226,1996-05-10,2,,96
96SH02229, 89440751,2,44,T0751,60,4,10.6,2,73,1996-03-13,,Y,02,7.0,203,1996-05-10,2,,96
96SH02230, 91442099,2,44,T2099,58,5,9.4,2,73,1996-03-13,,Y,02,5.0,195,1996-05-07,1,,96
96SH02231, 89440842,2,44,T0842,60,4,10.0,2,73,1996-03-13,,Y,02,7.0,178,1996-05-07,1,,96
96SH02232, 93444100,2,44,T4100,62,3,10.2,2,73,1996-03-13,,Y,02,3.0,171,1996-05-01,2,,96
96SH02233, 91441966,2,44,T1966,60,4,7.6,2,73,1996-03-13,,Y,02,5.0,115,1996-06-17,X,,96
96SH02234, 92443050,2,44,T3050,62,3,11.6,2,73,1996-03-13,,Y,02,4.0,169,1996-05-07,1,,96
96SH02235, 94444403,2,44,T4403,58,5,9.8,2,73,1996-03-13,,Y,02,2.0,0,,*,,96
96SH02236, 90441267,2,44,T1267,62,3,10.8,2,73,1996-03-13,,Y,02,6.0,194,1996-05-10,2,,96
96SH02237, 90441004,2,44,T1004,58,5,9.0,2,73,1996-03-13,,Y,02,6.0,155,1996-05-10,2,,96
96SH02238, 93443883,2,44,T3883,62,3,9.4,2,73,1996-03-13,,Y,02,3.0,154,1996-05-07,1,,96
96SH02239, 92443187,2,44,T3187,58,5,11.0,2,73,1996-03-13,,Y,02,4.0,159,1996-05-10,2,,96
96SH02240, 93443752,2,44,T3752,58,5,9.6,2,73,1996-03-13,,Y,02,3.0,147,1996-05-07,1,,96
96SH02241, 94444362,2,44,T4362,58,5,7.8,2,73,1996-03-13,,Y,02,2.0,133,1996-05-07,1,,96
96SH02242, 94444366,2,44,T4366,60,4,8.0,2,73,1996-03-13,,Y,02,2.0,195,1996-05-01,2,,96
96SH02243, 94444415,2,44,T4415,58,5,9.2,2,73,1996-03-13,,Y,02,2.0,158,1996-05-10,2,,96
96SH02244, 92443059,2,44,T3059,60,4,11.0,2,73,1996-03-13,,Y,02,4.0,201,1996-05-10,2,,96
96SH02245, 89440463,2,44,T0463,60,4,9.6,2,73,1996-03-13,,Y,02,7.0,169,1996-05-07,1,,96
96SH02246, 91442369,2,44,T2369,60,4,7.6,2,73,1996-03-13,,Y,02,5.0,176,1996-05-07,1,,96
96SH02247, 93444045,2,44,T4045,60,4,8.6,2,73,1996-03-13,,Y,02,3.0,124,1996-05-15,2,,96
96SH02248, 92442948,2,44,T2948,60,4,7.8,2,73,1996-03-13,,Y,02,4.0,190,1996-04-29,1,,96
96SH02249, 92443168,2,44,T3168,60,4,9.8,2,73,1996-03-13,,Y,02,4.0,194,1996-04-29,1,,96
96SH02250, 91441917,2,44,T1917,60,4,11.0,2,73,1996-03-13,,Y,02,5.0,161,1996-05-10,2,,96
96SH02251, 93443976,2,44,T3976,56,6,10.6,2,73,1996-03-13,,Y,02,3.0,160,1996-05-01,2,,96
96SH02252, 93444113,2,44,T4113,62,3,9.6,2,73,1996-03-13,,Y,02,3.0,153,1996-05-10,2,,96
96SH02253, 92443262,2,44,T3262,58,5,8.6,2,73,1996-03-13,,Y,02,4.0,171,1996-05-10,2,,96
96SH02254, 93444023,2,44,T4023,58,5,9.8,2,73,1996-03-13,,Y,02,3.0,141,1996-05-10,2,,96
96SH02255, 93443894,2,44,T3894,58,5,9.0,2,73,1996-03-13,,Y,02,3.0,127,1996-05-10,2,,96
96SH02256, 92442780,2,44,T2780,60,4,11.6,2,73,1996-03-13,,Y,02,4.0,199,1996-05-10,2,,96
96SH02257, 93443663,2,44,T3663,60,4,8.0,2,73,1996-03-13,,Y,02,3.0,176,1996-05-07,1,,96
96SH02258, 93444108,2,44,T4108,62,3,8.8,2,73,1996-03-13,,Y,02,3.0,156,1996-05-10,2,,96
96SH02259, 90441426,2,44,T1426,60,4,9.4,2,73,1996-03-13,,Y,02,6.0,162,1996-05-10,2,,96
96SH02260, 92443425,2,44,T3425,62,3,8.6,2,73,1996-03-13,,Y,02,4.0,148,1996-05-10,2,,96
96SH02261, 92442875,2,44,T2875,64,2,9.4,2,73,1996-03-13,,Y,02,4.0,179,1996-05-15,2,,96
96SH02262, 93444042,2,44,T4042,62,3,7.6,2,73,1996-03-13,,Y,02,3.0,164,1996-05-07,1,,96
96SH02263, 94444236,2,44,T4236,58,5,8.8,2,73,1996-03-13,,Y,02,2.0,184,1996-04-29,1,,96
96SH02264, 91442046,2,44,T2046,60,4,9.8,2,73,1996-03-13,,Y,02,5.0,161,1996-06-17,X,,96
96SH02265, 93443969,2,44,T3969,60,4,8.4,2,73,1996-03-13,,Y,02,3.0,158,1996-05-07,1,,96
96SH02266, 94444503,2,44,T4503,60,4,8.6,2,73,1996-03-13,,Y,02,2.0,152,1996-04-29,1,,96
96SH02267, 93443835,2,44,T3835,60,4,10.6,2,73,1996-03-13,,Y,02,3.0,188,1996-05-10,2,,96
96SH02268, 91441888,2,44,T1888,54,7,14.2,2,73,1996-03-13,,Y,02,5.0,170,1996-05-10,2,,96
96SH02269, 92443354,2,44,T3354,60,4,7.4,2,73,1996-03-13,,Y,02,4.0,158,1996-05-07,1,,96
96SH02270, 91441993,2,44,T1993,62,3,10.0,2,73,1996-03-13,,Y,02,5.0,198,1996-05-15,2,,96
96SH02271, 92442693,2,44,T2693,58,5,8.8,2,73,1996-03-13,,Y,02,4.0,162,1996-04-26,2,,96
96SH02272, 94444354,2,44,T4354,60,4,7.4,2,73,1996-03-13,,Y,02,2.0,158,1996-04-29,1,,96
96SH02273, 94444524,2,44,T4524,60,4,8.6,2,73,1996-03-13,,Y,02,2.0,149,1996-05-07,1,,96
96SH02274, 94444335,2,44,T4335,60,4,7.4,2,73,1996-03-13,,Y,02,2.0,177,1996-05-07,1,,96
96SH02275, 93444064,2,44,T4064,62,3,9.6,2,73,1996-03-13,,Y,02,3.0,181,1996-05-01,2,,96
96SH02276, 93443792,2,44,T3792,58,5,11.2,2,73,1996-03-13,,Y,02,3.0,140,1996-05-07,1,,96
96SH02277, 94444604,2,44,T4604,58,5,10.8,2,73,1996-03-13,,Y,02,2.0,146,1996-05-15,2,,96
96SH02278, 94444464,2,44,T4464,60,4,9.4,2,73,1996-03-13,,Y,02,2.0,137,1996-04-29,1,,96
96SH02279, 91442524,2,44,T2524,58,5,10.8,2,73,1996-03-13,,Y,02,4.5,144,1996-05-07,1,,96
96SH02280, 90441488,2,44,T1488,60,4,9.2,2,73,1996-03-13,,Y,02,6.0,206,1996-04-29,1,,96
96SH02281, 91441989,2,44,T1989,60,4,9.8,2,73,1996-03-13,,Y,02,5.0,204,1996-05-07,1,,96
96SH02282, 93444012,2,44,T4012,56,6,12.0,2,73,1996-03-13,,Y,02,3.0,176,1996-04-29,1,,96
96SH02283, 91441834,2,44,T1834,60,4,10.0,2,73,1996-03-13,,Y,02,5.0,191,1996-05-01,2,,96
96SH02284, 93444013,2,44,T4013,60,4,8.8,2,73,1996-03-13,,Y,02,3.0,219,1996-05-07,1,,96
96SH02285, 94444291,2,44,T4291,58,5,8.0,2,73,1996-03-13,,Y,02,2.0,144,1996-05-01,2,,96
96SH02286, 93443646,2,44,T3646,62,3,7.4,2,73,1996-03-13,,Y,02,3.0,148,1996-06-17,5,,96
96SH02287, 94444650,2,44,T4650,62,3,7.6,2,73,1996-03-13,,Y,02,2.0,113,1996-04-29,1,,96
96SH02288, 93443674,2,44,T3674,60,4,9.0,2,73,1996-03-13,,Y,02,3.0,131,1996-05-10,2,,96
96SH02289, 91441878,2,44,T1878,60,4,11.4,2,73,1996-03-13,,Y,02,5.0,234,1996-04-26,2,,96
96SH02290, 94444528,2,44,T4528,58,5,11.0,2,73,1996-03-13,,Y,02,2.0,173,1996-05-07,1,,96
96SH02291, 93443896,2,44,T3896,62,3,8.2,2,73,1996-03-13,,Y,02,3.0,0,,*,,96
96SH02292, 94444304,2,44,T4304,58,5,7.6,2,73,1996-03-13,,Y,02,2.0,142,1996-05-15,2,,96
96SH02293, 94444542,2,44,T4542,64,2,7.6,2,73,1996-03-13,,Y,02,2.0,119,1996-05-15,2,,96
96SH02294, 92443164,2,44,T3164,62,3,9.6,2,73,1996-03-13,,Y,02,4.0,147,1996-05-10,2,,96
96SH02295, 94444262,2,44,T4262,60,4,7.6,2,73,1996-03-13,,Y,02,2.0,151,1996-05-01,2,,96
96SH02296, 94444259,2,44,T4259,60,4,7.0,2,73,1996-03-13,,Y,02,2.0,157,1996-05-07,1,,96
96SH02297, 93444034,2,44,T4034,60,4,11.6,2,73,1996-03-13,,Y,02,3.0,165,1996-05-01,2,,96
96SH02298, 91442305,2,44,T2305,60,4,10.4,2,73,1996-03-13,,Y,02,5.0,183,1996-05-07,1,,96
96SH02299, 93444044,2,44,T4044,62,3,8.0,2,73,1996-03-13,,Y,02,3.0,160,1996-05-07,1,,96
96SH02300, 93443915,2,44,T3915,62,3,8.2,2,73,1996-03-13,,Y,02,3.0,141,1996-05-01,2,,96
96SH02301, 92443466,2,44,T3466,58,5,9.8,2,73,1996-03-13,,Y,02,4.0,180,1996-05-15,2,,96
96SH02302, 92443071,2,44,T3071,60,4,7.8,2,73,1996-03-13,,Y,02,4.0,197,1996-05-10,2,,96
96SH02303, 93443786,2,44,T3786,62,3,11.4,2,73,1996-03-13,,Y,02,3.0,205,1996-05-10,2,,96
