UID,ID9,ABN,YR,SEX,BRD,ETAG,LINE,STM,DAYSH,BAND,GRP,SPWT,GRFL,L,CLFL,FLGR1,SIGR,THGR,YLD,HRN,JAW,F,D,N,T,C,WTFEB,SCFEB,RGRP,MICRON,DEV,CRIMP,DIGR,WT_JULY,YEAR,AGE
91SH02456, 86197215, 0,86,2,19,S7215,13,07,141,5,,183,15.8,0,,2,,,,,,,,,,,,,6,,,,,  0,91,5.0
91SH02457, 86197220, 0,86,2,19,S7220,18,07,71,3,,196,8.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02458, 86197221, 0,86,2,19,S7221,11,07,136,1,,122,9.5,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02459, 86197238, 0,86,2,19,S7238,11,07,136,1,,145,11.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02460, 86197244, 0,86,2,19,S7244,12,07,141,X,,111,8.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02461, 86197252, 0,86,2,19,S7252,12,07,71,3,,126,7.9,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02462, 86197254, 0,86,2,19,S7254,13,07,137,5,,157,12.8,0,,6,,,,,,,,,,,,,6,,,,,  0,91,5.0
91SH02463, 86197261, 0,86,2,19,S7261,11,07,71,3,,159,6.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02464, 86197273, 0,86,2,19,S7273,12,07,71,3,,161,7.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02465, 86197280, 0,86,2,19,S7280,12,07,136,1,,144,10.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02466, 86197283, 0,86,2,19,S7283,11,07,71,3,,121,6.4,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02467, 86197294, 0,86,2,19,S7294,11,07,137,1,,143,10.6,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02468, 86197304, 0,86,2,19,S7304,13,07,141,5,,188,10.8,0,,2,,,,,,,,,,,,,6,,,,,  0,91,5.0
91SH02469, 86197310, 0,86,2,19,S7310,11,07,71,3,,145,8.3,0,,5,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02470, 86197335, 0,86,2,19,S7335,11,07,71,3,,156,6.7,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02471, 86197348, 0,86,2,19,S7348,18,07,71,3,,155,6.8,0,,4,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02472, 86197369, 0,86,2,19,S7369,12,07,136,1,,143,8.9,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02473, 86197370, 0,86,2,19,S7370,12,07,136,2,,147,8.7,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02474, 86197374, 0,86,2,19,S7374,12,07,71,3,,189,7.7,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02475, 86197381, 0,86,2,19,S7381,12,07,71,3,,122,7.9,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02476, 86197384, 0,86,2,19,S7384,11,07,71,3,,153,7.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02477, 86197385, 0,86,2,19,S7385,11,07,71,3,,166,9.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02478, 86197395, 0,86,2,19,S7395,11,07,136,1,,161,9.6,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02479, 86197409, 0,86,2,19,S7409,18,07,71,3,,176,7.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02480, 86197415, 0,86,2,19,S7415,11,07,71,3,,174,8.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02481, 86197418, 0,86,2,19,S7418,11,07,71,3,,159,7.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02482, 86197426, 0,86,2,19,S7426,11,07,136,1,,133,7.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02483, 86197429, 0,86,2,19,S7429,13,07,140,5,,172,10.8,0,,2,,,,,,,,,,,,,6,,,,,  0,91,5.0
91SH02484, 86197431, 0,86,2,19,S7431,12,07,71,3,,167,7.2,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02485, 86197434, 0,86,2,19,S7434,18,07,71,3,,150,7.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02486, 86197456, 0,86,2,19,S7456,11,07,71,3,,165,8.6,0,,4,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02487, 86197465, 0,86,2,19,S7465,12,07,71,3,,152,7.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02488, 86197467, 0,86,2,19,S7467,12,07,137,1,,158,8.8,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02489, 86197478, 0,86,2,19,S7478,12,07,71,3,,144,7.9,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02490, 86197482, 0,86,2,19,S7482,13,07,141,5,,175,14.3,0,,2,,,,,,,,,,,,,6,,,,,  0,91,5.0
91SH02491, 86197498, 0,86,2,19,S7498,12,07,71,3,,185,8.5,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02492, 86197514, 0,86,2,19,S7514,12,07,136,1,,147,8.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02493, 86197522, 0,86,2,19,S7522,12,07,71,3,,138,7.9,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02494, 86197528, 0,86,2,19,S7528,13,07,141,5,,157,12.0,0,,2,,,,,,,,,,,,,6,,,,,  0,91,5.0
91SH02495, 86197551, 0,86,2,19,S7551,12,07,136,1,,143,11.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02496, 86197553, 0,86,2,19,S7553,18,07,71,3,,128,6.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02497, 86197554, 0,86,2,19,S7554,13,07,141,5,,152,8.5,0,,3,,,,,,,,,,,,,6,,,,,  0,91,5.0
91SH02498, 86197591, 0,86,2,19,S7591,18,07,136,2,,198,12.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02499, 86197599, 0,86,2,19,S7599,18,07,71,3,,177,8.3,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02500, 86197601, 0,86,2,19,S7601,18,07,71,3,,145,6.8,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02501, 86197604, 0,86,2,19,S7604,18,07,71,3,,190,9.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02502, 86197621, 0,86,2,19,S7621,18,07,71,3,,156,8.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02503, 86197627, 0,86,2,19,S7627,18,07,71,3,,165,7.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02504, 86197628, 0,86,2,19,S7628,18,07,136,2,,151,8.2,0,,4,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02505, 86197633, 0,86,2,19,S7633,18,07,71,3,,156,8.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02506, 86197643, 0,86,2,19,S7643,18,07,71,3,,168,7.8,0,,3,,,,,,,,,,,,,,,,,,  0,91,5.0
91SH02507, 86197653, 0,86,2,19,S7653,10,07,141,5,,197,11.2,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02508, 86197691, 0,86,2,19,S7691,10,07,140,5,,164,12.7,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02509, 86197692, 0,86,2,19,S7692,10,07,141,5,,173,11.0,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02510, 86197695, 0,86,2,19,S7695,10,07,141,5,,206,13.9,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02511, 86197711, 0,86,2,19,S7711,10,07,141,5,,184,13.6,0,,5,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02512, 86197719, 0,86,2,19,S7719,10,07,141,5,,141,12.6,0,,6,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02513, 86197737, 0,86,2,19,S7737,10,07,140,5,,144,13.4,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02514, 86197740, 0,86,2,19,S7740,10,07,137,5,,169,12.6,0,,5,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02515, 86197751, 0,86,2,19,S7751,10,07,141,X,,136,14.3,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02516, 86197754, 0,86,2,19,S7754,10,07,140,5,,159,11.0,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.5
91SH02517, 87197764, 0,87,2,19,S7764,11,07,71,3,,167,8.9,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02518, 87197776, 0,87,2,19,S7776,11,07,141,5,,182,11.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02519, 87197788, 0,87,2,19,S7788,11,07,71,3,,155,9.2,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02520, 87197789, 0,87,2,19,S7789,11,07,71,3,,154,8.8,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02521, 87197796, 0,87,2,19,S7796,11,07,71,3,,168,9.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02522, 87197797, 0,87,2,19,S7797,13,07,140,5,,179,15.0,0,,5,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02523, 87197802, 0,87,2,19,S7802,11,07,71,3,,144,7.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02524, 87197811, 0,87,2,19,S7811,12,07,136,1,,137,9.9,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02525, 87197812, 0,87,2,19,S7812,11,07,71,3,,131,6.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02526, 87197821, 0,87,2,19,S7821,12,07,71,3,,163,7.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02527, 87197827, 0,87,2,19,S7827,18,07,71,3,,171,6.8,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02528, 87197828, 0,87,2,19,S7828,18,07,71,3,,143,7.5,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02529, 87197835, 0,87,2,19,S7835,13,07,140,5,,176,14.9,0,,5,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02530, 87197837, 0,87,2,19,S7837,18,07,137,2,,131,10.4,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02531, 87197839, 0,87,2,19,S7839,13,07,141,5,,157,11.3,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02532, 87197846, 0,87,2,19,S7846,12,07,137,1,,164,8.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02533, 87197847, 0,87,2,19,S7847,11,07,136,1,,118,8.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02534, 87197848, 0,87,2,19,S7848,11,07,71,3,,148,7.5,0,,9,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02535, 87197849, 0,87,2,19,S7849,18,07,71,3,,131,7.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02536, 87197851, 0,87,2,19,S7851,11,07,71,3,,135,7.5,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02537, 87197854, 0,87,2,19,S7854,12,07,71,3,,121,8.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02538, 87197858, 0,87,2,19,S7858,18,07,71,3,,127,7.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02539, 87197859, 0,87,2,19,S7859,13,07,141,5,,175,13.4,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02540, 87197860, 0,87,2,19,S7860,12,07,71,3,,160,7.5,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02541, 87197864, 0,87,2,19,S7864,18,07,136,1,,179,11.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02542, 87197868, 0,87,2,19,S7868,18,07,136,2,,179,11.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02543, 87197880, 0,87,2,19,S7880,12,07,141,5,,157,11.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02544, 87197885, 0,87,2,19,S7885,12,07,71,3,,131,7.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02545, 87197887, 0,87,2,19,S7887,11,07,71,3,,152,6.3,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02546, 87197894, 0,87,2,19,S7894,18,07,136,T,X,144,10.3,0,,2,,,,,,,,,,,,,2,,,,,  0,91,4.0
91SH02547, 87197903, 0,87,2,19,S7903,11,07,136,1,,159,10.6,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02548, 87197910, 0,87,2,19,S7910,11,07,71,3,,135,6.5,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02549, 87197912, 0,87,2,19,S7912,12,07,136,1,,138,8.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02550, 87197917, 0,87,2,19,S7917,11,07,71,3,,133,5.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02551, 87197923, 0,87,2,19,S7923,13,07,140,5,,150,12.4,0,,4,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02552, 87197935, 0,87,2,19,S7935,12,07,71,3,,139,7.2,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02553, 87197955, 0,87,2,19,S7955,18,07,71,3,,158,7.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02554, 87197957, 0,87,2,19,S7957,12,07,71,3,,140,6.8,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02555, 87197962, 0,87,2,19,S7962,11,07,71,3,,141,8.4,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02556, 87197966, 0,87,2,19,S7966,13,07,141,5,,169,12.1,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02557, 87197967, 0,87,2,19,S7967,13,07,140,5,,189,14.3,0,,4,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02558, 87197969, 0,87,2,19,S7969,11,07,136,1,,113,7.4,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02559, 87198005, 0,87,2,19,S8005,11,07,71,3,,147,8.5,0,,5,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02560, 87198007, 0,87,2,19,S8007,11,07,71,3,,139,8.2,0,,6,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02561, 87198010, 0,87,2,19,S8010,13,07,141,5,,194,14.1,0,,5,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02562, 87198017, 0,87,2,19,S8017,13,07,137,5,,163,11.6,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02563, 87198021, 0,87,2,19,S8021,11,07,71,3,,147,7.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02564, 87198029, 0,87,2,19,S8029,12,07,71,3,,157,7.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02565, 87198032, 0,87,2,19,S8032,11,07,71,3,,153,8.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02566, 87198037, 0,87,2,19,S8037,18,07,136,1,,156,8.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02567, 87198045, 0,87,2,19,S8045,11,07,71,3,,192,7.3,0,,5,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02568, 87198048, 0,87,2,19,S8048,13,07,141,5,,185,10.8,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02569, 87198052, 0,87,2,19,S8052,12,07,136,2,,127,8.7,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02570, 87198054, 0,87,2,19,S8054,12,07,71,3,,147,7.9,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02571, 87198063, 0,87,2,19,S8063,13,07,141,5,,174,13.8,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02572, 87198074, 0,87,2,19,S8074,13,07,140,5,,196,17.3,0,,4,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02573, 87198075, 0,87,2,19,S8075,13,07,141,5,,174,13.8,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02574, 87198086, 0,87,2,19,S8086,12,07,137,T,X,145,7.7,0,,3,,,,,,,,,,,,,2,,,,,  0,91,4.0
91SH02575, 87198093, 0,87,2,19,S8093,18,07,136,2,,160,9.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02576, 87198103, 0,87,2,19,S8103,18,07,71,3,,156,7.5,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02577, 87198104, 0,87,2,19,S8104,13,07,140,5,,162,10.8,0,,4,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02578, 87198111, 0,87,2,19,S8111,13,07,141,5,,167,14.4,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02579, 87198115, 0,87,2,19,S8115,12,07,136,1,,117,8.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02580, 87198117, 0,87,2,19,S8117,18,07,71,3,,143,5.8,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02581, 87198127, 0,87,2,19,S8127,12,07,71,3,,145,8.4,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02582, 87198134, 0,87,2,19,S8134,11,07,136,1,,153,9.7,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02583, 87198146, 0,87,2,19,S8146,18,07,71,3,,136,8.4,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02584, 87198147, 0,87,2,19,S8147,18,07,71,3,,171,7.7,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02585, 87198151, 0,87,2,19,S8151,12,07,136,1,,151,11.8,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02586, 87198152, 0,87,2,19,S8152,12,07,71,3,,128,7.4,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02587, 87198169, 0,87,2,19,S8169,13,07,140,5,,167,11.7,0,,4,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02588, 87198171, 0,87,2,19,S8171,12,07,71,3,,134,6.2,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02589, 87198174, 0,87,2,19,S8174,13,07,141,5,,169,13.0,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02590, 87198175, 0,87,2,19,S8175,18,07,71,3,,174,7.1,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02591, 87198176, 0,87,2,19,S8176,12,07,136,1,,155,10.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02592, 87198182, 0,87,2,19,S8182,13,07,140,5,,161,10.2,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02593, 87198186, 0,87,2,19,S8186,12,07,71,3,,159,6.3,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02594, 87198203, 0,87,2,19,S8203,13,07,141,5,,173,11.7,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02595, 87198204, 0,87,2,19,S8204,18,07,71,3,,170,6.7,0,,5,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02596, 87198208, 0,87,2,19,S8208,11,07,71,3,,159,8.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02597, 87198218, 0,87,2,19,S8218,11,07,71,3,,129,8.2,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02598, 87198225, 0,87,2,19,S8225,11,07,137,1,,137,9.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02599, 87198229, 0,87,2,19,S8229,13,07,137,5,,155,11.4,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02600, 87198237, 0,87,2,19,S8237,12,07,136,2,,116,8.2,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02601, 87198272, 0,87,2,19,S8272,18,07,71,3,,166,9.5,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02602, 87198273, 0,87,2,19,S8273,12,07,71,3,,170,7.7,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02603, 87198282, 0,87,2,19,S8282,11,07,71,3,,158,8.7,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02604, 87198297, 0,87,2,19,S8297,13,07,141,5,,168,13.6,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02605, 87198302, 0,87,2,19,S8302,13,07,141,5,,193,16.5,0,,4,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02606, 87198304, 0,87,2,19,S8304,12,07,71,3,,138,6.8,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02607, 87198312, 0,87,2,19,S8312,11,07,71,3,,154,7.6,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02608, 87198314, 0,87,2,19,S8314,18,07,136,1,,149,9.9,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02609, 87198333, 0,87,2,19,S8333,13,07,140,5,,161,10.3,0,,3,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02610, 87198344, 0,87,2,19,S8344,11,07,136,1,,136,10.7,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02611, 87198346, 0,87,2,19,S8346,13,07,141,5,,176,10.8,0,,6,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02612, 87198373, 0,87,2,19,S8373,18,07,71,3,,147,7.8,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02613, 87198376, 0,87,2,19,S8376,12,07,71,3,,174,8.7,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02614, 87198416, 0,87,2,19,S8416,18,07,71,3,,176,8.8,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02615, 87198424, 0,87,2,19,S8424,13,07,141,5,,187,13.2,0,,2,,,,,,,,,,,,,6,,,,,  0,91,4.0
91SH02616, 87198450, 0,87,2,19,S8450,18,07,136,2,,142,7.3,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02617, 87198467, 0,87,2,19,S8467,18,07,71,3,,167,7.0,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02618, 87198476, 0,87,2,19,S8476,12,07,136,1,,128,10.4,0,,4,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02619, 87198502, 0,87,2,19,S8502,18,07,71,3,,133,7.3,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02620, 87198510, 0,87,2,19,S8510,12,07,136,1,,142,7.6,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02621, 87198553, 0,87,2,19,S8553,18,07,136,1,,150,10.6,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02622, 87198567, 0,87,2,19,S8567,18,07,71,3,,154,7.0,0,,3,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02623, 87198575, 0,87,2,19,S8575,18,07,141,X,,178,11.1,0,,2,,,,,,,,,,,,,,,,,,  0,91,4.0
91SH02624, 87198578, 0,87,2,19,S8578,10,07,141,5,,169,10.7,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02625, 87198579, 0,87,2,19,S8579,10,07,141,5,,170,12.0,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02626, 87198582, 0,87,2,19,S8582,10,07,141,5,,186,14.1,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02627, 87198583, 0,87,2,19,S8583,10,07,141,5,,171,12.3,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02628, 87198584, 0,87,2,19,S8584,10,07,141,5,,150,10.4,0,,3,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02629, 87198586, 0,87,2,19,S8586,10,07,141,5,,185,12.9,0,,3,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02630, 87198587, 0,87,2,19,S8587,10,07,140,5,,176,13.2,0,,5,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02631, 87198589, 0,87,1,19,S8589,10,07,142,M,,223,18.5,97,,2,3,5,490,1,1, 8,,,,,,,6,247,,,4,240,91,3.5
91SH02632, 87198592, 0,87,1,19,S8592,10,07,142,M,,209,15.5,91,,2,3,4,522,2,1, 9,,,,,,,6,242,,,4,230,91,3.5
91SH02633, 87198599, 0,87,2,19,S8599,10,07,140,5,,175,10.7,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02634, 87198603, 0,87,2,19,S8603,10,07,140,5,,160,12.1,0,,4,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02635, 87198605, 0,87,2,19,S8605,10,07,141,5,,145,14.1,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02636, 87198608, 0,87,1,19,S8608,10,07,142,M,,189,12.3,98,,3,4,5,533,2,3, 8,,,,,,,6,213,,,2,212,91,3.5
91SH02637, 87198609, 0,87,2,19,S8609,10,07,141,5,,162,10.0,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02638, 87198610, 0,87,2,19,S8610,10,07,140,X,,129,14.0,0,,3,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02639, 87198611, 0,87,1,19,S8611,10,07,142,M,,182,13.8,92,,2,3,4,519,1,1, 9,,,,,,,6,243,,,4,208,91,3.5
91SH02640, 87198612, 0,87,2,19,S8612,10,07,140,5,,162,16.4,0,,3,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02641, 87198613, 0,87,2,19,S8613,10,07,140,5,,150,13.1,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02642, 87198615, 0,87,2,19,S8615,10,07,141,5,,182,11.7,0,,3,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02643, 87198617, 0,87,2,19,S8617,10,07,140,5,,194,12.7,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02644, 87198618, 0,87,2,19,S8618,10,07,140,5,,157,12.8,0,,3,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02645, 87198620, 0,87,2,19,S8620,10,07,140,5,,123,10.1,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02646, 87198623, 0,87,2,19,S8623,10,07,140,5,,152,11.2,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02647, 87198624, 0,87,2,19,S8624,10,07,141,5,,168,12.6,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02648, 87198630, 0,87,2,19,S8630,10,07,140,5,,159,11.7,0,,4,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02649, 87198632, 0,87,2,19,S8632,10,07,140,5,,153,10.5,0,,5,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02650, 87198641, 0,87,2,19,S8641,10,07,141,5,,165,10.1,0,,2,,,,,,,,,,,,,6,,,,,  0,91,3.5
91SH02651, 87198644, 0,87,2,19,S8644,10,07,140,5,,141,13.8,0,,4,,,,,,,,,,,,,6,,,,,  0,91,3.5
