UID,ID9,YR,BRD,ETAG,ID_COW,SEX,LINE,SPWT,KGWT,GRFL,GRADE,FLGR1,RMK,DAYSH,SHDAY,WTDAY,BAND,L,YEAR,STM,AGE
95SH01815, 90035541,90,03,L5541,,2,88,184,3.4,7.5,60,4,,77,1995-03-18,1995-05-15,2,,95,30,5.0
95SH01816, 88440111,88,44,T0111,,2,41,182,6.0,13.2,60,4,,77,1995-03-18,1995-05-09,2,,95,02,7.0
95SH01817, 92038777,92,03,L8777,,2,88,176,3.72,8.2,60,4,,77,1995-03-18,1995-05-19,2,,95,30,3.0
95SH01818, 92443074,92,44,T3074,,2,41,139,4.7,10.4,60,4,,77,1995-03-18,1995-05-23,2,,95,02,3.0
95SH01819, 88032520,88,03,L2520,,2,88,213,2.84,6.3,60,4,,77,1995-03-18,1995-05-19,2,,95,30,7.0
95SH01820, 90441199,90,44,T1199,,2,48,185,4.8,10.6,58,5,,77,1995-03-18,1995-05-15,2,,95,02,5.0
95SH01821, 93104363,93,10,S4363,,2,18,132,2.52,5.6,62,3,TENDER,77,1995-03-18,1995-05-19,2,,95,07,1.5
95SH01822, 89034514,89,03,L4514,,2,88,206,3.2,7.1,58,5,,77,1995-03-18,1995-05-22,5,,95,30,5.5
95SH01823, 90036141,90,03,L6141,,2,88,175,3.4,7.5,58,5,,77,1995-03-18,1995-05-09,2,,95,30,4.5
95SH01824, 91036683,91,03,L6683,,2,88,156,3.9,8.6,60,4,,77,1995-03-18,1995-05-09,2,,95,30,4.0
95SH01825, 89440689,89,44,T0689,,2,48,184,4.1,9.0,62,3,,77,1995-03-18,1995-05-19,2,,95,02,6.0
95SH01826, 92442693,92,44,T2693,,2,41,144,3.92,8.6,60,4,,77,1995-03-18,1995-05-09,2,,95,02,3.0
95SH01827, 93443919,93,44,T3919,,2,41,125,4.2,9.3,60,4,,77,1995-03-18,1995-05-09,2,,95,02,2.0
95SH01828, 92038600,92,03,L8600,,2,88,166,2.68,5.9,62,3,,77,1995-03-18,1995-05-09,2,,95,30,3.0
95SH01829, 92038975,92,03,L8975,,2,88,172,3.0,6.6,60,4,,77,1995-03-18,1995-05-23,2,,95,30,3.0
95SH01830, 88439584,88,43,T9584,,2,48,210,4.4,9.7,62,3,,77,1995-03-18,1995-05-09,2,,95,02,7.0
95SH01831, 93443829,93,44,T3829,,2,41,116,4.34,9.6,58,5,,77,1995-03-18,1995-05-09,2,,95,02,2.0
95SH01832, 90035981,90,03,L5981,,2,88,119,3.1,6.8,54,7,,77,1995-03-18,1995-05-09,2,,95,30,4.5
95SH01833, 91442001,91,44,T2001,,2,48,173,4.0,8.8,60,4,,77,1995-03-18,1995-05-09,2,,95,02,4.0
95SH01834, 92038775,92,03,L8775,,2,88,183,3.94,8.7,58,5,,77,1995-03-18,1995-05-11,2,,95,30,3.0
95SH01835, 91102235,91,10,S2235,,2,18,148,3.76,8.3,60,4,,77,1995-03-18,1995-05-15,2,,95,07,3.5
95SH01836, 93104384,93,10,S4384,,2,18,125,3.0,6.6,60,4,,77,1995-03-18,1995-05-15,2,,95,07,1.5
95SH01837, 93444034,93,44,T4034,,2,41,124,4.46,9.8,58,5,,77,1995-03-18,1995-05-09,2,,95,02,2.0
95SH01838, 92038844,92,03,L8844,,2,88,151,3.1,6.8,62,3,,77,1995-03-18,1995-05-09,2,,95,30,3.0
95SH01839, 90035103,90,03,L5103,,2,88,184,3.48,7.7,56,6,,77,1995-03-18,1995-05-23,2,,95,30,5.0
95SH01840, 88032879,88,03,L2879,,2,88,204,4.4,9.7,58,5,,77,1995-03-18,1995-05-19,2,,95,30,6.5
95SH01841, 88439843,88,43,T9843,,2,48,136,4.1,9.0,60,4,,77,1995-03-18,1995-05-09,2,,95,02,7.0
95SH01842, 87439308,87,43,T9308,,2,48,179,4.8,10.6,60,4,,77,1995-03-18,1995-05-23,2,,95,02,8.0
95SH01843, 93443914,93,44,T3914,,2,48,161,3.2,7.1,60,4,,77,1995-03-18,1995-05-15,2,,95,02,2.0
95SH01844, 91102207,91,10,S2207,,2,18,167,3.92,8.6,60,4,,77,1995-03-18,1995-05-09,2,,95,07,3.5
95SH01845, 91102259,91,10,S2259,,2,18,150,4.4,9.7,62,3,,77,1995-03-18,1995-04-28,2,,95,07,3.5
95SH01846, 92038723,92,03,L8723,,2,88,183,3.62,8.0,58,5,,77,1995-03-18,1995-05-09,2,,95,30,3.0
95SH01847, 91442071,91,44,T2071,,2,48,136,4.4,9.7,58,5,,77,1995-03-18,1995-05-09,2,,95,02,4.0
95SH01848, 92039191,92,03,L9191,,2,88,189,3.04,6.7,60,4,,77,1995-03-18,1995-05-19,2,,95,30,3.0
95SH01849, 92103388,92,10,S3388,,2,18,0,4.3,9.5,60,4,,77,1995-03-18,,,,95,07,2.5
95SH01850, 93443723,93,44,T3723,,2,48,127,4.0,8.8,62,3,,77,1995-03-18,1995-05-09,2,,95,02,2.0
95SH01851, 91441820,91,44,T1820,,2,48,190,4.4,9.7,58,5,,77,1995-03-18,1995-05-19,2,,95,02,4.0
95SH01852, 93104366,93,10,S4366,,2,18,105,1.98,4.4,60,4,,77,1995-03-18,1995-05-09,2,,95,07,1.5
95SH01853, 91102273,91,10,S2273,,2,18,166,4.4,9.7,60,4,,77,1995-03-18,1995-05-09,2,,95,07,3.5
95SH01854, 91038319,91,03,L8319,,2,88,114,3.08,6.8,60,4,,77,1995-03-18,1995-05-09,2,,95,30,3.5
95SH01855, 88440147,88,44,T0147,,2,48,179,4.9,10.8,60,4,,77,1995-03-18,1995-05-09,2,,95,02,7.0
95SH01856, 93443650,93,44,T3650,,2,48,166,4.4,9.7,60,4,,77,1995-03-18,1995-05-15,2,,95,02,2.0
95SH01857, 93104202,93,10,S4202,,2,18,119,2.92,6.4,60,4,,77,1995-03-18,1995-05-15,2,,95,07,2.0
95SH01858, 93104295,93,10,S4295,,2,18,105,2.62,5.8,60,4,,77,1995-03-18,1995-05-23,2,,95,07,1.5
95SH01859, 92038923,92,03,L8923,,2,88,164,3.1,6.8,62,3,,77,1995-03-18,1995-05-09,2,,95,30,3.0
95SH01860, 92038806,92,03,L8806,,2,88,185,4.5,9.9,60,4,,77,1995-03-18,1995-05-19,2,,95,30,3.0
95SH01861, 92103397,92,10,S3397,,2,18,156,4.86,10.7,60,4,,77,1995-03-18,1995-05-23,2,,95,07,2.5
95SH01862, 91441978,91,44,T1978,,2,48,186,4.4,9.7,62,3,,77,1995-03-18,1995-05-23,2,,95,02,4.0
95SH01863, 91441878,91,44,T1878,,2,48,197,4.16,9.2,60,4,,77,1995-03-18,1995-05-09,2,,95,02,4.0
95SH01864, 91102168,91,10,S2168,,2,18,161,4.4,9.7,60,4,,77,1995-03-18,1995-05-23,2,,95,07,3.5
95SH01865, 92038845,92,03,L8845,,2,88,182,2.5,5.5,62,3,,77,1995-03-18,1995-05-19,2,,95,30,3.0
95SH01866, 88439565,88,43,T9565,,2,48,240,4.4,9.7,60,4,,77,1995-03-18,1995-05-09,2,,95,02,7.0
95SH01867, 93444026,93,44,T4026,,2,41,173,5.2,11.5,60,4,,77,1995-03-18,1995-05-19,2,,95,02,2.0
95SH01868, 92442570,92,44,T2570,,2,41,170,3.9,8.6,60,4,,77,1995-03-18,1995-05-11,2,,95,02,3.0
95SH01869, 90441136,90,44,T1136,,2,48,195,5.0,11.0,60,4,,77,1995-03-18,1995-05-09,2,,95,02,5.0
95SH01870, 90441592,90,44,T1592,,2,48,220,4.86,10.7,62,3,,77,1995-03-18,1995-05-19,2,,95,02,5.0
95SH01871, 87030833,87,03,L0833,,2,88,206,3.28,7.2,58,5,,77,1995-03-18,1995-05-19,2,,95,30,8.0
95SH01872, 93444105,93,44,T4105,,2,48,131,4.5,9.9,60,4,,77,1995-03-18,1995-05-09,2,,95,02,2.0
95SH01873, 90035471,90,03,L5471,,2,88,133,2.76,6.1,60,4,,77,1995-03-18,1995-05-09,2,,95,30,5.0
95SH01874, 90035368,90,03,L5368,,2,88,188,3.34,7.4,60,4,,77,1995-03-18,1995-05-19,2,,95,30,5.0
95SH01875, 92442947,92,44,T2947,,2,41,203,3.18,7.0,60,4,,77,1995-03-18,1995-05-09,2,,95,02,3.0
95SH01876, 87030770,87,03,L0770,,2,88,175,4.3,9.5,60,4,,77,1995-03-18,1995-05-19,2,,95,30,8.0
95SH01877, 92038461,92,03,L8461,,2,88,137,3.5,7.7,54,7,,77,1995-03-18,1995-05-09,2,,95,30,3.0
95SH01878, 91038021,91,03,L8021,,2,88,151,3.5,7.7,60,4,,77,1995-03-18,1995-05-09,2,,95,30,3.5
95SH01879, 91442109,91,44,T2109,,2,48,175,6.0,13.2,54,7,,77,1995-03-18,1995-05-09,2,,95,02,4.0
95SH01880, 91102262,91,10,S2262,,2,18,160,3.5,7.7,60,4,,77,1995-03-18,1995-05-15,2,,95,07,3.5
95SH01881, 92038912,92,03,L8912,,2,88,0,2.82,6.2,62,3,,77,1995-03-18,,,,95,30,3.0
95SH01882, 92038532,92,03,L8532,,2,88,155,4.1,9.0,58,5,,77,1995-03-18,1995-05-23,2,,95,30,3.0
95SH01883, 91036878,91,03,L6878,,2,88,178,3.24,7.1,58,5,,77,1995-03-18,1995-05-09,2,,95,30,4.0
95SH01884, 91441965,91,44,T1965,,2,48,172,6.0,13.2,60,4,,77,1995-03-18,1995-05-09,2,,95,02,4.0
95SH01885, 90441116,90,44,T1116,,2,48,188,5.0,11.0,62,3,,77,1995-03-18,1995-05-09,2,,95,02,5.0
95SH01886, 93104291,93,10,S4291,,2,18,118,2.32,5.1,60,4,,77,1995-03-18,1995-05-09,2,,95,07,1.5
95SH01887, 93443643,93,44,T3643,,2,48,177,4.6,10.1,58,5,,77,1995-03-18,1995-05-15,2,,95,02,2.0
95SH01888, 92038776,92,03,L8776,,2,88,179,3.9,8.6,56,6,,77,1995-03-18,1995-05-09,2,,95,30,3.0
95SH01889, 93444104,93,44,T4104,,2,48,119,3.5,7.7,58,5,,77,1995-03-18,1995-05-23,2,,95,02,2.0
95SH01890, 91036823,91,03,L6823,,2,88,154,3.92,8.6,58,5,,77,1995-03-18,1995-05-09,2,,95,30,4.0
95SH01891, 92038914,92,03,L8914,,2,88,0,4.0,8.8,60,4,,77,1995-03-18,,,,95,30,3.0
95SH01892, 87439331,87,43,T9331,,2,41,216,4.94,10.9,60,4,,77,1995-03-18,1995-05-23,2,,95,02,8.0
95SH01893, 89440821,89,44,T0821,,2,48,209,4.6,10.1,62,3,,77,1995-03-18,1995-05-09,2,,95,02,6.0
95SH01894, 90441572,90,44,T1572,,2,48,176,3.6,7.9,60,4,,77,1995-03-18,1995-05-19,2,,95,02,5.0
95SH01895, 88439567,88,43,T9567,,2,41,0,4.68,10.3,60,4,,77,1995-03-18,,,,95,02,7.0
95SH01896, 89440618,89,44,T0618,,2,48,226,4.7,10.4,58,5,,77,1995-03-18,1995-05-15,2,,95,02,6.0
95SH01897, 90441389,90,44,T1389,,2,48,0,4.88,10.8,62,3,,77,1995-03-18,,,,95,02,5.0
95SH01898, 91037227,91,03,L7227,,2,88,156,4.4,9.7,58,5,,77,1995-03-18,1995-05-09,2,,95,30,4.0
95SH01899, 90035390,90,03,L5390,,2,88,138,2.7,6.0,60,4,,77,1995-03-18,1995-05-09,2,,95,30,5.0
95SH01900, 92039052,92,03,L9052,,2,88,156,4.56,10.1,60,4,,77,1995-03-18,1995-05-09,2,,95,30,3.0
95SH01901, 90035418,90,03,L5418,,2,88,151,3.3,7.3,58,5,,77,1995-03-18,1995-05-09,2,,95,30,5.0
95SH01902, 87198037,87,19,S8037,,2,12,143,3.42,7.5,60,4,,77,1995-03-18,1995-04-28,2,,95,07,8.0
95SH01903, 93636955,93,63,K6955,,2,62,150,4.9,10.8,58,5,,77,1995-03-18,1995-04-28,2,,95,06,2.0
95SH01904, 94637214,94,63,K7214,,2,61,153,4.6,10.1,56,6,,77,1995-03-18,1995-04-28,2,,95,06,1.0
95SH01905, 93103736,93,10,S3736,,2,18,158,5.0,11.0,58,5,,77,1995-03-18,1995-04-28,1,,95,43,2.0
95SH01906, 90101059,90,10,S1059,,2,18,182,5.0,11.0,60,4,,77,1995-03-18,1995-04-28,1,,95,07,5.0
95SH01907, 92636162,92,63,K6162,,2,61,154,3.5,7.7,58,5,,77,1995-03-18,1995-04-28,1,,95,06,3.0
95SH01908, 90635066,90,63,K5066,,2,62,171,4.4,9.7,62,3,,77,1995-03-18,1995-04-24,1,,95,06,5.0
95SH01909, 90100782,90,10,S0782,,2,10,163,3.78,8.3,62,3,,77,1995-03-18,1995-05-22,5,,95,07,5.0
95SH01910, 90100528,90,10,S0528,,2,13,158,6.4,14.1,54,7,BAD,77,1995-03-18,1995-04-24,2,,95,41,5.0
95SH01911, 87197837,87,19,S7837,,2,12,138,4.22,9.3,58,5,,77,1995-03-18,1995-05-05,1,,95,07,8.0
95SH01912, 89100060,89,10,S0060,,2,13,148,3.34,7.4,60,4,,77,1995-03-18,1995-04-28,2,,95,07,6.0
95SH01913, 92102610,92,10,S2610,,2,13,142,4.3,9.5,60,4,,77,1995-03-18,1995-04-24,2,,95,07,3.0
95SH01914, 92636355,92,63,K6355,,2,60,164,3.76,8.3,58,5,,77,1995-03-18,1995-04-24,1,,95,06,3.0
95SH01915, 91635171,91,63,K5171,,2,60,0,4.3,9.5,58,5,,77,1995-03-18,,,,95,06,4.0
95SH01916, 93103558,93,10,S3558,,2,00,125,2.9,6.4,60,4,,77,1995-03-18,1995-04-24,1,,95,08,2.0
95SH01917, 92636095,92,63,K6095,,2,60,196,4.34,9.6,60,4,,77,1995-03-18,1995-05-22,5,,95,06,3.0
95SH01918, 93636676,93,63,K6676,,2,00,151,3.5,7.7,60,4,,77,1995-03-18,1995-04-28,1,,95,05,2.0
95SH01919, 89199665,89,19,S9665,,2,13,179,4.46,9.8,60,4,,77,1995-03-18,1995-04-28,1,,95,07,6.0
95SH01920, 90100823,90,10,S0823,,2,12,164,6.1,13.5,62,3,,77,1995-03-18,1995-05-15,2,,95,41,5.0
95SH01921, 89633936,89,63,K3936,,2,62,181,5.1,11.2,58,5,,77,1995-03-18,1995-04-28,1,,95,06,6.0
95SH01922, 92636327,92,63,K6327,,2,61,155,4.92,10.9,60,4,,77,1995-03-18,1995-04-24,1,,95,06,3.0
95SH01923, 92102370,92,10,S2370,,2,13,140,3.74,8.3,60,4,,77,1995-03-18,1995-04-24,1,,95,07,3.0
95SH01924, 93636934,93,63,K6934,,2,60,132,3.6,7.9,58,5,,77,1995-03-18,1995-04-28,1,,95,06,2.0
95SH01925, 93636847,93,63,K6847,,2,60,180,5.4,11.9,56,6,,77,1995-03-18,1995-04-24,1,,95,06,2.0
95SH01926, 90634966,90,63,K4966,,2,62,178,4.34,9.6,62,3,,77,1995-03-18,1995-04-24,2,,95,06,5.0
95SH01927, 93636980,93,63,K6980,,2,00,124,4.0,8.8,54,7,,77,1995-03-18,1995-05-09,2,,95,05,2.0
95SH01928, 90100363,90,10,S0363,,2,11,131,3.4,7.5,54,7,BAD,77,1995-03-18,1995-04-28,2,,95,41,5.0
95SH01929, 93636994,93,63,K6994,,2,00,165,3.0,6.6,58,5,,77,1995-03-18,1995-04-24,1,,95,05,2.0
95SH01930, 92636396,92,63,K6396,,2,61,172,4.98,11.0,62,3,,77,1995-03-18,1995-04-24,2,,95,06,3.0
95SH01931, 90634691,90,63,K4691,,2,61,189,4.8,10.6,56,6,,77,1995-03-18,1995-04-24,2,,95,06,5.0
95SH01932, 90635082,90,63,K5082,,2,60,185,5.9,13.0,54,7,,77,1995-03-18,1995-05-22,5,,95,06,5.0
95SH01933, 91635609,91,63,K5609,,2,60,172,4.76,10.5,58,5,,77,1995-03-18,1995-04-24,2,,95,06,4.0
95SH01934, 93636854,93,63,K6854,,2,60,171,4.45,9.8,60,4,,77,1995-03-18,1995-04-24,2,,95,06,2.0
95SH01935, 92636013,92,63,K6013,,2,61,183,5.3,11.7,58,5,,77,1995-03-18,1995-04-28,2,,95,06,3.0
95SH01936, 88199042,88,19,S9042,,2,18,167,4.3,9.5,62,3,,77,1995-03-18,1995-04-24,2,,95,07,7.0
95SH01937, 92102715,92,10,S2715,,2,10,140,3.28,7.2,62,3,,77,1995-03-18,1995-04-24,1,,95,07,3.0
95SH01938, 92635857,92,63,K5857,,2,60,151,5.44,12.0,58,5,,77,1995-03-18,1995-04-28,2,,95,06,3.0
95SH01939, 90634453,90,63,K4453,,2,62,208,6.4,14.1,60,4,,77,1995-03-18,1995-04-28,2,,95,06,5.0
95SH01940, 92102627,92,10,S2627,,2,10,137,7.2,15.9,60,4,,77,1995-03-18,1995-05-22,X,,95,41,3.0
95SH01941, 90634770,90,63,K4770,,2,60,208,6.4,14.1,56,6,,77,1995-03-18,1995-05-05,1,,95,06,5.0
95SH01942, 91101416,91,10,S1416,,2,13,159,3.7,8.2,62,3,,77,1995-03-18,1995-05-05,1,,95,07,4.0
95SH01943, 91101397,91,10,S1397,,2,18,0,3.2,7.1,62,3,,77,1995-03-18,,,,95,07,4.0
95SH01944, 91101611,91,10,S1611,,2,11,154,4.5,9.9,60,4,,77,1995-03-18,1995-05-23,2,,95,07,4.0
95SH01945, 93636761,93,63,K6761,,2,00,168,3.4,7.5,58,5,,77,1995-03-18,1995-04-24,2,,95,05,2.0
95SH01946, 88199272,88,19,S9272,,2,13,168,3.1,6.8,60,4,,77,1995-03-18,1995-05-05,1,,95,07,7.0
95SH01947, 88198768,88,19,S8768,,2,11,141,3.7,8.2,60,4,,77,1995-03-18,1995-04-24,1,,95,07,7.0
95SH01948, 89634106,89,63,K4106,,2,60,161,6.0,13.2,54,7,BAD,77,1995-03-18,1995-04-24,2,,95,06,6.0
95SH01949, 91101806,91,10,S1806,,2,11,161,4.64,10.2,62,3,,77,1995-03-18,1995-05-05,1,,95,42,4.0
95SH01950, 90100608,90,10,S0608,,2,10,114,4.92,10.9,58,5,,77,1995-03-18,1995-05-05,1,,95,41,5.0
95SH01951, 92103042,92,10,S3042,,2,12,171,5.6,12.4,58,5,,77,1995-03-18,1995-04-24,1,,95,07,3.0
95SH01952, 90634739,90,63,K4739,,2,68,202,4.64,10.2,60,4,,77,1995-03-18,1995-04-28,1,,95,06,5.0
95SH01953, 88199040,88,19,S9040,,2,10,0,4.3,9.5,62,3,,77,1995-03-18,,,,95,07,7.0
95SH01954, 92103308,92,10,S3308,,2,12,164,4.8,10.6,60,4,,77,1995-03-18,1995-04-28,2,,95,07,3.0
95SH01955, 89199722,89,19,S9722,,2,10,177,4.44,9.8,58,5,,77,1995-03-18,1995-05-22,5,,95,07,6.0
95SH01956, 87198169,87,19,S8169,,2,13,153,4.2,9.3,60,4,,77,1995-03-18,1995-04-28,1,,95,07,8.0
95SH01957, 91101571,91,10,S1571,,2,11,126,3.7,8.2,60,4,,77,1995-03-18,1995-04-24,1,,95,42,4.0
95SH01958, 92636322,92,63,K6322,,2,62,176,4.5,9.9,56,6,,77,1995-03-18,1995-05-22,5,,95,06,3.0
95SH01959, 92102748,92,10,S2748,,2,12,151,6.2,13.7,56,6,,77,1995-03-18,1995-04-24,2,,95,41,3.0
95SH01960, 90100357,90,10,S0357,,2,11,151,5.6,12.4,62,3,,77,1995-03-18,1995-04-24,1,,95,07,5.0
95SH01961, 91635565,91,63,K5565,,2,61,0,4.46,9.8,60,4,,77,1995-03-18,,,,95,06,4.0
95SH01962, 93636776,93,63,K6776,,2,61,164,4.7,10.4,58,5,,77,1995-03-18,1995-04-24,2,,95,06,2.0
95SH01963, 92636124,92,63,K6124,,2,60,196,4.92,10.9,58,5,,77,1995-03-18,1995-04-24,2,,95,06,3.0
95SH01964, 92102675,92,10,S2675,,2,11,134,4.14,9.1,60,4,,77,1995-03-18,1995-04-24,1,,95,42,3.0
95SH01965, 89100150,89,10,S0150,,2,13,146,3.5,7.7,60,4,,77,1995-03-18,1995-05-09,2,,95,07,6.0
95SH01966, 93636695,93,63,K6695,,2,61,0,4.4,9.7,60,4,,77,1995-03-18,,,,95,06,2.0
95SH01967, 91635290,91,63,K5290,,2,68,171,3.98,8.8,60,4,,77,1995-03-18,1995-04-28,1,,95,06,4.0
95SH01968, 93103840,93,10,S3840,,2,18,128,4.9,10.8,58,5,,77,1995-03-18,1995-04-28,1,,95,43,2.0
95SH01969, 90634546,90,63,K4546,,2,61,196,4.5,9.9,58,5,,77,1995-03-18,1995-04-28,1,,95,06,5.0
95SH01970, 92636379,92,63,K6379,,2,61,159,4.5,9.9,58,5,,77,1995-03-18,1995-04-24,1,,95,06,3.0
95SH01971, 88199216,88,19,S9216,,2,18,186,4.5,9.9,60,4,,77,1995-03-18,1995-05-05,1,,95,07,7.0
95SH01972, 93636831,93,63,K6831,,2,60,151,4.78,10.5,56,6,,77,1995-03-18,1995-04-28,1,,95,06,2.0
95SH01973, 92636065,92,63,K6065,,2,61,143,5.2,11.5,60,4,,77,1995-03-18,1995-04-28,2,,95,06,3.0
95SH01974, 93636911,93,63,K6911,,2,62,134,3.66,8.1,60,4,,77,1995-03-18,1995-04-28,1,,95,06,2.0
95SH01975, 93636849,93,63,K6849,,2,61,140,4.36,9.6,56,6,,77,1995-03-18,1995-04-24,1,,95,06,2.0
95SH01976, 89634257,89,63,K4257,,2,62,181,4.5,9.9,58,5,,77,1995-03-18,1995-05-05,1,,95,06,6.0
95SH01977, 90634792,90,63,K4792,,2,61,208,4.9,10.8,58,5,,77,1995-03-18,1995-04-24,1,,95,06,5.0
95SH01978, 88633249,88,63,K3249,,2,62,176,4.6,10.1,60,4,,77,1995-03-18,1995-04-24,2,,95,06,7.0
95SH01979, 92102476,92,10,S2476,,2,13,142,4.8,10.6,62,3,,77,1995-03-18,1995-04-28,1,,95,07,3.0
95SH01980, 91635798,91,63,K5798,,2,60,0,4.1,9.0,58,5,,77,1995-03-18,,,,95,06,4.0
95SH01981, 93636669,93,63,K6669,,2,61,168,4.4,9.7,56,6,,77,1995-03-18,1995-04-28,2,,95,06,2.0
95SH01982, 93103635,93,10,S3635,,2,00,146,2.6,5.7,62,3,,77,1995-03-18,1995-04-24,2,,95,08,2.0
95SH01983, 90100439,90,10,S0439,,2,10,147,4.4,9.7,60,4,,77,1995-03-18,1995-04-28,1,,95,07,5.0
95SH01984, 92636406,92,63,K6406,,2,61,171,4.38,9.7,60,4,,77,1995-03-18,1995-04-28,1,,95,06,3.0
95SH01985, 88199337,88,19,S9337,,2,12,151,4.24,9.4,62,3,,77,1995-03-18,1995-04-24,1,,95,07,7.0
95SH01986, 91635159,91,63,K5159,,2,68,187,5.5,12.1,56,6,,77,1995-03-18,1995-04-28,1,,95,06,4.0
95SH01987, 93636929,93,63,K6929,,2,60,141,4.28,9.4,58,5,,77,1995-03-18,1995-04-28,1,,95,06,2.0
95SH01988, 90100518,90,10,S0518,,2,12,185,4.5,9.9,62,3,,77,1995-03-18,1995-04-28,1,,95,07,5.0
95SH01989, 92102752,92,10,S2752,,2,11,136,5.1,11.2,58,5,,77,1995-03-18,1995-04-24,1,,95,41,3.0
95SH01990, 90634628,90,63,K4628,,2,62,220,6.0,13.2,58,5,,77,1995-03-18,1995-04-28,1,,95,06,5.0
95SH01991, 93103868,93,10,S3868,,2,13,148,4.9,10.8,58,5,,77,1995-03-18,1995-04-24,2,,95,43,2.0
95SH01992, 91101579,91,10,S1579,,2,12,111,4.78,10.5,60,4,,77,1995-03-18,1995-04-28,1,,95,42,4.0
95SH01993, 91101556,91,10,S1556,,2,13,164,4.38,9.7,62,3,,77,1995-03-18,1995-04-28,1,,95,07,4.0
95SH01994, 90100427,90,10,S0427,,2,13,151,4.1,9.0,62,3,,77,1995-03-18,1995-04-28,2,,95,07,5.0
95SH01995, 92103015,92,10,S3015,,2,12,145,4.2,9.3,56,6,,77,1995-03-18,1995-04-24,1,,95,07,3.0
95SH01996, 88198705,88,19,S8705,,2,11,157,3.6,7.9,60,4,,77,1995-03-18,1995-04-28,1,,95,07,7.0
95SH01997, 90634995,90,63,K4995,,2,62,182,6.5,14.3,54,7,,77,1995-03-18,1995-04-28,1,,95,06,5.0
95SH01998, 90634718,90,63,K4718,,2,60,151,3.9,8.6,58,5,,77,1995-03-18,1995-04-28,1,,95,06,5.0
95SH01999, 92102689,92,10,S2689,,2,12,114,5.8,12.8,58,5,,77,1995-03-18,1995-04-24,2,,95,41,3.0
95SH02000, 92636189,92,63,K6189,,2,61,175,4.32,9.5,56,6,,77,1995-03-18,1995-05-25,C,,95,06,3.0
95SH02001, 91635473,91,63,K5473,,2,60,157,6.0,13.2,54,7,,77,1995-03-18,1995-04-24,2,,95,06,4.0
95SH02002, 92635853,92,63,K5853,,2,61,169,3.9,8.6,58,5,,77,1995-03-18,1995-04-28,2,,95,06,3.0
95SH02003, 93636781,93,63,K6781,,2,62,159,4.4,9.7,56,6,,77,1995-03-18,1995-05-22,5,,95,06,2.0
95SH02004, 92102847,92,10,S2847,,2,10,170,4.5,9.9,60,4,,77,1995-03-18,1995-04-24,1,,95,07,3.0
95SH02005, 90634603,90,63,K4603,,2,61,197,5.5,12.1,56,6,,77,1995-03-18,1995-04-24,1,,95,06,5.0
95SH02006, 93636904,93,63,K6904,,2,60,171,4.8,10.6,58,5,,77,1995-03-18,1995-04-24,1,,95,06,2.0
95SH02007, 91101312,91,10,S1312,,2,10,145,5.4,11.9,62,3,,77,1995-03-18,1995-04-28,1,,95,42,4.0
95SH02008, 93103805,93,10,S3805,,2,18,150,3.56,7.9,60,4,,77,1995-03-18,1995-05-15,2,,95,43,2.0
95SH02009, 89199640,89,19,S9640,,2,12,165,4.7,10.4,58,5,,77,1995-03-18,1995-05-22,X,,95,07,6.0
95SH02010, 92636446,92,63,K6446,,2,60,146,4.98,11.0,54,7,,77,1995-03-18,1995-04-28,1,,95,06,3.0
95SH02011, 89633885,89,63,K3885,,2,62,183,5.1,11.2,56,6,,77,1995-03-18,1995-04-28,1,,95,06,6.0
95SH02012, 92635972,92,63,K5972,,2,60,180,5.0,11.0,56,6,,77,1995-03-18,1995-04-24,1,,95,06,3.0
95SH02013, 87632936,87,63,K2936,,2,61,223,3.4,7.5,56,6,,77,1995-03-18,1995-04-24,2,,95,06,8.0
95SH02014, 91101953,91,10,S1953,,2,18,0,4.9,10.8,60,4,,77,1995-03-18,,,,95,07,4.0
95SH02015, 88633062,88,63,K3062,,2,68,208,6.0,13.2,54,7,,77,1995-03-18,1995-04-28,1,,95,06,7.0
95SH02016, 91101516,91,10,S1516,,2,10,190,4.26,9.4,62,3,,77,1995-03-18,1995-04-24,1,,95,07,4.0
95SH02017, 92102413,92,10,S2413,,2,10,138,5.5,12.1,60,4,,77,1995-03-18,1995-05-05,1,,95,07,3.0
95SH02018, 90100512,90,10,S0512,,2,12,123,4.96,10.9,60,4,,77,1995-03-18,1995-04-28,2,,95,41,5.0
95SH02019, 90100509,90,10,S0509,,2,11,117,3.94,8.7,60,4,,77,1995-03-18,1995-04-24,1,,95,41,5.0
95SH02020, 92636299,92,63,K6299,,2,68,153,4.3,9.5,60,4,,77,1995-03-18,1995-04-24,1,,95,06,3.0
95SH02021, 92635835,92,63,K5835,,2,60,144,4.62,10.2,60,4,,77,1995-03-18,1995-04-24,1,,95,06,3.0
95SH02022, 92102459,92,10,S2459,,2,12,150,4.5,9.9,62,3,,77,1995-03-18,1995-04-24,1,,95,07,3.0
95SH02023, 93103548,93,10,S3548,,2,18,131,4.7,10.4,58,5,,77,1995-03-18,1995-05-05,1,,95,43,2.0
95SH02024, 91635203,91,63,K5203,,2,60,185,5.7,12.6,54,7,,77,1995-03-18,1995-04-28,1,,95,06,4.0
95SH02025, 93039839,93,03,L9839,,2,TT,132,3.0,6.6,62,3,,77,1995-03-18,1995-04-28,1,,95,30,2.0
