UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDAR,CLR,ALTID,INBRL,CULLPILE,YRREC
21IN01508,2019836473,Z6473,83,Z6473,19,1,,1,97,19,Z3365,83,Z2283,83,0,,,1,,M,,244,245,0,,,,,,,2.0,CU/Multi-sire,CU,,,6,,0.014,,2021
21IN01509,2019836475,Z6475,83,Z6475,19,1,,1,97,19,Z3365,83,Z2283,83,0,,,3,,M,,199,205,0,,93,0818,,,,2.0,.,,,3021,6,,0.014,,2021
21IN01510,2019836476,Z6476,83,Z6476,19,2,,1,20,26,Z4282,83,T6560,45,0,,,2,GRN,H,,211,220,2,,92,0916,,,,2.0,.,,,15199,5,,0.0,,2021
21IN01511,2019836482,Z6482,83,Z6482,19,2,A,1,97,18,Z3355,83,Z3656,83,0,,,1,,H,,154,166,1,,,,,,,2.0,.,ADRU,,,6,,0.022,,2021
21IN01512,2019836506,Z6506,83,Z6506,19,2,,1,00,30,Z4662,83,Z1774,83,0,,,3,PUR,D,,211,228,1,,93,1004,,,,2.0,.,,,15446,5,,0.012,,2021
21IN01513,2019836508,Z6508,83,Z6508,19,2,,1,00,30,Z4662,83,Z4014,83,0,,,2,PUR,H,,174,176,1,,92,0916,,,,2.0,.,,,15301,6,,0.0,,2021
21IN01514,2019836509,Z6509,83,Z6509,19,2,,1,00,30,Z4662,83,Z4014,83,0,,,3,PUR,D,,182,187,1,,93,1004,,,,2.0,.,,,15462,6,,0.0,,2021
21IN01515,2019836512,Z6512,83,Z6512,19,2,A,1,97,17,Z2682,83,Z2859,83,,,,1,,H,,129,139,2,,,,,,,2.0,.,ADRU,,,6,,0.029,,2021
21IN01516,2019836513,Z6513,83,Z6513,19,1,,1,97,17,Z2682,83,Z2859,83,,,,1,,M,,226,241,0,,,,,,,2.0,CU/Multi-sire,CU,,,6,,0.029,,2021
21IN01517,2019836515,Z6515,83,Z6515,19,1,,1,SY,22,Z4498,83,Z1834,83,0,,,1,OR,M,,224,256,0,,,,,,,2.0,1Scur,,,,5,,0.0,,2021
21IN01518,2019836519,Z6519,83,Z6519,19,2,,1,20,27,Z4382,83,T4977,45,I,,,3,,H,,157,169,2,,93,1004,,,,2.0,.,,,15486,5,,0.0,,2021
21IN01519,2019836521,Z6521,83,Z6521,19,2,,1,00,30,Z4662,83,Z3238,83,0,,,2,PUR,H,,231,218,2,,92,0916,,,,2.0,.,,,15245,6,,0.008,,2021
21IN01520,2019836526,Z6526,83,Z6526,19,2,A,1,97,20,Z4277,83,Z3371,83,0,,,3,,H,,163,177,12,,93,1004,,,,2.0,X Bag,ADRU,,15375,6,,0.037,,2021
21IN01521,2019836530,Z6530,83,Z6530,19,2,A,1,97,20,Z4277,83,Z4091,00,,,,1,,H,,147,158,2,,,,,,,2.0,.,ADRU,,,6,,0.0,,2021
21IN01522,2019836531,Z6531,83,Z6531,19,2,A,1,97,20,Z4277,83,Z4091,00,,,,1,,H,,130,149,2,,,,,,,2.0,DRY,ADRU,,,6,,0.0,,2021
21IN01523,2019836539,Z6539,83,Z6539,19,2,,1,S3,30,Z4662,83,Z1663,83,,,,1,OR,H,,134,169,2,,,,,,,2.0,.,,,,5,,0.0,,2021
21IN01524,2019836541,Z6541,83,Z6541,19,2,,1,00,30,Z4662,83,Z3865,83,0,,,2,PUR,H,,201,187,2,,92,0916,,,,2.0,.,,,15293,6,,0.005,,2021
21IN01525,2019836544,Z6544,83,Z6544,19,2,A,1,97,20,Z4277,83,Z4119,00,,,,1,,H,,180,189,2,,,,,,,2.0,.,ADRU,,,6,,0.0,,2021
21IN01526,2019836548,Z6548,83,Z6548,19,2,,1,00,30,Z4662,83,Z5055,83,0,,,2,PUR,D,,191,223,1,,92,0916,,,,2.0,.,,,15345,5,,0.003,,2021
21IN01527,2019836552,Z6552,83,Z6552,19,2,,1,20,26,Z4282,83,T4758,45,,,,2,,H,,194,202,2,,92,0916,,,,2.0,.,,,15336,5,,0.0,,2021
21IN01528,2019836558,Z6558,83,Z6558,19,2,,1,SY,20,Z4277,83,Z1532,83,,,,1,OR,H,,168,190,2,,,,,,,2.0,.,,,,5,,0.0,,2021
21IN01529,2019836565,Z6565,83,Z6565,19,2,,1,20,27,Z4382,83,T4882,45,0,,,2,,H,,202,189,2,,92,0916,,,,2.0,.,,,15317,5,,0.0,,2021
21IN01530,2019836567,Z6567,83,Z6567,19,2,A,1,97,22,Z4498,83,Z1549,83,0,,,1,,H,,134,152,2,,,,,,,2.0,.,ADRU,,,6,,0.02,,2021
21IN01531,2019836572,Z6572,83,Z6572,19,1,,1,97,23,Z5162,00,Z1079,83,0,,,1,,M,,212,237,0,,,,,,,2.0,.,,,,6,,0.0,,2021
21IN01532,2019836582,Z6582,83,Z6582,19,1,,1,97,22,Z4498,83,Z2879,83,0,,,3,,M,,217,239,0,,93,0818,,,,2.0,CU/Multi-sire,,,3008,6,,0.034,,2021
21IN01533,2019836583,Z6583,83,Z6583,19,2,,1,20,26,Z4282,83,T5435,45,0,,,2,,H,,168,171,2,,92,0916,,,,2.0,.,,,15200,5,,0.0,,2021
21IN01534,2019836609,Z6609,83,Z6609,19,1,,1,97,22,Z4498,83,Z4095,00,,,,3,,M,,206,226,0,,93,0818,,,,2.0,NICE LAMB,,,3016,6,,0.0,,2021
21IN01535,2019836614,Z6614,83,Z6614,19,2,A,1,97,23,Z5162,00,Z1613,83,0,,,1,,H,,180,189,2,,,,,,,2.0,.,ADRU,,,6,,0.0,,2021
21IN01536,2019836623,Z6623,83,Z6623,19,2,,1,20,24,Z3311,83,Z4974,83,,,,2,GRN,H,,163,168,2,,92,0916,,,,2.0,.,,,15314,5,,0.0,,2021
21IN01537,2019836630,Z6630,83,Z6630,19,2,A,1,97,23,Z5162,00,Z3387,83,0,,,3,,H,,157,179,2,,93,1004,,,,2.0,NICE LAMB,ADRU,,15459,6,,0.0,,2021
21IN01538,2019836631,Z6631,83,Z6631,19,2,,1,00,e5,Z0000,00,Z6139,83,0,,,2,,H,,149,157,2,,92,0916,,,,2.0,1926->15256,,,15256,5,,0.0,,2021
21IN01539,2019836634,Z6634,83,Z6634,19,1,,1,CT,2,Z5161,00,Z2670,83,0,,,1,OR,M,,215,224,0,,,,,,,2.0,Scurs,,,,2,,0.0,,2021
21IN01540,2019836640,Z6640,83,Z6640,19,2,,1,20,28,Z4439,83,T6752,45,7,,,6,GRN,,,0,0,0,,66,0402,,,,2.0,VagTearGIEvis,,,,5,,0.0,,2021
21IN01541,2019836641,Z6641,83,Z6641,19,2,A,1,97,17,Z2682,83,Z3636,83,0,,,1,,H,,162,179,1,,,,,,,2.0,.,ADRU,,,6,,0.025,,2021
21IN01542,2019836643,Z6643,83,Z6643,19,2,,1,20,26,Z4282,83,T6614,45,7,,,3,GRN,H,,173,188,2,,93,1018,,,,2.0,.,,,15715,5,,0.0,,2021
21IN01543,2019836645,Z6645,83,Z6645,19,1,,1,97,20,Z4277,83,Z1523,83,0,,,1,,M,,232,245,0,,,,,,,2.0,CU/Multi-sire,,,,6,,0.021,,2021
21IN01544,2019836650,Z6650,83,Z6650,19,1,,1,CT,1,Z4110,00,Z1622,83,0,,,3,OR,M,,270,275,0,,93,1210,,,,2.0,Scurs,,,15754,5,,0.0,,2021
21IN01545,2019836654,Z6654,83,Z6654,19,2,A,1,97,21,Z4424,83,Z2676,83,7,,,3,,H,,189,207,2,,93,1004,,,,2.0,TIGHTUDDER,ADRU,,15465,6,,0.011,,2021
21IN01546,2019836659,Z6659,83,Z6659,19,2,A,1,97,21,Z4424,83,Z1078,83,0,,,1,,H,,162,183,2,,,,,,,2.0,.,ADRU,,,6,,0.025,,2021
21IN01547,2019836664,Z6664,83,Z6664,19,2,A,1,97,18,Z3355,83,Z1482,83,,,,1,,H,,165,187,2,,,,,,,2.0,.,ADRU,,,6,,0.016,,2021
21IN01548,2019836665,Z6665,83,Z6665,19,2,A,1,97,18,Z3355,83,Z1482,83,,,,1,,H,,134,169,2,,,,,,,2.0,.,ADRU,,,6,,0.016,,2021
21IN01549,2019836669,Z6669,83,Z6669,19,2,,1,BL,BL,Z3688,83,Z2430,83,0,,,1,,1,,184,184,4,,,,,,,2.0,.,,,,9,,0.031,,2021
21IN01550,2019836670,Z6670,83,Z6670,19,2,,1,BL,BL,Z3688,83,Z2430,83,0,,,1,,1,,147,173,2,,,,,,,2.0,.,,,,9,,0.031,,2021
21IN01551,2019836683,Z6683,83,Z6683,19,2,A,1,97,18,Z3355,83,Z3288,83,0,,,1,,H,,146,178,4,,,,,,,2.0,SM.BAG,ADRU,,,6,,0.02,,2021
21IN01552,2019836688,Z6688,83,Z6688,19,1,,1,97,18,Z3355,83,Z2322,83,,,,3,,M,,235,229,0,,93,0818,,,,2.0,CL.R.Jaw,,,3005,6,,0.011,,2021
21IN01553,2019836689,Z6689,83,Z6689,19,2,A,1,97,18,Z3355,83,Z2322,83,,,,7,,D,,164,146,1,,97,1005,,,,2.0,.,ADRU,,,6,,0.011,,2021
21IN01554,2019836694,Z6694,83,Z6694,19,2,,1,C3,16,K5242,00,Z2415,83,0,,,3,OR,D,,230,242,1,,93,1018,,,,2.0,.,,,15668,1,,0.0,,2021
21IN01555,2019836695,Z6695,83,Z6695,19,1,,1,C3,16,K5242,00,Z2415,83,0,,,3,OR,M,,246,0,0,,93,0614,,,,2.0,B. Ovis,,,2902,5,,0.0,,2021
21IN01556,2019836698,Z6698,83,Z6698,19,1,,1,CT,2,Z5161,00,Z2642,83,0,,,1,OR,M,,196,239,0,,,,,,,2.0,Scurs,,,,5,,0.0,,2021
21IN01557,2019836699,Z6699,83,Z6699,19,2,,1,00,30,Z4662,83,Z4672,83,0,,,2,PUR,H,,175,172,2,,92,0916,,,,2.0,TRY1,,,15233,5,,0.0,,2021
21IN01558,2019836705,Z6705,83,Z6705,19,2,A,1,97,17,Z2682,83,Z3303,83,,,,3,,D,,185,207,1,,93,1004,,,,2.0,NICE LAMB,ADRU,,15516,6,,0.023,,2021
21IN01559,2019836709,Z6709,83,Z6709,19,1,,1,97,23,Z5162,00,Z2885,83,0,,,3,,M,,226,254,0,,93,0912,,,,2.0,To MARC,,,3094,6,,0.0,,2021
21IN01560,2019836721,Z6721,83,Z6721,19,2,,1,20,24,Z3311,83,T4929,45,7,,,3,,H,,217,231,2,,93,1018,,,,2.0,.,,,15696,5,,0.0,,2021
21IN01561,2019836727,Z6727,83,Z6727,19,1,A,1,97,21,Z4424,83,Z3663,83,0,,,1,,M,,221,242,0,,,,,,,2.0,.,,,,6,,0.012,,2021
21IN01562,2019836732,Z6732,83,Z6732,19,2,,1,02,46,T6884,00,Z2749,83,7,,,3,,2,,189,190,1,,93,1018,,,,2.0,.,,,15646,1,,0.0,,2021
21IN01563,2019836736,Z6736,83,Z6736,19,2,,1,00,e5,Z0000,00,L2030,70,0,,,2,OR,H,,168,190,2,,92,0916,,,,2.0,.,,,15291,5,,0.0,,2021
21IN01564,2019836741,Z6741,83,Z6741,19,2,,1,00,30,Z4662,83,Z4404,83,0,,,2,PUR,H,,157,166,1,,92,0916,,,,2.0,.,,,15264,6,,0.0,,2021
21IN01565,2019836745,Z6745,83,Z6745,19,2,,1,BL,BL,Z3688,83,Z4727,83,0,,,3,,D,,158,171,1,,93,1004,,,,2.0,.,,,15501,9,,0.266,,2021
21IN01566,2019836747,Z6747,83,Z6747,19,2,A,1,97,23,Z5162,00,Z2584,83,,,,1,,H,,158,177,1,,,,,,,2.0,.,ADRU,,,6,,0.0,,2021
21IN01567,2019836748,Z6748,83,Z6748,19,2,,1,02,40,T6516,45,Z2832,83,7,,,2,,2,,184,176,2,,92,0916,,,,2.0,.,,,15196,1,,0.011,,2021
21IN01568,2019836751,Z6751,83,Z6751,19,2,,1,S3,29,Z4610,83,Z1614,83,0,,,1,OR,D,,216,223,1,,,,,,,2.0,.,,,,5,,0.0,,2021
21IN01569,2019836752,Z6752,83,Z6752,19,2,,1,02,40,T6516,45,Z3506,83,7,,,3,GRN,2,,168,142,12,,93,1004,,,,2.0,X Bag,,,15455,1,,0.039,,2021
21IN01570,2019836762,Z6762,83,Z6762,19,2,A,1,97,22,Z4498,83,Z4633,83,0,,,6,,H,,176,0,0,,05,0529,,,,2.0,.,,,,6,,0.012,,2021
21IN01571,2019836781,Z6781,83,Z6781,19,2,,1,20,25,Z3622,83,T5775,45,,,,6,,,,0,0,0,,82,0303,,,,2.0,GOODMOM,,,,5,,0.0,,2021
21IN01572,2019836785,Z6785,83,Z6785,19,1,,1,97,19,Z3365,83,Z2710,83,0,,,3,,M,,227,252,0,,93,0818,,,,2.0,CU/Multi?,,,2976,6,,0.028,,2021
21IN01573,2019836787,Z6787,83,Z6787,19,2,A,1,97,22,Z4498,83,Z4228,83,0,,,3,,,,0,0,0,,93,0203,,,,2.0,Poor cond.,,,2870,6,,0.026,,2021
21IN01574,2019836790,Z6790,83,Z6790,19,2,A,1,97,18,Z3355,83,Z2776,83,0,,,1,,D,,175,193,1,,,,,,,2.0,.,ADRU,,,6,,0.019,,2021
21IN01575,2019836797,Z6797,83,Z6797,19,2,,1,CT,1,Z4110,00,Z2318,83,0,,,3,OR,H,,238,235,1,,93,1018,,,,2.0,SMBAG,,,15659,5,,0.0,,2021
21IN01576,2019836799,Z6799,83,Z6799,19,2,,1,00,26,Z4282,83,Z4822,83,0,,,3,GRN,D,,227,240,2,,93,1004,,,,2.0,.,,,15487,5,,0.0,,2021
21IN01577,2019836800,Z6800,83,Z6800,19,2,,1,XR,e5,Z0000,00,S1826,12,0,,,2,GRN,2,,187,187,3,,92,0916,,,,2.0,"Has Y0052,Y00",,,15330,2,,0.0,,2021
21IN01578,2019836802,Z6802,83,Z6802,19,2,,1,20,24,Z3311,83,T6657,45,0,,,3,,D,,189,219,2,,93,1018,,,,2.0,.,,,15637,5,,0.0,,2021
21IN01579,2019836806,Z6806,83,Z6806,19,2,,1,00,e5,Z0000,00,Z5538,83,,,,3,GRN,H,,167,187,2,,93,1018,,,,2.0,CHUNKYMILK,,,15607,1,,0.0,,2021
21IN01580,2019836808,Z6808,83,Z6808,19,2,A,1,97,21,Z4424,83,Z4352,83,0,,,3,,D,,175,206,2,,93,1004,,,,2.0,.,ADRU,,15521,6,,0.014,,2021
21IN01581,2019836810,Z6810,83,Z6810,19,2,,1,20,24,Z3311,83,T6395,45,0,,,2,GRN,H,,199,187,2,,92,0916,,,,2.0,.,,,15215,5,,0.0,,2021
21IN01582,2019836813,Z6813,83,Z6813,19,2,A,1,97,22,Z4498,83,Z1577,83,0,,,1,,D,,150,178,1,,,,,,,2.0,.,ADRU,,,6,,0.02,,2021
21IN01583,2019836816,Z6816,83,Z6816,19,2,A,1,97,17,Z2682,83,Z1638,83,0,,,1,,H,,160,163,2,,,,,,,2.0,Thin 2020,,,,6,,0.021,,2021
21IN01584,2019836817,Z6817,83,Z6817,19,2,A,1,97,17,Z2682,83,Z1638,83,0,,,1,,H,,176,185,2,,,,,,,2.0,.,Trip,,,6,,0.021,,2021
21IN01585,2019836818,Z6818,83,Z6818,19,2,,1,00,e1,K0000,64,Z6259,83,,,,2,,H,,196,191,2,,92,0916,,,,2.0,SM.BAG,,,15272,5,,0.0,,2021
21IN01586,2019836828,Z6828,83,Z6828,19,2,A,1,97,20,Z4277,83,Z3340,83,0,,,3,,D,,211,228,1,,93,1018,,,,2.0,.,,,15726,6,,0.017,,2021
21IN01587,2019836837,Z6837,83,Z6837,19,1,,1,97,17,Z2682,83,Z4123,00,,,,7,,,,0,0,0,,97,0105,,,,2.0,Scurs,,,,6,,0.0,,2021
21IN01588,2019836838,Z6838,83,Z6838,19,2,A,1,97,17,Z2682,83,Z4123,00,,,,1,,H,,134,164,2,,,,,,,2.0,.,,,,6,,0.0,,2021
21IN01589,2019836841,Z6841,83,Z6841,19,1,,1,97,19,Z3365,83,Z2973,83,0,,,3,,M,,213,234,0,,93,0912,,,,2.0,To MARC,,,3091,6,,0.029,,2021
21IN01590,2019836847,Z6847,83,Z6847,19,2,,1,07,71,S1946,00,Z4650,83,0,,,6,,,,0,0,0,,66,0319,,,,2.0,U.Prolapse,,,,1,,0.0,,2021
21IN01591,2019836848,Z6848,83,Z6848,19,2,A,1,97,17,Z2682,83,Z4263,83,0,,,1,,H,,129,145,2,,,,,,,2.0,.,,,,6,,0.011,,2021
21IN01592,2019836852,Z6852,83,Z6852,19,2,,1,02,44,T6804,45,Z3740,83,0,,,6,GRN,,,0,0,0,,66,0413,,,,2.0,Ruptured,,,,1,,0.0,,2021
21IN01593,2019836855,Z6855,83,Z6855,19,2,,1,00,e5,Z0000,00,Z6225,83,0,,,3,PUR,H,,174,182,2,,93,1018,,,,2.0,CHNKMLKLS,,,15590,2,,0.0,,2021
21IN01594,2019836857,Z6857,83,Z6857,19,2,A,1,97,20,Z4277,83,Z2267,83,0,,,6,,,,0,0,0,,66,0303,,,,2.0,V.Prolapse,,,,6,,0.018,,2021
21IN01595,2019836862,Z6862,83,Z6862,19,2,A,1,97,21,Z4424,83,Z3630,83,0,,,1,,H,,154,160,2,,,,,,,2.0,.,,,,6,,0.01,,2021
21IN01596,2019836863,Z6863,83,Z6863,19,2,A,1,97,21,Z4424,83,Z3630,83,0,,,1,,H,,146,172,2,,,,,,,2.0,.,,,,6,,0.01,,2021
21IN01597,2019836864,Z6864,83,Z6864,19,2,,1,10,e4,Z0000,83,S1609,12,0,,,2,GRN,H,,161,197,2,,92,0916,,,,2.0,.,,,15305,5,,0.0,,2021
21IN01598,2019836867,Z6867,83,Z6867,19,2,,1,BL,BL,Z3688,83,Z4449,83,0,,,1,,2,,154,162,2,,,,,,,2.0,.,,,,9,,0.25,,2021
21IN01599,2019836868,Z6868,83,Z6868,19,2,,1,00,30,Z4662,83,Z4008,83,0,,,2,PUR,H,,196,187,2,,92,0916,,,,2.0,.,,,15221,5,,0.0,,2021
21IN01600,2019836869,Z6869,83,Z6869,19,2,,1,00,30,Z4662,83,Z4008,83,0,,,3,PUR,H,,209,211,2,,93,1004,,,,2.0,.,,,15469,6,,0.0,,2021
21IN01601,2019836875,Z6875,83,Z6875,19,1,,1,97,19,Z3365,83,Z2278,83,0,,,3,,M,,211,0,0,,93,0614,,,,2.0,X Thin,,,2884,6,,0.017,,2021
21IN01602,2019836880,Z6880,83,Z6880,19,2,,1,20,28,Z4439,83,T4305,45,0,,,3,,H,,223,246,2,,93,1004,,,,2.0,.,,,15525,5,,0.0,,2021
21IN01603,2019836886,Z6886,83,Z6886,19,2,A,1,97,19,Z3365,83,Z0880,83,0,,,1,,D,,158,186,2,,,,,,,2.0,.,,,,6,,0.03,,2021
21IN01604,2019836889,Z6889,83,Z6889,19,2,,1,00,30,Z4662,83,Z4230,83,,,,2,PUR,H,,177,173,2,,92,0916,,,,2.0,SMBAG,,,15307,6,,0.0,,2021
21IN01605,2019836890,Z6890,83,Z6890,19,2,,1,20,24,Z3311,83,T6519,45,,,,2,GRN,H,,187,202,2,,92,0916,,,,2.0,.,,,15213,5,,0.0,,2021
21IN01606,2019836901,Z6901,83,Z6901,19,2,,1,00,e5,Z0000,00,Z5213,83,,,,2,,H,,154,172,2,,92,0916,,,,2.0,LTLS,,,15241,5,,0.0,,2021
21IN01607,2019836905,Z6905,83,Z6905,19,2,A,1,97,23,Z5162,00,Z4904,83,0,,,1,,H,,146,163,2,,,,,,,2.0,.,,,,6,,0.0,,2021
21IN01608,2019836907,Z6907,83,Z6907,19,1,,1,CT,2,Z5161,00,Z2476,83,0,,,3,OR,M,,234,234,0,,93,0818,,,,2.0,Scurs,,,2971,5,,0.0,,2021
21IN01609,2019836908,Z6908,83,Z6908,19,2,,1,C3,2,Z5161,00,K5169,64,,,,3,OR,H,,172,197,10,,93,1004,,,,2.0,X Bag,,,15515,5,,0.0,,2021
21IN01610,2019836913,Z6913,83,Z6913,19,2,,1,20,27,Z4382,83,T6572,45,0,,,2,GRN,H,,172,188,2,,92,0916,,,,2.0,.,,,15310,5,,0.0,,2021
21IN01611,2019836914,Z6914,83,Z6914,19,2,,1,CT,1,Z4110,00,Z1399,83,0,,,1,OR,H,,220,218,4,,,,,,,2.0,.,,,,2,,0.0,,2021
21IN01612,2019836915,Z6915,83,Z6915,19,1,,1,CT,1,Z4110,00,Z1399,83,0,,,1,OR,M,,232,252,0,,,,,,,2.0,Scurs,,,,2,,0.0,,2021
21IN01613,2019836921,Z6921,83,Z6921,19,2,A,1,97,22,Z4498,83,Z2467,83,,,,1,,D,,188,200,1,,,,,,,2.0,.,,,,6,,0.019,,2021
21IN01614,2019836922,Z6922,83,Z6922,19,1,,1,97,22,Z4498,83,Z2467,83,,,,1,,M,,196,228,0,,,,,,,2.0,CU/Multi-sire,CU,,,6,,0.019,,2021
21IN01615,2019836926,Z6926,83,Z6926,19,2,,1,20,26,Z4282,83,T6847,45,0,,,2,GRN,H,,223,191,2,,92,0916,,,,2.0,.,,,15327,5,,0.0,,2021
21IN01616,2019836930,Z6930,83,Z6930,19,2,A,1,97,17,Z2682,83,Z2346,83,0,,,7,,H,,146,176,2,,97,1005,,,,2.0,.,,,,6,,0.022,,2021
21IN01617,2019836931,Z6931,83,Z6931,19,1,,1,97,17,Z2682,83,Z2346,83,0,,,3,,M,,213,238,0,,93,0818,,,,2.0,CU/Multi-sire,,,3027,6,,0.022,,2021
21IN01618,2019836940,Z6940,83,Z6940,19,2,A,1,97,17,Z2682,83,Z4116,00,,,,1,,H,,124,149,2,,,,,,,2.0,.,,,,6,,0.0,,2021
21IN01619,2019836945,Z6945,83,Z6945,19,1,A,1,97,23,Z5162,00,Z3814,83,0,,,3,,M,,250,265,0,,93,0818,,,,2.0,.,,,2935,6,,0.0,,2021
21IN01620,2019836952,Z6952,83,Z6952,19,2,A,1,97,21,Z4424,83,Z2573,83,0,,,1,,H,,157,184,2,,,,,,,2.0,.,,,,6,,0.008,,2021
21IN01621,2019836953,Z6953,83,Z6953,19,2,A,1,97,21,Z4424,83,Z2573,83,0,,,1,,H,,160,180,2,,,,,,,2.0,.,,,,6,,0.008,,2021
21IN01622,2019836960,Z6960,83,Z6960,19,2,A,1,97,17,Z2682,83,Z1766,83,,,,1,,D,,176,190,1,,,,,,,2.0,.,,,,6,,0.022,,2021
21IN01623,2019836962,Z6962,83,Z6962,19,2,,1,20,25,Z3622,83,T4931,45,0,,,2,,H,,175,172,2,,92,0916,,,,2.0,90BLK,,,15308,5,,0.0,,2021
21IN01624,2019836964,Z6964,83,Z6964,19,2,,1,BL,BL,Z3688,83,Z4286,83,0,,,6,,,,0,0,0,,66,0126,,,,2.0,Abort+Prolaps,,,,9,,0.25,,2021
21IN01625,2019836967,Z6967,83,Z6967,19,2,A,1,97,22,Z4498,83,Z3595,83,,,,1,,H,,136,166,2,,,,,,,2.0,.,,,,6,,0.018,,2021
21IN01626,2019836969,Z6969,83,Z6969,19,1,A,1,97,22,Z4498,83,Z3595,83,,,,3,,M,,204,0,0,,93,0614,,,,2.0,B. Ovis,,,2908,6,,0.018,,2021
21IN01627,2019836971,Z6971,83,Z6971,19,2,A,1,97,21,Z4424,83,Z4120,00,,,,1,,H,,146,168,1,,,,,,,2.0,.,,,,6,,0.0,,2021
21IN01628,2019836972,Z6972,83,Z6972,19,2,,1,42,63,S1500,00,Z4708,83,0,,,3,,1,,186,169,2,,93,1004,,,,2.0,SMBAG,,,15524,1,,0.0,,2021
21IN01629,2019836976,Z6976,83,Z6976,19,1,A,1,97,23,Z5162,00,Z4261,83,0,,,3,,M,,222,0,0,,93,0614,,,,2.0,B. Ovis,,,2909,6,,0.0,,2021
21IN01630,2019836992,Z6992,83,Z6992,19,2,A,1,97,23,Z5162,00,Z2864,83,,,,1,,H,,176,194,2,,,,,,,2.0,.,,,,6,,0.0,,2021
21IN01631,2019836997,Z6997,83,Z6997,19,2,,1,02,41,T6556,45,Z3529,83,0,,,2,GRN,1,,166,165,2,,92,0910,,,,2.0,Ella,,,3174,1,,0.013,,2021
21IN01632,2019836999,Z6999,83,Z6999,19,2,A,1,97,22,Z4498,83,Z4128,00,,,,1,,H,,153,173,2,,,,,,,2.0,THIN2021,,,,6,,0.0,,2021
21IN01633,2019837015,Z7015,83,Z7015,19,2,,1,00,e4,Z0000,83,L2109,70,0,,,3,OR,H,,164,177,2,,93,1004,,,,2.0,.,,,15413,5,,0.0,,2021
21IN01634,2019837016,Z7016,83,Z7016,19,2,,1,07,72,S1949,00,Z4919,83,0,,,2,GRN,1,,171,166,2,,92,0916,,,,2.0,CHUNKY,,,15148,1,,0.0,,2021
21IN01635,2019837025,Z7025,83,Z7025,19,2,,1,20,27,Z4382,83,T6284,45,0,,,2,,H,,157,179,2,,92,0916,,,,2.0,.,,,15240,5,,0.0,,2021
21IN01636,2019837032,Z7032,83,Z7032,19,2,,1,BL,e1,K0000,64,Z5184,83,0,,,3,,1,,176,186,9,,93,1018,,,,2.0,X Bag,,,15690,9,,0.0,,2021
21IN01637,2019837041,Z7041,83,Z7041,19,2,A,1,97,20,Z4277,83,Z3265,83,0,,,1,,D,,193,204,2,,,,,,,2.0,.,,,,6,,0.024,,2021
21IN01638,2019837049,Z7049,83,Z7049,19,2,A,1,97,19,Z3365,83,Z4098,00,,,,3,,H,,158,175,6,,93,1004,,,,2.0,X Bag,,,15384,6,,0.0,,2021
21IN01639,2019837054,Z7054,83,Z7054,19,2,A,1,97,21,Z4424,83,Z4690,83,0,,,1,,H,,173,200,2,,,,,,,2.0,.,,,,6,,0.012,,2021
21IN01640,2019837088,Z7088,83,Z7088,19,2,,1,20,24,Z3311,83,T6311,45,,,,3,GRN,D,,219,239,1,,93,1018,,,,2.0,THICK,,,15713,5,,0.0,,2021
21IN01641,2019837094,Z7094,83,Z7094,19,2,,1,20,e4,Z0000,83,T6986,45,,,,2,GRN,H,,227,217,2,,92,0916,,,,2.0,.,,,15309,5,,0.0,,2021
21IN01642,2019837095,Z7095,83,Z7095,19,2,,1,07,62,S1499,00,Z3936,83,7,,,2,GRN,2,,198,195,2,,92,0910,,,,2.0,Ella,,,3172,1,,0.0,,2021
21IN01643,2019837116,Z7116,83,Z7116,19,2,,1,07,67,S1937,00,Z4871,83,,,,2,,1,,135,138,2,,92,0910,,,,2.0,Ella,,,3177,1,,0.0,,2021
21IN01644,2019837128,Z7128,83,Z7128,19,2,,1,07,71,S1946,00,Z4908,83,0,,,3,GRN,2,,190,196,2,,93,1018,,,,2.0,LT,,,15585,1,,0.0,,2021
21IN01645,2019837129,Z7129,83,Z7129,19,2,,1,07,67,S1937,00,Z4469,83,0,,,2,,1,,147,160,2,,92,0910,,,,2.0,Ella,,,3179,1,,0.0,,2021
21IN01646,2019837153,Z7153,83,Z7153,19,2,,1,00,e1,K0000,64,Z5488,83,0,,,2,,H,,190,206,2,,92,0916,,,,2.0,.,,,15337,1,,0.0,,2021
21IN01647,2019837154,Z7154,83,Z7154,19,2,,1,02,41,T6556,45,T4510,45,0,,,2,,2,,177,177,2,,92,0916,,,,2.0,.,,,15191,1,,0.024,,2021
21IN01648,2019837155,Z7155,83,Z7155,19,2,A,1,97,20,Z4277,83,Z4698,83,,,,3,,D,,185,215,2,,93,1004,,,,2.0,.,,,15475,6,,0.032,,2021
21IN01649,2019837157,Z7157,83,Z7157,19,2,A,1,97,19,Z3365,83,Z4834,83,0,,,6,,H,,128,0,0,,03,0609,,,,2.0,Resp.,,,,6,,0.014,,2021
21IN01650,2019837164,Z7164,83,Z7164,19,2,A,1,97,e4,Z4288,83,Z5762,83,0,,,1,,H,,146,166,2,,,,,,,2.0,SMBAG,,,,6,,0.0,,2021
