UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,BOND,Y5A,LOC_DEATH,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,BOSE,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
85LA02258,1985-04-19,2,T7142,43,1,42,942,T4258,43,,1,,40,,1,02,,1,109,8,1,0,4,,,02,,,T6307,43,1,67,42,3,1,,1,2,7.5,10,,,1,85
85LA02259,1985-04-19,1,T7143,43,,42,942,T4258,43,,,O,40,,1,02,,1,109,8,0,142,4,,3,02,,&,T6307,43,0,0,42,3,1,93,0,0,9.6,0,,,2,85
85LA02260,,,,,1,42,932,T4261,43,,,,40,,,02,,,0,,,0,,,,02,,,T5913,43,1,0,42,3,0,,0,0,0.0,0,,,1,85
85LA02261,1985-04-19,3,M9676,94,1,45,441,T4273,43,,1,,40,,1,55,,3,109,5,1,0,3,,,02,,,M6729,94,1,89,49,8,1,,1,1,9.4,10,,,1,85
85LA02262,1985-04-22,1,T7283,43,1,43,432,T4276,43,,1,,40,,1,02,,1,112,5,1,0,3,,,02,,,T6726,43,1,82,43,6,1,,1,1,10.7,10,,,1,85
85LA02263,1985-04-23,2,X0349,80,1,44,001,T4302,43,,1,,40,,1,52,,1,113,5,1,0,3,,,02,,,M4514,95,1,97,42,8,1,,1,1,10.7,10,,,1,85
85LA02264,1985-04-23,2,T7317,43,1,43,433,T4327,43,,,X,40,,1,02,,1,113,8,1,120,3,,6,02,,,T6753,43,1,0,43,6,1,19,1,2,12.6,0,,,1,85
85LA02265,1985-04-23,2,T7318,43,,43,433,T4327,43,,,O,40,,1,02,,1,113,8,0,148,3,,6,02,,,T6753,43,0,0,43,6,1,21,0,0,11.5,0,,,2,85
85LA02266,1985-04-21,1,M9885,94,1,44,002,T4333,43,,1,,40,,1,52,,1,111,8,0,0,5,,,02,,,M6045,95,1,75,49,8,1,,1,2,10.6,10,,,1,85
85LA02267,1985-04-21,2,M9886,94,,44,002,T4333,43,,1,,40,,1,52,,1,111,8,1,0,5,,,02,,,M6045,95,0,71,49,8,1,,0,0,11.4,10,,,2,85
85LA02268,1985-04-18,1,T7096,43,1,41,412,T4344,43,,,O,40,,1,02,,1,108,8,1,113,4,,6,02,,&,T6656,43,1,0,41,6,1,23,1,2,8.2,0,,,1,85
85LA02269,1985-04-18,2,T7097,43,,41,412,T4344,43,,,X,40,,1,02,,1,108,8,0,127,4,,6,02,,,T6656,43,0,0,41,6,1,23,0,0,10.6,0,,,2,85
85LA02270,,,,,1,42,922,T4350,43,,,,40,,,02,,,0,,,0,,,,02,,,T6279,43,1,0,42,3,0,,0,0,0.0,0,,,1,85
85LA02271,1985-05-03,1,T7595,43,1,43,434,T4356,43,,,O,40,,1,02,,1,123,7,1,127,2,04,3,02,,&,T6551,43,1,0,43,6,1,93,1,2,12.7,0,,,1,85
85LA02272,1985-05-03,1,,,,43,434,T4356,43,,,,40,,1,02,,1,123,7,,0,2,22,1,02,,,T6551,43,0,0,43,6,0,,0,0,12.7,0,,,2,85
85LA02273,1985-04-14,1,T6980,43,1,42,912,T4366,43,,1,,40,,1,02,,1,104,5,1,0,3,,,02,,,T5869,43,1,75,42,3,1,,1,1,11.8,10,,,1,85
85LA02274,1985-04-16,2,T7019,43,1,42,902,T4369,43,,1,,40,,1,02,,1,106,8,0,0,3,,,02,,,T6221,43,1,60,42,3,1,,1,2,10.7,10,,,1,85
85LA02275,1985-04-16,2,T7020,43,,42,902,T4369,43,,1,,40,,1,02,,3,106,8,1,0,3,,,02,,,T6221,43,0,53,42,3,1,,0,0,10.0,10,,,2,85
85LA02276,1985-04-17,1,T7077,43,1,42,892,T4380,43,,1,,40,,1,02,,1,107,5,0,0,3,,,02,,,T5864,43,1,80,42,3,1,,1,1,10.7,10,,,1,85
85LA02277,,,,,1,41,413,T4393,43,,,,40,,,02,1,,0,,,0,,,,02,,,T6533,43,1,0,41,6,0,,0,0,0.0,0,,,1,85
85LA02278,1985-05-06,2,X0723,80,1,00,413,T4393,43,,1,,40,,5,20,2,2,126,8,1,0,3,09,,02,,,00000,97,1,66,41,0,1,,1,2,10.0,10,,,1,85
85LA02279,1985-05-06,1,X0724,80,,00,413,T4393,43,,1,,40,,5,20,2,2,126,8,0,0,3,,,02,,,00000,97,0,72,41,0,1,,0,0,11.4,10,,,2,85
85LA02280,1985-04-24,1,T7358,43,1,43,431,T4394,43,,,O,40,,1,02,,1,114,8,0,116,1,04,3,02,,&,T6575,43,1,0,43,6,1,93,1,2,10.6,0,,,1,85
85LA02281,1985-04-24,1,T7359,43,,43,431,T4394,43,,,O,40,,1,02,,1,114,8,1,117,1,,6,02,,&,T6575,43,0,0,43,6,1,46,0,0,7.9,0,,,2,85
85LA02282,1985-05-02,1,T7578,43,1,43,432,T4400,43,,1,,40,,1,02,,1,122,5,1,0,3,,,02,,,T6726,43,1,92,43,6,1,,1,1,12.6,10,,,1,85
85LA02283,,,,,1,42,882,T4408,43,,,,40,,,02,,,0,,,0,,,,02,,,T6174,43,1,0,42,3,0,,0,0,0.0,0,,,1,85
85LA02284,1985-04-22,1,T7260,43,1,41,414,T4410,43,,1,,40,,1,02,,1,112,8,1,0,4,,,02,,,T6632,43,1,73,41,6,1,,1,2,12.6,10,,,1,85
85LA02285,1985-04-22,2,T7261,43,,41,414,T4410,43,,1,,40,,1,02,,1,112,8,0,0,4,,,02,,,T6632,43,0,51,41,6,1,,0,0,11.2,10,,,2,85
85LA02286,1985-04-28,2,T7488,43,1,41,411,T4412,43,,1,,40,,1,02,,1,118,8,1,0,4,,,02,,,T6935,43,1,61,41,6,1,,1,2,12.6,10,,,1,85
85LA02287,1985-04-28,2,T7489,43,,41,411,T4412,43,,1,,40,,1,02,,1,118,8,0,0,4,,,02,,,T6935,43,0,70,41,6,1,,0,0,11.6,10,,,2,85
85LA02288,1985-04-12,3,M9145,94,1,45,441,T4418,43,,1,,40,,1,55,,3,102,5,0,0,4,,,02,,,M6729,94,1,72,49,8,1,,1,1,12.2,10,,,1,85
85LA02289,1985-04-18,2,T7108,43,1,43,433,T4425,43,,1,,40,,1,02,,1,108,8,1,0,2,,,02,,,T6753,43,1,81,43,6,1,,1,2,10.2,10,,,1,85
85LA02290,1985-04-18,2,T7109,43,,43,433,T4425,43,,1,,40,,1,02,,1,108,8,0,0,2,,,02,,&,T6753,43,0,51,43,6,1,,0,0,8.6,5,,,2,85
85LA02291,1985-04-22,2,T7266,43,1,43,434,T4440,43,,1,,40,,1,02,,1,112,5,0,0,2,,,02,,,T6551,43,1,92,43,6,1,,1,1,11.8,10,,,1,85
85LA02292,1985-04-28,1,T7507,43,1,41,412,T4450,43,,1,,40,,1,02,,2,118,8,1,0,3,,,02,,,T6656,43,1,74,41,6,1,,1,2,10.6,10,,,1,85
85LA02293,1985-04-28,1,T7508,43,,41,412,T4450,43,,1,,40,,1,02,,1,118,8,0,0,3,,,02,,,T6656,43,0,68,41,6,1,,0,0,9.7,10,,,2,85
85LA02294,1985-04-24,1,T7363,43,1,43,431,T4459,43,,1,,40,,1,02,,1,114,8,0,0,3,,,02,,,T6575,43,1,60,43,6,1,,1,2,12.1,10,,,1,85
85LA02295,1985-04-24,2,T7364,43,,43,431,T4459,43,,,,40,,1,02,,1,114,8,1,228,3,,7,02,,,T6575,43,0,0,43,6,1,97,0,0,10.1,0,,,2,85
85LA02296,1985-04-14,2,T6979,43,1,42,872,T4476,43,,1,,40,,1,02,,3,104,5,1,0,4,,,02,934894,+,T5744,43,1,66,42,3,1,,1,1,11.2,15,,,1,85
85LA02297,1985-04-29,2,X0630,80,1,44,002,T4486,43,,,X,40,,1,52,,3,119,8,0,148,3,,6,02,,,M6045,95,1,0,42,8,1,23,1,2,8.2,0,,,1,85
85LA02298,1985-04-29,2,X0631,80,,44,002,T4486,43,,,,40,,1,52,,1,119,8,1,228,3,,7,02,,,M6045,95,0,0,42,8,1,97,0,0,9.9,0,,,2,85
85LA02299,1985-04-18,2,T7093,43,1,40,401,T4492,43,,1,,40,,1,02,,1,108,9,0,0,4,,,02,515143,-,T5877,43,1,76,40,2,1,,1,3,8.6,5,,,1,85
85LA02300,1985-04-18,2,T7094,43,,40,401,T4492,43,,1,,40,,1,02,,5,108,9,1,0,4,,,02,,,T5877,43,0,77,40,2,1,,0,0,9.4,10,,,2,85
85LA02301,1985-04-18,1,T7095,43,,40,401,T4492,43,,1,,40,,1,02,,1,108,9,0,0,4,,,02,,,T5877,43,0,55,40,2,1,,0,0,9.1,10,,,3,85
85LA02302,1985-05-06,1,T7612,43,1,43,432,T4500,43,,1,,40,,1,02,,1,126,5,1,0,3,,,02,,,T6726,43,1,77,43,6,1,,1,1,11.6,10,99,,1,85
85LA02303,1985-04-26,1,T7429,43,1,40,402,T4502,43,,1,,40,,2,02,,1,116,8,0,0,4,,,02,,,T5555,43,1,47,40,2,1,,1,2,8.2,10,,,1,85
85LA02304,1985-04-26,2,T7430,43,,40,402,T4502,43,,1,,40,,1,02,,3,116,8,1,0,4,,,02,,,T5555,43,0,66,40,2,1,,0,0,11.9,10,,,2,85
85LA02305,1985-04-17,1,T7058,43,1,42,862,T4505,43,,1,,40,,1,02,,1,107,5,0,0,3,,,02,,,T6079,43,1,86,42,3,1,,1,1,12.5,10,,,1,85
85LA02306,1985-04-22,1,M9921,94,1,44,001,T4510,43,,1,,40,,1,52,,1,112,7,0,0,4,12,,02,,,M4514,95,1,94,49,8,1,,1,2,11.4,10,,,1,85
85LA02307,1985-04-22,1,,,,44,001,T4510,43,,,,40,,1,52,,1,112,7,,0,4,,1,02,,,M4514,95,0,0,49,8,0,,0,0,9.4,0,,,2,85
85LA02308,1985-04-22,1,T7274,43,1,40,403,T4518,43,,1,,40,,1,02,,1,112,8,0,0,4,,,02,,,T6001,43,1,99,40,2,1,,1,2,12.6,10,,,1,85
85LA02309,1985-04-22,2,T7275,43,,40,403,T4518,43,,1,,40,,1,02,,1,112,8,1,0,4,,,02,,&,T6001,43,0,44,40,2,1,,0,0,10.0,5,99,,2,85
85LA02310,1985-04-16,2,T7045,43,1,42,852,T4533,43,,1,,40,,1,02,,1,106,5,1,0,5,,,02,949694,+,T5737,43,1,73,42,3,1,,1,1,12.2,15,,,1,85
85LA02311,1985-04-20,1,T7187,43,1,42,842,T4534,43,,1,,40,,1,02,,1,110,8,0,0,3,,,02,,,T6002,43,1,59,42,3,1,,1,2,10.4,10,,,1,85
85LA02312,1985-04-20,1,T7188,43,,42,842,T4534,43,,1,,40,,1,02,,1,110,8,1,0,3,,,02,,,T6002,43,0,60,42,3,1,,0,0,10.3,10,,,2,85
85LA02313,1985-05-02,1,T7586,43,1,41,413,T4538,43,,1,,40,,1,02,,1,122,8,0,0,2,04,,02,,,T6533,43,1,64,41,6,1,,1,2,9.8,10,,,1,85
85LA02314,1985-05-02,2,T7587,43,,41,413,T4538,43,,1,,40,,1,02,,1,122,8,1,0,2,,,02,509743,-,T6533,43,0,74,41,6,1,,0,0,10.7,5,,,2,85
85LA02315,,,,,1,43,433,T4542,43,,,,40,,,02,1,,0,,,0,,,,02,,,T6753,43,1,0,43,6,0,,0,0,0.0,0,,,1,85
85LA02316,1985-05-06,1,X0712,80,1,00,433,T4542,43,,1,,40,,5,20,2,1,126,8,1,0,3,23,,02,,,00000,97,1,77,43,0,1,,1,2,13.8,10,,,1,85
85LA02317,1985-05-06,2,X0713,80,,00,433,T4542,43,,1,,40,,5,20,2,1,126,8,0,0,3,,,02,,&,00000,97,0,52,43,0,1,,0,0,10.3,5,,,2,85
85LA02318,1985-04-16,2,T7026,43,1,42,832,T4559,43,,,,40,,1,02,,1,106,5,0,228,4,,7,02,669819,+,T5579,43,1,0,42,3,1,97,1,1,11.8,5,,,1,85
85LA02319,1985-04-28,2,T7483,43,1,40,401,T4561,43,,1,,40,,1,02,,1,118,8,1,0,3,06,,02,,,T5877,43,1,70,40,2,1,,1,2,12.0,10,,,1,85
85LA02320,1985-04-28,2,T7484,43,,40,401,T4561,43,,1,,40,,1,02,,1,118,8,0,0,3,,,02,,,T5877,43,0,78,40,2,1,,0,0,10.0,10,16,,2,85
85LA02321,1985-04-15,2,T6993,43,1,40,404,T4564,43,,1,,40,,1,02,,1,105,8,1,0,4,10,,02,,,T5821,43,1,74,40,2,1,,1,2,11.5,10,,,1,85
85LA02322,1985-04-15,2,T6994,43,,40,404,T4564,43,,1,,40,,1,02,,1,105,8,0,0,4,,,02,,,T5821,43,0,60,40,2,1,,0,0,12.3,10,,,2,85
85LA02323,1985-04-17,1,T7053,43,1,40,402,T4574,43,,1,,40,,1,02,,1,107,8,1,0,4,,,02,,,T5555,43,1,95,40,2,1,,1,2,12.3,10,,,1,85
85LA02324,1985-04-17,1,T7054,43,,40,402,T4574,43,,1,,40,,1,02,,1,107,8,0,0,4,,,02,,,T5555,43,0,53,40,2,1,,0,0,13.0,10,,,2,85
85LA02325,,,,,1,43,434,T4583,43,,,,40,,,02,1,,0,,,0,,,,02,,,T6551,43,1,0,43,6,0,,0,0,0.0,0,,,1,85
85LA02326,1985-05-11,3,X0798,80,1,00,434,T4583,43,,1,,40,,5,20,2,1,131,5,0,0,3,,,02,,,00000,97,1,94,43,0,1,,1,1,14.6,10,,,1,85
85LA02327,1985-04-22,1,T7298,43,1,40,403,T4585,43,,1,,40,,1,02,,1,112,8,0,0,3,,,02,,,T6001,43,1,74,40,2,1,,1,2,10.1,10,,,1,85
85LA02328,1985-04-22,2,T7299,43,,40,403,T4585,43,,1,,40,,1,02,,1,112,8,1,0,3,,,02,,,T6001,43,0,62,40,2,1,,0,0,10.9,10,,,2,85
85LA02329,1985-04-23,2,T7303,43,1,43,431,T4592,43,,1,,40,,1,02,,1,113,8,0,0,2,,,02,,,T6575,43,1,82,43,6,1,,1,2,12.0,10,,,1,85
85LA02330,1985-04-23,1,T7304,43,,43,431,T4592,43,,,O,40,,1,02,,1,113,8,1,119,2,,3,02,,&,T6575,43,0,0,43,6,1,93,0,0,11.0,0,,,2,85
85LA02331,1985-04-15,1,T7006,43,1,41,414,T4602,43,,1,,40,,1,02,,1,105,8,0,0,5,,,02,,,T6632,43,1,60,41,6,1,,1,2,12.1,10,,,1,85
85LA02332,1985-04-15,1,T7007,43,,41,414,T4602,43,,1,,40,,1,02,,1,105,8,1,0,5,,,02,,,T6632,43,0,65,41,6,1,,0,0,14.8,10,,,2,85
85LA02333,1985-04-17,1,T7080,43,1,43,432,T4613,43,,1,,40,,1,02,,1,107,8,1,0,3,09,,02,,,T6726,43,1,71,43,6,1,,1,2,10.9,10,,,1,85
85LA02334,1985-04-17,1,T7081,43,,43,432,T4613,43,,1,,40,,1,02,,1,107,8,0,0,3,,,02,,,T6726,43,0,82,43,6,1,,0,0,12.4,10,,,2,85
85LA02335,1985-04-13,2,M9259,94,1,45,441,T4621,43,,1,,40,,1,55,,1,103,8,1,0,3,,,02,,,M6729,94,1,63,49,8,1,,1,2,6.6,10,,,1,85
85LA02336,1985-04-13,2,M9258,94,,45,441,T4621,43,,1,,40,,1,55,,1,103,8,0,0,3,,,02,,,M6729,94,0,63,49,8,1,,0,0,9.0,10,,,2,85
85LA02337,1985-04-15,1,T6985,43,1,43,433,T4630,43,,1,,40,,1,02,,1,105,8,1,0,4,,,02,,,T6753,43,1,69,43,6,1,,1,2,12.0,10,,,1,85
85LA02338,1985-04-15,2,T6986,43,,43,433,T4630,43,,1,,40,,1,02,,1,105,8,0,0,4,,,02,,,T6753,43,0,72,43,6,1,,0,0,11.1,10,,,2,85
85LA02339,1985-04-22,2,T7296,43,1,41,411,T4638,43,,1,,40,,1,02,,1,112,8,0,0,3,09,,02,,,T6935,43,1,75,41,6,1,,1,2,11.0,10,,,1,85
85LA02340,1985-04-22,2,T7297,43,,41,411,T4638,43,,1,,40,,1,02,,1,112,8,1,0,3,,,02,,,T6935,43,0,56,41,6,1,,0,0,10.8,10,,,2,85
85LA02341,1985-05-02,2,T7579,43,1,41,412,T4643,43,,1,,40,,1,02,,1,122,8,0,0,3,,,02,,,T6656,43,1,76,41,6,1,,1,2,10.1,10,,,1,85
85LA02342,1985-05-02,1,T7580,43,,41,412,T4643,43,,1,,40,,1,02,,1,122,8,1,0,3,,,02,,,T6656,43,0,71,41,6,1,,0,0,12.3,10,,,2,85
85LA02343,1985-04-20,1,T7204,43,1,43,434,T4648,43,,1,,40,,1,02,,1,110,8,0,0,2,04,,02,,,T6551,43,1,70,43,6,1,,1,2,11.4,10,,,1,85
85LA02344,1985-04-20,1,T7205,43,,43,434,T4648,43,,,O,40,,1,02,,1,110,8,1,119,2,,3,02,,&,T6551,43,0,0,43,6,1,93,0,0,12.6,0,,,2,85
85LA02345,1985-04-18,2,T7090,43,1,43,431,T4649,43,,1,,40,,1,02,,1,108,8,1,0,3,,,02,,,T6575,43,1,85,43,6,1,,1,2,11.8,10,,,1,85
85LA02346,1985-04-18,2,T7091,43,,43,431,T4649,43,,,X,40,,1,02,,1,108,8,0,114,3,,6,02,,,T6575,43,0,0,43,6,1,23,0,0,10.5,0,,,2,85
85LA02347,1985-04-25,2,T7422,43,1,43,432,T4658,43,,1,,40,,1,02,,1,115,8,1,0,2,,,02,921162,-,T6726,43,1,57,43,6,1,,1,2,10.8,5,,,1,85
85LA02348,1985-04-25,2,T7423,43,,43,432,T4658,43,,1,,40,,1,02,,1,115,8,0,0,2,,,02,,,T6726,43,0,88,43,6,1,,0,0,9.0,10,,,2,85
85LA02349,1985-04-19,2,T7156,43,1,40,404,T4659,43,,1,,40,,1,02,,1,109,5,1,0,4,,,02,970294,+,T5821,43,1,73,40,2,1,,1,1,12.5,15,,,1,85
85LA02350,1985-04-23,1,T7314,43,1,40,401,T4660,43,,1,,40,,1,02,,1,113,8,1,0,3,,,02,,,T5877,43,1,61,40,2,1,,1,2,11.2,10,,,1,85
85LA02351,1985-04-23,2,T7315,43,,40,401,T4660,43,,1,,40,,1,02,,1,113,8,0,0,3,,,02,,,T5877,43,0,65,40,2,1,,0,0,11.1,10,,,2,85
85LA02352,1985-04-19,2,T7146,43,1,43,433,T4662,43,,1,,40,,1,02,,1,109,5,1,0,4,,,02,969894,+,T6753,43,1,60,43,6,1,,1,1,11.5,15,,,1,85
85LA02353,,,,,1,41,414,T4670,43,,,,40,,,02,1,,0,,,0,,,,02,,,T6632,43,1,0,41,6,0,,0,0,0.0,0,,,1,85
85LA02354,1985-05-05,2,,,1,00,414,T4670,43,,,,40,,5,20,2,1,125,1,,0,0,36,1,02,,,00000,97,1,0,41,0,0,,1,1,10.0,0,,,1,85
85LA02355,1985-04-20,2,T7179,43,1,42,822,T4671,43,,1,,40,,1,02,,1,110,8,0,0,2,,,02,,,T5988,43,1,73,42,3,1,,1,2,11.4,10,,,1,85
85LA02356,1985-04-20,1,T7180,43,,42,822,T4671,43,,,O,40,,1,02,,1,110,8,1,112,2,,6,02,,&,T5988,43,0,0,42,3,1,23,0,0,9.2,0,,,2,85
85LA02357,1985-04-16,2,M9482,94,1,44,003,T4672,43,,1,,40,,1,52,,1,106,8,0,0,3,,,02,,,M6046,95,1,58,42,8,1,,1,2,7.9,10,,,1,85
85LA02358,1985-04-16,2,M9483,94,,44,003,T4672,43,,1,,40,,1,52,,3,106,8,1,0,3,,,02,,,M6046,95,0,61,42,8,1,,0,0,8.8,10,,,2,85
85LA02359,,,,,1,41,411,T4678,43,,,,40,,,02,,,0,,,0,,,,02,,,T6935,43,1,0,41,6,0,,0,0,0.0,0,,,1,85
85LA02360,1985-04-12,1,M9158,94,1,44,005,T4699,43,,1,,40,,1,52,,1,102,8,0,0,3,,,02,,,M6108,95,1,73,49,8,1,,1,2,11.2,10,,,1,85
85LA02361,1985-04-12,1,M9159,94,,44,005,T4699,43,,1,,40,,1,52,,2,102,8,1,0,3,,,02,,,M6108,95,0,81,49,8,1,,0,0,10.2,10,,,2,85
85LA02362,1985-04-21,2,T7252,43,1,43,434,T4702,43,,1,,40,,1,02,,1,111,8,0,0,4,,,02,,,T6551,43,1,74,43,6,1,,1,2,12.5,10,,,1,85
85LA02363,1985-04-21,2,T7253,43,,43,434,T4702,43,,1,,40,,1,02,,1,111,8,1,0,4,04,,02,,&,T6551,43,0,50,43,6,1,,0,0,11.7,5,,,2,85
85LA02364,1985-04-17,2,T7048,43,1,43,431,T4711,43,,1,,40,,1,02,,1,107,8,0,0,3,,,02,,,T6575,43,1,82,43,6,1,,1,2,10.7,10,,,1,85
85LA02365,1985-04-17,1,T7049,43,,43,431,T4711,43,,1,,40,,1,02,,1,107,8,1,0,3,,,02,,,T6575,43,0,74,43,6,1,,0,0,11.0,10,,,2,85
85LA02366,1985-04-16,1,T7038,43,1,42,812,T4722,43,,1,,40,,1,02,,1,106,5,1,0,2,,,02,,,T5503,43,1,79,42,3,1,,1,1,12.1,10,,,1,85
85LA02367,1985-04-24,1,T7366,43,1,42,802,T4724,43,,1,,40,,1,02,,1,114,8,0,0,1,04,,02,,,T5966,43,1,58,42,3,1,,1,2,8.7,10,,,1,85
85LA02368,1985-04-24,1,T7367,43,,42,802,T4724,43,,,O,40,,1,02,,2,114,8,1,116,1,,3,02,,&,T5966,43,0,0,42,3,1,93,0,0,8.3,0,,,2,85
85LA02369,,,,,1,43,432,T4735,43,,,,40,,,02,1,,0,,,0,,,,02,,,T6726,43,1,0,43,6,0,,0,0,0.0,0,,,1,85
85LA02370,1985-05-23,2,X0877,80,1,00,432,T4735,43,,1,,40,,5,20,2,1,143,5,0,0,4,,,02,,,00000,97,1,94,43,0,1,,1,1,14.1,10,,,1,85
85LA02371,1985-04-16,1,T7034,43,1,43,433,T4740,43,,1,,40,,1,02,,1,106,8,1,0,3,,,02,,,T6753,43,1,63,43,6,1,,1,2,9.6,10,,,1,85
85LA02372,1985-04-16,1,T7035,43,,43,433,T4740,43,,1,,40,,1,02,,1,106,8,0,0,3,,,02,,,T6753,43,0,55,43,6,1,,0,0,10.0,10,,,2,85
85LA02373,1985-04-21,1,T7244,43,1,40,402,T4767,43,,,O,40,,1,02,,1,111,8,0,116,3,,3,02,,&,T5555,43,1,0,40,2,1,93,1,2,8.4,0,,,1,85
85LA02374,1985-04-21,2,T7245,43,,40,402,T4767,43,,,O,40,,1,02,,1,111,8,1,140,3,,6,02,,&,T5555,43,0,0,40,2,1,01,0,0,8.9,0,,,2,85
85LA02375,1985-04-27,2,T7459,43,1,42,952,T4769,43,,1,,40,,1,02,,1,117,8,0,0,2,,,02,,,T5922,43,1,84,42,3,1,,1,2,10.0,10,,,1,85
85LA02376,1985-04-27,1,T7460,43,,42,952,T4769,43,,1,,40,,1,02,,1,117,8,1,0,2,,,02,276343,-,T5922,43,0,72,42,3,1,,0,0,12.5,5,,,2,85
85LA02377,1985-04-12,2,T6954,43,1,42,812,T4776,43,,1,,30,,1,02,,1,102,8,1,0,4,12,,02,,,T5503,43,1,54,42,3,1,,1,2,10.7,10,,,1,85
85LA02378,1985-04-12,2,T6955,43,,42,812,T4776,43,,1,,30,,1,02,,1,102,8,0,0,4,,,02,,,T5503,43,0,58,42,3,1,,0,0,10.3,10,,,2,85
85LA02379,1985-04-19,2,T7138,43,1,43,431,T4790,43,,1,,30,,1,02,,1,109,8,0,0,4,,,02,,,T6575,43,1,70,43,6,1,,1,2,10.3,10,,,1,85
85LA02380,1985-04-19,1,T7139,43,,43,431,T4790,43,,,O,30,,1,02,,1,109,8,1,129,4,,6,02,,&,T6575,43,0,0,43,6,1,85,0,0,9.9,0,,,2,85
85LA02381,1985-04-26,2,X0522,80,1,45,441,T4797,43,,1,,30,,1,55,,3,116,8,1,0,4,,,02,,,M6729,94,1,70,49,8,1,,1,2,10.7,10,,,1,85
85LA02382,1985-04-26,1,X0523,80,,45,441,T4797,43,,1,,30,,1,55,,1,116,8,0,0,4,,,02,,,M6729,94,0,69,49,8,1,,0,0,10.3,10,,,2,85
85LA02383,1985-04-24,2,T7347,43,1,42,802,T4803,43,,1,,30,,1,02,,1,114,5,0,0,3,,,02,,,T5966,43,1,75,42,3,1,,1,1,8.8,10,99,,1,85
85LA02384,1985-04-23,2,T7319,43,1,41,413,T4804,43,,1,,30,,1,02,,1,113,8,1,0,3,,,02,,,T6533,43,1,86,41,6,1,,1,2,13.9,10,,,1,85
85LA02385,1985-04-23,1,T7320,43,,41,413,T4804,43,,,,30,,1,02,,1,113,8,0,228,3,,7,02,,,T6533,43,0,0,41,6,1,97,0,0,11.5,0,,,2,85
85LA02386,1985-04-18,2,T7105,43,1,43,432,T4822,43,,1,,30,,1,02,,1,108,5,0,0,3,,,02,,,T6726,43,1,87,43,6,1,,1,1,12.3,10,,,1,85
85LA02387,1985-04-19,2,T7133,43,1,40,403,T4830,43,,1,,30,,1,02,,1,109,8,1,0,2,,,02,,&,T6001,43,1,42,40,2,1,,1,2,9.5,5,,,1,85
85LA02388,1985-04-19,1,T7134,43,,40,403,T4830,43,,1,,30,,1,02,,1,109,8,0,0,2,,,02,,,T6001,43,0,74,40,2,1,,0,0,7.5,10,,,2,85
85LA02389,1985-04-26,2,T7428,43,1,43,433,T4845,43,,,O,30,,1,02,,1,116,5,1,125,4,,6,02,,&,T6753,43,1,0,43,6,1,71,1,1,10.0,0,79,,1,85
85LA02390,1985-04-25,1,T7408,43,1,43,431,T4846,43,,1,,30,,1,02,,1,115,5,1,0,3,,,02,,,T6575,43,1,81,43,6,1,,1,1,12.5,10,,,1,85
85LA02391,1985-04-14,2,T6977,43,1,41,412,T4861,43,,1,,30,,1,02,,1,104,8,0,0,2,,,02,,,T6656,43,1,58,41,6,1,,1,2,9.2,10,,,1,85
85LA02392,1985-04-14,2,T6978,43,,41,412,T4861,43,,1,,30,,1,02,,1,104,8,1,0,2,,,02,,,T6656,43,0,73,41,6,1,,0,0,7.4,10,,,2,85
85LA02393,1985-05-02,1,T7575,43,1,41,413,T4866,43,,1,,30,,1,02,,1,122,8,1,0,3,,,02,,,T6533,43,1,71,41,6,1,,1,2,10.7,10,,,1,85
85LA02394,1985-05-02,2,T7576,43,,41,413,T4866,43,,1,,30,,1,02,,1,122,8,0,0,3,,,02,,,T6533,43,0,69,41,6,1,,0,0,9.0,10,,,2,85
85LA02395,1985-04-19,1,T7149,43,1,40,404,T4871,43,,1,,30,,1,02,,1,109,5,1,0,4,,,02,715043,+,T5821,43,1,85,40,2,1,,1,1,9.9,15,,,1,85
85LA02396,,,,,1,41,414,T4876,43,,,,30,,,02,1,,0,,,0,,,,02,,,T6632,43,1,0,41,6,0,,0,0,0.0,0,,,1,85
85LA02397,1985-05-27,2,X0880,80,1,00,414,T4876,43,,,O,30,,5,20,2,1,147,5,,156,1,,6,02,,&,00000,97,1,0,41,0,1,23,1,1,13.0,0,,,1,85
85LA02398,1985-04-24,2,T7349,43,1,40,401,T4877,43,,1,,30,,1,02,,1,114,8,1,0,2,,,02,,,T5877,43,1,73,40,2,1,,1,2,11.0,10,,,1,85
85LA02399,1985-04-24,2,T7350,43,,40,401,T4877,43,,1,,30,,1,02,,1,114,8,0,0,2,,,02,345243,-,T5877,43,0,65,40,2,1,,0,0,9.6,5,,,2,85
85LA02400,1985-04-13,1,T6966,43,1,42,952,T4879,43,,1,,30,,1,02,,1,103,8,0,0,3,,,02,,,T5922,43,1,64,42,3,1,,1,2,7.2,10,,,1,85
85LA02401,1985-04-13,2,T6967,43,,42,952,T4879,43,,1,,30,,1,02,,1,103,8,1,0,3,,,02,,,T5922,43,0,43,42,3,1,,0,0,7.3,10,,,2,85
85LA02402,,,,,1,42,942,T4882,43,,,,30,,,02,,,0,,,0,,,,02,,,T6307,43,0,0,42,3,0,,0,0,0.0,0,,,1,85
