UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
95LA01872,95,S0569,10,13, 41,S3460,10,5.0,41,1,0,n,F,0331,90,8,3,2,7.2,1,1,S5620,10,13,42,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,60,1,54,180,1,1995-03-31,0.013
95LA01873,95,S0569,10,13, 41,S3460,10,5.0,41,1,0,n,F,0331,90,8,3,2,7.5,1,1,S5621,10,13,42,,0,,,,,HAIRY,,,MER,J,2,,0,0,0,1,1,1.0,59,1,52,180,1,1995-03-31,0.013
95LA01874,95,S0570,10,13, 42,S2630,10,5.0,41,1,0,n,F,0401,91,8,3,2,12.1,1,1,S5652,10,13,41,7,180,97,,,DYSTOCIA 95,URI DRUG11/96,,,MER,J,1,,1,1,2,1,0,0.0,0,,0,0,1,1995-04-01,0.01
95LA01875,95,S0570,10,13, 42,S2630,10,5.0,41,1,0,n,F,0401,91,8,3,2,10.3,1,1,S5653,10,13,41,6,93,19,,,,INT TRAUMA?,,,MER,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-01,0.01
95LA01876,95,S0573,10,10, 21,S3547,10,5.0,07,1,0,n,M,0420,110,8,3,3,14.4,1,1,S6447,10,10,07,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,94,1,67,180,1,1995-04-20,0.013
95LA01877,95,S0573,10,10, 21,S3547,10,5.0,07,1,0,n,M,0420,110,8,3,3,11.6,1,1,S6448,10,10,07,,0,,,,,1CRYPTORCHID,,,MER,J,2,,0,0,0,1,1,1.0,87,1,57,180,1,1995-04-20,0.013
95LA01878,95,S0575,10,13, 43,S2500,10,5.0,41,1,0,n,F,0404,94,8,3,1,11.0,1,1,S5847,10,13,42,,0,,,,,,,,MER,Y,1,,1,1,2,1,1,1.0,89,1,75,181,2,1995-04-04,0.007
95LA01879,95,S0575,10,13, 43,S2500,10,5.0,41,1,0,n,F,0404,94,8,3,2,10.8,1,1,S5848,10,13,42,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,76,1,61,181,2,1995-04-04,0.007
95LA01880,95,S0578,10,12, 88,S3204,10,5.0,41,1,0,n,C,0401,91,8,3,3,11.3,1,1,S5695,10,12,42,,0,,,,,NOTCH,,,MER,J,1,,1,1,2,1,1,1.0,64,1,54,180,1,1995-04-01,0.011
95LA01881,95,S0578,10,12, 88,S3204,10,5.0,41,1,0,n,C,0401,91,8,3,3,10.6,1,1,S5696,10,12,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,65,1,63,180,1,1995-04-01,0.011
95LA01882,95,S0590,10,12, 89,S3244,10,5.0,41,1,0,y,C,0329,88,8,4,1,10.0,1,1,S5546,10,12,42,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,77,1,66,180,1,1995-03-29,0.008
95LA01883,95,S0590,10,12, 89,S3244,10,5.0,41,1,0,y,C,0329,88,8,4,1,12.7,1,1,S5547,10,12,42,,0,,,,,"FEVER,URI",,,MER,J,2,,0,0,0,1,1,1.0,66,1,47,180,1,1995-03-29,0.008
95LA01884,95,S0596,10,13, 44,01958,TX,5.0,41,1,0,n,F,0401,91,8,2,1,9.6,1,1,S5647,10,13,42,6,94,19,,,THIN95,,,,MER,J,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-01,0.0
95LA01885,95,S0596,10,13, 44,01958,TX,5.0,41,1,0,n,F,0401,91,8,2,1,11.6,1,1,S5648,10,13,42,,0,,,,,"FEVER,URI",,,MER,J,2,,0,0,0,1,1,1.0,82,1,67,181,2,1995-04-01,0.0
95LA01886,95,S0597,10,10, 22,S3142,10,5.0,41,1,0,y,M,0403,93,8,3,1,12.6,1,1,S5819,10,10,42,,0,,,,,,,,MER,Y,1,,1,1,2,1,1,1.0,76,1,67,181,2,1995-04-03,0.005
95LA01887,95,S0597,10,10, 22,S3142,10,5.0,41,1,0,y,M,0403,93,8,3,1,12.4,1,1,S5820,10,10,42,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,89,1,76,181,2,1995-04-03,0.005
95LA01888,95,S0602,10,10, 23,S2576,10,5.0,41,1,0,n,M,0411,101,8,4,2,12.0,1,1,S6209,10,10,42,,0,,,,,,,,MER,Y,1,,1,1,2,1,1,1.0,70,1,47,180,1,1995-04-11,0.017
95LA01889,95,S0602,10,10, 23,S2576,10,5.0,41,1,0,n,M,0411,101,8,4,1,12.6,1,1,S6210,10,10,42,,0,,,,,DIGIT ABSC,,,MER,Y,2,,0,0,0,1,1,1.0,57,1,42,180,1,1995-04-11,0.017
95LA01890,95,S0606,10,10, 24,S2585,10,5.0,07,1,0,n,M,0403,93,8,3,2,10.5,1,1,S5811,10,10,07,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,83,1,67,181,2,1995-04-03,0.032
95LA01891,95,S0606,10,10, 24,S2585,10,5.0,07,1,0,n,M,0403,93,8,3,1,11.2,1,1,S5812,10,10,07,6,180,38,,,,,,,,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-03,0.032
95LA01892,95,S0608,10,10, 21,S3547,10,5.0,41,1,0,n,M,0420,110,8,1,3,10.5,1,1,S6444,10,10,42,6,137,10,,,THIN RACK,,,,MER,J,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-20,0.034
95LA01893,95,S0608,10,10, 21,S3547,10,5.0,41,1,0,n,M,0420,110,8,1,3,9.9,1,1,S6445,10,10,42,3,110,93,,8,,,,,MER,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-20,0.034
95LA01894,95,S0619,10,10, 22,00000,00,5.0,07,1,0,n,M,1106,310,7,3,2,10.0,1,1,,,00,00,1,0,,,,,DAB,,,MER,J,2,3,0,0,0,0,0,0.0,0,,0,0,,1994-11-06,0.0
95LA01895,95,S0619,10,10, 22,00000,00,5.0,07,1,0,n,M,1106,310,7,3,3,10.0,1,1,00001,00,00,00,,0,,,,SPEC3 BRDG,@MUDLAKE,,,MER,J,1,3,1,1,2,1,1,1.0,76,,0,0,,1994-11-06,0.0
95LA01896,95,S0626,10,11, 31,S2315,10,5.0,07,1,0,n,R,0413,103,8,4,2,11.6,1,1,S6282,10,11,07,,0,,,,SW BAG,,,,MER,Y,1,,1,1,2,1,1,1.0,82,1,60,181,2,1995-04-13,0.034
95LA01897,95,S0626,10,11, 31,S2315,10,5.0,07,1,0,n,R,0413,103,8,4,1,13.2,1,1,S6283,10,11,07,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,90,1,66,181,2,1995-04-13,0.034
95LA01898,95,S0628,10,11, 32,S2359,10,5.0,07,1,0,y,R,0407,97,5,4,2,10.8,1,2,S6019,10,11,07,,0,,,,SUCK1SIDE,,,,,J,1,,1,1,1,1,1,1.0,84,1,68,180,1,1995-04-07,0.047
95LA01899,95,S0637,10,10, 23,S2576,10,5.0,07,1,0,y,M,0401,91,8,2,2,10.2,1,1,S5684,10,10,07,6,174,01,,,,4TEATS,,,MER,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-01,0.022
95LA01900,95,S0637,10,10, 23,S2576,10,5.0,07,1,0,y,M,0401,91,8,2,3,11.4,1,1,S5685,10,10,07,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,71,1,58,180,1,1995-04-01,0.022
95LA01901,95,S0640,10,13, 41,S3460,10,5.0,41,1,0,n,F,0416,106,8,4,2,10.5,1,3,S6384,10,13,42,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,73,1,52,180,1,1995-04-16,0.014
95LA01902,95,S0640,10,13, 41,S3460,10,5.0,41,1,0,n,F,0416,106,8,4,3,11.5,1,1,S6385,10,13,42,,0,,,,,ENTR,,,MER,J,2,,0,0,0,1,1,1.0,72,1,53,180,1,1995-04-16,0.014
95LA01903,95,S0641,10,12, 90,S2793,10,5.0,41,1,0,n,C,0331,90,9,4,1,9.8,1,1,S5627,10,12,42,,0,,,,,,,,MER,Y,1,,1,1,3,1,1,1.0,88,1,70,180,1,1995-03-31,0.008
95LA01904,95,S0641,10,12, 90,S2793,10,5.0,41,1,0,n,C,0331,90,9,4,2,8.2,1,1,S5628,10,12,42,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,79,1,63,180,1,1995-03-31,0.008
95LA01905,95,S0641,10,12, 90,S2793,10,5.0,41,1,0,n,C,0331,90,9,4,3,5.9,1,1,S5629,10,12,42,3,92,93,,8,,,,,MER,Y,3,,0,0,0,1,0,0.0,0,,0,0,,1995-03-31,0.008
95LA01906,95,S0642,10,10, 24,S2585,10,5.0,41,1,0,n,M,0409,99,8,3,3,11.5,1,1,S6074,10,10,42,,0,,,,,SPLIT SCRO,,,MER,J,1,,1,1,2,1,1,1.0,77,1,56,180,1,1995-04-09,0.005
95LA01907,95,S0642,10,10, 24,S2585,10,5.0,41,1,0,n,M,0409,99,8,3,1,10.7,1,1,S6075,10,10,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,74,1,61,180,1,1995-04-09,0.005
95LA01908,95,S0644,10,12, 91,S2552,10,5.0,41,1,0,y,C,0413,103,8,4,2,10.3,1,3,S6269,10,12,42,,0,,,,FLTS,,,,MER,J,1,,1,1,2,1,1,1.0,72,1,55,181,2,1995-04-13,0.011
95LA01909,95,S0644,10,12, 91,S2552,10,5.0,41,1,0,y,C,0413,103,8,4,2,11.0,1,1,S6270,10,12,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,73,1,49,181,2,1995-04-13,0.011
95LA01910,95,S0656,10,11, 33,S2505,10,5.0,41,1,0,y,R,0402,92,8,1,2,4.9,1,1,S5773,10,11,42,3,93,93,,8,X LUNGER OPP!,,,,MER,J,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-02,0.007
95LA01911,95,S0656,10,11, 33,S2505,10,5.0,41,1,0,y,R,0402,92,8,1,2,12.2,1,1,S5774,10,11,42,3,100,93,,8,,,,,MER,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-02,0.007
95LA01912,95,S0657,10,11, 31,S2315,10,5.0,07,1,0,n,R,0329,88,8,2,2,10.0,1,1,S5536,10,11,07,,0,,,,LTS,ENTR,,,,J,1,,1,1,2,1,1,1.0,64,1,54,180,1,1995-03-29,0.039
95LA01913,95,S0657,10,11, 31,S2315,10,5.0,07,1,0,n,R,0329,88,8,2,3,10.2,1,1,S5537,10,11,07,3,89,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-03-29,0.039
95LA01914,95,S0674,10,10, 21,S3547,10,5.0,07,1,0,y,M,0404,94,8,1,3,9.5,1,1,S5863,10,10,07,,0,,,,SM BAG,1CRYPTORCHID,,,MER,Y,1,,1,1,2,1,1,1.0,71,1,56,181,2,1995-04-04,0.003
95LA01915,95,S0674,10,10, 21,S3547,10,5.0,07,1,0,y,M,0404,94,8,1,2,5.5,1,1,S5864,10,10,07,3,95,93,,8,,,,,MER,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-04,0.003
95LA01916,95,S0675,10,11, 34,S2567,10,5.0,07,1,0,n,R,0407,97,8,3,2,9.9,1,1,S5986,10,11,07,7,180,97,,,,,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,1,1995-04-07,0.041
95LA01917,95,S0675,10,11, 34,S2567,10,5.0,07,1,0,n,R,0407,97,8,3,1,11.8,1,1,S5987,10,11,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,73,1,58,180,1,1995-04-07,0.041
95LA01918,95,S0679,10,10, 22,S3142,10,5.0,07,1,0,n,M,0404,94,8,5,3,12.0,3,1,S5880,10,10,07,,0,,,,SW BAG,BRN LEGS,,,,Y,1,,1,1,2,1,1,1.0,84,1,68,181,2,1995-04-04,0.042
95LA01919,95,S0679,10,10, 22,S3142,10,5.0,07,1,0,n,M,0404,94,8,5,2,10.3,1,1,S5881,10,10,07,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,74,1,60,181,2,1995-04-04,0.042
95LA01920,95,S0688,10,12, 80,01574,TX,5.0,41,1,0,n,C,0405,95,8,2,3,10.1,1,1,S5909,10,12,42,,0,,,,BIGBAG,ENTR,,,MER,J,1,,1,1,2,1,1,1.0,74,1,60,181,2,1995-04-05,0.0
95LA01921,95,S0688,10,12, 80,01574,TX,5.0,41,1,0,n,C,0405,95,8,2,3,9.3,1,1,S5910,10,12,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,69,1,56,181,2,1995-04-05,0.0
95LA01922,95,S0690,10,11, 32,S2359,10,5.0,07,1,0,n,R,0414,104,8,4,3,12.5,1,1,S6329,10,11,07,,0,,,,,ENTR*2,,,MER,J,1,,1,1,2,1,1,1.0,89,1,64,181,2,1995-04-14,0.028
95LA01923,95,S0690,10,11, 32,S2359,10,5.0,07,1,0,n,R,0414,104,8,4,2,11.5,1,1,S6330,10,11,07,,0,,,,,CONJUNCTIVITI,,,MER,J,2,,0,0,0,1,1,1.0,80,1,55,181,2,1995-04-14,0.028
95LA01924,95,S0691,10,11, 33,S2505,10,5.0,41,1,0,y,R,0417,107,8,4,3,10.7,1,1,S6401,10,11,42,,0,,,,SUCK1SIDE,HAIRY,,,MER,Y,1,,1,1,2,1,1,1.0,69,1,48,180,1,1995-04-17,0.018
95LA01925,95,S0691,10,11, 33,S2505,10,5.0,41,1,0,y,R,0417,107,8,4,2,9.5,1,1,S6402,10,11,42,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,64,1,45,180,1,1995-04-17,0.018
95LA01926,95,S0692,10,13, 42,S2630,10,5.0,41,1,0,n,F,0414,104,8,4,1,12.8,1,1,S6295,10,13,41,,0,,,,DYSTOCIA 95,4TEATS,,,MER,J,1,,1,1,2,1,1,1.0,90,1,64,180,1,1995-04-14,0.023
95LA01927,95,S0692,10,13, 42,S2630,10,5.0,41,1,0,n,F,0414,104,8,4,2,7.5,1,1,S6296,10,13,41,3,117,93, VET,8,,,,,MER,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-14,0.023
95LA01928,95,S0705,10,11, 31,S2315,10,5.0,41,1,0,y,R,0416,106,8,3,3,9.8,1,1,S6389,10,11,42,,0,,,,VLT @L,,,,MER,Y,1,,1,1,2,1,1,1.0,79,1,54,180,1,1995-04-16,0.009
95LA01929,95,S0705,10,11, 31,S2315,10,5.0,41,1,0,y,R,0416,106,8,3,2,8.9,1,2,S6390,10,11,42,3,120,93, VET,8,,,,,MER,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-16,0.009
95LA01930,95,S0707,10,11, 32,S2359,10,5.0,41,1,0,n,R,0402,92,5,4,1,15.0,1,1,S5769,10,11,42,,0,,K796063,+,,,,,MER,J,1,,1,1,1,1,1,1.5,87,1,69,180,1,1995-04-02,0.007
95LA01931,95,S0712,10,13, 43,S2500,10,5.0,07,1,0,n,F,0329,88,8,4,2,11.3,1,1,S5543,10,13,07,,0,,,,,4TEATS,,,MER,J,1,,1,1,2,1,1,1.0,73,1,63,180,1,1995-03-29,0.005
95LA01932,95,S0712,10,13, 43,S2500,10,5.0,07,1,0,n,F,0329,88,8,4,2,10.9,1,1,S5544,10,13,07,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,73,1,65,180,1,1995-03-29,0.005
95LA01933,95,S0715,10,12, 82,S2545,10,5.0,07,1,0,n,C,0410,100,8,4,1,13.4,1,1,S6171,10,12,42,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,79,1,60,180,1,1995-04-10,0.01
95LA01934,95,S0715,10,12, 82,S2545,10,5.0,07,1,0,n,C,0410,100,8,4,1,11.7,1,1,S6172,10,12,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,70,1,59,180,1,1995-04-10,0.01
95LA01935,95,S0733,10,13, 44,01958,TX,5.0,07,1,0,n,F,0419,109,9,3,3,9.4,1,1,S6425,10,13,07,3,114,93,,8,"FEVER,-EATING",,,,MER,J,1,,1,1,3,1,0,0.0,0,,0,0,,1995-04-19,0.0
95LA01936,95,S0733,10,13, 44,01958,TX,5.0,07,1,0,n,F,0419,109,9,3,2,9.6,1,1,S6426,10,13,07,,0,,,,,HAIRY,,,MER,J,2,,0,0,0,1,1,1.0,84,1,56,180,1,1995-04-19,0.0
95LA01937,95,S0733,10,13, 44,01958,TX,5.0,07,1,0,n,F,0419,109,9,3,2,7.9,1,1,S6427,10,13,07,,0,,S471110,-,,,,,MER,J,3,,0,0,0,1,1,0.5,77,0,52,180,1,1995-04-19,0.0
95LA01938,95,S0738,10,11, 33,S2505,10,5.0,41,1,0,n,R,0418,108,8,4,2,11.8,1,1,S6413,10,11,42,,0,,,,SW BAG,,,,MER,J,1,,1,1,2,1,1,1.0,82,1,57,180,1,1995-04-18,0.012
95LA01939,95,S0738,10,11, 33,S2505,10,5.0,41,1,0,n,R,0418,108,8,4,1,10.3,1,1,S6414,10,11,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,76,1,54,180,1,1995-04-18,0.012
95LA01940,95,S0740,10,10, 23,S2576,10,5.0,07,1,0,n,M,0406,96,9,3,2,8.5,1,1,S5968,10,10,07,3,100,93,,8,,HAIRY,,,MER,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1995-04-06,0.038
95LA01941,95,S0740,10,10, 23,S2576,10,5.0,07,1,0,n,M,0406,96,9,3,2,10.8,1,1,S5969,10,10,07,,0,,,,,4TEATS,,,MER,Y,2,,0,0,0,1,1,1.0,77,1,63,181,2,1995-04-06,0.038
95LA01942,95,S0740,10,10, 23,S2576,10,5.0,07,1,0,n,M,0406,96,9,3,1,12.0,1,1,S5970,10,10,07,,0,,,,,,,,MER,Y,3,,0,0,0,1,1,1.0,81,1,60,181,2,1995-04-06,0.038
95LA01943,95,S0745,10,10, 24,S2585,10,5.0,07,1,0,n,M,0412,102,4,3,1,12.0,1,1,,,10,07,1,102,28,,,,DYSTOCIA,,,MER,N,2,,0,0,0,0,0,0.0,0,,0,0,,1995-04-12,0.0
95LA01944,95,S0745,10,10, 24,S2585,10,5.0,07,1,0,n,M,0412,102,4,3,2,10.0,1,1,,,10,07,1,102,28,,,"XLTS,DYSTOCIA",DYSTOCIA,,,MER,N,1,,1,1,2,0,0,0.0,0,,0,0,,1995-04-12,0.0
95LA01945,95,S0750,10,12, 81,06139,TX,5.0,41,1,0,n,C,0407,97,8,3,3,10.0,1,1,S6007,10,12,42,,0,,,,,"BLK 3"" LHIP",,,MER,Y,1,,1,1,2,1,1,1.0,84,1,65,180,1,1995-04-07,0.0
95LA01946,95,S0750,10,12, 81,06139,TX,5.0,41,1,0,n,C,0407,97,8,3,3,9.6,1,1,S6008,10,12,42,,0,,K601563,-,,"ENTR,SEVERE",,,MER,Y,2,,0,0,0,1,1,0.5,41,0,33,180,1,1995-04-07,0.0
95LA01947,95,S0754,10,10, 21,00000,97,5.0,07,1,0,n,X,0430,120,8,5,2,14.0,5,1,Z3372,81,00,10,,0,,,,,,,,MER,J,1,2,1,1,2,1,1,1.0,91,1,50,181,2,1995-04-30,0.0
95LA01948,95,S0754,10,10, 21,00000,97,5.0,07,1,0,n,X,0430,120,8,5,3,12.2,5,1,Z3373,81,00,10,,0,,,,,,,,MER,J,2,2,0,0,0,1,1,1.0,89,1,48,181,2,1995-04-30,0.0
95LA01949,95,S0759,10,11, 34,S2567,10,5.0,07,1,0,n,R,0402,92,8,2,2,8.9,1,1,S5720,10,11,07,,0,,,,,HAIRY,,,MER,J,1,,1,1,2,1,1,1.0,81,1,62,180,1,1995-04-02,0.042
95LA01950,95,S0759,10,11, 34,S2567,10,5.0,07,1,0,n,R,0402,92,8,2,3,10.6,1,2,S5721,10,11,07,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,78,1,64,180,1,1995-04-02,0.042
95LA01951,95,S0761,10,12, 83,S2753,10,5.0,07,1,0,n,C,0414,104,8,3,2,9.5,1,1,S6297,10,12,42,,0,,,,MLT @R,HAIRY,,,MER,J,1,,1,1,2,1,1,1.0,65,1,51,180,1,1995-04-14,0.012
95LA01952,95,S0761,10,12, 83,S2753,10,5.0,07,1,0,n,C,0414,104,8,3,2,9.8,1,1,S6298,10,12,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,69,1,52,180,1,1995-04-14,0.012
95LA01953,95,S0767,10,13, 41,S3460,10,5.0,41,1,0,n,F,0404,94,8,3,1,12.1,1,1,S5865,10,13,42,3,105,93, VET,8,SW BAG,,,,MER,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-04,0.021
95LA01954,95,S0767,10,13, 41,S3460,10,5.0,41,1,0,n,F,0404,94,8,3,1,12.9,1,1,S5866,10,13,42,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,100,1,82,181,2,1995-04-04,0.021
95LA01955,95,S0774,10,11, 31,S2315,10,5.0,41,1,0,n,R,0411,101,9,3,3,10.1,1,1,S6213,10,11,42,3,102,93,,8,"VLT,ABS NECK",,,,MER,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1995-04-11,0.019
95LA01956,95,S0774,10,11, 31,S2315,10,5.0,41,1,0,n,R,0411,101,9,3,2,9.6,1,1,S6214,10,11,42,3,102,93,,8,,HAIRY,,,MER,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-11,0.019
95LA01957,95,S0774,10,11, 31,S2315,10,5.0,41,1,0,n,R,0411,101,9,3,1,10.8,1,1,S6215,10,11,42,3,111,93,S131210,-,,GRAFT FAILED,,,MER,Y,3,,0,0,0,1,0,0.0,0,0,0,0,,1995-04-11,0.019
95LA01958,95,S0777,10,13, 42,00000,97,5.0,41,1,0,n,X,0424,114,5,2,2,13.6,5,1,Z3347,81,00,11,,0,,,,,3TEATS,,,MER,J,1,2,1,1,1,1,1,1.0,96,1,61,181,2,1995-04-24,0.0
95LA01959,95,S0781,10,12, 84,S2349,10,5.0,07,1,0,y,C,0408,98,8,3,2,11.0,4,1,S6036,10,12,07,,0,,,,,BRN LEGS C4,,,MER,Y,1,,1,1,2,1,1,1.0,69,1,48,180,1,1995-04-08,0.005
95LA01960,95,S0781,10,12, 84,S2349,10,5.0,07,1,0,y,C,0408,98,8,3,2,11.8,1,1,S6037,10,12,07,,0,,,,,,,,MER,Y,2,,0,0,0,1,1,1.0,76,1,59,180,1,1995-04-08,0.005
95LA01961,95,S0784,10,11, 32,S2359,10,5.0,41,1,0,n,R,0407,97,8,4,1,10.9,1,1,S5999,10,11,42,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,91,1,70,180,1,1995-04-07,0.022
95LA01962,95,S0784,10,11, 32,S2359,10,5.0,41,1,0,n,R,0407,97,8,4,2,10.5,4,1,S6000,10,11,42,,0,,,,,BRN LEGS C4,,,MER,J,2,,0,0,0,1,1,1.0,59,1,44,180,1,1995-04-07,0.022
95LA01963,95,S0787,10,12, 85,S2964,10,5.0,07,1,0,n,C,0402,92,8,2,1,9.8,1,1,S5752,10,12,07,,0,,,,DYSTOCIA 95,,,,,J,1,,1,1,2,1,1,1.0,79,1,64,180,1,1995-04-02,0.028
95LA01964,95,S0787,10,12, 85,S2964,10,5.0,07,1,0,n,C,0402,92,8,2,1,11.6,1,1,S5753,10,12,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,83,1,66,180,1,1995-04-02,0.028
95LA01965,95,S0789,10,12, 86,S3286,10,5.0,07,1,0,n,C,0331,90,8,3,1,9.6,1,1,S5617,10,12,43,,0,,,,BLUEBAG 07/20,,,,MER,J,1,,1,1,2,1,1,1.0,73,1,57,180,1,1995-03-31,0.012
95LA01966,95,S0789,10,12, 86,S3286,10,5.0,07,1,0,n,C,0331,90,8,3,1,10.6,1,1,S5619,10,12,43,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,80,1,70,180,1,1995-03-31,0.012
95LA01967,95,S0794,10,10, 24,S2585,10,5.0,07,1,0,n,M,0330,89,8,3,1,11.9,1,1,S5561,10,10,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,87,1,72,180,1,1995-03-30,0.028
95LA01968,95,S0794,10,10, 24,S2585,10,5.0,07,1,0,n,M,0330,89,8,3,2,10.7,1,1,S5562,10,10,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,83,1,72,180,1,1995-03-30,0.028
95LA01969,95,S0795,10,13, 43,S2500,10,5.0,41,1,0,n,F,0402,92,8,3,1,13.4,1,1,S5763,10,13,42,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,76,1,57,180,1,1995-04-02,0.007
95LA01970,95,S0795,10,13, 43,S2500,10,5.0,41,1,0,n,F,0402,92,8,3,1,12.8,1,1,S5764,10,13,42,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,81,1,61,180,1,1995-04-02,0.007
95LA01971,95,S0796,10,10, 21,00000,97,5.0,41,1,0,n,X,0421,111,8,4,2,13.0,5,2,Z3339,81,00,11,,0,,,,,,,,MER,J,1,2,1,1,2,1,1,1.0,71,1,47,181,2,1995-04-21,0.0
95LA01972,95,S0796,10,10, 21,00000,97,5.0,41,1,0,n,X,0421,111,8,4,2,14.6,5,2,Z3340,81,00,11,6,212,46,,,,,,,MER,J,2,2,0,0,0,1,1,1.0,78,1,50,181,2,1995-04-21,0.0
95LA01973,95,S0797,10,13, 44,01958,TX,5.0,07,1,0,n,F,0405,95,8,3,2,10.8,1,1,S5947,10,13,07,,0,,,,,,,,MER,J,1,,1,1,2,1,1,1.0,79,1,63,181,2,1995-04-05,0.0
95LA01974,95,S0797,10,13, 44,01958,TX,5.0,07,1,0,n,F,0405,95,8,3,2,6.2,1,1,S5948,10,13,07,3,100,93,,8,,?POLY LAMB,,,MER,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-05,0.0
95LA01975,95,S0800,10,10, 22,S3142,10,5.0,41,1,0,y,M,0415,105,8,2,3,14.0,1,1,S6364,10,10,42,,0,,,,,,,,MER,Y,1,,1,1,2,1,1,1.0,99,1,74,180,1,1995-04-15,0.02
95LA01976,95,S0800,10,10, 22,S3142,10,5.0,41,1,0,y,M,0415,105,8,2,3,13.3,1,1,S6365,10,10,42,3,106,93,,8,,,,,MER,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-15,0.02
95LA01977,95,S0802,10,10, 23,S2576,10,5.0,07,1,0,n,M,0401,91,8,4,1,13.2,1,1,S5693,10,10,07,,0,,,,SW BAG,FEVER,,,MER,J,1,,1,1,2,1,1,1.0,83,1,61,180,1,1995-04-01,0.021
95LA01978,95,S0802,10,10, 23,S2576,10,5.0,07,1,0,n,M,0401,91,8,4,1,10.8,1,1,S5694,10,10,07,,0,,,,,,,,MER,J,2,,0,0,0,1,1,1.0,78,1,62,180,1,1995-04-01,0.021
95LA01979,95,S0804,10,18, 15,S5364,10,5.0,07,1,0,n,H,0412,102,8,4,2,7.6,1,1,S6230,10,00,08,,0,,,,VLTS,,,,MER,J,1,,1,1,2,1,1,1.0,70,1,49,181,2,1995-04-12,0.016
95LA01980,95,S0804,10,18, 15,S5364,10,5.0,07,1,0,n,H,0412,102,8,4,1,10.7,1,1,S6231,10,00,08,,0,,,,,"FEVER,LAME",,,MER,J,2,,0,0,0,1,1,1.0,93,1,59,181,2,1995-04-12,0.016
