UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,FERT,LOT,NAX,STUDY,STUDY2,STUDY3,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,FLPBV,FLBVB,FLBVG,FLBVR
03RA00124,A9902,04,02,1,82,30,27,C,3,2,5.0,Y,111,81,108,0.662,165,165,72,0.281,2.2,2.5,62,7.2,8.0,0.0436,23.0,0.0,0.0,62,1,1,1-,2.31,132.5,A7638,04,A4481,04,,,,0,0.0,1.0,,E,CTL,,100,96,,D3,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,13,9,03,,,0,-1.116,,,
03RA00125,A9911,04,02,1,84,30,55,N,3,2,5.5,Y,111,88,108,0.725,149,149,72,0.204,3.1,3.5,60,7.4,8.3,0.0497,24.0,0.0,0.0,60,2,1,1-,2.09,125.2,A6641,04,A3789,04,,,,0,0.0,1.0,,E,INB,,93,104,,Sx,Yrl,,0.0,25P,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,11,8,03,,,0,-0.258,,,
03RA00126,A9941,04,02,1,84,30,54,N,3,2,3.0,Y,111,89,113,0.692,140,140,72,0.173,3.1,3.5,60,7.4,8.3,0.0529,24.0,0.0,0.0,60,2,1,2+,2.25,130.7,A6911,04,A6441,04,,,,0,0.0,1.0,,E,INB,,92,104,,D3,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,7,5,03,,,0,-0.382,,,
03RA00127,A9943,04,02,1,82,30,30,C,2,2,4.0,Y,111,80,108,0.647,135,135,72,0.184,2.5,2.9,62,6.0,6.7,0.0444,24.0,0.0,0.0,60,2,1,2,1.93,130.9,A7738,04,A5078,04,,,,0,0.0,1.0,,E,CTL,,89,89,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,7,7,03,,,0,-0.841,,,
03RA00128,A9963,04,02,1,82,30,20,C,3,2,4.0,Y,112,87,112,0.696,159,159,72,0.245,2.6,3.0,60,7.6,8.5,0.0478,24.0,0.0,0.0,60,2,1,2,2.43,140.5,A7133,04,A5089,04,,,,0,0.0,1.0,,E,CTL,,102,102,,Sx,Yrl,,0.0,14P,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,11,8,03,,,0,-0.284,,,
03RA00129,I0064,00,96,1,ID,02,,I,,,0.0,M,0,0,0,0.0,211,0,72,0.0,3.2,3.2,58,9.6,9.6,0.0455,25.4,3.8,14.9,58,1,,3,0.0,0.0,,,,,,,,0,0.0,7.0,Krakow Ram,1,KK,KK,,,,S5,AAA,STUD,97.0,e4alt,,UI,.,UI,0,,,,,,,,1,,0,0,0,03,,,0,,,,
03RA00130,I0093,00,00,1,97,97,,.,,,0.0,M,0,0,0,0.0,240,241,0,0.474,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,,,,,,0,0.451,3.0,"IDZ23-339,SIC",3,DAV,DAV,87,,,S5,AAA,STUD,91.0,.,,SUFF,.,cull,0,,,,,,,,1,,0,0,0,03,93,0922,0,,,,
03RA00131,I0109,00,01,1,97,97,,.,,,0.0,M,0,0,0,0.0,221,205,0,0.404,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,,,,,,0,0.0,2.0,IDZ26 - 0109,1,BRN,BRN,74,,,SP,B+,STUD,90.0,971,,SUFF,.,Suffo.,0,,,,,,,,1,,0,0,0,03,50,1125,0,,,,
03RA00132,I9221,00,99,1,ID,02,,I,,,0.0,M,0,0,0,0.0,301,0,72,0.0,3.3,3.3,60,15.4,15.4,0.0512,24.2,3.5,14.6,60,1,,3,0.0,0.0,,,,,,,,0,0.0,4.0,Montana State,1,MSU,MSU,,,,S4,AAA,STUD,91.0,41T,,UI,.,UI,0,,,,,,,,1,,0,0,0,03,50,1208,0,,,,
03RA00133,K0150,64,98,1,CP,05,52,H,2,2,3.0,M,96,92,119,0.68,246,170,72,0.264,3.9,3.9,60,16.4,16.4,0.0667,0.0,0.0,0.0,0,3,1,3-,1.68,137.7,K8762,63,K8701,63,,,,0,0.32,5.0,H3,3,CLP,CC,,,,S2,AA,STUD,93.0,.,CC1,CLPG,.,cull,0,,,,,,,,0,,3,5,5,03,93,0602,0,,,,
03RA00134,K0269,64,98,1,CP,05,51,H,2,2,3.0,M,99,93,118,0.683,230,170,72,0.262,4.0,4.0,58,15.0,15.0,0.0652,0.0,0.0,0.0,0,1,1,3+,1.78,138.5,K8596,63,K8157,63,,,,0,0.292,5.0,,3,CLP,CC,,,,S3,AA,STUD,92.0,.,CC1,CLPG,.,cull,0,,,,,,,,0,,3,5,5,03,93,0602,0,,,,
03RA00135,K0299,64,98,1,CP,05,52,H,2,2,7.0,M,100,97,117,0.698,252,157,72,0.204,3.3,3.3,60,10.8,10.8,0.0429,0.0,0.0,0.0,0,3,1,5+,1.69,130.8,K8762,63,K6753,63,,,,0,0.26,5.0,"H4, F4-",3,CLP,CN,,,,S0,B,STUD,0.0,.,CN4,CLPG,.,cull,0,,,,,,,,0,,6,11,11,03,93,0602,0,,,,
03RA00136,K0694,64,99,1,CP,05,51,H,1,1,7.0,M,95,123,126,0.844,201,188,72,0.226,3.2,3.2,60,10.4,10.4,0.0517,0.0,0.0,0.0,0,3,1,3-,1.71,124.0,K8762,63,S3647,10,,,,0,0.294,4.0,"MsgBovis,NICE",3,CLP,CN,,,,NT,B,,0.0,.,CN4,CLPG,.,cull,0,,,,,,,,0,,7,12,9,03,93,0602,0,,,,
03RA00137,K0722,64,99,1,CP,05,51,H,2,2,5.0,M,96,92,127,0.637,197,145,72,0.186,4.0,4.0,56,11.8,11.8,0.0599,0.0,0.0,0.0,0,1,1,3-,1.68,101.1,K8762,63,K9328,63,,,,0,0.248,4.0,,3,CLP,CN,,,,S2,AA,,0.0,.,CN4,CLPG,.,cull,0,,,,,,,,0,,5,7,5,03,93,0602,0,,,,
03RA00138,K0782,64,99,1,CP,05,52,H,2,2,6.0,M,99,109,124,0.77,247,184,72,0.263,4.3,4.3,54,16.2,16.2,0.0656,0.0,0.0,0.0,0,3,1,2,1.87,98.3,K9286,63,K8946,63,,,,0,0.304,4.0,H3,3,CLP,CC,,,,S1,A,,0.0,.,CC1,CLPG,.,cull,0,,,,,,,,0,,6,12,8,03,93,0602,0,,,,
03RA00139,K1072,64,00,1,68,06,03-,G,2,2,4.0,,90,102,131,0.685,0,208,72,0.369,0.0,0.0,58,17.0,17.0,0.0,0.0,0.0,0.0,0,.,1,.,1.95,140.4,J0143,00,K0372,64,,,,0,0.348,3.0,LOST ID TAG??,3,JAR,JAR,,,,SLI,B,,0.0,LIB,,ASEX,.,cull,0,,,,,,,,0,,4,8,7,03,93,0506,0,,,,
03RA00140,K1098,64,00,1,CP,05,52,H,2,2,7.0,M,91,96,130,0.642,224,181,72,0.296,3.7,3.7,60,14.4,14.4,0.0643,0.0,0.0,0.0,0,1,1,3,1.57,141.1,K9738,63,S3907,10,,,,0,0.292,3.0,LUMP JAW,3,CLP,CC,,,,S4,AAA,STUD,63.0,.,CC1,CLPG,.,cull,0,,,,,,,,0,,7,11,12,03,93,0602,0,,,,
03RA00141,K1100,64,00,1,CP,05,51,H,2,1,4.0,M,91,104,130,0.723,240,181,72,0.268,0.0,0.0,58,14.8,14.8,0.0617,0.0,0.0,0.0,0,.,1,.,1.95,111.0,K9286,63,K0283,64,,,,0,0.298,3.0,H3,3,CLP,CC,,,,D3,DUD,,0.0,LIB,CC1,HOMO,.,cull,0,,,,,,,,0,,4,8,5,03,93,0602,0,,,,
03RA00142,K1106,64,00,1,68,06,06-,G,2,2,5.0,,91,103,130,0.716,0,183,72,0.279,0.0,0.0,58,14.2,14.2,0.0,0.0,0.0,0.0,0,.,1,.,1.68,117.2,K0429,64,K9575,63,,,,0,0.283,3.0,,3,ADG,US,,,,S2,AA,,0.0,LIB,,HETR,MKT,cull,0,,,,,,,,0,,4,7,6,03,93,0506,0,,,,
03RA00143,K1137,64,00,1,CP,05,51,H,1,1,4.0,M,93,119,128,0.82,186,186,72,0.233,3.1,3.1,60,15.2,15.2,0.0817,0.0,0.0,0.0,0,2,1,2-,1.35,110.0,K9286,63,K8686,63,,,,0,0.25,3.0,,3,CLP,CC,,,,S2,AA,STUD,97.0,.,CC1,CLPG,.,cull,0,,,,,,,,0,,4,4,4,03,93,0602,0,,,,
03RA00144,K1178,64,00,1,CP,05,51,H,2,2,4.0,,95,102,127,0.713,0,198,72,0.336,0.0,0.0,58,12.2,12.2,0.0,0.0,0.0,0.0,0,.,1,.,1.95,136.9,K9286,63,K0017,64,,,,0,0.322,3.0,,3,CLP,CC,,,,D3,DUD,,0.0,LIB,CC1,HOMO,.,cull,0,,,,,,,,0,,4,8,7,03,93,0506,0,,,,
03RA00145,K1195,64,00,1,68,06,05-,G,2,2,6.0,M,95,106,127,0.728,259,218,72,0.392,4.0,4.0,54,18.4,18.4,0.071,30.0,4.5,15.0,50,1,1,2+,1.65,143.9,K0116,64,K7219,63,,,,0,0.418,3.0,F2+,3,ADG,US,92,103,,S1,A,STUD,100.0,.,,ADG,.,cull,0,,,,,,,,0,,6,9,10,03,93,0819,0,,,,
03RA00146,K1196,64,00,1,68,06,01-,G,1,1,7.0,M,95,122,127,0.824,291,243,72,0.423,3.2,3.2,54,19.8,19.8,0.068,31.8,6.0,18.8,48,1,1,3+,1.78,143.3,J0093,00,K6658,63,,,,0,0.391,3.0,"BIG, 17.3",1,JAR,JAR,99,102,,S2,AA,STUD,96.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,7,12,11,03,,,0,,,,
03RA00147,K1199,64,00,1,68,06,03-,G,2,2,6.0,M,95,104,127,0.712,270,211,72,0.374,0.0,0.0,54,20.2,20.2,0.0748,0.0,0.0,0.0,0,.,1,.,1.37,75.0,J0143,00,K9072,63,,,,0,0.358,3.0,NICE,3,JAR,JAR,,,,D3,DUD,,0.0,LIB,,ASEX,BHV,cull,0,,,,,,,,0,,4,7,5,03,93,0819,0,,,,
03RA00148,K1202,64,00,1,CP,05,51,H,1,1,5.0,M,96,110,126,0.776,255,189,72,0.276,0.0,0.0,60,13.6,13.6,0.0533,0.0,0.0,0.0,0,.,2,.,1.68,135.0,K9286,63,K9321,63,,,,0,0.319,3.0,,3,CLP,CC,,,,D3,DUD,,0.0,LIB,CC1,HOMO,.,cull,0,,,,,,,,0,,5,7,7,03,93,0602,0,,,,
03RA00149,K1206,64,00,1,68,06,04-,G,1,1,7.0,M,96,133,126,0.925,306,241,72,0.378,0.0,0.0,58,16.6,16.6,0.0542,0.0,0.0,0.0,0,.,1,.,2.01,136.7,K9884,63,K7784,63,,,,0,0.373,3.0,"RCVR<, F2",V,ADG,US,,,,SLI,B-,,0.0,BHV,,HOMO,BHV,Behave,0,,,,,,,,0,,7,14,11,03,,,0,,,,
03RA00150,K1207,64,00,1,CP,05,51,H,1,1,5.0,M,96,114,126,0.771,278,215,72,0.353,0.0,0.0,58,17.2,17.2,0.0619,0.0,0.0,0.0,0,.,1,.,1.28,68.6,K9286,63,K8630,63,,,,0,0.367,3.0,H3,3,CLP,CC,,,,D3,DUD,,0.0,LIB,CC1,ASEX,.,cull,0,,,,,,,,0,,3,5,3,03,93,0602,0,,,,
03RA00151,K1226,64,00,1,68,06,01-,G,3,1,7.0,,96,105,126,0.75,0,205,72,0.35,0.0,0.0,58,13.8,13.8,0.0,0.0,0.0,0.0,0,.,1,.,2.05,134.8,J0093,00,K7263,63,,,,0,0.325,3.0,SHORT STAPLE,3,JAR,JAR,,,,S0,B,,0.0,LIB,,HETR,MKT,cull,0,,,,,,,,0,,7,15,11,03,93,0505,0,,,,
03RA00152,K1241,64,00,1,68,06,05-,G,3,2,6.0,,97,96,125,0.68,0,210,72,0.399,0.0,0.0,56,14.2,14.2,0.0,0.0,0.0,0.0,0,.,1,.,2.07,154.3,K0116,64,K8678,63,,,,0,0.403,3.0,BLK.BELLY,3,ADG,US,,,,S4,AAA,,0.0,LIB,,HETR,MKT,cull,0,,,,,,,,0,,6,14,13,03,93,0505,0,,,,
03RA00153,K1249,64,00,1,68,06,02-,G,2,2,7.0,M,97,95,125,0.656,241,207,72,0.392,3.7,3.7,58,15.8,15.8,0.0656,27.8,4.3,15.6,56,2,2,2-,1.86,136.2,J0131,00,K7412,63,,,,0,0.37,3.0,"X, LAME",3,JAR,JAR,91,95,,SP,B,,0.0,.,,ADG,.,cull,0,,,,,,,,0,,6,13,12,03,93,0602,0,,,,
03RA00154,K1265,64,00,1,68,06,03-,G,2,2,3.0,M,98,94,124,0.651,287,200,72,0.371,0.0,0.0,58,15.2,15.2,0.053,0.0,0.0,0.0,0,.,1,.,1.81,137.3,J0143,00,K0174,64,,,,0,0.397,3.0,FIX tag K1265,3,JAR,JAR,,,,S0,B-,,0.0,LIB,,ASEX,BHV,cull,0,,,,,,,,0,,3,5,5,03,93,0819,0,,,,
03RA00155,K1288,64,00,1,CP,05,e11,H,1,1,3.0,M,99,105,122,0.75,260,193,72,0.307,3.5,3.5,58,16.2,16.2,0.0623,0.0,0.0,0.0,0,2,1,3+,1.72,127.6,K9992,63,K0831,64,,,,0,0.333,3.0,,3,CLP,CC,,,,S1,A,STUD,89.0,.,CC2,CLPG,.,cull,0,,,,,,,,0,,3,4,4,03,93,0602,0,,,,
03RA00156,K1297,64,00,1,CP,05,53,H,1,1,5.0,M,100,93,121,0.65,241,185,72,0.321,0.0,0.0,58,14.0,14.0,0.0581,0.0,0.0,0.0,0,.,1,.,1.39,73.8,K8762,63,K8822,63,,,,0,0.313,3.0,,3,CLP,CC,,,,D3,DUD,,0.0,LIB,CC1,HOMO,.,cull,0,,,,,,,,0,,4,6,4,03,93,0602,0,,,,
03RA00157,K1335,64,00,1,CP,05,52,H,2,1,7.0,,101,92,120,0.663,0,163,72,0.247,0.0,0.0,60,10.2,10.2,0.0,0.0,0.0,0.0,0,.,1,.,1.5,94.7,K9738,63,K7702,63,,,,0,0.244,3.0,RCVR<,3,CLP,CN,,,,D3,DUD,,0.0,LIB,CN4,ASEX,.,cull,0,,,,,,,,0,,7,9,7,03,93,0506,0,,,,
03RA00158,K1353,64,00,1,68,06,02-,G,2,2,4.0,M,102,94,119,0.677,257,210,72,0.404,0.0,0.0,60,16.4,16.4,0.0638,0.0,0.0,0.0,0,.,1,.,1.83,134.9,J0131,00,K0405,64,,,,0,0.375,3.0,F2,3,JAR,JAR,,,,D3,DUD,,0.0,LIB,,ASEX,BHV,cull,0,,,,,,,,0,,3,7,6,03,93,0819,0,,,,
03RA00159,K1363,64,00,1,CP,05,52,H,3,2,4.0,M,102,93,119,0.681,253,184,72,0.317,0.0,0.0,60,16.6,16.6,0.0656,0.0,0.0,0.0,0,.,1,.,1.73,135.7,K9738,63,K9084,63,,,,0,0.321,3.0,"RCVR<, H3",3,CLP,CC,,,,D3,DUD,,0.0,LIB,CC1,ASEX,.,cull,0,,,,,,,,0,,4,7,6,03,93,0602,0,,,,
03RA00160,K1389,64,00,1,68,06,04-,G,2,2,6.0,,103,88,118,0.625,0,180,72,0.321,0.0,0.0,60,16.0,16.0,0.0,0.0,0.0,0.0,0,.,1,.,1.75,143.2,K9884,63,K7529,63,,,,0,0.345,3.0,"Q, WBC",3,ADG,US,,,,S2,AA,,0.0,LIB,,HETR,MKT,cull,0,,,,,,,,0,,5,10,10,03,93,0506,0,,,,
03RA00161,K1400,64,00,1,68,06,04-,G,2,2,7.0,,103,84,118,0.592,0,200,72,0.404,0.0,0.0,54,22.6,22.6,0.0,0.0,0.0,0.0,0,.,1,.,2.01,151.2,K9884,63,K8064,63,,,,0,0.345,3.0,"NICE,COARSE,D",3,ADG,US,,,,D4,DUD,,0.0,LIB,,ASEX,MKT,cull,0,,,,,,,,0,,7,14,12,03,93,0506,0,,,,
03RA00162,K1450,64,00,1,68,06,02-,G,2,2,7.0,M,105,89,117,0.634,279,204,72,0.402,3.3,3.3,58,17.0,17.0,0.0609,26.5,4.4,16.6,56,1,1,3+,1.86,129.3,J0131,00,K7131,63,,,,0,0.43,3.0,"NICE, 62 ?",1,JAR,JAR,92,98,,S3,AA,STUD,97.0,52alt,,ADG,.,ADG,0,,,,,,,,0,,7,13,10,03,,,0,,,,
03RA00163,K1468,64,00,1,68,06,02-,G,1,1,4.0,M,106,104,116,0.763,262,198,72,0.329,0.0,0.0,58,17.6,17.6,0.0672,0.0,0.0,0.0,0,.,1,.,1.45,103.6,J0131,00,K0458,64,,,,0,0.343,3.0,JUMPER,V,JAR,JAR,,,,D4,DUD,,0.0,BHV,,HOMO,BHV,Behave,0,,,,,,,,0,,3,4,4,03,,,0,,,,
03RA00164,K1553,64,01,1,68,06,02,G,2,1,5.0,M,84,118,134,0.804,278,240,72,0.421,3.6,3.6,54,15.4,15.4,0.0554,30.1,5.2,17.3,50,1,1,2+,1.79,120.0,J0131,00,K9550,63,,,,0,0.0,2.0,"NICE!, B1 09",1,JAR,JAR,99,92,,S3,AA,STUD,68.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,5,8,6,03,,,0,,,,
03RA00165,K1571,64,01,1,68,06,09,G,2,2,3.0,M,85,103,133,0.689,274,235,72,0.455,3.7,3.7,56,15.2,15.2,0.0555,28.8,5.5,19.1,54,1,1,2,2.01,148.5,K0866,64,K0787,64,,,,0,0.0,2.0,DEAD 10/28,1,ADG,US,99,93,,S1,A,STUD,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,3,6,6,03,06,1028,0,,,,
03RA00166,K1596,64,01,1,68,06,02,G,2,2,4.0,M,87,104,131,0.697,282,241,72,0.472,3.9,3.9,54,19.0,19.0,0.0674,29.3,4.7,16.2,50,2,1,3-,1.95,103.3,J0131,00, 8384,00,,,,0,0.0,2.0,,1,JAR,JAR,102,105,,D3,DUD,,0.0,.,,ADG,.,ADG,0,,,,,,,,0,,4,8,4,03,,,0,,,,
03RA00167,K1640,64,01,1,68,06,07,G,2,2,4.0,M,88,102,130,0.666,283,242,72,0.483,4.0,4.0,60,15.2,15.2,0.0537,25.9,3.6,13.8,58,1,1,2,1.95,134.1,K0905,64,K0444,64,,,,0,0.0,2.0,"NICE,#12BV,F2",1,ADG,US,104,97,,S3,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,4,8,6,03,,,0,,,,
03RA00168,K1649,64,01,1,CP,05,54,H,2,2,6.0,M,89,90,131,0.586,245,195,72,0.365,3.7,3.7,60,15.2,15.2,0.062,0.0,0.0,0.0,0,2,1,2,1.57,126.0,K9738,63,K8992,63,,,,0,0.0,2.0,"NICE,B1 IN B2",3,CLP,CC,,,,D3,DUD,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,6,9,10,03,93,0602,0,,,,
03RA00169,K1650,64,01,1,CP,05,54,H,2,2,6.0,M,89,99,131,0.663,220,186,72,0.302,3.5,3.5,58,13.2,13.2,0.06,0.0,0.0,0.0,0,1,1,2-,1.57,126.0,K9738,63,K8992,63,,,,0,0.0,2.0,"NICE,B1 IN B2",3,CLP,CN,,,,D3,DUD,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,6,9,10,03,93,0602,0,,,,
03RA00170,K1667,64,01,1,68,06,07,G,1,1,5.0,M,89,136,129,0.925,245,269,72,0.459,3.9,3.9,54,22.2,22.2,0.0906,35.3,5.8,16.3,44,1,1,2-,1.79,101.1,K0905,64,K9520,63,,,,0,0.0,2.0,"NICE, 44's",3,ADG,US,106,111,,S0,B,,0.0,.,,ADG,.,cull,0,,,,,,,,0,,5,8,4,03,93,0819,0,,,,
03RA00171,K1673,64,01,1,68,06,07,G,1,1,3.0,M,90,103,128,0.719,290,256,72,0.528,3.9,3.9,56,18.2,18.2,0.0628,27.8,4.8,17.1,56,1,2,2-,1.58,107.3,K0905,64,K0719,64,,,,0,0.0,2.0,#15 BV,1,ADG,US,110,104,,S3,AA,STUD,90.0,54alt,,ADG,.,ADG,0,,,,,,,,0,,2,3,3,03,,,0,,,,
03RA00172,K1683,64,01,1,68,06,08,G,3,1,4.0,M,90,97,128,0.655,282,237,72,0.483,3.8,3.8,54,18.8,18.8,0.0667,29.5,4.2,14.1,50,2,1,2-,1.95,149.7,K0714,64,K0275,64,,,,0,0.0,2.0,,1,ADG,US,101,104,,S0,B,STUD,0.0,.,,ADG,.,ADG,0,,,,,,,,0,,4,8,7,03,,,0,,,,
03RA00173,K1689,64,01,1,68,06,07,G,2,2,2.0,M,90,103,128,0.709,280,240,72,0.472,3.7,3.7,58,12.8,12.8,0.0457,26.6,4.0,15.0,56,2,1,2-,1.65,120.8,K0905,64,K0989,64,,,,0,0.0,2.0,"X, ABS.NECK",1,ADG,US,104,87,,S5,AAA,STUD,62.0,X,,ADG,.,ADG,0,,,,,,,,0,,1,2,2,03,93,1117,0,,,,
03RA00174,K1701,64,01,1,68,06,01,G,2,1,4.0,M,91,117,129,0.833,271,226,72,0.378,4.4,4.4,54,18.6,18.6,0.0686,28.6,4.7,16.5,54,1,1,3+,1.83,119.1,J0093,00,K0241,64,,,,0,0.0,2.0,,1,JAR,JAR,95,107,,S3,AA,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,4,7,5,03,,,0,,,,
03RA00175,K1723,64,01,1,CP,05,54,H,1,1,3.0,M,92,103,128,0.717,218,170,72,0.233,3.5,3.5,60,12.6,12.6,0.0578,0.0,0.0,0.0,0,2,1,3,1.44,97.8,K9738,63,K0932,64,,,,0,0.0,2.0,MSG 12/12/02,3,CLP,CC,,,,?,,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,2,2,2,03,93,0602,0,,,,
03RA00176,K1753,64,01,1,68,06,09,G,3,1,7.0,M,93,118,127,0.857,262,232,72,0.396,4.9,4.9,54,17.6,17.6,0.0672,31.8,5.9,18.5,48,1,1,2,1.95,119.3,K0866,64,K7320,63,,,,0,0.0,2.0,"SHAGGY, 48's",3,ADG,US,97,104,,S3,AA,,0.0,.,,ADG,.,cull,0,,,,,,,,0,,7,14,11,03,93,0819,0,,,,
03RA00177,K1806,64,01,1,68,06,07,G,3,2,7.0,M,94,102,126,0.707,270,236,72,0.465,3.7,3.7,56,17.2,17.2,0.0637,29.3,4.3,14.6,50,1,1,2,1.74,136.2,K0905,64,K7743,63,293,,,0,0.0,2.0,#2 BV,2,ADG,US,101,98,N,S3,AA,,0.0, 83,,ADG,.,sale,0,,,,,,,,0,,6,11,11,03,92,0918,4430,,,,
03RA00178,K1820,64,01,1,68,06,07,G,1,1,7.0,M,95,128,125,0.902,261,241,72,0.392,4.7,4.7,60,14.8,14.8,0.0567,26.8,4.5,16.8,56,1,1,2+,1.5,116.5,K0905,64,K7292,63,299,,,0,0.0,2.0,"NICE,#1BV,F2+",2,ADG,US,101,98,N,S4,AAA,STUD,0.0, 84,,ADG,.,sale,0,,,,,,,,0,,6,9,9,03,92,0918,4429,,,,
03RA00179,K1834,64,01,1,CP,05,55,H,1,1,3.0,M,95,103,125,0.706,227,222,72,0.413,4.0,4.0,58,15.0,15.0,0.0661,0.0,0.0,0.0,0,2,1,4+,1.72,125.4,K9992,63,K0983,64,,,,0,0.0,2.0,NICE,3,CLP,CC,,,,S4,AAA,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,3,4,4,03,93,0602,0,,,,
03RA00180,K1857,64,01,1,68,06,01,G,2,1,3.0,M,97,120,121,0.9,279,253,72,0.459,3.8,3.8,56,21.4,21.4,0.0767,29.8,5.5,18.3,50,2,1,3,1.52,103.5,J0093,00,K0462,64,,,,0,0.0,2.0,,1,JAR,JAR,108,112,,S3,AA,STUD,97.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,2,3,2,03,,,0,,,,
03RA00181,K1906,64,01,1,68,06,03,G,1,1,6.0,M,100,99,118,0.722,256,221,72,0.421,3.8,3.8,56,15.0,15.0,0.0586,29.0,4.1,14.2,54,3,1,3,1.57,112.6,J0143,00,K7871,63,,,,0,0.0,2.0,"H3,NICE",1,JAR,JAR,96,92,,?,?,,0.0,.,,ADG,.,ADG,0,,,,,,,,0,,5,8,7,03,,,0,,,,
03RA00182,K1908,64,01,1,CP,05,54,H,2,2,6.0,M,100,101,120,0.728,238,202,72,0.351,3.1,3.1,62,12.2,12.2,0.0513,0.0,0.0,0.0,0,2,1,3,1.77,140.1,K9738,63,K8539,63,,,,0,0.0,2.0,,3,CLP,CC,,,,D3,DUD,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,6,11,11,03,93,0602,0,,,,
03RA00183,K1952,64,01,1,CP,05,54,H,1,1,5.0,M,102,114,118,0.832,226,189,72,0.26,3.8,3.8,60,14.2,14.2,0.0628,0.0,0.0,0.0,0,2,1,3+,1.68,135.0,K9738,63,K9321,63,,,,0,0.0,2.0,HOG,3,CLP,CC,,,,D3,DUD,,0.0,.,,CLPG,.,cull,0,,,,,,,,0,,5,7,7,03,93,0602,0,,,,
03RA00184,K2007,64,01,1,68,06,08,G,1,1,7.0,M,105,114,113,0.918,260,237,72,0.424,4.2,4.2,56,14.6,14.6,0.0562,29.1,4.7,16.3,54,2,1,2+,1.47,108.5,K0714,64,K7744,63,,,,0,0.0,2.0,ABS. JAW,1,ADG,US,104,93,,D3,DUD,,0.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,6,8,8,03,,,0,,,,
03RA00185,K2024,64,01,1,68,06,04,G,1,1,7.0,M,108,103,110,0.813,267,226,72,0.424,4.2,4.2,54,19.0,19.0,0.0712,29.9,6.6,22.0,50,2,1,2-,1.77,122.1,K0943,64,K7482,63,,,,0,0.0,2.0,> FIRE4,1,JAR,JAR,100,106,,S4,AAA,STUD,72.0,nd94,,ADG,.,ADG,0,,,,,,,,0,,6,12,11,03,,,0,,,,
03RA00186,K2073,64,02,1,68,06,02,G,2,2,4.0,Y,85,121,132,0.826,0,0,72,0.0,2.8,3.0,60,12.2,12.6,0.0,27.4,5.6,20.5,56,1,1,3,1.45,112.3,K1196,64,K0102,64,,,,0,0.0,1.0,MSG 6/2/2003,7,JAR,JAR,,,,?,,,0.0,.,,ADG,.,dead,0,,,,,,,,0,,3,4,4,03,97,0602,0,,,,
03RA00187,K2074,64,02,1,68,06,02,G,2,2,4.0,Y,85,112,132,0.755,198,198,71,0.286,3.0,3.2,60,12.4,12.8,0.0626,26.1,5.3,20.4,58,2,2,3,1.45,112.3,K1196,64,K0102,64,219,,,0,0.0,1.0,,2,JAR,JAR,94,104,N,S1,A,,0.0, 76,,ADG,.,sale,0,,,,,,,,0,,3,4,4,03,92,0918,4408,,,,
03RA00188,K2075,64,02,1,68,06,09,G,3,2,4.0,Y,86,104,131,0.702,187,187,71,0.276,3.0,3.2,60,9.4,9.7,0.0503,22.7,4.1,18.3,62,1,1,4-,1.95,134.1,K1553,64,K0444,64,225,,,0,0.0,1.0,,2,JAR,JAR,92,93,N,S1,A,,0.0, 70,,ADG,.,sale,0,,,,,,,,0,,4,8,6,03,92,0918,4420,,,,
