UID,ETAG,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,YRREC
94RA00177,Z2647,93,1,TT,57,R-0,i,3,2,5.0,Y,115,84,102,0.717,151,151,137,0.235,0.0,62,5.7,0.0,,0.0,,,1,,1.89,152.5,000010,7529,80,174,192,0.265,1.0,,1,imp,,,.,X7529,S4,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00178,Z2649,93,1,TT,57,R-0,c,3,2,5.0,Y,115,75,95,0.686,152,152,137,0.264,0.0,60,6.6,0.0,,0.0,,,1,,2.33,146.2,000010,7482,80,174,192,0.285,1.0,,1,ctl,,,.,X7482,S1,A,0.0,X,,,,0,,,,,,1994
94RA00179,T2653,92,1,41,02,413,M,3,2,7.0,M,98,78,126,0.548,168,120,137,0.151,3.2,60,13.0,54.8,7.1,28.1,54,1,1,2,2.05,119.1,102644,8210,43,187,192,0.239,2.0,UTAH HEART,2,LBW,124,114,W,T8210,D4,DUD,0.0,X,,,,0,,,NO,1,,1994
94RA00180,T2654,92,1,41,02,413,M,3,2,7.0,M,98,74,121,0.521,177,119,137,0.159,3.1,62,13.4,55.9,7.5,24.7,60,2,1,2,2.05,119.1,102644,8210,43,198,192,0.263,2.0,,2,LBW,126,117,W,T8210,S4,AAA,87.0,128,,,,0,,,YES,1,,1994
94RA00181,Z2658,93,1,TT,57,R-0,c,2,1,7.0,Y,116,73,99,0.631,132,132,137,0.206,0.0,64,6.4,0.0,,0.0,,,1,,1.76,120.4,000010,2101,80,159,192,0.251,1.0,,1,ctl,,,.,X2101,S3,AA,0.0,X,,,,0,,,,,,1994
94RA00182,Z2660,93,1,TT,57,R-0,i,1,1,6.0,Y,116,84,99,0.723,144,144,137,0.209,0.0,56,7.5,0.0,,0.0,,,1,,1.86,126.7,000010,5360,80,170,192,0.251,1.0,,1,imp,,,.,X5360,D1,B,0.0,X,,,,0,,,,,,1994
94RA00183,Z2662,93,1,TT,57,R-0,c,2,2,5.0,Y,116,83,99,0.714,156,156,137,0.254,0.0,60,7.3,0.0,,0.0,,,1,,1.89,123.0,000010,7042,80,183,192,0.292,1.0,,1,ctl,,,.,X7042,S4,AAA,0.0,LIB,,,,0,,,,,,1994
94RA00184,Z2663,93,1,TT,57,R-0,i,1,1,7.0,Y,116,78,99,0.658,140,140,137,0.216,0.0,60,6.2,0.0,,0.0,,,1,,1.94,126.9,000010,1907,80,166,192,0.257,1.0,,1,imp,,,.,X1907,D1,B,0.0,X,,,,0,,,,,,1994
94RA00185,Z2666,93,1,TT,57,R-0,c,1,1,6.0,Y,117,71,98,0.612,148,148,137,0.268,0.0,64,6.0,0.0,,0.0,,,1,,1.86,117.0,000010,4508,80,173,192,0.298,1.0,,1,ctl,,,.,X4508,S0,B,0.0,?,,,,0,,,,,,1994
94RA00186,Z2673,93,1,TT,57,R-0,c,2,2,5.0,Y,117,74,98,0.631,136,136,137,0.216,0.0,62,5.1,0.0,,0.0,,,1,,2.11,141.7,000010,6963,80,155,192,0.237,1.0,,1,ctl,,,.,X6963,S0,B,0.0,LIB,,,,0,,,,,,1994
94RA00187,Z2675,93,1,TT,57,R-0,c,2,2,5.0,Y,117,67,98,0.588,123,123,137,0.195,0.0,64,5.5,0.0,,0.0,,,1,,2.11,122.3,000010,7776,80,144,192,0.225,1.0,,1,ctl,,,.,X7776,S0,B,0.0,X,,,,0,,,,,,1994
94RA00188,S2677,92,1,18,07,R-2,C,2,2,3.0,M,98,73,121,0.552,164,117,137,0.155,2.4,62,11.2,50.5,5.7,25.6,58,2,1,3+,1.73,81.7,973619,0890,10,190,192,0.233,2.0,,1,CTL,84,95,W,S0890,S2,AA,57.0,EL2,C,70,4,0,0,E,,,,1994
94RA00189,T2685,92,1,42,02,842,C,2,1,3.0,M,99,75,120,0.456,157,102,137,0.095,2.9,64,8.8,55.7,4.9,21.9,64,2,1,3+,1.26,60.8,143944,0935,44,174,192,0.197,2.0,,3,CTL,75,96,W,T0935,S3,AA,0.0,,,,,0,,,,,,1994
94RA00190,T2691,92,1,42,02,822,C,2,2,4.0,M,99,92,120,0.629,185,136,137,0.155,2.7,62,10.1,48.0,4.8,22.2,62,1,1,2,1.29,64.9,100544,0338,44,215,192,0.242,2.0,X EX-LIB-RAM,3,CTL,79,93,W,T0338,S3,AA,91.0,X,,,,0,,,,,,1994
94RA00191,T2698,92,1,42,02,852,C,2,1,7.0,M,100,82,119,0.523,162,113,137,0.11,2.9,58,10.1,55.1,5.6,25.0,58,2,1,2+,1.68,88.9,046744,7730,43,180,192,0.203,2.0,,3,CTL,96,99,W,T7730,S2,AA,91.0,,,,,0,,,,,,1994
94RA00192,Z2708,93,1,97,97,973,,1,1,1.0,Y,125,74,85,0.732,150,150,137,0.26,0.0,0,0.0,0.0,,0.0,,,1,,1.0,100.0,967080,1594,81,173,192,0.285,1.0,,1,BF,,,.,Z1594,S0,B,0.0,,C,50,2,0,0,S,,,,1994
94RA00193,T2714,92,1,41,02,414,M,2,2,4.0,M,101,87,118,0.623,201,138,137,0.18,2.6,64,10.8,63.3,6.8,23.2,62,1,3,3+,1.67,82.2,120344,0767,44,227,192,0.293,2.0,34% EWELAMBS,2,LBW,99,106,W,T0767,S3,AA,34.0,127,,,,0,,,YES,1,,1994
94RA00194,Z2716,93,1,TT,57,R-0,i,2,2,6.0,Y,128,64,89,0.588,126,126,137,0.218,0.0,64,5.1,0.0,,0.0,,,1,,1.86,133.7,000010,4877,80,146,192,0.241,1.0,,1,imp,,,.,X4877,D1,B,0.0,LIB,,,,0,,,,,,1994
94RA00195,Z2718,93,1,TT,57,R-0,i,1,1,7.0,Y,129,75,88,0.747,145,145,137,0.246,0.0,58,6.8,0.0,,0.0,,,1,,2.22,124.5,000010,1906,80,174,192,0.291,1.0,,1,imp,,,.,X1906,S2,AA,0.0,UT.,,,,0,,,,,,1994
94RA00196,S2721,92,1,FW,41,AI,F,1,1,5.0,M,99,106,120,0.606,200,140,137,0.12,3.1,62,12.1,71.0,8.6,18.2,80,6,1,3,1.63,119.4,0085,9331,19,230,192,0.224,2.0,,1,FW,109,113,W,S9331,S3,AA,67.0,EL1,W,50,3,0,8,S,,,,1994
94RA00197,Z2734,93,1,TT,57,R-0,c,2,2,5.0,Y,130,75,85,0.752,152,152,137,0.268,0.0,62,5.5,0.0,,0.0,,,1,,1.89,159.1,000010,7150,80,199,192,0.363,1.0,,1,ctl,,,.,X7150,S4,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00198,Z2736,93,1,TT,57,R-0,i,3,2,7.0,Y,131,64,84,0.658,149,149,137,0.296,0.0,64,5.7,0.0,,0.0,,,1,,2.13,145.8,000010,2027,80,174,192,0.322,1.0,,1,imp,,,.,X2027,D1,B,0.0,LIB,,,,0,,,,,,1994
94RA00199,Z2746,93,1,TT,57,R-0,c,3,1,6.0,Y,132,72,83,0.742,135,135,137,0.22,0.0,64,4.6,0.0,,0.0,,,1,,2.36,143.5,000010,5140,80,158,192,0.251,1.0,CUT PENIS '94,1,ctl,,,.,X5140,S2,AA,0.0,X,,,,0,,,,,,1994
94RA00200,S2747,92,1,FW,41,AI,C,2,1,5.0,M,99,78,120,0.433,161,115,137,0.131,2.7,62,9.9,71.3,7.1,20.3,70,7,1,3+,1.58,95.0,0085,8176,19,176,192,0.206,2.0,LA200 L.TAIL?,1,CTL,90,96,W,S8176,S4,AAA,92.0,,C,70,4,0,0,E,,,,1994
94RA00201,Z2747,93,1,TT,57,R-0,c,3,1,6.0,Y,132,63,78,0.696,128,128,137,0.223,0.0,62,4.2,0.0,,0.0,,,1,,2.36,143.5,000010,5140,80,157,192,0.271,1.0,,1,ctl,,,.,X5140,D1,B,0.0,LIB,,,,0,,,,,,1994
94RA00202,S2749,92,1,18,07,R-4,R,2,2,5.0,M,99,76,120,0.547,186,122,137,0.163,2.7,62,9.9,54.1,5.4,20.9,64,2,1,2+,1.69,116.0,978119,8450,19,205,192,0.287,2.0,,1,LBW,106,100,W,S8450,S1,A,60.0,EL0,C,70,3,0,0,E,,,,1994
94RA00203,S2750,92,1,18,07,R-4,R,2,2,5.0,M,99,81,120,0.583,168,119,137,0.134,2.4,64,9.3,48.2,4.5,20.8,64,1,1,2,1.69,116.0,978119,8450,19,195,192,0.251,2.0,MM->LIB 11-07,1,LBW,100,89,W,S8450,MO,MOR,0.0,LIB,C,70,4,0,0,E,,,,1994
94RA00204,S2753,92,1,FW,41,AI,C,3,1,4.0,M,99,77,120,0.427,174,112,137,0.124,2.8,62,11.2,64.6,7.2,20.4,70,7,1,3+,1.65,97.8,0085,8950,19,193,192,0.212,2.0,,1,CTL,92,98,W,S8950,S3,AA,90.0, 83,C,70,4,0,0,E,,,,1994
94RA00205,Z2755,93,1,TT,57,R-0,i,2,2,5.0,Y,134,69,81,0.722,120,120,137,0.178,0.0,64,4.2,0.0,,0.0,,,1,,1.78,125.8,000010,7445,80,140,192,0.208,1.0,,1,imp,,,.,X7445,D1,B,0.0,X,,,,0,,,,,,1994
94RA00206,T2767,92,1,41,02,414,M,3,3,4.0,M,102,72,115,0.57,199,124,137,0.182,3.2,62,12.1,55.4,6.7,24.8,60,1,1,2,1.87,128.7,120344,0142,44,220,192,0.279,2.0,,2,LBW,130,112,W,T0142,S3,AA,0.0,124,,,,0,,,YES,1,,1994
94RA00207,T2776,92,1,42,02,892,C,2,2,8.0,M,103,76,114,0.537,192,117,137,0.144,2.4,62,8.4,61.7,5.2,23.5,60,1,1,2,1.63,83.8,110244,7165,43,215,192,0.264,2.0,,2,CTL,92,92,W,T7165,S1,A,83.0,116,,,,0,,,YES,1,60310,1994
94RA00208,T2788,92,1,42,02,832,C,1,1,3.0,M,103,83,114,0.536,178,132,137,0.172,2.7,62,10.1,64.4,6.5,26.1,58,2,1,3,1.11,64.0,039544,0943,44,210,192,0.246,2.0,4TEATS,H,CTL,84,104,W,T0943,S4,AAA,82.0,LIB,,,,0,,,,,,1994
94RA00209,S2793,92,1,18,07,R-2,C,3,2,5.0,M,100,78,119,0.586,184,125,137,0.166,2.7,62,11.5,53.2,6.1,25.9,58,2,2,3+,1.85,107.7,973619,9237,19,211,192,0.257,2.0,,1,CTL,102,101,W,S9237,S3,AA,80.0, 90,W,30,3,0,8,S,,,,1994
94RA00210,S2848,92,1,18,07,R-5,C,2,2,4.0,M,101,87,118,0.633,207,136,137,0.173,2.7,62,11.0,55.4,6.1,24.0,60,1,1,3-,1.93,111.3,081310,9837,19,226,192,0.299,2.0,NICE,1,CTL,106,103,W,S9837,S3,AA,100.0, 87,W,35,3,5,0,S,,,,1994
94RA00211,T2891,92,1,42,02,802,C,2,1,3.0,M,105,78,114,0.521,178,132,137,0.191,2.3,62,9.5,39.6,3.8,22.2,62,2,1,2,1.69,77.4,107344,1119,44,204,192,0.278,2.0,X EX-LIB-RAM,3,CTL,83,80,W,T1119,S3,AA,90.0,X,,,,0,,,,,,1994
94RA00212,S2947,92,1,18,42,R14,F,1,1,3.0,M,102,83,115,0.496,177,117,137,0.119,2.7,62,11.9,62.9,7.5,22.2,62,2,1,3+,1.59,102.5,068010,0675,10,192,192,0.22,2.0,4TEATS,2,FW,96,97,W,S0675,S2,AA,0.0,114,,,,0,,,YES,,,1994
94RA00213,S2949,92,1,18,07,R-2,M,2,2,6.0,M,102,75,115,0.579,175,112,137,0.13,2.8,58,11.2,56.6,6.3,24.9,60,3,1,3-,1.57,110.5,973619,7969,19,197,192,0.208,2.0,?FACE JUMPER,1,M,103,105,W,S7969,S0,B,0.0,,W,60,3,0,0,S,,,,1994
94RA00214,S2964,92,1,18,07,R10,C,2,2,3.0,M,103,65,114,0.552,175,120,137,0.193,2.7,64,8.2,66.6,5.5,23.0,62,1,1,3+,1.73,80.3,072110,0864,10,196,192,0.273,2.0,,1,CTL,85,98,W,S0864,S4,AAA,91.0, 85,M,70,4,0,0,E,,,,1994
94RA00215,T3029,92,1,42,02,882,C,1,1,4.0,M,107,87,112,0.503,165,117,137,0.106,2.6,60,10.4,47.4,4.9,24.8,60,1,1,2-,1.29,76.5,095244,0360,44,185,192,0.197,2.0,,3,CTL,84,90,W,T0360,S2,AA,0.0,,,,,0,,,,,,1994
94RA00216,S3048,92,1,18,07,R-7,,2,1,4.0,M,104,99,113,0.685,183,147,137,0.168,2.8,62,10.6,54.4,5.8,23.5,60,1,1,3+,1.18,48.7,075210,9742,19,218,192,0.231,2.0,DAM'S RECORD,H,LIB,67,102,W,S9742,S3,AA,91.0,LIB,,,,0,,,,,,1994
94RA00217,T3077,92,1,42,02,822,C,1,1,3.0,M,109,78,115,0.452,176,126,137,0.173,3.1,62,12.6,50.6,6.4,25.2,58,1,1,3,1.4,81.3,100544,1412,44,202,192,0.242,2.0,4TEATS,3,CTL,96,108,W,T1412,SP,B,100.0,,,,,0,,,,,,1994
94RA00218,T3083,92,1,42,02,852,C,2,2,5.0,M,109,81,110,0.611,169,126,137,0.159,2.3,64,7.9,56.2,4.4,22.5,62,2,1,2,1.58,86.7,046744,9904,43,207,192,0.269,2.0,,H,CTL,91,85,W,T9904,S4,AAA,100.0,LIB,,,,0,,,,,,1994
94RA00219,S3102,92,1,18,07,R-5,,2,2,7.0,M,105,73,114,0.622,198,121,137,0.17,3.2,54,13.2,59.2,7.8,28.5,54,2,1,3,1.7,126.3,081310,6462,19,222,192,0.269,2.0,54 GRADE,H,LIB,121,120,W,S6462,S1,A,97.0,LIB,,,,0,,,,,,1994
94RA00220,T3114,92,1,42,02,872,C,2,2,6.0,M,109,72,110,0.521,166,112,137,0.141,2.8,64,8.8,53.8,4.7,22.9,62,1,1,2-,1.48,68.8,105744,9323,43,192,192,0.236,2.0,,3,CTL,81,92,W,T9323,S3,AA,0.0,,,,,0,,,,,,1994
94RA00221,T3116,92,1,41,02,411,M,2,2,5.0,M,109,82,108,0.604,208,149,137,0.235,2.8,60,10.1,60.6,6.1,25.0,58,1,1,3+,1.8,114.7,137344,9408,43,232,192,0.329,2.0,RCVR,2,LBW,120,103,W,T9408,S3,AA,94.0,125,,,,0,,,YES,1,,1994
94RA00222,T3117,92,1,41,02,411,M,2,2,5.0,M,109,81,108,0.664,188,134,137,0.186,3.0,60,9.5,52.0,4.9,23.7,60,2,1,2,1.8,114.7,137344,9408,43,193,192,0.261,2.0,X PEN 10,2,LBW,114,95,W,T9408,D4,DUD,0.0,X,,,,0,,,NO,1,,1994
94RA00223,S3142,92,1,18,07,r-4,M,1,1,2.0,M,106,77,113,0.528,170,119,137,0.148,2.9,58,13.2,58.4,7.7,25.2,58,1,1,2-,1.79,126.2,097510,1735,10,201,192,0.254,2.0,,1,M,119,118,W,S1735,S3,AA,86.0, 22,C,70,4,0,0,E,,,,1994
94RA00224,S3150,92,1,18,07,R10,C,2,2,4.0,M,107,89,117,0.631,172,128,137,0.14,2.2,64,8.8,50.1,4.4,20.4,70,1,1,3,1.55,90.6,072110,0138,10,204,192,0.252,2.0,DUD'93 NOT!,1,CTL,85,86,W,S0138,S2,AA,0.0,,W,70,4,0,0,E,,,,1994
94RA00225,S3204,92,1,18,07,r-3,C,2,1,2.0,M,109,71,108,0.576,188,135,137,0.225,2.6,60,10.8,51.4,5.6,23.1,62,2,1,3+,1.96,86.9,094910,1589,10,217,192,0.312,2.0,,1,CTL,90,98,W,S1589,S2,AA,100.0, 88,C,70,4,0,0,E,,,,1994
94RA00226,S3240,92,1,18,07,r-2,,1,1,2.0,M,111,72,106,0.539,178,132,137,0.211,2.8,62,9.9,55.5,5.5,22.2,62,2,1,2-,1.46,87.3,067610,1989,10,216,192,0.315,2.0,,H,LIB,91,100,W,S1989,S3,AA,88.0,LIB,,,,0,,,,,,1994
94RA00227,S3244,92,1,18,07,r-1,C,1,1,2.0,M,111,67,106,0.514,170,124,137,0.2,2.6,64,9.3,44.5,4.1,23.7,60,3,1,2,1.62,111.8,098810,1770,10,198,192,0.288,2.0,,1,CTL,99,85,W,S1770,S2,AA,89.0, 89,C,70,4,0,0,E,,,,1994
94RA00228,S3273,92,1,18,07,r-3,C,1,1,2.0,M,114,70,105,0.523,175,121,137,0.18,2.4,64,8.8,52.9,4.7,22.4,62,3,1,2-,1.79,114.6,094910,1664,10,196,192,0.284,2.0,LUMP R JAW'94,6,CTL,101,89,W,S1664,S3,AA,91.0,X,C,70,4,0,0,E,,,,1994
94RA00229,S3286,92,1,SW,42,AI,C,3,2,4.0,M,115,74,104,0.669,187,120,137,0.163,2.6,60,10.4,53.8,5.6,24.5,60,3,2,2,1.93,119.2,077910,0203,10,199,192,0.242,2.0,,1,CTL,100,82,W,S0203,S3,AA,90.0, 86,M,50,3,0,0,E,,,,1994
94RA00230,T3291,92,1,42,02,882,C,2,2,5.0,M,113,75,106,0.585,165,119,137,0.155,2.4,62,8.8,54.7,4.8,23.8,60,2,1,3+,1.63,98.3,095244,8929,43,200,192,0.272,2.0,"UTAH,XJAW3",2,CTL,101,88,W,T8929,S1,A,100.0,X,,,,0,,,YES,1,,1994
94RA00231,S3440,93,1,00,08, 37,H,2,2,4.0,Y,97,92,118,0.677,159,159,137,0.233,2.4,64,6.6,59.0,3.9,25.1,60,6,1,2,1.55,117.4,2010,9746,19,182,192,0.263,1.0,,2,HMD,,,W,S9746,S0,B,0.0,161,,,,0,,,YES,,,1994
94RA00232,S3446,93,1,00,08, 35,H,2,2,6.0,Y,97,91,118,0.671,182,182,137,0.317,3.0,58,8.2,58.1,4.8,23.8,60,3,1,3+,1.77,111.3,0290,7788,19,192,192,0.295,1.0,HAIRY,2,HMD,,,W,S7788,S2,AA,0.0,156,,,,0,,,YES,,,1994
94RA00233,S3458,93,1,00,08, 35,H,1,1,2.0,Y,99,98,116,0.738,172,172,137,0.258,3.0,58,8.6,58.7,5.0,23.8,60,2,2,3-,1.46,90.1,0290,1929,10,195,192,0.284,1.0,,2,HMD,,,W,S1929,S2,AA,78.0,157,,,,0,,,YES,,,1994
94RA00234,S3460,93,1,18,07, 21,F,1,1,2.0,Y,99,103,116,0.781,175,175,137,0.251,2.5,60,7.5,57.1,4.3,20.8,64,2,1,3-,1.62,111.4,152410,1556,10,191,192,0.257,1.0,,1,FW,115,123,W,S1556,S3,AA,97.0, 41,C,70,4,0,0,E,,,,1994
94RA00235,S3497,93,1,00,08, 35,H,2,2,5.0,Y,101,94,114,0.718,182,182,137,0.307,2.4,58,8.4,57.1,4.8,25.3,58,1,1,3+,1.63,119.4,0290,9331,19,189,192,0.278,1.0,,2,HMD,,,W,S9331,S5,AAA,0.0,153,,,,0,,,YES,,,1994
94RA00236,T3501,92,1,48,02,T-3,,1,1,7.0,M,118,103,101,0.682,209,143,137,0.141,2.6,64,11.0,48.1,5.3,23.4,62,1,1,3+,1.15,88.8,0001,7444,43,247,192,0.272,2.0,X DUD,3,LIS,97,95,W,T7444,D3,DUD,0.0,,,,,0,,,,,,1994
94RA00237,S3521,93,1,18,43, 41,,2,2,2.0,Y,102,64,113,0.49,132,132,137,0.237,2.1,64,5.3,58.1,3.1,18.7,80,7,3,2,1.96,120.8,6139TX,1614,10,154,192,0.263,1.0,"LUPINE,7HORN",6,LIS,110,91,W,S1614,,,0.0,,,,,0,,,,,,1994
94RA00238,S3530,93,1,18,07, 22,M,1,1,2.0,Y,102,102,113,0.789,153,153,137,0.178,2.4,58,6.6,54.8,3.6,20.9,64,1,1,3+,1.79,110.9,042310,1458,10,174,192,0.211,1.0,,1,M,108,110,W,S1458,S2,AA,0.0,,W,50,3,0,6,S,,,,1994
94RA00239,S3547,93,1,18,43, 42,M,2,2,2.0,Y,103,91,112,0.71,143,143,137,0.181,3.0,64,7.7,64.0,4.9,20.0,70,6,1,3+,1.79,126.2,1958TX,1735,10,166,192,0.219,1.0,7HORN,1,M,125,127,W,S1735,D3,DUD,77.0, 21,C,70,4,0,0,E,,,,1994
94RA00240,S3554,93,1,00,08, 36,H,1,1,2.0,Y,103,95,112,0.727,150,150,137,0.192,3.2,58,8.2,60.5,5.0,22.8,62,5,1,3,1.46,90.1,2009,1934,10,162,192,0.196,1.0,5SCUR,2,HMD,,,W,S1934,S1,A,0.0,158,,,,0,,,YES,,,1994
94RA00241,S3566,93,1,18,43, 41,,1,1,2.0,Y,103,92,112,0.719,143,143,137,0.178,2.6,64,7.1,52.1,3.7,20.3,70,2,1,3-,1.46,89.4,6139TX,1931,10,166,192,0.216,1.0,,L,LIS,95,105,W,S1931,S1,A,0.0,LIS,C,60,4,0,0,E,,,,1994
94RA00242,S3569,93,1,00,08, 35,H,2,2,7.0,Y,103,93,112,0.723,193,193,137,0.348,2.4,60,8.4,50.4,4.2,23.0,62,3,1,3,1.55,91.4,0290,6996,19,202,192,0.319,1.0,,2,HMD,,,W,S6996,SP,B,0.0,155,,,,0,,,YES,,,1994
94RA00243,S3626,93,1,18,07, 23,,1,1,6.0,Y,105,106,110,0.845,165,165,137,0.206,2.2,64,6.6,57.6,3.8,18.9,80,5,1,3,1.57,97.6,072110,8115,19,186,192,0.234,1.0,GET FROM SALE,L,LIS,101,113,W,S8115,D3,DUD,0.0,LIS,C,30,2,0,0,S,,,,1994
94RA00244,S3633,93,1,00,08, 37,H,2,2,7.0,Y,105,91,110,0.723,146,146,137,0.192,2.0,60,5.5,53.7,3.0,23.1,62,2,1,3-,1.55,106.1,2010,7146,19,156,192,0.19,1.0,,2,HMD,,,W,S7146,S2,AA,0.0,159,,,,0,,,YES,,,1994
94RA00245,T3641,93,1,41,02,414,M,1,1,3.0,Y,108,94,107,0.772,141,141,137,0.164,2.7,60,6.6,56.3,3.7,24.3,60,2,1,2,1.54,100.3,230644,1371,44,170,192,0.222,1.0,LUPINE,6,LBW,106,105,W,T1371,,,0.0,LIS,,,,0,,,,,,1994
94RA00246,S3645,93,1,18,43, 42,,1,1,2.0,Y,105,85,110,0.662,145,145,137,0.209,2.8,62,7.9,59.1,4.7,19.2,70,6,1,2,1.46,88.0,1958TX,1361,10,157,192,0.211,1.0,,2,RAM,100,122,W,S1361,S2,AA,0.0,105,,,,0,,,YES,,,1994
94RA00247,T3653,93,1,41,02,413,M,2,2,3.0,Y,111,82,106,0.643,152,152,137,0.246,2.6,58,6.6,53.8,3.6,20.8,64,2,1,2,1.69,96.6,228644,1488,44,180,192,0.288,1.0,,L,LBW,105,105,W,T1488,S3,AA,0.0,LIS,C,70,3,0,0,E,,,,1994
94RA00248,T3655,93,1,TT,02,R-0,i,2,2,3.0,Y,111,78,106,0.635,127,127,137,0.172,0.0,62,6.6,0.0,,0.0,,,2,,1.54,75.7,000044,1413,44,150,192,0.212,1.0,,1,imp,,,.,T1413,S2,AA,0.0,UT.,,,,0,,,,,,1994
94RA00249,T3660,93,1,TT,02,R-0,i,3,2,2.0,Y,112,81,105,0.661,133,133,137,0.182,0.0,56,7.9,0.0,,0.0,,,1,,1.75,112.2,000044,2109,44,155,192,0.218,1.0,,1,imp,,,.,T2109,S1,A,0.0,UT.,,,,0,,,,,,1994
94RA00250,T3662,93,1,TT,02,R-0,i,3,2,2.0,Y,112,78,105,0.639,145,145,137,0.235,0.0,58,5.7,0.0,,0.0,,,1,,1.75,112.2,000044,2109,44,170,192,0.271,1.0,HAIRY,1,imp,,,.,T2109,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00251,T3666,93,1,TT,02,R-0,c,2,2,5.0,Y,112,80,105,0.665,145,145,137,0.228,0.0,58,6.0,0.0,,0.0,,,3,,1.8,103.7,000044,9463,43,174,192,0.276,1.0,,1,ctl,,,.,T9463,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00252,T3673,93,1,TT,02,R-0,c,1,1,2.0,Y,113,96,104,0.803,158,158,137,0.218,0.0,60,7.9,0.0,,0.0,,,1,,1.58,105.3,000044,2144,44,179,192,0.244,1.0,,1,ctl,,,.,T2144,S4,AAA,0.0,LIB,,,,0,,,,,,1994
94RA00253,T3684,93,1,TT,02,R-0,i,2,2,2.0,Y,113,72,104,0.596,133,133,137,0.214,0.0,64,4.9,0.0,,0.0,,,1,,1.58,101.6,000044,1978,44,161,192,0.262,1.0,,1,imp,,,.,T1978,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00254,T3692,93,1,TT,02,R-0,c,2,2,3.0,Y,114,73,103,0.622,133,133,137,0.211,0.0,64,6.0,0.0,,0.0,,,1,,1.69,115.5,000044,1284,44,160,192,0.256,1.0,,1,ctl,,,.,T1284,S6,AAA,0.0,LIB,,,,0,,,,,,1994
94RA00255,T3693,93,1,TT,02,R-0,c,2,2,3.0,Y,114,71,103,0.573,138,138,137,0.235,0.0,62,5.5,0.0,,0.0,,,1,,1.69,115.5,000044,1284,44,0,0,0.0,1.0,MSG 071194,7,ctl,,,,T1284,,,0.0,MSG,,,,0,,,,,,1994
94RA00256,T3702,93,1,41,02,413,M,2,2,2.0,Y,114,73,103,0.605,119,119,137,0.161,2.3,62,4.9,57.0,2.8,22.7,62,1,1,2-,1.58,99.7,228644,2016,44,143,192,0.206,1.0,,2,LBW,98,90,W,T2016,S1,A,0.0,123,,,,0,,,YES,1,,1994
94RA00257,S3705,93,1,00,08,338,H,3,1,4.0,Y,107,90,108,0.749,157,157,137,0.233,2.7,64,7.7,58.5,4.5,24.9,60,3,1,3-,1.8,93.6,0338,9654,19,165,192,0.219,1.0,,2,HMD,,,W,S9654,S3,AA,92.0,160,,,,0,,,YES,,,1994
94RA00258,T3709,93,1,TT,02,R-0,c,2,2,6.0,Y,115,74,102,0.608,134,134,137,0.211,0.0,58,6.4,0.0,,0.0,,,2,,1.36,59.7,000044,8649,43,153,192,0.232,1.0,,1,ctl,,,.,T8649,S5,AAA,0.0,LIB,,,,0,,,,,,1994
94RA00259,T3714,93,1,41,02,411,M,1,1,6.0,Y,115,112,102,0.94,170,170,137,0.204,2.8,60,8.4,52.9,4.4,21.1,64,1,1,2-,1.28,94.6,190544,9207,43,192,192,0.235,1.0,LAME LIBTEST,2,LBW,107,119,W,T9207,S3,AA,0.0,119,,,,0,,,YES,1,,1994
94RA00260,T3717,93,1,TT,02,R-0,c,2,2,4.0,Y,115,77,102,0.629,144,144,137,0.235,0.0,60,6.6,0.0,,0.0,,,1,,1.67,99.8,000044,0461,44,169,192,0.271,1.0,4TEATS,1,ctl,,,.,T0461,S2,AA,0.0,X,,,,0,,,,,,1994
94RA00261,T3725,93,1,TT,02,R-0,c,1,1,2.0,Y,115,89,102,0.728,148,148,137,0.207,0.0,58,7.7,0.0,,0.0,,,1,,1.58,86.3,000044,1838,44,171,192,0.241,1.0,,1,ctl,,,.,T1838,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00262,S3726,93,1,18,43, 41,,2,2,2.0,Y,107,65,108,0.509,130,130,137,0.226,2.4,64,5.5,56.8,3.1,19.3,70,7,1,2-,1.62,97.5,6139TX,1332,10,146,192,0.237,1.0,7HORN,L,LIS,96,94,W,S1332,SP,B,0.0,LIS,C,70,4,0,0,E,,,,1994
94RA00263,T3727,93,1,TT,02,R-0,c,2,2,3.0,Y,115,72,102,0.606,140,140,137,0.239,0.0,58,6.6,0.0,,0.0,,,1,,1.69,108.0,000044,1116,44,153,192,0.238,1.0,X ORCHITIS,3,ctl,,,.,T1116,,,0.0,X,,,,0,,,,,,1994
