UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,MICRON,SD
96PR00535,S4554,2,07,10,94,1,2.0,0,M,,,,7.8,3.1,DYSTOCIA95,25.06,5.6
96PR00536,S4557,2,07,11,94,1,2.0,0,R,,,,6.2,2.4,,23.15,3.84
96PR00537,S4559,2,07,10,94,1,2.0,0,M,,,,7.8,3.1,,21.58,3.66
96PR00538,S4560,2,07,10,94,1,2.0,0,M,,,,7.9,3.1,,22.97,4.84
96PR00539,S4564,2,07,10,94,1,2.0,0,M,,,,7.0,2.8,,22.26,4.38
96PR00540,S4566,2,42,13,94,1,2.0,0,F,,,,7.9,3.1,HAIRY,20.46,4.52
96PR00541,S4579,1,07,12,94,1,2.0,0,C,,1,2,8.9,3.5,,26.94,5.08
96PR00542,S4589,1,42,13,94,1,2.0,0,F,,3,3,8.9,3.5,,25.38,4.42
96PR00543,S4592,2,07,10,94,1,2.0,0,M,,,,8.0,3.1,,22.12,4.1
96PR00544,S4599,1,07,11,94,1,2.0,0,R,,2,2,8.3,3.3,,21.88,3.94
96PR00545,S4605,2,42,13,94,1,2.0,0,F,,,,7.5,3.0,,22.24,4.14
96PR00546,S4608,2,43,10,94,1,2.0,0,M,,,,7.0,2.8,,20.19,3.68
96PR00547,S4616,2,07,12,94,1,2.0,0,C,,,,6.4,2.5,,23.4,4.11
96PR00548,S4618,2,43,13,94,1,2.0,0,F,,,,9.1,3.6,4TEATS,27.83,5.22
96PR00549,S4619,2,07,12,94,1,2.0,0,C,,,,5.2,2.0,ENTR,23.18,4.06
96PR00550,S4628,2,07,13,94,1,2.0,0,F,,,,6.8,2.7,,21.71,4.19
96PR00551,S4630,2,42,13,94,1,2.0,0,F,,,,9.2,3.6,"ENTR,4TEATS",24.88,4.92
96PR00552,S4631,2,42,13,94,1,2.0,0,F,,,,8.3,3.3,ENTR,25.01,4.56
96PR00553,S4640,2,43,12,94,1,2.0,0,C,,,,7.9,3.1,,25.06,5.6
96PR00554,S4641,2,43,13,94,1,2.0,0,F,,,,7.5,3.0,,22.98,5.49
96PR00555,S4642,2,43,13,94,1,2.0,0,F,,,,8.2,3.2,4TEATS,23.35,4.97
96PR00556,S4644,2,07,12,94,1,2.0,0,C,,,,6.8,2.7,,20.71,3.38
96PR00557,S4657,2,42,13,94,1,2.0,0,F,,,,7.4,2.9,,21.59,3.4
96PR00558,S4659,2,07,11,94,1,2.0,0,R,,,,7.2,2.8,,25.34,4.66
96PR00559,S4665,2,43,11,94,1,2.0,0,R,,,,7.0,2.8,ENTR,23.54,4.19
96PR00560,S4668,2,07,11,94,1,2.0,0,R,,,,7.3,2.9,,22.83,3.64
96PR00561,S4669,2,42,13,94,1,2.0,0,F,,,,7.5,3.0,,20.11,3.62
96PR00562,S4671,2,07,11,94,1,2.0,0,R,,,,7.0,2.8,,22.28,3.46
96PR00563,S4673,2,07,12,94,1,2.0,0,C,,,,7.3,2.9,,23.12,3.77
96PR00564,S4674,2,42,13,94,1,2.0,0,F,,,,8.8,3.5,,23.19,3.61
96PR00565,S4675,2,07,12,94,1,2.0,0,C,,,,7.2,2.8,,21.57,3.44
96PR00566,S4680,2,42,13,94,1,2.0,0,F,,,,9.1,3.6,,20.3,3.37
96PR00567,S4684,2,43,10,94,1,2.0,0,M,,,,6.5,2.6,ENTR,22.24,4.57
96PR00568,S4687,2,42,10,94,1,2.0,0,M,,,,7.3,2.9,4TEATS,23.36,4.24
96PR00569,S4688,2,42,13,94,1,2.0,0,F,,,,8.2,3.2,,22.14,3.3
96PR00570,S4689,1,07,10,94,1,2.0,0,M,,1,2,8.8,3.5,,22.71,3.7
96PR00571,S4691,2,42,11,94,1,2.0,0,R,,,,6.7,2.6,,20.71,3.97
96PR00572,S4694,2,07,12,94,1,2.0,0,C,,,,6.5,2.6,,22.33,3.65
96PR00573,S4703,2,07,12,94,1,2.0,0,C,,,,7.1,2.8,4TEATS,23.09,3.92
96PR00574,S4708,2,07,10,94,1,2.0,0,M,,,,8.9,3.5,,25.7,4.39
96PR00575,S4709,2,07,10,94,1,2.0,0,M,,,,6.8,2.7,,21.33,3.87
96PR00576,S4710,2,07,10,94,1,2.0,0,M,,,,7.5,3.0,,21.6,3.67
96PR00577,S4711,2,42,12,94,1,2.0,0,C,,,,8.3,3.3,4TEATS,23.98,4.09
96PR00578,S4713,2,42,13,94,1,2.0,0,F,,,,7.2,2.8,,20.21,3.58
96PR00579,S4715,2,43,11,94,1,2.0,0,R,,,,8.2,3.2,,22.95,4.17
96PR00580,S4716,1,07,12,94,1,2.0,0,C,,2,3,8.1,3.2,,25.21,4.36
96PR00581,S4717,2,07,12,94,1,2.0,0,C,,,,7.7,3.0,ENTR,24.85,4.61
96PR00582,S4721,2,07,12,94,1,2.0,0,C,,,,6.5,2.6,,23.44,5.15
96PR00583,S4724,2,07,11,94,1,2.0,0,R,,,,6.9,2.7,,21.16,3.1
96PR00584,S4726,1,42,10,94,1,2.0,0,M,,2,3,7.2,2.8,NEED BIG TAG,24.49,4.04
96PR00585,S4728,2,07,12,94,1,2.0,0,C,,,,8.4,3.3,TINY BAG,21.87,3.7
96PR00586,S4731,2,42,10,94,1,2.0,0,M,,,,7.8,3.1,,22.88,4.12
96PR00587,S4737,2,42,10,94,1,2.0,0,M,,,,7.9,3.1,DYSTOCIA,21.0,3.72
96PR00588,S4742,2,07,13,94,1,2.0,0,F,,,,6.3,2.5,,24.23,4.62
96PR00589,S4745,2,07,12,94,1,2.0,0,C,,,,7.0,2.8,,23.5,4.52
96PR00590,S4753,2,42,13,94,1,2.0,0,F,,,,7.6,3.0,,24.12,3.9
96PR00591,S4754,2,07,13,94,1,2.0,0,F,,,,7.3,2.9,,22.11,4.03
96PR00592,S4759,2,42,13,94,1,2.0,0,F,,,,8.0,3.1,HAIRY,23.58,4.81
96PR00593,S4761,1,07,10,94,1,2.0,0,M,,1,2,8.9,3.5,,23.81,4.37
96PR00594,S4763,2,07,11,94,1,2.0,0,R,,,,7.3,2.9,ENTR,24.08,4.08
96PR00595,S4764,1,07,11,94,1,2.0,0,R,,2,3,7.0,2.8,,24.74,4.45
96PR00596,S4769,2,43,12,94,1,2.0,0,C,,,,7.0,2.8,WEAK,24.69,4.37
96PR00597,S4784,2,42,13,94,1,2.0,0,F,,,,7.8,3.1,,22.83,4.72
96PR00598,S4785,1,42,12,94,1,2.0,0,C,,2,3+,8.8,3.5,NEED BIG TAG,23.42,3.8
96PR00599,S4792,2,41,12,94,1,2.0,0,C,,,,9.4,3.7,,23.57,4.58
96PR00600,S4801,2,07,10,94,1,2.0,0,M,,,,7.8,3.1,,20.89,3.59
96PR00601,S4808,2,07,10,94,1,2.0,0,M,,,,6.3,2.5,4TEATS,21.0,3.79
96PR00602,S4810,2,07,11,94,1,2.0,0,R,,,,6.2,2.4,,21.66,3.78
96PR00603,S4811,1,07,13,94,1,2.0,0,F,,1,2,7.8,3.1,,22.45,4.43
96PR00604,S4817,2,42,10,94,1,2.0,0,M,,,,8.2,3.2,,20.9,4.24
96PR00605,S4821,2,42,12,94,1,2.0,0,C,,,,8.1,3.2,,22.83,4.13
96PR00606,S4822,2,42,12,94,1,2.0,0,C,,,,7.1,2.8,,20.51,3.89
96PR00607,S4826,2,43,10,94,1,2.0,0,M,,,,8.0,3.1,,22.02,4.29
96PR00608,S4827,1,42,13,94,1,2.0,0,F,,2,3-,7.9,3.1,KEEP,19.81,3.79
96PR00609,S4828,2,07,11,94,1,2.0,0,R,,,,5.7,2.2,ENTR,22.85,4.61
96PR00610,S4829,1,07,11,94,1,2.0,0,R,,3,2,8.3,3.3,,22.75,4.68
96PR00611,S4832,2,42,10,94,1,2.0,0,M,,,,7.4,2.9,,22.94,4.31
96PR00612,S4833,2,42,10,94,1,2.0,0,M,,,,7.0,2.8,,20.41,3.79
96PR00613,S4834,2,43,10,94,1,2.0,0,M,,,,8.4,3.3,DYSTOCIA 95,21.51,3.53
96PR00614,S4835,2,43,13,94,1,2.0,0,F,,,,8.7,3.4,,24.02,5.13
96PR00615,S4837,1,42,13,94,1,2.0,0,F,,,,0.0,0.0,MSG 2/29/96,0.0,0.0
96PR00616,S4840,2,07,11,94,1,2.0,0,R,,,,7.7,3.0,,23.59,4.08
96PR00617,S4841,2,07,11,94,1,2.0,0,R,,,,7.4,2.9,,21.68,4.47
96PR00618,S4842,2,07,11,94,1,2.0,0,R,,,,6.9,2.7,ENTR,22.64,3.92
96PR00619,S4848,2,43,10,94,1,2.0,0,M,,,,6.7,2.6,,21.84,3.43
96PR00620,S4850,2,07,11,94,1,2.0,0,R,,,,6.2,2.4,,20.78,4.16
96PR00621,S4851,2,07,11,94,1,2.0,0,R,,,,7.3,2.9,,21.35,3.76
96PR00622,S4855,1,43,12,94,1,2.0,0,C,,2,3+,8.4,3.3,,22.67,4.25
96PR00623,S4861,2,07,11,94,1,2.0,0,R,,,,8.8,3.5,HAIRY,24.04,5.29
96PR00624,S4865,2,07,12,94,1,2.0,0,C,,,,7.1,2.8,,19.21,3.47
96PR00625,S4867,1,42,13,94,1,2.0,0,F,,2,5+,8.8,3.5,,22.56,3.7
96PR00626,S4868,2,07,13,94,1,2.0,0,F,,,,7.6,3.0,,21.47,3.73
96PR00627,S4871,1,43,13,94,1,2.0,0,F,,6,2-,9.1,3.6,,20.08,3.92
96PR00628,S4876,2,07,12,94,1,2.0,0,C,,,,6.0,2.4,,20.09,3.43
96PR00629,S4878,2,07,13,94,1,2.0,0,F,,,,8.6,3.4,SHEARCUT/BLED,20.39,3.45
96PR00630,S4885,2,42,10,94,1,2.0,0,M,,,,8.3,3.3,"5JAW,ok",22.8,4.47
96PR00631,S4886,2,07,10,94,1,2.0,0,M,,,,7.0,2.8,,22.14,3.95
96PR00632,S4890,2,42,13,94,1,2.0,0,F,,,,8.4,3.3,ENDOPARASITES,19.92,3.38
96PR00633,S4898,2,07,11,94,1,2.0,0,R,,,,6.8,2.7,ENTR,23.33,4.56
96PR00634,S4900,1,43,12,94,1,2.0,0,C,,2,2,8.8,3.5,4TEATS,23.08,3.71
96PR00635,S4903,2,07,13,94,1,2.0,0,F,,,,5.8,2.3,,21.01,3.33
96PR00636,S4908,1,07,12,94,1,2.0,0,C,,1,3-,8.2,3.2,,22.51,3.86
96PR00637,S4909,2,07,12,94,1,2.0,0,C,,,,7.2,2.8,4TEATS,22.92,4.34
96PR00638,S4910,2,07,11,94,1,2.0,0,R,,,,6.5,2.6,,26.59,4.32
96PR00639,S4911,2,07,11,94,1,2.0,0,R,,,,7.5,3.0,,28.07,4.99
96PR00640,S4916,2,43,10,94,1,2.0,0,M,,,,7.2,2.8,,23.39,3.94
96PR00641,S4922,2,42,13,94,1,2.0,0,F,,,,7.4,2.9,,26.09,5.64
96PR00642,S4924,2,07,12,94,1,2.0,0,C,,,,7.3,2.9,DYSTOCIA 95,21.11,4.02
96PR00643,S4928,2,42,13,94,1,2.0,0,F,,,,8.2,3.2,4TEATS,24.5,6.01
96PR00644,S4936,2,42,13,94,1,2.0,0,F,,,,9.3,3.7,4TEATS,24.88,4.06
96PR00645,S4943,2,07,10,94,1,2.0,0,M,,,,7.0,2.8,DRY,24.58,4.19
96PR00646,S4956,2,07,11,94,1,2.0,0,R,,,,6.9,2.7,ENTR,20.35,4.2
96PR00647,S4959,2,07,11,94,1,2.0,0,R,,,,6.0,2.4,,23.71,3.91
96PR00648,S4960,2,07,11,94,1,2.0,0,R,,,,7.8,3.1,,23.5,4.32
96PR00649,S4963,2,42,10,94,1,2.0,0,M,,,,6.8,2.7,,23.42,3.74
96PR00650,S4964,2,07,11,94,1,2.0,0,R,,,,7.9,3.1,4TEATS,25.82,5.53
96PR00651,S4968,1,42,12,94,1,2.0,0,C,,7,3+,9.0,3.5,7H,22.13,3.77
96PR00652,S4970,2,43,11,94,1,2.0,0,R,,,,8.0,3.1,4TEATS,22.9,3.69
96PR00653,S4973,2,07,11,94,1,2.0,0,R,,,,8.8,3.5,,22.29,3.63
96PR00654,S4974,1,07,11,94,1,2.0,0,R,,2,2-,8.8,3.5,LAME LR 10-11,28.91,5.41
96PR00655,S4975,2,42,10,94,1,2.0,0,M,,,,6.8,2.7,3TEATS,21.75,3.86
96PR00656,S4977,2,07,11,94,1,2.0,0,R,,,,7.9,3.1,,21.32,4.79
96PR00657,S4980,1,07,10,94,1,2.0,0,M,,2,2-,8.0,3.1,,21.58,3.83
96PR00658,S4987,2,07,13,94,1,2.0,0,F,,,,6.5,2.6,,24.91,4.51
96PR00659,S5002,2,42,11,94,1,2.0,0,R,,,,8.0,3.1,,21.36,3.44
96PR00660,S5009,2,07,11,94,1,2.0,0,R,,,,8.1,3.2,,22.53,3.62
96PR00661,S5010,2,43,13,94,1,2.0,0,F,,,,7.1,2.8,,20.45,4.77
96PR00662,S5019,2,42,12,94,1,2.0,0,C,,,,7.3,2.9,ENTR,22.39,4.17
96PR00663,S5031,2,42,11,94,1,2.0,0,R,,,,8.0,3.1,,25.17,4.69
96PR00664,S5033,2,42,11,94,1,2.0,0,R,,,,7.7,3.0,HAIRY,23.0,4.14
96PR00665,S5034,2,07,10,94,1,2.0,0,M,,,,7.0,2.8,,24.97,4.37
96PR00666,S5035,2,07,11,94,1,2.0,0,R,,,,6.3,2.5,,22.11,4.63
96PR00667,S5041,2,07,11,94,1,2.0,0,R,,,,5.9,2.3,4TEATS,23.18,3.5
96PR00668,S5042,2,42,13,94,1,2.0,0,F,,,,8.2,3.2,,22.83,3.95
96PR00669,S5051,2,42,10,94,1,2.0,0,M,,,,0.0,0.0,,0.0,0.0
96PR00670,S5059,2,07,11,94,1,2.0,0,R,,,,7.5,3.0,,23.11,4.5
96PR00671,S5065,2,42,10,94,1,2.0,0,M,,,,7.0,2.8,4TEATS,20.86,3.71
96PR00672,S5073,2,07,13,94,1,2.0,0,F,,,,6.6,2.6,4TEATS,20.82,3.51
96PR00673,S5076,2,07,11,94,1,2.0,0,R,,,,7.8,3.1,ENTR,23.1,4.46
96PR00674,S5086,2,07,11,94,1,2.0,0,R,,,,7.0,2.8,,25.1,4.1
96PR00675,S5087,2,41,12,94,1,2.0,0,C,,,,9.2,3.6,,21.7,3.97
96PR00676,S5088,2,41,12,94,1,2.0,0,C,,,,9.4,3.7,,19.45,3.72
96PR00677,S5096,2,07,12,94,1,2.0,0,C,,,,6.2,2.4,,21.83,4.11
96PR00678,S5100,2,07,10,94,1,2.0,0,M,,,,6.5,2.6,,23.08,4.04
96PR00679,S5101,2,07,10,94,1,2.0,0,M,,,,7.1,2.8,4TEATS,23.77,3.68
96PR00680,S5111,2,07,10,94,1,2.0,0,M,,,,7.8,3.1,,22.97,3.67
96PR00681,S5115,1,42,13,94,1,2.0,0,F,,2,3,8.5,3.3,KEEP,23.05,3.92
96PR00682,S5118,1,43,12,94,1,2.0,0,C,,1,3-,8.9,3.5,4TEATS,27.59,4.8
96PR00683,S5119,2,07,12,94,1,2.0,0,C,,,,6.4,2.5,,23.77,3.67
96PR00684,S5120,2,07,12,94,1,2.0,0,C,,,,8.0,3.1,,23.96,3.82
96PR00685,S5131,2,07,11,94,1,2.0,0,R,,,,7.1,2.8,,22.76,3.94
96PR00686,S5134,1,42,12,94,1,2.0,0,C,,7,3,9.0,3.5,7H,23.95,5.31
96PR00687,S5137,2,42,12,94,1,2.0,0,C,,,,9.2,3.6,,23.29,5.34
96PR00688,S5144,2,07,10,94,1,2.0,0,M,,,,7.8,3.1,,23.32,3.77
96PR00689,S5145,1,42,12,94,1,2.0,0,C,,2,3+,8.0,3.1,,23.46,4.45
96PR00690,S5146,2,42,12,94,1,2.0,0,C,,,,7.0,2.8,,24.14,4.62
96PR00691,S5153,2,42,10,94,1,2.0,0,M,,,,9.4,3.7,,21.16,3.65
96PR00692,S5158,2,42,12,94,1,2.0,0,C,,,,9.1,3.6,,22.04,4.89
96PR00693,S5163,2,42,10,94,1,2.0,0,M,,,,8.0,3.1,,22.42,3.99
96PR00694,S5164,2,42,10,94,1,2.0,0,M,,,,8.2,3.2,,22.11,4.12
96PR00695,S5169,2,07,13,94,1,2.0,0,F,,,,8.3,3.3,,24.23,4.54
96PR00696,S5170,2,42,13,94,1,2.0,0,F,,,,8.4,3.3,,21.76,4.01
96PR00697,S5175,2,07,12,94,1,2.0,0,C,,,,8.2,3.2,,26.34,5.32
96PR00698,S5177,1,07,11,94,1,2.0,0,R,,2,2+,6.5,2.6,,26.81,6.62
96PR00699,S5178,2,41,12,94,1,2.0,0,C,,,,6.6,2.6,,19.67,3.55
96PR00700,S5180,2,43,10,94,1,2.0,0,M,,,,9.0,3.5,,23.71,4.23
96PR00701,S5184,2,42,10,94,1,2.0,0,M,,,,7.0,2.8,,19.89,3.94
96PR00702,S5196,2,07,11,94,1,2.0,0,R,,,,6.3,2.5,,22.72,3.82
96PR00703,S5210,2,42,12,94,1,2.0,0,C,,,,9.0,3.5,4TEATS,24.63,3.95
96PR00704,S5228,2,42,13,94,1,2.0,0,F,,,,8.5,3.3,,24.84,4.42
96PR00705,S5230,2,42,12,94,1,2.0,0,C,,,,6.0,2.4,4TEATS,24.54,3.78
96PR00706,S5246,2,42,13,94,1,2.0,0,F,,,,7.3,2.9,HAIRY,22.08,4.18
96PR00707,S5254,2,42,12,94,1,2.0,0,C,,,,8.4,3.3,ENTR,25.04,4.9
96PR00708,S5261,1,42,10,94,1,2.0,0,M,,1,3,7.9,3.1,,24.8,4.49
96PR00709,S5283,1,42,10,94,1,2.0,0,M,,1,2-,10.0,3.9,,22.15,4.26
96PR00710,S5285,2,42,13,94,1,2.0,0,F,,,,7.1,2.8,,20.94,3.81
96PR00711,S5288,2,07,10,94,1,2.0,0,M,,,,8.1,3.2,,22.78,5.06
96PR00712,S5299,2,07,10,94,1,2.0,0,M,,,,7.3,2.9,,22.28,4.18
96PR00713,S5305,2,42,12,94,1,2.0,0,C,,,,7.2,2.8,,21.18,3.57
96PR00714,S5312,2,07,10,94,1,2.0,0,M,,,,7.0,2.8,,22.2,3.9
96PR00715,S5326,2,07,10,94,1,2.0,0,M,,,,7.1,2.8,,25.43,5.97
96PR00716,S5511,1,43,13,95,1,1.0,0,F,,2,2-,6.2,2.4,,20.98,4.18
96PR00717,S5513,1,07,12,95,1,1.0,0,C,,3,3,8.0,3.1,,22.15,3.82
96PR00718,S5516,1,43,12,95,1,1.0,0,C,,2,3,7.5,3.0,,23.58,4.45
96PR00719,S5519,1,07,12,95,1,1.0,0,C,,2,3-,6.7,2.6,,20.17,3.97
96PR00720,S5520,1,42,12,95,1,1.0,0,C,,2,3,7.0,2.8,NICE,21.55,4.33
96PR00721,S5525,1,42,13,95,1,1.0,0,F,,6,3,7.2,2.8,H5,18.53,3.29
96PR00722,S5546,1,42,12,95,1,1.0,0,C,,2,3,7.5,3.0,,21.07,3.98
96PR00723,S5554,1,07,11,95,1,1.0,0,R,,2,2+,7.8,3.1,,18.76,3.21
96PR00724,S5561,1,07,10,95,1,1.0,0,M,,2,3-,8.5,3.3,,19.53,3.66
96PR00725,S5568,1,07,11,95,1,1.0,0,R,,1,2-,6.6,2.6,SAVE sub,23.76,4.74
96PR00726,S5571,1,07,11,95,1,1.0,0,R,,1,3,6.8,2.7,SAVE sub,20.57,3.8
96PR00727,S5574,1,43,13,95,1,1.0,0,F,,1,2,7.6,3.0,,19.53,3.76
96PR00728,S5590,1,07,10,95,1,1.0,0,M,,2,3,7.2,2.8,4TEATS,20.15,3.17
96PR00729,S5596,1,42,13,95,1,1.0,0,F,,2,3+,8.9,3.5,,19.89,3.82
96PR00730,S5622,1,43,10,95,1,1.0,0,M,,2,3+,8.0,3.1,,20.3,3.58
96PR00731,S5640,1,43,12,95,1,1.0,0,C,,1,3+,7.4,2.9,,19.0,3.75
96PR00732,S5667,1,42,12,95,1,1.0,0,C,,5,3,7.3,2.9,"LAME RF,FEVER",21.42,4.6
96PR00733,S5693,1,07,10,95,1,1.0,0,M,,2,3+,7.8,3.1,FEVER,21.23,3.69
96PR00734,S5697,1,43,12,95,1,1.0,0,C,,7,3,7.0,2.8,H7,20.51,3.72
96PR00735,S5701,1,07,12,95,1,1.0,0,C,,1,3-,7.0,2.8,,21.97,4.05
96PR00736,S5706,1,07,12,95,1,1.0,0,C,,2,3+,6.0,2.4,,22.25,3.82
96PR00737,S5719,1,07,11,95,1,1.0,0,R,,1,4+,7.3,2.9,,22.66,4.44
96PR00738,S5730,1,07,11,95,1,1.0,0,R,,3,3,6.2,2.4,,21.66,4.24
96PR00739,S5731,1,07,11,95,1,1.0,0,R,,6,4,5.8,2.3,H6,22.28,5.79
96PR00740,S5740,1,07,11,95,1,1.0,0,R,,6,3+,7.3,2.9,SAVE H4 sub,22.73,4.54
96PR00741,S5752,1,07,12,95,1,1.0,0,C,,1,4+,7.8,3.1,,21.87,3.79
96PR00742,S5753,1,07,12,95,1,1.0,0,C,,1,4-,7.8,3.1,,23.74,4.23
96PR00743,S5765,1,07,12,95,1,1.0,0,C,,5,3+,7.9,3.1,,20.3,4.05
96PR00744,S5767,1,42,12,95,1,1.0,0,C,,6,4+,8.0,3.1,H4 only3/sire,20.26,4.25
96PR00745,S5776,1,07,12,95,1,1.0,0,C,,3,3,6.7,2.6,,21.92,4.19
96PR00746,S5791,1,07,11,95,1,1.0,0,R,,1,3-,5.5,2.2,,18.41,4.69
96PR00747,S5800,1,07,10,95,1,1.0,0,M,,2,2,7.3,2.9,,19.05,3.72
96PR00748,S5807,1,07,10,95,1,1.0,0,M,,2,4+,6.0,2.4,,20.41,3.78
96PR00749,S5817,1,43,11,95,1,1.0,0,R,,2,3,7.0,2.8,NICE,21.1,5.0
96PR00750,S5820,1,42,10,95,1,1.0,0,M,,2,3,7.0,2.8,,20.94,4.09
96PR00751,S5821,1,07,12,95,1,1.0,0,C,,2,3+,8.0,3.1,,23.13,4.46
96PR00752,S5826,1,07,13,95,1,1.0,0,F,,1,4+,5.2,2.0,,20.87,4.13
96PR00753,S5838,1,07,10,95,1,1.0,0,M,,2,2,8.0,3.1,,18.49,3.33
96PR00754,S5841,1,07,11,95,1,1.0,0,R,,4,3-,6.6,2.6,H3,21.41,3.39
96PR00755,S5860,1,07,12,95,1,1.0,0,C,,1,3,6.3,2.5,NICE,20.29,3.41
96PR00756,S5861,1,07,12,95,1,1.0,0,C,,2,3,6.9,2.7,SAVE sub,22.27,3.8
96PR00757,S5866,1,42,13,95,1,1.0,0,F,,2,4,7.4,2.9,1TAG,19.25,3.17
96PR00758,S5872,1,43,13,95,1,1.0,0,F,,2,2,7.9,3.1,,19.27,3.59
96PR00759,S5873,1,43,13,95,1,1.0,0,F,,3,4,8.0,3.1,,23.02,5.56
96PR00760,S5876,1,43,10,95,1,1.0,0,M,,3,3,7.9,3.1,,19.55,3.33
96PR00761,S5891,1,07,10,95,1,1.0,0,M,,2,3-,8.4,3.3,,22.15,4.28
96PR00762,S5902,1,07,13,95,1,1.0,0,F,,7,2-,6.8,2.7,H7,18.75,3.8
96PR00763,S5914,1,07,10,95,1,1.0,0,M,,2,3+,7.2,2.8,lbw 127,23.79,4.22
96PR00764,S5918,1,07,11,95,1,1.0,0,R,,2,3+,6.7,2.6,TOP L.BACK AB,22.91,4.5
96PR00765,S5929,1,07,11,95,1,1.0,0,R,,7,4,6.8,2.7,H7,17.96,3.27
96PR00766,S5930,1,07,11,95,1,1.0,0,R,,3,3,6.8,2.7,H3,19.47,4.1
96PR00767,S5958,1,42,12,95,1,1.0,0,C,,3,3+,7.3,2.9,MAGGOT HORN,21.4,3.49
96PR00768,S5961,1,43,12,95,1,1.0,0,C,,2,2-,6.2,2.4,4TEATS,21.58,3.53
96PR00769,S5963,1,07,12,95,1,1.0,0,C,,2,3+,5.5,2.2,,21.62,4.38
96PR00770,S5970,1,07,10,95,1,1.0,0,M,,2,3-,7.6,3.0,,19.32,4.02
96PR00771,S5972,1,07,12,95,1,1.0,0,C,,3,3-,7.6,3.0,H3,19.46,4.66
96PR00772,S5973,1,07,13,95,1,1.0,0,F,,2,3,6.8,2.7,,22.56,3.56
96PR00773,S5976,1,07,10,95,1,1.0,0,M,,6,2-,7.8,3.1,,21.16,4.3
96PR00774,S5983,1,42,12,95,1,1.0,0,C,,2,3,6.5,2.6,,21.09,3.52
96PR00775,S6029,1,07,10,95,1,1.0,0,M,,2,3+,7.6,3.0,4TEATS,20.37,3.81
96PR00776,S6035,1,07,12,95,1,1.0,0,C,,2,4+,6.5,2.6,"FX.RIBS,FEVER",21.52,4.07
96PR00777,S6067,1,07,12,95,1,1.0,0,C,,2,3,6.8,2.7,,20.06,3.75
96PR00778,S6081,1,43,12,95,1,1.0,0,C,,2,3,7.2,2.8,4TEATS,20.3,3.48
96PR00779,S6139,1,07,11,95,1,1.0,0,R,,4,4-,7.3,2.9,X HORN IN EYE,19.85,3.9
96PR00780,S6168,1,07,11,95,1,1.0,0,R,,1,3+,6.4,2.5,,20.05,4.23
96PR00781,S6169,1,07,11,95,1,1.0,0,R,,1,3+,7.0,2.8,,20.77,3.73
96PR00782,S6171,1,42,12,95,1,1.0,0,C,,2,3+,8.0,3.1,,20.79,4.64
96PR00783,S6193,1,42,12,95,1,1.0,0,C,,3,3,6.8,2.7,,19.06,3.88
96PR00784,S6195,1,42,13,95,1,1.0,0,F,,3,3-,8.1,3.2,,18.84,4.27
96PR00785,S6204,1,07,11,95,1,1.0,0,R,,2,3,6.3,2.5,,20.97,3.89
96PR00786,S6216,1,43,10,95,1,1.0,0,M,,6,2,7.2,2.8,H5,16.77,3.62
96PR00787,S6262,1,42,12,95,1,1.0,0,C,,1,4+,7.8,3.1,only 1 /sire,21.28,4.07
96PR00788,S6278,1,42,12,95,1,1.0,0,C,,6,3-,7.6,3.0,H3 only3/sire,17.01,3.2
96PR00789,S6290,1,07,11,95,1,1.0,0,R,,1,3,6.0,2.4,,24.49,5.02
96PR00790,S6292,1,07,13,95,1,1.0,0,F,,4,2,7.7,3.0,H4,19.8,3.76
96PR00791,S6295,1,41,13,95,1,1.0,0,F,,3,5,6.9,2.7,MAGGOT HEAD,19.0,3.96
96PR00792,S6299,1,07,12,95,1,1.0,0,C,,4,3,7.9,3.1,,20.64,4.24
96PR00793,S6305,1,07,11,95,1,1.0,0,R,,1,3,6.0,2.4,"FEVER,URI",19.7,3.5
96PR00794,S6308,1,07,12,95,1,1.0,0,C,,4,3+,7.3,2.9,,23.05,3.98
96PR00795,S6340,1,42,13,95,1,1.0,0,F,,2,4-,7.4,2.9,,19.4,4.34
96PR00796,S6341,1,42,13,95,1,1.0,0,F,,2,3-,7.0,2.8,,21.13,4.09
96PR00797,S6359,1,43,13,95,1,1.0,0,F,,2,3+,7.2,2.8,,20.19,4.02
96PR00798,S6361,1,42,12,95,1,1.0,0,C,,7,3+,6.8,2.7,H7 only3/sire,17.57,3.83
96PR00799,S6375,1,07,12,95,1,1.0,0,C,,2,2-,6.8,2.7,,19.93,3.82
96PR00800,S6403,1,07,13,95,1,1.0,0,F,,5,2-,7.5,3.0,X HORN in EYE,23.0,0.0
96PR00801,S8416,2,07,12,87,1,9.0,0,C,,,,8.0,3.1,SUCK1SIDE,23.1,3.78
96PR00802,S8659,2,07,12,88,1,8.0,0,C,,,,6.3,2.5,,22.35,3.59
96PR00803,S8702,2,07,13,88,1,8.0,0,F,,,,5.0,2.0,,22.56,4.42
96PR00804,S8705,2,07,11,88,1,8.0,0,R,,,,5.0,2.0,,25.19,3.9
96PR00805,S8726,2,07,12,88,1,8.0,0,C,,,,5.4,2.1,SW BAG,26.15,4.51
96PR00806,S8757,2,07,12,88,1,8.0,0,C,,,,6.4,2.5,THICKMILK95,25.33,4.03
